EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,LongMidRangePctBlocked,SecondChanceArc3FGM,BlockedCorner3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,9671.0,161,-20,281,282,18,18,42.0,563,15.0,27.0,8.0,18.0,1.0,3.0,5.0,15.0,1.0,20.0,43.0,9.0,49.0,313,9.0,19.0,1.0,19.0,1.0,4.0,2.0,22.0,18.0,16.0,5.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,4.0,18.0,6.0,13.0,3.0,22.0,22.0,44.0,3.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,3.0,9.0,1.0,10.0,14.0,11.0,1.0,11.0,3.0,6.0,1.0,15.0,1.0,1.0,11.0,1.0,3.0,16.0,8.0,3.0,2.0,18,1.0,0.55,0.9166666666666666,0.46511627906976744,0.47368421052631576,0.25,0.46511627906976744,0.47368421052631576,0.25,0.5212765957446809,0.475,0.25,0.11627906976744186,0.07407407407407407,0.2,16.96969696969697,0.2222222222222222,0.25,0.13,0.18556701030927836,0.15,0.09302325581395349,0.1357142857142857,0.15714285714285714,0.125,0.2777777777777778,0.13793103448275862,0.07407407407407407,0.125,0.14893617021276595,0.10526315789473684,0.11764705882352941,0.18181818181818182,0.16666666666666666,0.5,0.627906976744186,0.5555555555555556,0.6,0.5333333333333333,0.3488372093023256,0.3333333333333333,0.4166666666666667,0.6,0.023255813953488372,0.9473684210526315,0.4444444444444444,0.125,0.75,0.3333333333333333,0.627906976744186,0.5147767441860466,0.5669235294117647,0.56035,0.13043478260869565,0.13043478260869565,0.3877551020408163,0.04081632653061224,2.8651162790697673,0.06405693950177936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,15400.0,257,32,473,460,116,95,66.0,933,23.0,38.0,4.0,10.0,3.0,5.0,2.0,10.0,9.0,27.0,57.0,18.0,75.0,482,5.0,11.0,4.0,14.0,5.0,10.0,14.0,34.0,20.0,6.0,10.0,19.0,6.0,25.0,3.0,9.0,6.0,56.0,4.0,12.0,10.0,42.0,6.0,58.0,17.0,75.0,2.0,5.0,4.0,7.0,4.0,9.0,3.0,,,16.0,1.0,17.0,36.0,26.0,1.0,28.0,2.0,14.0,1.0,6.0,,,6.0,,,6.0,4.0,,14.0,116,4.0,0.6296296296296297,0.7083333333333334,0.47368421052631576,0.45454545454545453,0.5,0.41304347826086957,0.4166666666666667,0.38461538461538464,0.4573170731707317,0.4666666666666667,0.4117647058823529,0.17543859649122806,0.15789473684210525,0.4,17.72151898734177,0.4375,0.375,0.2625,0.07741935483870968,0.14705882352941177,0.0547945205479452,0.22807017543859648,0.07017543859649122,0.109375,0.023809523809523808,0.08163265306122448,0.05555555555555555,0.05263157894736842,0.2028985507246377,0.3,0.3137254901960784,0.15517241379310345,0.06666666666666667,0.6666666666666666,0.5507246376811594,0.6052631578947368,0.71875,0.6521739130434783,0.14492753623188406,0.2,0.3333333333333333,,0.13043478260869565,0.8333333333333334,0.4,0.25,0.38461538461538464,0.6,0.7246376811594203,0.5071080882352942,0.549535,0.44298333333333334,0.1728395061728395,0.2028985507246377,0.18666666666666668,0.18666666666666668,4.396491228070176,0.2452431289640592,2.0,1.0,12.0,1.0,3.0,1.0,12.0,1.0,3.0,4.0,3.0,12.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.17391304347826086,0.05263157894736842,0.1,0.2222222222222222,0.2222222222222222,1.0,0.17391304347826086,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333,0.23076923076923078,0.08333333333333333,26.024999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,6754.0,113,27,207,205,67,55,25.0,412,6.0,8.0,3.0,3.0,1.0,2.0,3.0,5.0,6.0,12.0,19.0,6.0,48.0,214,4.0,4.0,,8.0,2.0,5.0,17.0,8.0,16.0,4.0,2.0,4.0,2.0,6.0,1.0,2.0,1.0,14.0,1.0,3.0,4.0,7.0,,11.0,4.0,15.0,,5.0,2.0,3.0,2.0,1.0,1.0,,,4.0,,1.0,6.0,5.0,,7.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,,3.0,2.0,,17.0,67,,0.3333333333333333,0.4,0.631578947368421,1.0,0.4,0.6,0.6666666666666666,0.6153846153846154,0.631578947368421,0.6666666666666666,0.6071428571428571,0.10526315789473684,0.125,0.2,17.796610169491526,0.75,,0.0945945945945946,0.05263157894736842,0.12121212121212122,0.030303030303030304,0.102803738317757,0.044444444444444446,,0.06666666666666667,0.08,0.041666666666666664,,0.07142857142857142,0.15,0.07692307692307693,0.14285714285714285,,0.6666666666666666,0.22857142857142856,0.75,0.8571428571428571,0.16666666666666666,0.14285714285714285,0.6,0.75,0.6666666666666666,0.17142857142857143,0.5,1.0,0.3333333333333333,0.15384615384615385,0.5,0.6857142857142857,0.5338657142857143,0.5727,0.5264115384615384,0.08108108108108109,0.14285714285714285,0.16666666666666666,0.3541666666666667,8.094736842105263,0.32367149758454106,3.0,3.0,11.0,1.0,5.0,6.0,16.0,2.0,8.0,1.0,12.0,11.0,3.0,1.0,1.0,,3.0,1.0,,,,,,,1.0,0.6666666666666666,0.375,0.375,0.45714285714285713,,,0.5,0.5,0.3333333333333333,0.3142857142857143,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.16666666666666666,0.38461538461538464,0.2727272727272727,24.66875,3.0,5.0,1.0,2.0,3.0,2.0,4.0,6.0,0.5,0.14285714285714285,0.6,0.6,0.6666666666666666,0.16666666666666666,0.23076923076923078,0.6666666666666666,0.4,,,,,,,,,,,,,,True,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,11562.0,193,-32,354,349,89,73,48.0,703,10.0,21.0,2.0,3.0,2.0,6.0,4.0,10.0,24.0,23.0,55.0,14.0,72.0,398,6.0,8.0,2.0,14.0,4.0,12.0,14.0,26.0,20.0,2.0,6.0,4.0,5.0,9.0,1.0,1.0,3.0,23.0,1.0,3.0,3.0,5.0,1.0,9.0,5.0,14.0,,8.0,3.0,3.0,2.0,3.0,1.0,,1.0,6.0,1.0,12.0,25.0,15.0,1.0,18.0,2.0,9.0,1.0,4.0,,,3.0,,1.0,4.0,1.0,,14.0,89,1.0,0.5652173913043478,0.5909090909090909,0.41818181818181815,0.75,0.3333333333333333,0.4027777777777778,0.6666666666666666,0.2894736842105263,0.45,0.7,0.3333333333333333,0.10909090909090909,0.23809523809523808,0.1,21.07843137254902,0.5,0.06666666666666667,0.045454545454545456,0.025,0.05263157894736842,0.020833333333333332,0.04790419161676647,0.023809523809523808,0.075,,,0.02631578947368421,,0.02,0.08333333333333333,0.05555555555555555,0.06382978723404255,,0.25,0.2916666666666667,0.47619047619047616,0.625,0.6,0.1388888888888889,0.4,0.4444444444444444,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3157894736842105,0.3333333333333333,0.5277777777777778,0.48893768115942016,0.46835,0.5027187499999999,0.11392405063291139,0.14516129032258066,0.19444444444444445,0.19444444444444445,10.294545454545455,0.2514124293785311,9.0,2.0,12.0,,4.0,4.0,17.0,1.0,7.0,3.0,12.0,9.0,2.0,4.0,,1.0,5.0,,1.0,,3.0,1.0,1.0,,,1.0,0.23529411764705882,0.2857142857142857,0.2361111111111111,0.06666666666666667,,0.375,0.375,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,,0.21052631578947367,0.2222222222222222,29.7,2.0,5.0,1.0,1.0,3.0,,1.0,,0.14285714285714285,0.06944444444444445,0.4,0.4,1.0,0.1111111111111111,0.15789473684210525,0.3333333333333333,,3.0,,,,,,,,,,,,,True,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,18050.0,301,18,557,548,156,135,77.0,1105,12.0,24.0,,,5.0,8.0,2.0,8.0,12.0,18.0,44.0,9.0,105.0,569,,,,3.0,5.0,11.0,28.0,18.0,18.0,,2.0,23.0,9.0,32.0,6.0,10.0,10.0,73.0,,1.0,6.0,20.0,,26.0,1.0,27.0,1.0,17.0,12.0,11.0,6.0,9.0,5.0,2.0,,20.0,1.0,9.0,30.0,16.0,1.0,13.0,1.0,5.0,2.0,,,,,,,,,,28.0,156,4.0,0.5,0.5,0.4090909090909091,,0.45454545454545453,0.5106382978723404,0.75,0.44,0.525,0.75,0.4827586206896552,0.045454545454545456,0.08333333333333333,,18.51851851851852,0.55,,0.10810810810810811,0.005434782608695652,0.06976744186046512,,0.0959409594095941,0.0036900369003690036,,0.017857142857142856,,,,0.10126582278481013,0.10638297872340426,0.11864406779661017,0.07042253521126761,0.02,,0.2553191489361702,0.5,0.5454545454545454,0.5,0.0851063829787234,0.25,0.25,0.5,0.1276595744680851,,,,0.32,0.625,0.7872340425531915,0.5138288043478261,0.61965,0.4944173913043478,0.05102040816326531,0.10416666666666667,0.02857142857142857,0.26666666666666666,6.7681818181818185,0.2800718132854578,4.0,11.0,35.0,1.0,12.0,20.0,50.0,2.0,14.0,6.0,54.0,34.0,11.0,3.0,3.0,,5.0,1.0,2.0,4.0,5.0,4.0,5.0,,2.0,0.9,0.4,0.40816326530612246,0.5319148936170213,,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.5,0.3723404255319149,0.3142857142857143,0.3235294117647059,0.8181818181818182,0.5,0.48,0.3235294117647059,25.206000000000003,9.0,15.0,1.0,1.0,2.0,3.0,4.0,6.0,0.2857142857142857,0.1595744680851064,0.6,0.6,1.0,0.5,0.08,0.5,0.25,1.0,1.0,1.0,1.0,0.5,0.02,0.02857142857142857,1.0,1.0,,,,,True,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,3555.0,59,9,105,105,28,30,14.0,210,,,,,,,2.0,5.0,2.0,3.0,7.0,2.0,14.0,101,,,,,1.0,3.0,2.0,4.0,2.0,,,9.0,3.0,12.0,2.0,5.0,3.0,27.0,,,1.0,3.0,1.0,5.0,,5.0,,,,3.0,3.0,,,,,3.0,,3.0,10.0,3.0,,4.0,,2.0,,2.0,,,1.0,,1.0,2.0,,,2.0,28,2.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,,,,13.934426229508198,1.0,0.16666666666666666,0.075,,0.0625,,0.07142857142857142,,,,,,,,0.1,0.15384615384615385,,,,,,,,0.4166666666666667,0.4,0.4,0.5,0.16666666666666666,,,,,,0.4166666666666667,0.4668541666666666,,0.3584,0.14285714285714285,0.2222222222222222,,0.14285714285714285,12.900000000000002,0.26666666666666666,1.0,,,,,2.0,5.0,,,,6.0,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,0.4,0.4,0.4166666666666667,,0.25,0.5,0.5,1.0,,,,,,,,22.919999999999998,2.0,5.0,,,,,,,,0.4166666666666667,0.4,0.4,1.0,,,,,,,,,,,,,,,,,,True,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,3353.0,56,17,99,99,31,18,16.0,198,,2.0,,,,,,,6.0,4.0,8.0,1.0,27.0,88,1.0,1.0,,2.0,1.0,2.0,9.0,8.0,,,,1.0,1.0,2.0,,,1.0,5.0,1.0,,1.0,3.0,,4.0,1.0,5.0,,2.0,1.0,,,3.0,,,,3.0,,,6.0,2.0,,2.0,,,1.0,,,,,,,,,,9.0,31,,1.0,1.0,0.5,1.0,0.5,0.65,0.3333333333333333,0.8,0.6428571428571429,0.3333333333333333,0.75,,,,20.0,,,0.08108108108108109,,0.058823529411764705,0.05,0.07407407407407407,0.017543859649122806,,,,0.08333333333333333,,,0.06666666666666667,0.2222222222222222,0.07142857142857142,,,0.1,,,,,,,,0.3,,,,,,0.7,0.5133599999999999,0.49897499999999995,0.4758,,,0.07407407407407407,0.3333333333333333,15.2375,0.31313131313131315,4.0,5.0,7.0,,2.0,6.0,12.0,2.0,3.0,1.0,18.0,7.0,5.0,1.0,,,1.0,2.0,,,,,,,1.0,1.0,0.5,0.5,0.6,,,0.6666666666666666,0.6666666666666666,1.0,0.35,0.7142857142857143,0.7142857142857143,1.0,,0.4,0.7142857142857143,24.808333333333337,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,0.6666666666666666,0.25,0.2,0.2,1.0,0.6666666666666666,0.2,1.0,0.5,,,,,,,,,,,,,,True,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,9838.0,164,19,307,302,67,74,46.0,609,5.0,12.0,,3.0,,2.0,7.0,15.0,32.0,27.0,59.0,21.0,102.0,312,3.0,9.0,,6.0,8.0,14.0,28.0,20.0,34.0,,4.0,16.0,6.0,22.0,4.0,12.0,3.0,50.0,2.0,4.0,6.0,8.0,1.0,15.0,6.0,21.0,1.0,9.0,5.0,5.0,3.0,8.0,2.0,,2.0,13.0,4.0,4.0,14.0,25.0,,24.0,2.0,9.0,2.0,3.0,,,2.0,,1.0,3.0,2.0,,28.0,67,2.0,0.37037037037037035,0.37037037037037035,0.4576271186440678,0.3333333333333333,0.5714285714285714,0.48214285714285715,0.3,0.5277777777777778,0.5425531914893617,0.3,0.6086956521739131,0.06779661016949153,0.16666666666666666,0.13333333333333333,29.558011049723756,0.38461538461538464,0.1111111111111111,0.08333333333333333,0.038461538461538464,0.15,0.04,0.10294117647058823,0.03896103896103896,0.06666666666666667,0.03225806451612903,,0.027777777777777776,0.07142857142857142,0.07142857142857142,0.08333333333333333,0.1,0.14705882352941177,0.024390243902439025,0.6666666666666666,0.14285714285714285,0.4166666666666667,0.5,0.6,0.17857142857142858,0.4666666666666667,0.5384615384615384,,0.38095238095238093,0.3,,,0.1111111111111111,,0.44047619047619047,0.4604404761904762,0.491475,0.4140222222222223,0.10869565217391304,0.13636363636363635,0.058823529411764705,0.27450980392156865,11.99322033898305,0.2182410423452769,15.0,8.0,19.0,,2.0,9.0,25.0,1.0,4.0,9.0,21.0,19.0,8.0,2.0,1.0,,4.0,1.0,2.0,5.0,,3.0,,,2.0,0.7777777777777778,0.36,0.36,0.2976190476190476,,0.16666666666666666,0.46875,0.46875,0.4666666666666667,0.2261904761904762,0.42105263157894735,0.42105263157894735,0.875,,0.1111111111111111,0.42105263157894735,24.78,1.0,6.0,1.0,,2.0,1.0,1.0,6.0,0.25,0.07142857142857142,0.16666666666666666,0.2,,0.1,0.1111111111111111,,0.5,,,,1.0,,0.04,,,,1.0,1.0,0.16666666666666666,0.038461538461538464,True,,,,,,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,783.0,13,-1,26,26,23,13,3.0,52,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,7.0,,8.0,24,2.0,2.0,,4.0,4.0,7.0,8.0,4.0,4.0,2.0,,1.0,,1.0,,,1.0,2.0,,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,8.0,23,,0.5,0.6666666666666666,0.5714285714285714,1.0,0.5714285714285714,0.4444444444444444,1.0,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,,,,30.0,,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,,0.16666666666666666,0.14285714285714285,,0.4,,,,,,0.3333333333333333,0.25,0.2,,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.5,1.0,,0.2222222222222222,1.0,0.4444444444444444,0.4731,0.53935,0.4731,,,0.5,1.0,8.9,0.8846153846153846,1.0,,2.0,,2.0,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,0.2222222222222222,,,0.5,0.5,1.0,0.2222222222222222,,,,,0.2222222222222222,,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,679.0,11,-7,30,25,11,12,4.0,55,,1.0,,1.0,,,,,,,1.0,,,26,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,2.0,,,,2.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,14.705882352941176,1.0,,,,,0.25,,0.11764705882352941,,,,0.4,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,1.0,0.5988333333333333,,,,,,,,0.36666666666666664,,,2.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
