EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PlusMinus,PenaltyOffPoss,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,FG2A,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FG2M,PtsUnassisted2s,Arc3Assists,DefThreePtRebounds,FTA,Technical Free Throw Trips,Fg2Pct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsAssisted2s,FoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,LongMidRangePctAssisted,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,on,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,Offensive Fouls,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,PenaltyFtPoints,AtRimAssists,FTDefRebounds,SelfOReb,BadPassTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,115.0,2,4,4,3,8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,270.0,4,9,9,8,18,8.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,22.22222222222222,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583875,0.5391,0.5,23.8,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612748,Quentin Richardson,Quentin Richardson,2047,MIA,166.0,3,6,5,4,11,8.0,2.0,,1.0,1.0,,,,,1.0,1.0,3.0,,,,3.0,,,,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,,1.0,1.5,,1.5,,1.0,16.666666666666668,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.6024,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,270.0,4,9,9,8,18,8.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,33.333333333333336,,,,,,,,,,,1.0,,0.3972,,,,0.2222222222222222,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2,0.16666666666666666,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,270.0,4,9,9,8,18,8.0,5.0,2.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,3.0,,,,2.0,,,,,1.0,,1.0,,,11.11111111111111,,,,,,,,,,,,,0.3873,,,,0.2222222222222222,,1.0,,,1.0,1.0,,,,,,,,0.16666666666666666,,,15.7,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,155.0,3,5,5,5,10,2.0,5.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,20.0,,,,,,,,,,,,,0.4151,,,,0.4,,1.0,,2.0,2.0,2.0,,,,,,,0.5,0.4,,,15.4,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,104.0,2,3,4,4,7,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,4715.0,79,147,148,69,295,167.0,6.0,62.0,,,,,,,,,13.0,,,4.0,,,,,1.0,1.0,,,3.0,7.0,9.0,4.0,62.0,,,,,0.7142857142857143,0.6666666666666666,0.7222222222222222,0.6666666666666666,,6.024096385542169,,,,,,,,,,,1.0,,0.5854285714285714,0.5587333333333334,0.3076923076923077,,0.4217687074829932,7.0,7.0,1.0,2.0,3.0,9.0,,,1.0,0.14285714285714285,0.14285714285714285,,0.0425531914893617,0.046153846153846156,,1.0,0.9714285714285714,,,5.0,2.0,1.0,1.0,4.0,,0.7142857142857143,0.05555555555555555,,,,,8.0,3.0,0.8,1.0,0.058823529411764705,,1.0,,1.0,False,18.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,1.0,0.5,0.6666666666666666,0.5,0.5,0.13157894736842105,0.058823529411764705,0.10909090909090909,0.16666666666666666,0.2857142857142857,0.05263157894736842,0.09090909090909091,0.05263157894736842,0.16666666666666666,0.8,0.7142857142857143,0.8333333333333334,0.8,1.0,0.5,1.0,0.6666666666666666,0.52345,0.2222222222222222,0.2222222222222222,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,7987.0,133,251,254,39,505,261.0,-22.0,50.0,,,1.0,2.0,1.0,1.0,1.0,2.0,52.0,1.0,1.0,15.0,3.0,2.0,1.0,3.0,,3.0,,1.0,6.0,6.0,10.0,15.0,50.0,1.0,0.5,1.0,0.5,0.45918367346938777,0.4230769230769231,0.49056603773584906,0.5,0.04081632653061224,23.404255319148938,,,,,0.04081632653061224,0.5,0.5,1.0,0.07692307692307693,1.0,0.46938775510204084,0.5,0.47027346938775516,0.48889230769230774,0.28846153846153844,24.95,0.199203187250996,21.0,47.0,4.0,15.0,19.0,29.0,10.0,5.0,13.0,0.0851063829787234,0.047619047619047616,0.7692307692307693,0.19230769230769232,0.17475728155339806,0.2727272727272727,0.42857142857142855,8.517021276595745,8.0,15.0,21.0,18.0,,3.0,9.0,,0.44680851063829785,0.12,0.15,0.30612244897959184,0.5333333333333333,0.5333333333333333,24.0,8.0,0.5714285714285714,0.75,0.21212121212121213,0.75,3.0,1.0,3.0,False,30.0,11.0,5.0,9.0,3.0,7.0,7.0,5.0,9.0,12.0,4.0,12.0,10.0,1.0,9.0,10.0,4.0,4.0,,1.0,1.0,4.0,,,,,,,,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.6,0.1,0.037037037037037035,0.08547008547008547,0.16,0.0625,0.09090909090909091,0.045454545454545456,0.08695652173913043,,,0.5238095238095238,0.55,0.36363636363636365,1.0,0.5555555555555556,0.5384615384615384,0.42857142857142855,0.5695444444444444,0.07692307692307693,0.08,0.23076923076923078,2.0,11.0,2.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.14285714285714285,0.13043478260869565,0.22448979591836735,0.18181818181818182,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,7561.0,126,233,235,80,468,238.0,-14.0,79.0,1.0,4.0,4.0,14.0,1.0,4.0,5.0,18.0,48.0,1.0,5.0,15.0,15.0,12.0,4.0,10.0,1.0,11.0,,4.0,23.0,6.0,17.0,15.0,79.0,1.0,0.2777777777777778,0.2,0.3125,0.4868421052631579,0.375,0.5595238095238095,0.5,0.47368421052631576,19.850187265917604,0.10526315789473684,0.25,0.3333333333333333,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.25,0.6578947368421053,0.3333333333333333,0.4800777777777777,0.4709181818181818,0.3125,27.955555555555556,0.33905579399141633,7.0,20.0,1.0,5.0,8.0,9.0,9.0,2.0,12.0,0.05,0.14285714285714285,0.75,0.06756756756756757,0.08163265306122448,,0.18421052631578946,9.625,4.0,8.0,11.0,14.0,1.0,3.0,13.0,2.0,0.55,0.125,0.16666666666666666,0.21052631578947367,0.5,0.5,8.0,21.0,0.36363636363636365,0.36363636363636365,0.09523809523809523,0.5,3.0,,3.0,False,30.0,3.0,,,,3.0,11.0,1.0,1.0,4.0,3.0,7.0,,,1.0,1.0,3.0,2.0,1.0,3.0,,3.0,,,,,,,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5,0.012987012987012988,,0.00909090909090909,,,0.029411764705882353,,0.1,,,0.42857142857142855,0.5,0.3333333333333333,,,0.25,,0.3969,0.1,0.14285714285714285,0.08333333333333333,4.0,5.0,2.0,6.0,5.0,,,7.0,,,2.0,2.0,1.0,,,,0.13157894736842105,0.8,0.8,0.25,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,0.05555555555555555,0.25,0.6666666666666666,0.08333333333333333,0.05263157894736842,,,,,,,,,,,,,,,,,
