EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,HeaveAttempts,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsPutbacks,Loose Ball Fouls,BlockedAtRim,Corner3FGM,PenaltyCorner3FGM,FTDefRebounds,DefFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,3SecondViolations,on,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,7403.0,123,-43,228,225,88.0,92,28.0,453,7.0,15.0,4.0,7.0,1.0,2.0,4.0,11.0,4.0,13.0,1.0,3.0,7.0,12.0,28,4.0,13.0,9.0,45.0,274,1.0,1.0,8.0,14.0,3.0,7.0,8.0,33.0,8.0,16.0,12.0,13.0,4.0,4.0,13.0,6.0,19.0,4.0,2.0,5.0,3.0,5.0,44.0,2.0,1.0,6.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,6.0,1.0,4.0,8.0,11.0,1.0,12.0,1.0,1.0,3.0,3.0,33.0,88.0,4.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.42857142857142855,0.3076923076923077,0.42857142857142855,0.5714285714285714,0.43902439024390244,0.5952380952380952,0.4891304347826087,0.66,0.3170731707317073,0.14285714285714285,0.2,0.5,20.233463035019458,0.8333333333333334,0.017241379310344827,0.014925373134328358,0.15384615384615385,0.058823529411764705,0.07216494845360824,0.0297029702970297,0.09090909090909091,0.06666666666666667,0.03225806451612903,0.15384615384615385,0.15384615384615385,0.36585365853658536,0.4666666666666667,0.5833333333333334,0.2857142857142857,0.04878048780487805,0.5,1.0,0.2682926829268293,0.36363636363636365,0.36363636363636365,0.5,0.3170731707317073,0.3076923076923077,0.3076923076923077,1.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.6829268292682927,0.3076923076923077,0.49048902439024394,0.44447499999999995,0.46058095238095237,0.06976744186046512,0.1,0.7333333333333333,7.878571428571428,25.915384615384617,0.38596491228070173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1536,1610612766,Stephen Jackson,Stephen Jackson,1536,CHA,7926.0,132,-30,238,232,73.0,90,31.0,470,11.0,23.0,5.0,8.0,1.0,5.0,8.0,15.0,3.0,14.0,,,4.0,20.0,43,3.0,16.0,17.0,66.0,270,5.0,1.0,5.0,10.0,,5.0,5.0,15.0,18.0,22.0,9.0,13.0,3.0,8.0,10.0,1.0,11.0,1.0,,8.0,,2.0,23.0,1.0,2.0,2.0,7.0,9.0,3.0,12.0,4.0,1.0,3.0,13.0,,7.0,3.0,16.0,2.0,2.0,11.0,14.0,2.0,20.0,1.0,5.0,6.0,2.0,15.0,73.0,4.0,2.0,0.45,0.45,1.0,0.1875,,0.2,0.46511627906976744,0.5,0.4152542372881356,0.3333333333333333,0.4696969696969697,0.38235294117647056,0.2711864406779661,0.18604651162790697,0.34782608695652173,,30.25830258302583,0.8125,0.11666666666666667,0.027777777777777776,0.045454545454545456,0.030303030303030304,0.08653846153846154,0.02857142857142857,,0.034482758620689655,0.09090909090909091,0.03571428571428571,0.0625,0.3898305084745763,0.4782608695652174,0.7333333333333333,0.36363636363636365,0.0847457627118644,0.2,0.2,0.2542372881355932,0.5333333333333333,0.5333333333333333,0.625,0.23728813559322035,0.21428571428571427,0.21428571428571427,1.0,,0.5333333333333333,0.625,0.26666666666666666,,0.6610169491525424,0.23076923076923078,0.5063655172413793,0.5816333333333333,0.5261928571428571,0.09375,0.125,0.22727272727272727,7.588372093023256,27.493750000000002,0.3067226890756303,1.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.2857142857142857,0.058823529411764705,0.3,0.058823529411764705,0.037037037037037035,1.0,0.03389830508474576,0.8333333333333334,0.2,0.16666666666666666,0.06666666666666667,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1716,1610612766,Larry Hughes,Larry Hughes,1716,CHA,2030.0,34,4,60,62,28.0,21,4.0,122,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,,1.0,3.0,4,3.0,7.0,4.0,19.0,66,1.0,1.0,1.0,2.0,,1.0,2.0,4.0,2.0,4.0,9.0,7.0,3.0,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,,2.0,5.0,7.0,,7.0,,,,,,,2.0,2.0,2.0,2.0,6.0,7.0,,7.0,,,2.0,,4.0,28.0,3.0,,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,,0.42857142857142855,0.75,0.5,0.6818181818181818,0.3333333333333333,0.6785714285714286,0.5,0.6363636363636364,0.25,0.5,,24.615384615384613,,0.38461538461538464,,0.11764705882352941,,0.23333333333333334,,,,0.25,0.15384615384615385,,0.18181818181818182,0.5,1.0,,0.09090909090909091,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.6363636363636364,0.42857142857142855,0.42857142857142855,1.0,0.5,0.3333333333333333,,0.3333333333333333,,0.8181818181818182,0.42857142857142855,0.5100181818181818,0.47629999999999995,0.45883333333333337,0.21428571428571427,0.3333333333333333,0.21052631578947367,8.2,25.74285714285714,0.4666666666666667,,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,1.0,0.5,0.5,,,0.5,,,,,,,,0.10526315789473684,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2199,1610612766,Tyson Chandler,Tyson Chandler,2199,CHA,2748.0,46,10,77,77,37.0,25,8.0,154,3.0,5.0,1.0,1.0,,,,,,,,,,3.0,5,,,2.0,8.0,76,3.0,,1.0,1.0,,,,2.0,4.0,2.0,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,3.0,4.0,2.0,6.0,3.0,9.0,2.0,2.0,,,,,2.0,2.0,1.0,4.0,12.0,4.0,3.0,2.0,,,1.0,,2.0,37.0,,,0.6666666666666666,1.0,,,,,0.6,1.0,0.6,1.0,0.6666666666666666,1.0,,,,,9.090909090909092,,0.11764705882352941,0.13043478260869565,0.2,,0.16216216216216217,0.09375,,,,0.21428571428571427,0.16666666666666666,1.0,0.6,0.6,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.5752200000000001,0.5875333333333334,0.5767,0.16666666666666666,0.16666666666666666,0.25,,,0.4805194805194805,1.0,3.0,,,,1.0,,2.0,,,,,,2.0,2.0,,2.0,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.5,0.125,,0.5,,1.0,0.3333333333333333,,,0.25,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,True,,,,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,9818.0,164,-24,290,289,94.0,101,35.0,579,9.0,23.0,3.0,7.0,1.0,1.0,6.0,9.0,1.0,5.0,,,1.0,16.0,33,5.0,11.0,23.0,70.0,331,3.0,,4.0,8.0,2.0,3.0,10.0,24.0,16.0,16.0,15.0,5.0,1.0,5.0,6.0,3.0,9.0,2.0,1.0,2.0,,4.0,21.0,1.0,1.0,13.0,16.0,34.0,2.0,36.0,5.0,4.0,1.0,2.0,,,1.0,3.0,,6.0,9.0,31.0,4.0,35.0,1.0,,15.0,3.0,24.0,94.0,,3.0,0.5,0.5333333333333333,1.0,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.48484848484848486,0.5,0.5340909090909091,0.6363636363636364,0.5737704918032787,0.6666666666666666,0.25,0.15151515151515152,0.21739130434782608,,19.51219512195122,0.6666666666666666,0.22857142857142856,0.011904761904761904,0.22413793103448276,0.025,0.2265625,0.016129032258064516,,0.027777777777777776,0.2,0.2,0.2777777777777778,0.5227272727272727,0.391304347826087,0.5,0.3333333333333333,0.022727272727272728,1.0,1.0,0.20454545454545456,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.11363636363636363,0.2,0.2,1.0,,0.6363636363636364,0.42857142857142855,0.09090909090909091,,0.7727272727272727,0.2,0.5547272727272726,0.6244,0.5871227272727274,0.25862068965517243,0.3191489361702128,0.34285714285714286,5.484848484848484,24.345454545454547,0.32413793103448274,2.0,3.0,6.0,,2.0,2.0,2.0,6.0,,,2.0,,,,6.0,1.0,6.0,2.0,,0.6666666666666666,0.6666666666666666,0.75,,0.18181818181818182,0.2916666666666667,,0.3333333333333333,0.13636363636363635,1.0,0.6666666666666666,,0.18181818181818182,0.08571428571428572,,2.0,,,2.0,1.0,5.0,4.0,2.0,5.0,0.38461538461538464,0.03225806451612903,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,True,,,,,,,
2564,1610612766,Boris Diaw,Boris Diaw,2564,CHA,8039.0,134,-37,243,245,84.0,91,31.0,488,5.0,6.0,2.0,3.0,4.0,7.0,3.0,5.0,1.0,9.0,1.0,,4.0,12.0,18,1.0,9.0,1.0,28.0,283,4.0,1.0,3.0,6.0,,4.0,1.0,7.0,16.0,8.0,3.0,9.0,1.0,1.0,12.0,3.0,15.0,2.0,1.0,8.0,,4.0,33.0,1.0,4.0,3.0,5.0,11.0,6.0,17.0,1.0,1.0,,4.0,1.0,3.0,5.0,9.0,2.0,5.0,10.0,3.0,1.0,2.0,,,,1.0,7.0,84.0,2.0,1.0,0.6666666666666666,0.7272727272727273,1.0,0.1111111111111111,,0.1111111111111111,0.6666666666666666,0.5,0.5,0.3,0.5,0.3181818181818182,0.3333333333333333,0.05555555555555555,,0.14285714285714285,13.454545454545455,0.4444444444444444,0.07575757575757576,0.05555555555555555,0.0625,0.02857142857142857,0.07017543859649122,0.04672897196261682,0.18181818181818182,0.03225806451612903,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.6,0.25925925925925924,0.5714285714285714,0.6666666666666666,0.18518518518518517,0.6,0.6,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.0,0.2,0.3,0.6666666666666666,0.4,,0.5555555555555556,0.1111111111111111,0.45759259259259255,0.40825,0.4387,,,0.25,8.755555555555556,25.644444444444442,0.345679012345679,2.0,2.0,,,,4.0,,8.0,,,1.0,1.0,,1.0,3.0,1.0,3.0,1.0,,1.0,0.8,0.8,0.05714285714285714,,0.08695652173913043,,0.3333333333333333,,0.4,1.0,,,0.2857142857142857,,,,,2.0,1.0,1.0,,,3.0,0.2727272727272727,,,,,,1.0,1.0,1.0,0.1,0.5,0.5,,True,,,,,,,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,2459.0,41,-11,71,69,7.0,31,11.0,140,7.0,8.0,,,1.0,3.0,2.0,4.0,,,,,,10.0,15,,,2.0,22.0,98,6.0,,,,,,,,10.0,10.0,,,,,1.0,,1.0,,,1.0,,,2.0,,5.0,1.0,2.0,3.0,5.0,8.0,1.0,,1.0,,,,1.0,1.0,,7.0,11.0,4.0,,3.0,1.0,,2.0,,,7.0,2.0,,0.5,0.7142857142857143,,,,,0.6666666666666666,,0.6666666666666666,,0.6875,,,,,,20.481927710843376,,0.18181818181818182,0.2,0.08333333333333333,,0.13043478260869565,0.16129032258064516,0.2,,0.16666666666666666,0.125,,0.5333333333333333,0.875,0.875,0.5714285714285714,0.2,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.5,0.5,,,,,,,,,,0.5333333333333333,,0.49246666666666666,0.5651333333333334,,0.125,0.125,,6.426666666666666,,0.09859154929577464,4.0,5.0,,,,4.0,1.0,9.0,,,,,,,2.0,,2.0,2.0,,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.5,,,1.0,,0.8333333333333334,0.8,,,0.4090909090909091,1.0,,,,6.0,,2.0,,,,,0.09090909090909091,,,,,,,,,,0.25,,True,,,,,,,
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,3054.0,51,9,87,88,25.0,37,11.0,175,7.0,7.0,3.0,3.0,1.0,2.0,5.0,8.0,,,,,,13.0,17,,,5.0,31.0,97,1.0,,3.0,6.0,,,4.0,10.0,24.0,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,7.0,3.0,12.0,4.0,16.0,1.0,1.0,,,,,3.0,3.0,1.0,1.0,7.0,4.0,,6.0,,,1.0,2.0,10.0,25.0,3.0,1.0,0.9230769230769231,0.9230769230769231,,,,,0.7647058823529411,0.5,0.7647058823529411,0.5,0.775,0.625,,,,,23.232323232323232,,0.23076923076923078,0.09090909090909091,0.35,0.18181818181818182,0.30303030303030304,0.12121212121212122,,0.18181818181818182,,0.2857142857142857,0.5,0.4117647058823529,1.0,1.0,0.8571428571428571,0.11764705882352941,0.5,0.5,0.47058823529411764,0.625,0.625,1.0,,,,,,0.5,1.0,,,0.4117647058823529,,0.48097647058823534,0.3566,0.49879999999999997,0.05555555555555555,0.05555555555555555,0.3225806451612903,9.570588235294117,,0.28735632183908044,,,,,,1.0,,2.0,,,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,0.16666666666666666,0.2,1.0,,,,,,,,0.06451612903225806,,1.0,,,,,1.0,,,2.0,0.6666666666666666,,,,,,,,,,1.0,,1.0,True,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,2776.0,46,20,75,76,19.0,16,9.0,151,2.0,3.0,,,,,,5.0,,2.0,1.0,,1.0,2.0,8,1.0,3.0,4.0,11.0,73,1.0,1.0,,,1.0,2.0,2.0,5.0,,4.0,3.0,2.0,,1.0,4.0,3.0,7.0,3.0,,,,4.0,17.0,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,5.0,19.0,2.0,1.0,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.25,,0.3181818181818182,0.75,0.4166666666666667,0.8333333333333334,0.2727272727272727,0.125,0.3333333333333333,,16.27906976744186,0.5,,,0.05263157894736842,0.1,0.03125,0.03333333333333333,,0.1,,0.07142857142857142,,0.2727272727272727,0.6666666666666666,1.0,,,,,0.45454545454545453,,,,0.18181818181818182,,,,0.5,,,0.5,,0.5454545454545454,,0.47075,0.3885,0.4929,0.09090909090909091,0.125,0.45454545454545453,11.85,24.46666666666667,0.25333333333333335,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,0.09090909090909091,0.5,,,0.5,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,
689,1610612766,Theo Ratliff,Theo Ratliff,689,CHA,2837.0,47,-18,81,82,15.0,1,7.0,163,2.0,3.0,1.0,1.0,,1.0,1.0,4.0,,,,,,3.0,8,,,1.0,7.0,87,1.0,,2.0,2.0,,,1.0,5.0,6.0,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,1.0,1.0,3.0,,3.0,2.0,1.0,1.0,,1.0,,2.0,2.0,,7.0,15.0,3.0,1.0,2.0,,,,1.0,5.0,15.0,,1.0,1.0,1.0,,,,,0.375,1.0,0.375,1.0,0.3888888888888889,0.8333333333333334,,0.125,0.3333333333333333,,12.5,,0.034482758620689655,,0.07692307692307693,,0.047619047619047616,,,,,0.1111111111111111,,0.375,0.6666666666666666,1.0,1.0,0.125,,,0.5,0.25,0.25,1.0,,,,,,0.5,1.0,,,0.375,,0.4856625,0.4112,0.49355000000000004,,,0.7142857142857143,9.5375,,0.18518518518518517,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,2.0,,,,1.0,0.5,,,,,,,,,,,,,True,,,,,,,
