EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,Loose Ball Fouls,Offensive Fouls,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ShortMidRangeAssists,BlockedShortMidRange,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,on,LongMidRangePctBlocked,Arc3PctBlocked
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,4521.0,75,-17,136,137,46,28,21,273,4.0,10.0,2.0,6.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,7.0,16,2.0,6.0,6.0,26.0,156,3.0,7.0,2.0,6.0,4.0,7.0,3.0,2.0,10.0,8.0,6.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,4.0,10.0,1.0,15.0,10.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,4.0,5,8.0,2.0,2.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,46,0.5714285714285714,0.8,1.0,0.3333333333333333,0.3333333333333333,0.4375,0.42857142857142855,0.5714285714285714,0.45454545454545453,0.3333333333333333,0.4,0.52,0.3333333333333333,0.45454545454545453,0.2727272727272727,0.0625,0.1,19.49685534591195,0.3333333333333333,0.25,0.25,0.18867924528301888,0.13953488372093023,0.23529411764705882,0.1111111111111111,0.2,0.12857142857142856,0.18181818181818182,0.16666666666666666,0.06666666666666667,0.05,0.2857142857142857,0.23809523809523808,0.18181818181818182,0.14285714285714285,0.18181818181818182,0.3333333333333333,0.16666666666666666,1.0,0.45454545454545453,0.4,0.4444444444444444,0.5,0.09090909090909091,1.0,1.0,0.5,0.18181818181818182,0.25,0.25,1.0,0.09090909090909091,0.5,0.5,1.0,0.18181818181818182,0.25,0.25,1.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.4,0.1,0.2,0.7272727272727273,0.25,0.5373681818181818,0.556092857142857,0.527085,0.16,0.21052631578947367,0.23076923076923078,0.38461538461538464,4.84375,24.966666666666665,0.3382352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,8032.0,134,-41,229,231,27,23,35,460,18.0,29.0,6.0,7.0,1.0,4.0,,3.0,1.0,5.0,,,,,2.0,1.0,1.0,19.0,37,,2.0,10.0,48.0,277,6.0,9.0,1.0,16.0,1.0,5.0,1.0,1.0,3.0,22.0,16.0,,8.0,1.0,,4.0,2.0,5.0,1.0,12.0,4.0,6.0,,1.0,14.0,1.0,16.0,10.0,26.0,,,,1.0,,1.0,4.0,,,,5.0,,,1.0,8,9.0,,,16.0,2.0,9.0,,,,,3.0,27,0.5789473684210527,0.7333333333333333,,,,0.5135135135135135,0.6666666666666666,0.2,0.48717948717948717,0.6,0.16666666666666666,0.5217391304347826,0.6666666666666666,0.21428571428571427,0.05128205128205128,0.10810810810810811,0.13793103448275862,18.95910780669145,0.2,0.5,,0.14432989690721648,0.06593406593406594,0.05,0.125,0.1282051282051282,0.08130081300813008,0.08108108108108109,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.25,0.13333333333333333,0.12903225806451613,0.16666666666666666,0.07142857142857142,,,,0.7435897435897436,0.6206896551724138,0.72,0.5555555555555556,0.07692307692307693,,,,0.1282051282051282,0.2,0.2,1.0,,,,,0.05128205128205128,,,,0.7,0.8571428571428571,0.1,0.6666666666666666,0.25,,0.16666666666666666,0.7948717948717948,,0.5243407894736842,0.5494125,0.49676,0.1956521739130435,0.20454545454545456,0.3333333333333333,0.0625,3.7270270270270265,33.05,0.11790393013100436,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,10823.0,180,-39,313,317,70,42,48,630,11.0,30.0,1.0,1.0,3.0,9.0,8.0,11.0,6.0,14.0,,2.0,,9.0,28.0,3.0,2.0,25.0,55,9.0,30.0,18.0,95.0,371,2.0,2.0,4.0,13.0,5.0,12.0,2.0,12.0,25.0,,50.0,9.0,2.0,28.0,9.0,11.0,8.0,19.0,5.0,46.0,,4.0,,3.0,11.0,,14.0,4.0,18.0,,3.0,2.0,4.0,1.0,1.0,3.0,,,1.0,7.0,2.0,3.0,5.0,13,19.0,,1.0,22.0,2.0,7.0,1.0,,2.0,1.0,25.0,70,,,0.3333333333333333,0.3,0.3,0.45454545454545453,1.0,0.4166666666666667,0.45294117647058824,1.0833333333333333,0.4642857142857143,0.5,1.0833333333333333,0.5952380952380952,0.35294117647058826,0.2,0.3333333333333333,27.717391304347824,0.5714285714285714,,,0.08461538461538462,0.03278688524590164,0.11538461538461539,,0.08974358974358974,0.023668639053254437,0.06896551724137931,,,,,0.05,0.13157894736842105,0.07692307692307693,0.16666666666666666,,,0.5,0.35294117647058826,0.36666666666666664,0.55,,0.12941176470588237,0.7272727272727273,0.8,,0.16470588235294117,0.42857142857142855,0.42857142857142855,,0.023529411764705882,,,,0.32941176470588235,0.32142857142857145,0.32142857142857145,0.3333333333333333,0.16666666666666666,1.0,0.5,0.6428571428571429,0.3333333333333333,,0.14285714285714285,0.7058823529411765,0.32142857142857145,0.5045817647058823,0.4697125,0.5222321428571428,0.07777777777777778,0.11666666666666667,0.1368421052631579,0.2631578947368421,6.86,25.35,0.22364217252396165,,,11.0,3.0,6.0,5.0,,,,,1.0,3.0,1.0,3.0,1.0,18.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,0.75,0.5,0.09090909090909091,0.16666666666666666,1.0,0.6666666666666666,0.5,,,,,,,,,,,,True,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,11771.0,196,-27,341,340,69,38,54,681,13.0,23.0,1.0,2.0,1.0,2.0,5.0,11.0,9.0,21.0,1.0,4.0,1.0,3.0,11.0,,3.0,27.0,55,4.0,15.0,14.0,80.0,397,4.0,6.0,1.0,10.0,5.0,8.0,4.0,13.0,26.0,12.0,42.0,12.0,,11.0,3.0,8.0,5.0,16.0,1.0,37.0,1.0,4.0,,3.0,11.0,,14.0,5.0,19.0,,4.0,1.0,7.0,,5.0,1.0,,,,8.0,1.0,,4.0,16,15.0,,1.0,15.0,1.0,3.0,4.0,2.0,4.0,1.0,26.0,69,0.2222222222222222,0.2222222222222222,1.0,0.26666666666666666,0.26666666666666666,0.4909090909090909,0.6666666666666666,0.625,0.4714285714285714,0.5714285714285714,0.5416666666666666,0.5194805194805194,0.625,0.6842105263157895,0.21428571428571427,0.14545454545454545,0.30434782608695654,21.144278606965177,0.875,,,0.08088235294117647,0.030534351145038167,0.10714285714285714,0.019230769230769232,0.08536585365853659,0.0273224043715847,0.05084745762711865,0.041666666666666664,,0.027777777777777776,,0.09523809523809523,0.023809523809523808,0.11538461538461539,0.13636363636363635,,,0.25,0.32857142857142857,0.5652173913043478,0.8125,0.07692307692307693,0.15714285714285714,0.45454545454545453,0.5,,0.3,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.05714285714285714,0.25,0.25,1.0,0.15714285714285714,0.2727272727272727,0.2727272727272727,1.0,0.2857142857142857,0.5,,0.16666666666666666,0.5,0.08333333333333333,0.25,0.5428571428571428,0.2727272727272727,0.48392357142857145,0.43603,0.45104999999999995,0.041666666666666664,0.05263157894736842,0.125,0.325,9.158181818181818,25.126666666666665,0.20234604105571846,2.0,,11.0,4.0,5.0,5.0,,1.0,,,1.0,,1.0,,1.0,,3.0,2.0,5.0,,,,1.0,5.0,,0.25,0.09090909090909091,0.14285714285714285,,,0.3333333333333333,1.0,2.0,,,,,,,,,,True,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,13534.0,226,-47,393,396,77,52,61,789,10.0,19.0,2.0,3.0,,3.0,1.0,7.0,,10.0,9.0,21.0,3.0,6.0,16.0,1.0,1.0,11.0,36,15.0,37.0,3.0,70.0,462,2.0,5.0,4.0,7.0,,6.0,4.0,1.0,7.0,8.0,14.0,45.0,,16.0,6.0,6.0,4.0,18.0,1.0,40.0,,2.0,1.0,4.0,18.0,3.0,25.0,3.0,28.0,,5.0,2.0,10.0,,9.0,2.0,,,1.0,12.0,,1.0,4.0,14,9.0,,1.0,4.0,,1.0,2.0,1.0,2.0,,7.0,77,0.36363636363636365,0.36363636363636365,1.0,0.40540540540540543,0.40540540540540543,0.3055555555555556,0.4,,0.4589041095890411,0.3888888888888889,0.3,0.4666666666666667,0.3888888888888889,0.3181818181818182,0.5068493150684932,0.16666666666666666,0.2631578947368421,18.872017353579174,0.8333333333333334,0.5,0.1111111111111111,0.11180124223602485,0.013888888888888888,0.10810810810810811,,0.1111111111111111,0.00975609756097561,,0.04,0.01818181818181818,,,0.10714285714285714,0.16279069767441862,0.08064516129032258,0.11538461538461539,0.09090909090909091,,,0.2602739726027397,0.5263157894736842,0.7142857142857143,0.4,0.0958904109589041,0.14285714285714285,0.16666666666666666,,0.136986301369863,,,,0.2876712328767123,0.42857142857142855,0.45,1.0,0.2191780821917808,0.375,0.375,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.3,,0.3,0.1,0.7671232876712328,0.375,0.5254541666666667,0.4950428571428572,0.4974,0.013513513513513514,0.02702702702702703,0.1,0.1,6.872222222222222,24.51351351351351,0.19592875318066158,,,14.0,3.0,7.0,5.0,,1.0,,1.0,3.0,,1.0,1.0,2.0,,3.0,1.0,1.0,,,1.0,2.0,1.0,0.25,0.5,0.14285714285714285,0.3333333333333333,,,1.0,2.0,,1.0,1.0,1.0,1.0,0.02702702702702703,0.047619047619047616,0.3333333333333333,1.0,0.3333333333333333,True,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,3451.0,58,-25,100,99,22,15,17,199,2.0,5.0,,,1.0,2.0,3.0,4.0,4.0,6.0,1.0,1.0,1.0,2.0,5.0,,1.0,9.0,15,3.0,6.0,8.0,35.0,124,1.0,1.0,,3.0,2.0,4.0,2.0,1.0,8.0,6.0,12.0,6.0,,5.0,2.0,1.0,3.0,4.0,3.0,11.0,1.0,2.0,,,3.0,,3.0,3.0,6.0,,1.0,,4.0,1.0,4.0,2.0,,,,6.0,1.0,2.0,4.0,7,6.0,,,10.0,,4.0,1.0,1.0,1.0,,8.0,22,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6,1.0,0.5,0.6428571428571429,1.0,0.5833333333333334,0.6730769230769231,0.75,0.5714285714285714,0.2857142857142857,0.06666666666666667,0.2,27.118644067796613,0.6666666666666666,,,0.08823529411764706,0.06666666666666667,,0.05555555555555555,0.06666666666666667,0.0625,0.08333333333333333,0.2,,0.08333333333333333,,,,0.2727272727272727,,,,,0.23809523809523808,0.4,0.5,,0.19047619047619047,0.75,0.75,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.25,0.047619047619047616,1.0,1.0,1.0,0.23809523809523808,0.4,0.4,0.5,,,,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.5238095238095238,0.4,0.47529523809523816,,0.484375,0.16,0.21052631578947367,0.08571428571428572,0.22857142857142856,10.213333333333333,25.683333333333334,0.22,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,1.0,,,,,1.0,,0.5,,,,,,,,,1.0,,,,,,,1.0,True,,
2056,1610612749,Primoz Brezec,Primoz Brezec,2056,MIL,244.0,4,-4,7,8,3,4,1,15,,,,,,,,,,1.0,,,,,,,,,1,,,,,10,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3786,,0.3786,,,,,16.1,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,2314.0,39,-16,66,70,12,15,13,136,3.0,7.0,,3.0,1.0,1.0,,1.0,3.0,5.0,,,,,,,,6.0,13,,,1.0,13.0,80,1.0,5.0,,2.0,2.0,4.0,,,4.0,12.0,,,,,,1.0,,1.0,,2.0,1.0,4.0,,1.0,4.0,,5.0,5.0,10.0,,1.0,,,,,1.0,,,,1.0,,,6.0,9,4.0,2.0,,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,12,1.0,1.0,,,,0.46153846153846156,0.2,0.5,0.46153846153846156,0.2,0.5,0.4642857142857143,0.2,0.5,,0.07692307692307693,0.14285714285714285,18.75,,,,0.15384615384615385,0.14814814814814814,0.2,0.1,0.16129032258064516,0.13513513513513514,0.14285714285714285,,0.2222222222222222,0.125,,0.2,,0.125,,0.5,,0.5,0.5384615384615384,0.42857142857142855,0.5,1.0,0.07692307692307693,,,,0.38461538461538464,0.6,0.6,1.0,,,,,,,,,0.6,,,0.25,1.0,,,0.5384615384615384,,0.46763076923076924,0.49904000000000004,0.43547499999999995,0.14285714285714285,0.14285714285714285,0.15384615384615385,0.3076923076923077,7.06923076923077,,0.18181818181818182,,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,
703,1610612749,Kurt Thomas,Kurt Thomas,703,MIL,9935.0,166,-5,289,288,45,22,43,577,5.0,5.0,2.0,2.0,,,3.0,7.0,7.0,17.0,,,,,,,,15.0,29,,,4.0,34.0,327,4.0,6.0,,10.0,,,,3.0,3.0,24.0,6.0,,4.0,,,,5.0,9.0,2.0,23.0,2.0,8.0,,2.0,33.0,1.0,36.0,10.0,46.0,,3.0,3.0,1.0,1.0,1.0,7.0,,,,8.0,1.0,2.0,9.0,22,11.0,3.0,5.0,5.0,,,3.0,2.0,3.0,1.0,3.0,45,0.8,0.9230769230769231,,,,0.5172413793103449,0.6666666666666666,,0.5172413793103449,0.6666666666666666,,0.53125,0.7142857142857143,0.75,,,,11.641791044776118,0.125,0.25,,0.2727272727272727,0.07920792079207921,0.07142857142857142,0.046511627906976744,0.2348993288590604,0.06944444444444445,0.1,0.16666666666666666,0.023255813953488372,0.03125,0.09090909090909091,0.1891891891891892,0.2857142857142857,0.32653061224489793,0.09523809523809523,,,0.3333333333333333,0.1724137931034483,1.0,1.0,0.6,0.2413793103448276,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5862068965517241,0.4117647058823529,0.4117647058823529,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,,0.1724137931034483,,0.44477931034482754,0.45199999999999996,,,,0.29411764705882354,0.08823529411764706,12.531034482758617,,0.15570934256055363,2.0,,4.0,3.0,3.0,,2.0,6.0,,,,,,,,,,,3.0,,,,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,True,,
711,1610612749,Jerry Stackhouse,Jerry Stackhouse,711,MIL,3045.0,51,-14,91,94,14,21,12,185,1.0,3.0,,,,,1.0,2.0,,3.0,2.0,2.0,,,3.0,,,2.0,8,2.0,5.0,4.0,14.0,106,,,,,,,,,,2.0,2.0,6.0,,2.0,,2.0,,2.0,,4.0,,,,1.0,2.0,,3.0,,3.0,,2.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1,3.0,,,4.0,,2.0,,,,,,14,0.5,0.5,1.0,0.4,0.5,0.25,,,0.38461538461538464,,,0.4666666666666667,,,0.38461538461538464,0.25,0.6666666666666666,15.533980582524272,,,,0.047619047619047616,,0.08333333333333333,,0.05555555555555555,,,,,,,0.05,,0.058823529411764705,0.14285714285714285,,,,0.23076923076923078,0.3333333333333333,1.0,1.0,0.15384615384615385,0.5,0.5,,0.23076923076923078,,,,0.15384615384615385,1.0,1.0,1.0,0.23076923076923078,,,,,,,,,,,0.6153846153846154,,0.4741041666666666,,,0.13333333333333333,0.2,,,8.85,30.339999999999996,0.15384615384615385,,1.0,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
