EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,Offensive Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,on,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Defensive 3 Seconds Violations
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,14120.0,235,-5.0,428,431,94.0,88.0,48.0,859,21.0,34.0,7.0,10.0,5.0,8.0,22.0,54.0,7.0,18.0,50.0,106.0,13.0,113.0,471,13.0,19.0,2.0,28.0,8.0,22.0,5.0,21.0,54.0,46.0,12.0,12.0,16.0,1.0,17.0,1.0,7.0,7.0,2.0,35.0,2.0,16.0,7.0,33.0,2.0,42.0,18.0,60.0,1.0,2.0,1.0,1.0,7.0,2.0,3.0,8.0,1.0,4.0,2.0,15.0,1.0,4.0,7.0,14.0,1.0,26.0,1.0,1.0,31.0,3.0,16.0,1.0,12.0,10.0,2.0,12.0,6.0,2.0,21.0,94.0,2.0,1.0,0.54,0.6136363636363636,0.4716981132075472,0.6842105263157895,0.36363636363636365,0.4716981132075472,0.6842105263157895,0.36363636363636365,0.4708333333333333,0.6666666666666666,0.3888888888888889,0.11320754716981132,0.17647058823529413,0.1111111111111111,28.06652806652807,0.4666666666666667,0.16666666666666666,0.20496894409937888,0.09523809523809523,0.14285714285714285,0.06666666666666667,0.19047619047619047,0.09090909090909091,0.11764705882352941,0.08771929824561403,0.09090909090909091,0.05,0.1,0.20454545454545456,0.18181818181818182,0.22580645161290322,0.17647058823529413,0.06666666666666667,0.022727272727272728,0.5,0.32075471698113206,0.6176470588235294,0.75,0.6666666666666666,0.5094339622641509,0.4074074074074074,0.4583333333333333,0.4090909090909091,0.16981132075471697,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.5263157894736842,0.7,0.2857142857142857,0.36363636363636365,0.625,0.32075471698113206,0.4641820754716981,0.5159333333333334,0.4690999999999999,0.13445378151260504,0.13445378151260504,0.24778761061946902,0.18584070796460178,7.195283018867925,0.21962616822429906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,11892.0,198,1.0,366,369,83.0,74.0,42.0,735,11.0,19.0,2.0,3.0,2.0,8.0,8.0,15.0,5.0,14.0,24.0,48.0,24.0,111.0,398,4.0,7.0,2.0,16.0,3.0,10.0,16.0,31.0,12.0,36.0,,5.0,32.0,4.0,36.0,1.0,7.0,7.0,18.0,76.0,1.0,1.0,4.0,14.0,,18.0,2.0,20.0,,11.0,7.0,4.0,12.0,1.0,8.0,3.0,,4.0,,15.0,2.0,4.0,7.0,16.0,,24.0,,3.0,25.0,,3.0,8.0,,,,,,,31.0,83.0,3.0,8.0,0.25,0.25,0.5,0.5714285714285714,0.3,0.5117647058823529,0.7,0.39473684210526316,0.5625,0.7,0.5555555555555556,0.10416666666666667,0.15789473684210525,0.06666666666666667,27.00729927007299,0.8,,0.10526315789473684,0.0072992700729927005,0.09302325581395349,0.03125,0.10227272727272728,0.011834319526627219,,,0.015625,,0.1,0.08823529411764706,0.10869565217391304,0.11320754716981132,0.13333333333333333,,,,0.2235294117647059,0.5789473684210527,0.6875,0.2727272727272727,0.17647058823529413,0.5333333333333333,0.5714285714285714,0.375,0.16470588235294117,0.35714285714285715,0.38461538461538464,,0.3,0.6666666666666666,1.0,0.42105263157894735,0.25,0.6588235294117647,0.5204370588235295,0.5122833333333333,0.5335368421052632,0.03409090909090909,0.058823529411764705,0.14414414414414414,0.27927927927927926,8.164583333333335,0.226775956284153,4.0,8.0,2.0,3.0,9.0,29.0,2.0,3.0,1.0,6.0,13.0,37.0,2.0,3.0,3.0,9.0,33.0,6.0,29.0,9.0,3.0,3.0,2.0,3.0,0.8461538461538461,0.35135135135135137,0.6666666666666666,0.3333333333333333,0.35135135135135137,0.43529411764705883,0.08108108108108109,0.07142857142857142,0.125,0.06896551724137931,0.09411764705882353,0.5,0.5714285714285714,1.0,0.3411764705882353,0.3103448275862069,0.3333333333333333,0.7777777777777778,0.3,0.6666666666666666,1.0,0.15789473684210525,0.6666666666666666,0.3157894736842105,0.16666666666666666,0.3103448275862069,24.54594594594595,,,,,,,True,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,10399.0,173,-30.0,319,312,84.0,75.0,34.0,631,1.0,4.0,,,,,6.0,11.0,12.0,21.0,19.0,36.0,19.0,75.0,358,2.0,2.0,,4.0,1.0,6.0,8.0,10.0,12.0,26.0,,3.0,4.0,,4.0,,3.0,,1.0,8.0,,,3.0,7.0,,10.0,1.0,11.0,,3.0,3.0,,1.0,1.0,1.0,2.0,,,,3.0,,1.0,5.0,8.0,1.0,14.0,,1.0,23.0,,7.0,4.0,2.0,1.0,1.0,2.0,1.0,,10.0,84.0,1.0,3.0,0.3157894736842105,0.3157894736842105,0.5277777777777778,1.0,0.16666666666666666,0.56,1.0,0.09090909090909091,0.6147540983606558,1.0,0.3333333333333333,0.08333333333333333,0.25,0.18181818181818182,17.97752808988764,0.3333333333333333,,0.06140350877192982,,0.07692307692307693,,0.06535947712418301,,,,,,,0.03125,0.05263157894736842,0.09090909090909091,0.03571428571428571,0.18181818181818182,,0.5,0.08,0.25,0.3333333333333333,,0.22,0.5454545454545454,0.6666666666666666,0.5,0.42,0.5714285714285714,0.5714285714285714,0.25,,,,,,0.36,0.459065,0.35845000000000005,0.4374636363636364,0.12280701754385964,0.16279069767441862,0.05333333333333334,0.13333333333333333,13.67222222222222,0.26332288401253917,6.0,14.0,,5.0,,,,,,,6.0,14.0,,,,5.0,18.0,,,,,,1.0,1.0,1.0,0.42857142857142855,,,0.42857142857142855,0.28,,,,,0.28,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,0.45454545454545453,,,,,23.157142857142855,1.0,0.07142857142857142,,,,,True,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,11955.0,199,16.0,361,366,62.0,51.0,39.0,727,12.0,17.0,,1.0,1.0,1.0,3.0,6.0,6.0,15.0,21.0,38.0,15.0,60.0,379,,2.0,2.0,2.0,3.0,6.0,3.0,9.0,30.0,12.0,,1.0,11.0,2.0,13.0,1.0,5.0,1.0,5.0,28.0,,3.0,8.0,18.0,2.0,28.0,3.0,31.0,,4.0,2.0,2.0,3.0,,2.0,4.0,1.0,1.0,,7.0,1.0,2.0,2.0,8.0,1.0,11.0,,,18.0,2.0,9.0,1.0,4.0,3.0,1.0,4.0,1.0,,9.0,62.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.5526315789473685,,0.5,0.5357142857142857,,0.375,0.6,0.3333333333333333,0.45,0.02631578947368421,,0.16666666666666666,14.004914004914005,0.42857142857142855,0.2,0.12857142857142856,0.020689655172413793,0.19047619047619047,,0.14285714285714285,0.01818181818181818,0.06666666666666667,0.02,,,,0.1,0.1276595744680851,0.1509433962264151,0.18518518518518517,0.2,,0.25,0.40476190476190477,0.7058823529411765,0.7058823529411765,0.8333333333333334,0.14285714285714285,0.5,0.6,,0.35714285714285715,0.4,0.4,0.8333333333333334,0.5,,,0.125,1.0,0.5,0.5010463414634148,0.5197499999999999,0.46567142857142857,0.1836734693877551,0.2,0.03333333333333333,0.15,8.860526315789473,0.17174515235457063,,,,,1.0,4.0,,,,2.0,1.0,4.0,,,,2.0,3.0,,3.0,1.0,,1.0,2.0,,1.0,0.25,,,0.3333333333333333,0.09523809523809523,,,,,,,,,0.09523809523809523,0.25,0.25,1.0,,,,,,0.25,,0.3333333333333333,34.45,,,1.0,1.0,,,True,,,,,,,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,14823.0,247,-2.0,451,452,106.0,95.0,49.0,903,10.0,13.0,2.0,3.0,2.0,2.0,2.0,5.0,21.0,44.0,33.0,62.0,2.0,68.0,492,2.0,3.0,2.0,6.0,4.0,11.0,,8.0,60.0,6.0,4.0,2.0,10.0,2.0,12.0,1.0,6.0,2.0,2.0,26.0,4.0,14.0,9.0,33.0,8.0,50.0,18.0,68.0,1.0,2.0,1.0,1.0,6.0,2.0,4.0,3.0,,2.0,,9.0,1.0,4.0,12.0,27.0,4.0,13.0,3.0,4.0,2.0,,1.0,,5.0,2.0,3.0,7.0,5.0,1.0,8.0,106.0,6.0,,0.9090909090909091,0.967741935483871,0.532258064516129,0.6666666666666666,0.36363636363636365,0.532258064516129,0.6666666666666666,0.36363636363636365,0.5396825396825397,0.75,0.36363636363636365,0.03225806451612903,0.07692307692307693,,14.201183431952662,0.6666666666666666,0.6153846153846154,0.19879518072289157,0.08045977011494253,0.17307692307692307,0.12121212121212122,0.1926605504587156,0.08695652173913043,0.05405405405405406,0.1,0.07792207792207792,0.09090909090909091,0.18181818181818182,0.14893617021276595,0.2545454545454545,0.1875,0.1388888888888889,0.25,0.037037037037037035,0.7142857142857143,0.20967741935483872,0.7692307692307693,0.8333333333333334,0.8,0.08064516129032258,0.4,0.4,1.0,0.7096774193548387,0.4772727272727273,0.4883720930232558,0.9523809523809523,1.0,0.6666666666666666,,0.18181818181818182,1.0,0.20967741935483872,0.4545241935483871,0.5971,0.45899090909090906,0.015873015873015872,0.015873015873015872,0.08823529411764706,0.11764705882352941,13.948387096774193,0.23503325942350334,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,True,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,9644.0,161,13.0,290,291,83.0,68.0,31.0,581,5.0,8.0,1.0,3.0,1.0,1.0,9.0,19.0,11.0,28.0,25.0,55.0,4.0,57.0,323,3.0,8.0,,6.0,6.0,12.0,1.0,13.0,10.0,40.0,,3.0,17.0,10.0,27.0,5.0,8.0,1.0,8.0,64.0,,5.0,3.0,13.0,,16.0,5.0,21.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,,1.0,,6.0,1.0,1.0,3.0,7.0,,8.0,,1.0,6.0,,3.0,,,,,,,,13.0,83.0,1.0,,0.2,0.2,0.45454545454545453,0.375,0.5,0.4732142857142857,0.375,0.5,0.4830508474576271,0.375,0.5,0.05454545454545454,0.125,0.05263157894736842,19.756838905775076,0.5,,0.1262135922330097,0.043859649122807015,0.09375,,0.11851851851851852,0.03787878787878788,0.07142857142857142,0.045454545454545456,0.023809523809523808,,,0.15151515151515152,0.09090909090909091,0.13513513513513514,0.13043478260869565,,0.1111111111111111,,0.14285714285714285,0.625,0.7142857142857143,0.2,0.3392857142857143,0.47368421052631576,0.5,,0.5,0.39285714285714285,0.4074074074074074,0.36363636363636365,0.375,0.3333333333333333,,0.08333333333333333,1.0,0.16071428571428573,0.43668750000000006,0.4603333333333333,0.4051166666666666,0.05084745762711865,0.05172413793103448,0.10526315789473684,0.22807017543859648,12.530909090909091,0.28620689655172415,,,,,1.0,1.0,,,,,1.0,1.0,,,,,3.0,,1.0,1.0,,5.0,1.0,,1.0,1.0,,,1.0,0.017857142857142856,,0.03571428571428571,,,,,,,0.017857142857142856,1.0,1.0,1.0,,,,,,,,1.0,24.8,,,,,,,True,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,260.0,4,,8,8,6.0,7.0,1.0,16,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2586,1610612759,Keith Bogans,Keith Bogans,2586,SAS,282.0,5,-6.0,9,9,,9.0,,18,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202066,1610612759,Garrett Temple,Garrett Temple,202066,SAS,47.0,1,-2.0,1,2,1.0,2.0,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,315.0,5,9.0,11,9,5.0,,,20,1.0,3.0,,,1.0,2.0,1.0,1.0,,,2.0,4.0,,4.0,4,,,,,1.0,2.0,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,5.0,,,0.5,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.25,0.3333333333333333,,33.333333333333336,,,0.3333333333333333,,,,0.2,,,,,,,,,1.0,,,,,0.75,0.3333333333333333,0.5,,0.25,1.0,1.0,1.0,,,,,,,,1.0,0.5,0.75,0.528975,,0.6027,,,,0.5,2.7,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
