EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsAssisted2s,Fg2aBlocked,ShortMidRangeAssists,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,HeaveAttempts,OffTwoPtRebounds,Steals,BadPassSteals,DeadBallTurnovers,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,NonHeaveArc3FGA,FTOffRebounds,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangePctBlocked,on,PenaltyArc3FGM,PenaltyFG3M,Arc3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg3Pct,AtRimPctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,Blocked3s,BlockedArc3,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,3SecondViolations
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,369.0,6.0,-2,12,11,,11,1.0,23,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.076923076923077,,,,,,,,,,,,,,,1.0,0.44195,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,23.96666666666667,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,283.0,5.0,-2,9,9,,9,1.0,18,,,,,,1.0,1.0,1.0,2.0,7,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,10.0,,0.25,,0.25,,,,,,,,1.0,,,,0.3985,,,19.3,,,2.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,13199.0,220.0,-6,402,397,112.0,97,51.0,799,10.0,13.0,2.0,2.0,36.0,46.0,53.0,95.0,158.0,437,13.0,22.0,48.0,60.0,9.0,17.0,3.0,42.0,3.0,28.0,41.0,6.0,47.0,5.0,4.0,9.0,4.0,36.0,4.0,48.0,112.0,0.5578947368421052,0.5909090909090909,0.5784313725490197,0.5925925925925926,0.6541666666666667,0.7058823529411765,27.886710239651418,0.5555555555555556,0.19444444444444445,0.06,0.2011173184357542,0.030927835051546393,0.1,0.15,0.12745098039215685,0.7692307692307693,0.7692307692307693,0.35294117647058826,0.45098039215686275,0.07407407407407407,1.0,0.19607843137254902,0.4326,0.42339074074074073,0.3037974683544304,12.074736842105262,0.27860696517412936,19.0,46.0,2.0,3.0,6.0,15.0,0.4339622641509434,0.4423076923076923,0.021052631578947368,,0.03333333333333333,0.26,0.5277777777777778,0.5588235294117647,0.2631578947368421,24.0,1.0,1.0,6.0,5.0,4.0,7.0,40.0,7.0,15.0,5.0,16.0,12.0,,3.0,5.0,5.0,4.0,2.0,42.0,15.0,1.0,0.5714285714285714,0.5714285714285714,0.5769230769230769,0.06862745098039216,0.020833333333333332,0.05405405405405406,0.5217391304347826,0.5217391304347826,0.5,0.00980392156862745,1.0,1.0,1.0,0.058823529411764705,0.18518518518518517,0.13513513513513514,0.14423076923076922,0.0949367088607595,24.571428571428573,,,8.0,5.0,1.0,,1.0,,1.0,3.0,0.2777777777777778,0.22857142857142856,0.17647058823529413,0.20833333333333334,0.2727272727272727,0.023809523809523808,,3.0,4.0,4.0,9.0,2.0,6.0,,2.0,,0.4444444444444444,0.4444444444444444,,,0.017857142857142856,0.4444444444444444,0.75,0.5037285714285714,3.0,,3.0,8.0,4.0,9.0,4.0,1.0,4.0,2.0,7.0,0.5,0.5,0.5,0.5,0.05555555555555555,False,2.0,2.0,4.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,0.4,0.6,1.0,0.6666666666666666,0.4,,,,,,,,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,8128.0,135.0,21,249,253,57.0,43,35.0,502,14.0,22.0,6.0,6.0,24.0,3.0,22.0,49.0,48.0,252,6.0,9.0,13.0,14.0,5.0,5.0,3.0,10.0,1.0,13.0,16.0,6.0,22.0,6.0,4.0,8.0,2.0,5.0,1.0,13.0,57.0,0.4489795918367347,0.6666666666666666,0.41509433962264153,0.5454545454545454,0.43636363636363634,0.5416666666666666,21.95121951219512,0.75,0.1326530612244898,0.043478260869565216,0.11475409836065574,0.05263157894736842,,0.16666666666666666,0.41509433962264153,0.6363636363636364,0.6666666666666666,0.4528301886792453,0.05660377358490566,0.5454545454545454,1.0,0.49056603773584906,0.4965990566037735,0.5363136363636364,0.2708333333333333,5.014285714285714,0.2289156626506024,8.0,30.0,3.0,,4.0,11.0,0.6818181818181818,0.8333333333333334,0.061224489795918366,0.045454545454545456,0.07692307692307693,0.12903225806451613,0.3333333333333333,0.36363636363636365,0.75,,,3.0,1.0,1.0,,4.0,4.0,,12.0,2.0,1.0,,,5.0,1.0,,2.0,2.0,5.0,2.0,,,,0.6,0.07547169811320754,0.054945054945054944,0.12,,,,0.05660377358490566,,,,0.018867924528301886,0.09090909090909091,0.037037037037037035,0.04,0.25,23.375,,,1.0,2.0,1.0,1.0,2.0,,,,0.2,0.041666666666666664,0.08,0.058823529411764705,,0.038461538461538464,,4.0,5.0,6.0,10.0,8.0,1.0,,,,0.6,0.6,,,0.05714285714285714,0.5,0.8,0.481225,,,,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,0.08333333333333333,False,,,,2.0,,,1.0,,,,,0.6428571428571429,,0.25,,1.0,2.0,2.0,0.09090909090909091,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,8774.0,146.0,5,266,262,76.0,90,28.0,528,3.0,6.0,2.0,4.0,13.0,14.0,11.0,33.0,61.0,289,3.0,10.0,20.0,6.0,7.0,11.0,,26.0,,10.0,13.0,1.0,14.0,4.0,2.0,5.0,1.0,5.0,1.0,20.0,76.0,0.3333333333333333,0.3,0.4583333333333333,0.5,0.4765625,0.5263157894736842,23.154362416107382,0.8,0.10101010101010101,,0.0975609756097561,0.008264462809917356,,0.1111111111111111,0.1,0.5,0.6,0.21666666666666667,0.23333333333333334,0.2222222222222222,0.5,0.55,0.4970915254237289,0.5248944444444444,0.32786885245901637,11.124242424242427,0.2857142857142857,7.0,16.0,3.0,3.0,3.0,13.0,0.7272727272727273,0.7272727272727273,0.09090909090909091,0.16666666666666666,,0.08571428571428572,0.5384615384615384,0.6363636363636364,0.8571428571428571,1.0,6.0,11.0,16.0,5.0,11.0,27.0,6.0,,6.0,8.0,2.0,27.0,1.0,1.0,2.0,,1.0,1.0,8.0,4.0,0.8181818181818182,0.4074074074074074,0.4230769230769231,0.5,0.45,0.011363636363636364,,0.07142857142857142,0.07142857142857142,,0.18333333333333332,0.5454545454545454,0.5454545454545454,1.0,0.26666666666666666,0.2777777777777778,0.0625,0.10810810810810811,0.09836065573770492,24.744444444444444,3.0,5.0,2.0,1.0,,2.0,2.0,,,6.0,0.07142857142857142,0.08333333333333333,0.10714285714285714,0.13333333333333333,,,0.5,,,,1.0,,15.0,,,,,0.5,,0.02631578947368421,,,,0.471075,5.0,6.0,5.0,4.0,1.0,,1.0,,1.0,1.0,,1.0,0.3125,0.3125,0.3333333333333333,0.15384615384615385,False,2.0,4.0,3.0,4.0,,,,,1.0,,0.5,0.6666666666666666,0.6,,0.4,3.0,,,0.16666666666666666,1.0,2.0,2.0,1.0,2.0,1.0,0.4,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,4884.0,81.0,-3,150,151,33.0,50,17.0,301,8.0,11.0,1.0,2.0,9.0,1.0,10.0,21.0,33.0,172,2.0,5.0,10.0,14.0,8.0,14.0,3.0,34.0,1.0,2.0,4.0,2.0,6.0,2.0,,5.0,1.0,5.0,,10.0,33.0,0.47619047619047616,0.4,0.5714285714285714,0.7142857142857143,0.5689655172413793,0.7142857142857143,20.238095238095237,0.4,0.04,0.07142857142857142,0.04477611940298507,0.03076923076923077,,0.043478260869565216,0.39285714285714285,0.7272727272727273,0.8,0.32142857142857145,0.03571428571428571,0.2857142857142857,0.5,0.6428571428571429,0.5339535714285714,0.5267285714285714,0.30303030303030304,4.057142857142858,0.22,2.0,6.0,2.0,1.0,4.0,8.0,0.3,0.3,0.09523809523809523,0.09090909090909091,0.125,,0.2222222222222222,0.25,,,1.0,3.0,4.0,2.0,4.0,7.0,1.0,,,2.0,,9.0,,1.0,1.0,,3.0,1.0,3.0,1.0,0.75,0.5714285714285714,0.5714285714285714,,0.25,0.0196078431372549,0.09090909090909091,,,,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.2857142857142857,0.034482758620689655,0.045454545454545456,,24.7,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.2,0.058823529411764705,0.07692307692307693,0.125,,,,,,,2.0,,4.0,,,3.0,,,,,,,,0.408,3.0,3.0,3.0,6.0,4.0,,1.0,1.0,1.0,1.0,,1.0,0.75,0.75,0.75,0.1111111111111111,False,2.0,2.0,2.0,4.0,,1.0,,1.0,,,1.0,0.375,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,7988.0,133.0,27,243,242,73.0,68,31.0,485,10.0,16.0,5.0,8.0,4.0,,11.0,20.0,34.0,259,5.0,9.0,13.0,10.0,3.0,3.0,2.0,6.0,3.0,12.0,19.0,17.0,36.0,,,3.0,1.0,16.0,4.0,13.0,73.0,0.55,0.5555555555555556,0.55,0.5555555555555556,0.5862068965517241,0.5909090909090909,11.552346570397113,,0.12631578947368421,0.09090909090909091,0.1440677966101695,0.15454545454545454,0.16666666666666666,0.13157894736842105,0.8,0.625,0.7692307692307693,0.2,,0.8888888888888888,0.625,0.8,0.554795,0.5631333333333334,0.38235294117647056,1.6149999999999998,0.3004115226337449,1.0,12.0,3.0,,9.0,14.0,0.5454545454545454,0.75,0.15,0.1875,0.047619047619047616,0.1875,0.25,0.25,1.0,,,,,,,,12.0,5.0,15.0,,3.0,,,14.0,7.0,4.0,3.0,2.0,20.0,9.0,,,,0.625,,0.18181818181818182,0.2631578947368421,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.4411764705882353,,,,5.0,2.0,2.0,3.0,,,,,0.3333333333333333,0.21739130434782608,0.04,0.1875,0.2857142857142857,0.3333333333333333,,5.0,7.0,5.0,7.0,6.0,,,1.0,,0.7142857142857143,0.7142857142857143,,0.16129032258064516,0.14814814814814814,1.0,0.7142857142857143,0.5885333333333334,,,,,,2.0,9.0,3.0,9.0,5.0,2.0,0.5555555555555556,,,,,False,,,,1.0,,1.0,2.0,,2.0,4.0,,0.5,,0.2,,,,,,,,,,,,,,,,,,,,
2406,1610612742,Caron Butler,Caron Butler,2406,DAL,10601.0,177.0,-14,328,326,99.0,91,45.0,654,14.0,21.0,4.0,5.0,12.0,33.0,33.0,66.0,102.0,347,7.0,14.0,18.0,28.0,6.0,7.0,2.0,15.0,,19.0,24.0,1.0,25.0,7.0,4.0,15.0,2.0,17.0,1.0,18.0,99.0,0.5,0.5,0.4764705882352941,0.3684210526315789,0.53125,0.42857142857142855,29.365079365079367,0.4666666666666667,0.15079365079365079,,0.15483870967741936,0.006172839506172839,,0.26,0.24705882352941178,0.6666666666666666,0.7,0.1411764705882353,0.38823529411764707,0.2631578947368421,0.8,0.47058823529411764,0.4908499999999999,0.4723361111111111,0.17647058823529413,10.577272727272726,0.3018292682926829,4.0,38.0,1.0,1.0,5.0,15.0,0.5757575757575758,0.5757575757575758,0.015151515151515152,0.047619047619047616,,0.0975609756097561,0.3333333333333333,0.3333333333333333,0.75,15.0,4.0,11.0,8.0,3.0,5.0,19.0,21.0,,8.0,5.0,4.0,12.0,1.0,1.0,7.0,5.0,8.0,2.0,23.0,10.0,0.8,0.2631578947368421,0.2777777777777778,0.8,0.2235294117647059,0.008,,0.45454545454545453,0.45454545454545453,0.6,0.12941176470588237,0.36363636363636365,0.36363636363636365,0.75,0.09411764705882353,0.15789473684210525,0.10638297872340426,0.13333333333333333,0.0784313725490196,25.81578947368421,,,5.0,,,2.0,3.0,,2.0,4.0,,0.1724137931034483,0.05714285714285714,0.14285714285714285,0.25,,,2.0,3.0,4.0,5.0,,7.0,,,2.0,0.8,0.8,,,0.020833333333333332,0.6,0.6666666666666666,0.51065,1.0,3.0,1.0,1.0,,2.0,3.0,2.0,3.0,,2.0,,0.125,0.125,0.14285714285714285,,False,,,1.0,3.0,3.0,1.0,1.0,,,1.0,,0.5,1.0,,,2.0,,,0.10526315789473684,,,,,,,,,,,,,,1.0,1.0
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,13644.0,227.0,22,416,416,128.0,115,54.0,832,2.0,7.0,,3.0,2.0,6.0,4.0,15.0,43.0,431,1.0,7.0,16.0,4.0,33.0,42.0,8.0,93.0,2.0,20.0,34.0,6.0,40.0,7.0,5.0,9.0,3.0,11.0,1.0,16.0,128.0,0.26666666666666666,0.14285714285714285,0.4268292682926829,0.4117647058823529,0.4777777777777778,0.4444444444444444,11.111111111111112,0.7777777777777778,0.125,0.04081632653061224,0.155,0.030927835051546393,0.05263157894736842,0.16666666666666666,0.17073170731707318,0.2857142857142857,0.2857142857142857,0.04878048780487805,0.14634146341463414,0.17647058823529413,,0.8048780487804879,0.5167256097560976,0.5082617647058824,0.37209302325581395,8.813333333333333,0.3076923076923077,,4.0,,12.0,4.0,14.0,0.5,0.5,,,0.03333333333333333,0.07142857142857142,,,,2.0,1.0,5.0,21.0,7.0,9.0,26.0,8.0,,,10.0,2.0,24.0,,4.0,13.0,7.0,2.0,,8.0,1.0,0.8888888888888888,0.34615384615384615,0.34615384615384615,,0.6341463414634146,0.027586206896551724,0.02702702702702703,0.3333333333333333,0.3333333333333333,1.0,0.12195121951219512,0.2,0.2,1.0,0.5121951219512195,0.4117647058823529,0.023809523809523808,0.0625,,24.33076923076923,3.0,3.0,11.0,3.0,,6.0,2.0,,,2.0,0.1875,0.275,0.13157894736842105,0.32,0.2,,0.75,,,,1.0,,21.0,,,2.0,,,,0.018518518518518517,0.037037037037037035,,,0.47905000000000003,8.0,3.0,8.0,9.0,3.0,3.0,1.0,,1.0,,1.0,,0.38095238095238093,0.38095238095238093,0.38095238095238093,,False,3.0,4.0,6.0,13.0,2.0,,,,,1.0,0.4,,0.875,,0.42857142857142855,3.0,,,0.17647058823529413,,,1.0,,,,,,,,,,0.3333333333333333,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,6811.0,114.0,-19,211,208,57.0,51,27.0,419,,5.0,,3.0,2.0,,,7.0,5.0,219,,4.0,4.0,,3.0,3.0,2.0,6.0,5.0,10.0,15.0,17.0,32.0,1.0,1.0,6.0,2.0,6.0,,4.0,57.0,,,,,0.19230769230769232,0.2857142857142857,7.851239669421488,0.16666666666666666,0.13157894736842105,0.25,0.12631578947368421,0.16346153846153846,0.3333333333333333,0.06896551724137931,0.7142857142857143,,,0.2857142857142857,,0.75,,0.7142857142857143,0.5306285714285713,0.491425,0.8,2.5714285714285716,0.27014218009478674,,,1.0,,12.0,18.0,,,0.14285714285714285,,0.18181818181818182,0.14814814814814814,,,,,,,,,,,5.0,,,,4.0,,,12.0,1.0,,5.0,3.0,12.0,3.0,,,,,,0.14285714285714285,0.09523809523809523,,,,,,,,,,0.3,0.3,,,,,2.0,3.0,1.0,1.0,,,1.0,,0.3,0.10526315789473684,0.2,0.08333333333333333,0.14285714285714285,0.16666666666666666,,,4.0,,5.0,,,,1.0,,,,,0.1724137931034483,0.14705882352941177,0.8,,0.5767,,,,,,3.0,5.0,2.0,5.0,2.0,3.0,0.4,,,,0.5,False,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,1539.0,26.0,9,49,49,29.0,24,7.0,98,4.0,6.0,4.0,6.0,3.0,2.0,6.0,11.0,16.0,52,6.0,10.0,15.0,10.0,3.0,3.0,,6.0,,4.0,4.0,2.0,6.0,1.0,,3.0,1.0,2.0,,15.0,29.0,0.5454545454545454,0.6,0.5769230769230769,0.625,0.5714285714285714,0.625,29.31034482758621,0.3333333333333333,0.18181818181818182,,0.15384615384615385,0.09523809523809523,,0.3333333333333333,0.46153846153846156,0.6666666666666666,0.8,0.23076923076923078,0.15384615384615385,0.5,0.6666666666666666,0.6153846153846154,0.48080384615384614,0.48532083333333337,0.9375,6.6909090909090905,0.5918367346938775,2.0,2.0,1.0,1.0,,4.0,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.16666666666666666,,0.1111111111111111,0.6666666666666666,0.6666666666666666,,,,,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,,,,2.0,,,2.0,1.0,3.0,2.0,,0.5,0.5,0.5,0.15384615384615385,0.13333333333333333,,,,,,,,,0.15384615384615385,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.125,24.7,,,,,,,1.0,,,2.0,,,0.14285714285714285,,,,,1.0,1.0,1.0,2.0,,2.0,,,,0.5,0.5,,0.16666666666666666,0.16666666666666666,0.5,1.0,0.44365,1.0,3.0,1.0,,,,,,,,,,0.5,0.5,0.5,,False,1.0,1.0,,2.0,1.0,,1.0,,,,0.5,0.25,,,0.5,,,,,,,,,,,,,,,,,,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,7.0,,-2,1,1,1.0,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
