EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,DeadBallTurnovers,Turnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceTurnovers,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,Loose Ball Fouls,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,Loose Ball Fouls Drawn,on,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,DefensiveGoaltends,OffCorner3ReboundPct
101121,1610612743,Joey Graham,Joey Graham,101121,DEN,1103.0,18,8.0,36,37,23.0,18,7.0,73,5.0,7.0,1.0,2.0,5.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,10.0,1.0,2.0,3.0,18.0,35,1.0,2.0,2.0,6.0,7.0,1.0,2.0,3.0,18.0,8.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,18.0,23.0,1.0,0.6666666666666666,0.8,1.0,0.5,0.5,0.5,0.6,0.5,0.8571428571428571,0.625,0.5,0.8333333333333334,0.6428571428571429,0.5,0.8181818181818182,0.16666666666666666,31.818181818181817,0.2,0.16666666666666666,0.25,0.2,0.18181818181818182,0.17647058823529413,0.4,0.25,0.5,0.2,0.2,0.5833333333333334,0.7142857142857143,0.7142857142857143,0.6,0.25,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.2222222222222222,0.5,0.75,0.5380458333333333,0.58795,0.5674055555555556,0.15384615384615385,0.18181818181818182,0.1111111111111111,1.0,5.159999999999999,23.15,0.6388888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,926.0,15,3.0,27,29,13.0,15,3.0,56,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,5.0,,,,4.0,28,1.0,1.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,,2.0,1.0,,2.0,,2.0,1.0,3.0,,,,2.0,6.0,,,,,,,2.0,13.0,,0.5,1.0,,,,,0.4,1.0,0.5,0.4,1.0,0.5,0.4,1.0,0.5,,23.333333333333336,,0.125,0.16666666666666666,,0.10526315789473684,0.1,,0.3333333333333333,0.2,,,0.4,0.5,1.0,,0.4,,,,,,,,1.0,1.0,0.5,1.0,,,0.4,0.5034,0.5913,0.51795,,,0.5,0.5,7.26,,0.48148148148148145,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.2,0.5,0.2,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,159.0,3,4.0,4,5,4.0,5,,9,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,7066.0,118,22.0,233,229,119.0,99,26.0,462,10.0,21.0,1.0,3.0,4.0,8.0,1.0,2.0,1.0,1.0,,,11.0,25.0,4.0,10.0,13.0,47.0,258,1.0,3.0,7.0,5.0,11.0,1.0,4.0,6.0,19.0,4.0,18.0,12.0,2.0,3.0,1.0,3.0,,4.0,4.0,8.0,,6.0,3.0,7.0,18.0,18.0,2.0,19.0,1.0,8.0,2.0,19.0,119.0,2.0,0.18181818181818182,0.2,1.0,0.4,0.25,0.4,0.44,0.3333333333333333,0.45454545454545453,0.4857142857142857,0.3333333333333333,0.43333333333333335,0.5340909090909091,0.7,0.5,0.2857142857142857,19.696969696969695,,0.04411764705882353,0.04918032786885246,0.043478260869565216,0.04395604395604396,0.04395604395604396,0.07142857142857142,0.047619047619047616,0.058823529411764705,0.05263157894736842,,0.6,0.47619047619047616,0.5882352941176471,0.1,0.05714285714285714,0.5,0.5,1.0,0.02857142857142857,1.0,1.0,1.0,1.0,0.3333333333333333,0.5333333333333333,0.5,,,0.8857142857142857,0.5663971428571428,0.5378,0.5289933333333333,0.19047619047619047,0.25,0.14893617021276595,0.40425531914893614,2.164,24.65,0.5107296137339056,,2.0,5.0,5.0,8.0,2.0,,,,,,5.0,0.2,0.19047619047619047,,0.05714285714285714,,,,10.0,16.0,5.0,38.0,3.0,9.0,1.0,4.0,5.0,9.0,3.0,6.0,4.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,0.5,0.375,0.03333333333333333,0.041666666666666664,0.06666666666666667,0.2571428571428571,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2124,1610612743,Malik Allen,Malik Allen,2124,DEN,559.0,9,2.0,18,18,12.0,12,2.0,36,,,,,,,,,,,,,,1.0,,,,,20,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,4.761904761904762,0.3333333333333333,,0.3333333333333333,,,0.2857142857142857,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3955,,,,,,,7.2,,0.6666666666666666,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,1838.0,31,-4.0,60,58,13.0,19,5.0,118,2.0,2.0,,,,,,,2.0,5.0,,1.0,3.0,4.0,2.0,5.0,4.0,16.0,75,,,,,1.0,,1.0,4.0,4.0,,6.0,6.0,,,3.0,1.0,1.0,5.0,,5.0,,,,,4.0,3.0,,4.0,,,2.0,4.0,13.0,2.0,,,1.0,0.4,,0.4,0.75,,,0.6666666666666666,,,0.7272727272727273,,0.5,0.5555555555555556,20.0,0.3333333333333333,0.06666666666666667,,0.42857142857142855,0.18181818181818182,,,,,0.3333333333333333,,0.2222222222222222,1.0,1.0,,,,,,0.5555555555555556,0.4,0.4,1.0,,,,,0.5,,0.7777777777777778,0.5319333333333334,0.4716,0.5065000000000001,,,,0.25,3.8,23.12,0.21666666666666667,1.0,2.0,,2.0,2.0,,,,,,,1.0,,,,0.2222222222222222,0.5,0.5,,1.0,2.0,1.0,5.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,0.16666666666666666,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,5283.0,88,38.0,175,173,98.0,73,21.0,348,5.0,10.0,2.0,4.0,3.0,7.0,12.0,18.0,,2.0,,1.0,22.0,37.0,4.0,10.0,22.0,78.0,179,2.0,5.0,6.0,10.0,20.0,3.0,8.0,10.0,39.0,6.0,38.0,9.0,4.0,2.0,3.0,12.0,2.0,17.0,5.0,22.0,,2.0,,1.0,8.0,19.0,,27.0,1.0,11.0,3.0,39.0,98.0,3.0,0.13636363636363635,0.15,0.75,0.4,0.375,0.4444444444444444,0.5945945945945946,0.4,0.5,0.5957446808510638,0.4,0.5178571428571429,0.65,0.5,0.5735294117647058,0.2127659574468085,32.33830845771145,0.2,0.23529411764705882,0.04,0.15,0.2112676056338028,0.057971014492753624,0.09090909090909091,,0.09090909090909091,0.17647058823529413,,0.2127659574468085,0.5,0.7142857142857143,0.2,0.3829787234042553,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0425531914893617,,,,0.8,0.5,0.25,0.42857142857142855,0.03571428571428571,,0.425531914893617,0.45799239130434777,0.5332250000000001,0.4625296296296297,0.19298245614035087,0.23404255319148937,0.07692307692307693,0.5,10.700000000000001,27.959999999999997,0.56,5.0,9.0,3.0,4.0,5.0,1.0,,,,1.0,,2.0,0.08108108108108109,0.3,0.23529411764705882,0.19148936170212766,0.5555555555555556,0.5555555555555556,,1.0,6.0,,17.0,4.0,8.0,3.0,7.0,2.0,7.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,3.0,,0.2,0.10526315789473684,0.125,0.30434782608695654,0.1702127659574468,0.5,0.5,0.75,0.25,0.42857142857142855,0.5714285714285714,,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,True,,,,,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,2324.0,39,,81,78,50.0,46,11.0,159,1.0,2.0,,1.0,,1.0,2.0,4.0,,,,,4.0,7.0,1.0,7.0,10.0,21.0,89,,1.0,3.0,3.0,4.0,1.0,4.0,6.0,15.0,2.0,6.0,3.0,,1.0,,2.0,,2.0,1.0,3.0,,,,2.0,2.0,9.0,,12.0,1.0,2.0,4.0,15.0,50.0,3.0,0.25,0.25,1.0,0.14285714285714285,0.25,0.14285714285714285,0.5714285714285714,,0.75,0.39285714285714285,0.75,0.5625,0.5263157894736842,0.75,0.625,0.5,21.05263157894737,,0.09090909090909091,0.03571428571428571,,0.06060606060606061,0.02564102564102564,0.0625,,,,,0.14285714285714285,0.5,0.5,,0.2857142857142857,0.5,0.5,0.5,,,,,0.5,,0.125,,,,0.6428571428571429,0.4843107142857143,0.5756749999999999,0.45250000000000007,0.13333333333333333,0.25,0.14285714285714285,0.7142857142857143,12.685714285714285,25.842857142857145,0.6172839506172839,1.0,1.0,,,1.0,,,,,,,,,,0.125,0.07142857142857142,1.0,1.0,,6.0,6.0,4.0,12.0,1.0,7.0,1.0,4.0,,7.0,1.0,,,,2.0,,,1.0,,,1.0,,,,,1.0,,,0.125,0.5,0.14285714285714285,0.14285714285714285,1.0,0.5,0.25,0.14285714285714285,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,True,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,3678.0,61,3.0,123,121,77.0,61,15.0,244,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,,,,,5.0,9.0,,,2.0,12.0,146,2.0,3.0,4.0,5.0,7.0,,,,10.0,6.0,4.0,,4.0,2.0,2.0,4.0,,6.0,2.0,8.0,,2.0,1.0,9.0,9.0,2.0,,4.0,,2.0,,10.0,77.0,,0.6,1.0,,,,,0.5555555555555556,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.6666666666666666,0.7142857142857143,0.5454545454545454,0.6666666666666666,0.7142857142857143,,8.571428571428571,,0.12121212121212122,0.06060606060606061,0.16666666666666666,0.13333333333333333,0.043478260869565216,0.07142857142857142,,0.16666666666666666,0.18181818181818182,,0.5555555555555556,0.6,0.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.6666666666666666,0.5714285714285714,0.75,,,0.5555555555555556,0.5121444444444445,0.5799333333333334,0.5098142857142858,0.18181818181818182,0.18181818181818182,0.3333333333333333,0.8333333333333334,8.011111111111111,,0.6260162601626016,,1.0,,1.0,1.0,,3.0,2.0,1.0,3.0,1.0,,,,,0.1111111111111111,,,,1.0,2.0,1.0,5.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.125,0.3333333333333333,,,True,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,4574.0,76,9.0,151,147,70.0,51,16.0,298,2.0,3.0,1.0,2.0,,1.0,2.0,6.0,2.0,2.0,,,5.0,12.0,8.0,18.0,6.0,40.0,175,1.0,2.0,2.0,2.0,8.0,3.0,9.0,4.0,17.0,2.0,8.0,21.0,,1.0,2.0,8.0,2.0,12.0,3.0,15.0,1.0,1.0,,2.0,10.0,7.0,1.0,8.0,,3.0,1.0,17.0,70.0,1.0,0.2,0.2,0.875,0.4444444444444444,0.3333333333333333,0.47058823529411764,0.4166666666666667,0.5,0.25,0.5666666666666667,0.3333333333333333,0.38235294117647056,0.5882352941176471,0.3333333333333333,0.425,0.6,23.668639053254438,0.2,0.17777777777777778,0.03125,0.2,0.18181818181818182,0.037037037037037035,0.07692307692307693,,0.18181818181818182,0.125,0.058823529411764705,0.1,0.6666666666666666,0.6666666666666666,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.06666666666666667,1.0,1.0,1.0,0.6666666666666666,0.5,0.058823529411764705,,,,0.7,0.4896137931034482,0.5813,0.46401875000000004,0.09090909090909091,0.2,0.05,0.425,12.233333333333334,26.155555555555555,0.46357615894039733,1.0,3.0,,5.0,6.0,5.0,,,,,,,,,0.16666666666666666,0.1,0.3333333333333333,0.3333333333333333,,5.0,6.0,2.0,13.0,6.0,16.0,3.0,9.0,,15.0,6.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,2.0,,0.16666666666666666,0.045454545454545456,0.05263157894736842,0.18181818181818182,0.5333333333333333,0.375,0.375,0.8333333333333334,0.5294117647058824,0.3333333333333333,0.4,,1.0,,,0.5,,3.0,1.0,1.0,,,,0.125,,1.0,,,,0.3333333333333333,,,,,,1.0,1.0,True,,,,,,,
