EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,DefThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,AtRimPctBlocked,OffFTReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyArc3Accuracy,3SecondViolations,Blocked3s,BlockedCorner3
101124,1610612741,Hakim Warrick,Hakim Warrick,101124,CHI,1319.0,22,-1.0,43,40,12,18.0,8,83,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,5.0,7.0,47,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,12,1.0,1.0,0.14285714285714285,0.125,0.3181818181818182,0.25,0.375,0.125,23.52941176470588,1.0,0.06666666666666667,0.09523809523809523,0.3333333333333333,0.05263157894736842,0.125,0.1,0.14285714285714285,1.0,0.2,0.25,0.25,0.5,0.5,0.375,0.125,1.0,0.5,0.5,0.375,0.41941249999999997,0.3358,0.40835,0.2,0.2222222222222222,0.14285714285714285,0.42857142857142855,10.9,25.9,0.27906976744186046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,2817.0,47,13.0,84,84,7,13.0,10,168,6.0,4.0,2.0,1.0,4.0,5.0,,,8.0,15.0,,3.0,19.0,87,5.0,,6.0,2.0,,1.0,3.0,4.0,,,3.0,4.0,6.0,3.0,9.0,,,2.0,3.0,7.0,6.0,1.0,3.0,1.0,,3.0,7,,,0.5333333333333333,0.5333333333333333,0.5625,0.6,0.5,,18.367346938775512,,0.14285714285714285,0.08108108108108109,,0.12195121951219512,0.06976744186046512,0.15384615384615385,,,0.14285714285714285,0.4,0.26666666666666666,0.25,0.5,0.3333333333333333,,0.8,1.0,,0.4,0.47086000000000006,0.5166000000000001,0.5087,0.0625,0.0625,0.3157894736842105,0.15789473684210525,8.366666666666667,,0.08333333333333333,4.0,2.0,1.0,3.0,3.0,1.0,12.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.6,0.5,0.6,0.5,0.13333333333333333,0.5,0.5,0.07692307692307693,0.1,0.16666666666666666,0.1111111111111111,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6,0.6,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,4318.0,72,-14.0,137,134,49,62.0,27,271,16.0,8.0,5.0,2.0,5.0,4.0,,,14.0,25.0,,7.0,35.0,173,10.0,2.0,14.0,10.0,,2.0,14.0,12.0,,2.0,11.0,16.0,19.0,14.0,33.0,2.0,2.0,5.0,4.0,9.0,6.0,,8.0,3.0,1.0,14.0,49,,1.0,0.56,0.56,0.603448275862069,0.6363636363636364,0.6363636363636364,,20.0,0.4,0.47058823529411764,0.16923076923076924,0.15384615384615385,0.3877551020408163,0.16666666666666666,0.3076923076923077,0.08,,0.75,0.64,0.2,0.4,0.5,0.16,,0.8,0.5,,0.64,0.5536840000000001,0.5759000000000001,0.52578,0.10714285714285714,0.10714285714285714,0.4,0.4,4.231999999999999,,0.35766423357664234,10.0,5.0,2.0,2.0,6.0,6.0,16.0,8.0,3.0,3.0,,,3.0,,2.0,2.0,,3.0,3.0,3.0,0.5714285714285714,0.8,0.6,0.6,0.6,0.6,0.12,0.2,,0.2,0.07142857142857142,0.4375,0.3,,,0.625,0.7142857142857143,0.6,,0.5,0.5,1.0,0.625,0.4,5.0,2.0,7.0,2.0,1.0,4.0,16.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.125,0.2,0.18181818181818182,0.25,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,4326.0,72,-12.0,136,134,52,65.0,24,270,13.0,1.0,5.0,10.0,17.0,12.0,1.0,,18.0,42.0,1.0,3.0,42.0,174,4.0,,4.0,22.0,,2.0,16.0,28.0,1.0,,,1.0,3.0,,3.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,6.0,2.0,1.0,16.0,52,,1.0,0.42857142857142855,0.45348837209302323,0.45652173913043476,0.5,0.3333333333333333,0.023255813953488372,29.34131736526946,0.6666666666666666,0.027777777777777776,,,0.06,,,,,,0.3023255813953488,0.3953488372093023,0.5882352941176471,0.6666666666666666,0.27906976744186046,0.023255813953488372,0.25,0.22727272727272727,,0.32558139534883723,0.4679616279069767,0.35923333333333335,0.4415545454545455,0.044444444444444446,0.045454545454545456,0.09523809523809523,0.38095238095238093,8.75,26.0,0.38235294117647056,4.0,,,4.0,2.0,7.0,8.0,,5.0,2.0,,,1.0,,,,,,,,0.2222222222222222,0.2222222222222222,0.5,0.3181818181818182,0.5,0.3181818181818182,0.11904761904761904,0.11764705882352941,,0.14285714285714285,,0.0625,,,,0.3076923076923077,0.4,0.5,0.1,0.3333333333333333,0.3333333333333333,0.25,,,12.0,1.0,13.0,,1.0,5.0,27.0,,,,,,,,,,,0.23076923076923078,,,0.14285714285714285,,,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2436,1610612741,Flip Murray,Flip Murray,2436,CHI,5843.0,97,-7.0,180,176,57,70.0,30,356,12.0,2.0,2.0,,2.0,11.0,11.0,2.0,11.0,25.0,12.0,8.0,42.0,214,2.0,,7.0,6.0,2.0,,6.0,16.0,11.0,,4.0,1.0,9.0,4.0,13.0,1.0,,1.0,2.0,3.0,6.0,1.0,8.0,3.0,1.0,6.0,57,1.0,,0.44,0.4594594594594595,0.5121951219512195,1.1666666666666667,0.375,0.32432432432432434,19.35483870967742,1.0,0.0196078431372549,0.04819277108433735,,0.08108108108108109,0.041666666666666664,0.0967741935483871,0.029411764705882353,,0.07692307692307693,0.32432432432432434,0.05405405405405406,,,0.2972972972972973,0.2972972972972973,0.6666666666666666,0.25,0.25,0.6486486486486487,0.5129716216216218,0.6332666666666666,0.43533125,0.075,0.10714285714285714,0.16666666666666666,0.14285714285714285,9.675999999999998,24.8,0.31666666666666665,7.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,1.0,5.0,3.0,,,,,,,,,,0.2727272727272727,0.3,1.0,0.5,1.1666666666666667,0.375,0.04,,0.42857142857142855,0.21739130434782608,,,,,,0.5833333333333334,0.6363636363636364,0.2857142857142857,,0.36363636363636365,0.36363636363636365,0.25,1.0,1.0,9.0,1.0,10.0,,,4.0,21.0,,2.0,1.0,1.0,,1.0,,,,,0.08333333333333333,,,0.2631578947368421,,0.5,4.0,4.0,6.0,4.0,1.0,5.0,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.5,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.02702702702702703,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,3368.0,56,-14.0,105,103,31,31.0,12,208,,,,,1.0,7.0,1.0,,2.0,8.0,3.0,4.0,17.0,128,,,3.0,1.0,1.0,4.0,7.0,2.0,1.0,,,4.0,4.0,,4.0,1.0,1.0,1.0,3.0,3.0,3.0,,6.0,,3.0,7.0,31,,3.0,0.25,0.5909090909090909,0.6071428571428571,1.5,0.7,0.2727272727272727,12.5,1.0,0.1111111111111111,,,0.08,,,,,,,0.09090909090909091,,,0.6363636363636364,0.09090909090909091,,,,0.2727272727272727,0.43446363636363633,,0.4507,,,0.17647058823529413,0.4117647058823529,17.55,24.433333333333334,0.29523809523809524,,,,2.0,,,2.0,,,,,,,,,,,,,,0.5,0.5,,,1.5,0.75,,,,,,0.1111111111111111,0.2,,,,,,,0.2857142857142857,0.2857142857142857,0.5,,,5.0,1.0,6.0,1.0,,1.0,13.0,,1.0,1.0,,,,,,,,,,,,,,1.0,3.0,9.0,1.0,,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,0.18181818181818182,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,True,,,,,,,
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,2077.0,35,-4.0,57,59,16,18.0,7,116,4.0,2.0,1.0,,,4.0,,,5.0,8.0,,1.0,11.0,65,2.0,,4.0,2.0,,,,2.0,,,2.0,5.0,7.0,2.0,9.0,1.0,,1.0,2.0,3.0,2.0,,3.0,2.0,,,16,1.0,,0.625,0.625,0.6111111111111112,0.6666666666666666,,,14.705882352941176,1.0,0.3333333333333333,0.07692307692307693,,0.25925925925925924,0.06896551724137931,0.2857142857142857,,,,0.5,,,,0.5,,1.0,0.5,,0.5,0.5162,0.607,0.52125,0.2222222222222222,0.2222222222222222,0.36363636363636365,,8.4125,,0.2807017543859649,3.0,2.0,,2.0,2.0,,8.0,2.0,1.0,2.0,,,,,,,,2.0,2.0,2.0,0.8,1.0,1.0,,1.0,,0.125,,,0.16666666666666666,,0.375,0.4,,,0.75,1.0,0.6666666666666666,,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,0.25,,,0.2222222222222222,1.0,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,4010.0,67,5.0,122,117,48,58.0,26,239,11.0,2.0,6.0,2.0,3.0,9.0,3.0,1.0,13.0,23.0,4.0,8.0,34.0,146,4.0,2.0,8.0,9.0,2.0,3.0,11.0,10.0,3.0,1.0,3.0,3.0,7.0,4.0,11.0,1.0,1.0,1.0,1.0,6.0,12.0,2.0,12.0,4.0,2.0,11.0,48,2.0,2.0,0.5652173913043478,0.48148148148148145,0.5483870967741935,0.8,0.4230769230769231,0.14814814814814814,20.915032679738562,1.0,0.09375,0.05454545454545454,0.1,0.14285714285714285,0.06153846153846154,0.1,0.041666666666666664,,,0.4074074074074074,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.5,0.5454545454545454,0.09090909090909091,0.5555555555555556,0.5120333333333333,0.4911,0.4885545454545456,0.1724137931034483,0.16666666666666666,0.23529411764705882,0.3235294117647059,8.452173913043476,24.775,0.39344262295081966,6.0,1.0,2.0,5.0,3.0,4.0,16.0,2.0,1.0,4.0,,1.0,,,,,,3.0,2.0,3.0,0.6153846153846154,0.6666666666666666,0.75,0.4444444444444444,0.75,0.36363636363636365,0.043478260869565216,,,0.23529411764705882,,0.07692307692307693,0.25,0.5,0.08333333333333333,0.5454545454545454,0.6,0.6666666666666666,,0.5555555555555556,0.5555555555555556,0.8,0.5,0.3333333333333333,3.0,1.0,4.0,1.0,,,9.0,,,,,,,2.0,3.0,,,0.09090909090909091,,0.125,0.15384615384615385,1.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,0.037037037037037035,,,,,,1.0,,,,,,0.09090909090909091,,3.0,1.0,1.0,0.2,,True,,,,,,,
201181,1610612741,Chris Richard,Chris Richard,201181,CHI,110.0,2,-1.0,3,3,1,1.0,1,6,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201949,1610612741,James Johnson,James Johnson,201949,CHI,712.0,12,,23,21,11,13.0,4,44,,,,,,,1.0,1.0,,,1.0,,,24,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,6.0,,,,,,,11,2.0,,,,,,,1.0,10.714285714285714,0.5,,0.08333333333333333,,,0.07142857142857142,0.14285714285714285,,,,,,,,,1.0,,,1.0,1.0,0.55515,,0.55515,,,,,,25.0,0.4782608695652174,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,
