EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,Fg3aBlocked,FTDefRebounds,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedShortMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,ShortMidRangePctBlocked,OffThreePtRebounds,FTOffRebounds,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,21427.0,357,-32.0,707,703,269.0,314.0,78.0,1410,22.0,42.0,1.0,8.0,16.0,9.0,15.0,11.0,29.0,1.0,5.0,1.0,2.0,17.0,37.0,3.0,5.0,5.0,11.0,42.0,86.0,18.0,42.0,84.0,222.0,839.0,2.0,3.0,3.0,6.0,13.0,15.0,34.0,5.0,13.0,51.0,96.0,22.0,62.0,39.0,15.0,2.0,1.0,36.0,17.0,6.0,73.0,16.0,89.0,14.0,2.0,40.0,9.0,24.0,194.0,2.0,7.0,13.0,20.0,2.0,22.0,9.0,2.0,7.0,18.0,2.0,12.0,10.0,6.0,1.0,28.0,2.0,15.0,12.0,35.0,5.0,73.0,1.0,4.0,104.0,7.0,3.0,39.0,15.0,4.0,3.0,1.0,4.0,2.0,1.0,96.0,269.0,6.0,14.0,0.2619047619047619,0.2682926829268293,0.7222222222222222,0.42857142857142855,0.5,0.38461538461538464,0.43902439024390244,0.4883720930232558,0.6666666666666666,0.4411764705882353,0.5390625,0.7222222222222222,0.4787234042553192,0.6314285714285715,0.7222222222222222,0.631578947368421,0.328125,0.06976744186046512,0.14285714285714285,25.47051442910916,0.6428571428571429,0.06220095693779904,0.009174311926605505,0.08139534883720931,0.06779661016949153,0.006688963210702341,0.011235955056179775,0.021739130434782608,0.013157894736842105,0.09090909090909091,0.0898876404494382,0.08823529411764706,0.05555555555555555,0.5,0.328125,0.5238095238095238,0.6111111111111112,0.22727272727272727,0.1171875,0.6,0.6,0.1111111111111111,0.2265625,0.3793103448275862,0.3793103448275862,0.45454545454545453,0.0390625,0.2,0.2,1.0,0.2890625,0.4594594594594595,0.4594594594594595,0.7058823529411765,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6,1.0,0.3404255319148936,0.5,0.0425531914893617,0.23404255319148937,0.45454545454545453,0.65625,0.4722222222222222,0.5284196850393701,0.5471142857142858,0.5175282608695653,0.24375,0.3305084745762712,0.05855855855855856,0.43243243243243246,7.876744186046513,26.066666666666666,0.38048090523338046,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,17730.0,296,-37.0,578,575,190.0,207.0,65.0,1153,18.0,23.0,4.0,4.0,4.0,7.0,15.0,5.0,14.0,1.0,4.0,,,13.0,39.0,1.0,2.0,3.0,13.0,30.0,52.0,14.0,43.0,31.0,133.0,683.0,3.0,5.0,1.0,2.0,11.0,10.0,15.0,3.0,13.0,8.0,37.0,30.0,30.0,42.0,,4.0,,39.0,13.0,1.0,17.0,8.0,25.0,4.0,4.0,10.0,2.0,5.0,58.0,5.0,2.0,14.0,17.0,5.0,22.0,6.0,3.0,3.0,9.0,2.0,7.0,4.0,2.0,1.0,13.0,1.0,3.0,18.0,38.0,,26.0,1.0,5.0,35.0,3.0,2.0,16.0,2.0,6.0,5.0,,6.0,3.0,,37.0,190.0,3.0,2.0,0.5,0.5357142857142857,1.0,0.32558139534883723,0.5,0.23076923076923078,0.32558139534883723,0.5769230769230769,0.6,0.6666666666666666,0.5368421052631579,0.6428571428571429,0.5178571428571429,0.6,0.6875,0.5625,0.45263157894736844,0.019230769230769232,,18.807339449541285,0.6923076923076923,0.07909604519774012,0.026595744680851064,0.02857142857142857,0.06477732793522267,0.019762845849802372,0.025974025974025976,,0.04411764705882353,0.02857142857142857,0.13513513513513514,0.037037037037037035,,0.5,0.24210526315789474,0.782608695652174,0.782608695652174,0.4444444444444444,0.15789473684210525,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.14736842105263157,0.35714285714285715,0.38461538461538464,0.8,0.042105263157894736,0.25,0.25,1.0,0.4105263157894737,0.3333333333333333,0.34210526315789475,1.0,0.5714285714285714,,0.2857142857142857,0.5,1.0,0.14285714285714285,1.0,,0.4642857142857143,0.23076923076923078,0.6947368421052632,0.3333333333333333,0.5198573684210526,0.5372857142857143,0.48742142857142856,0.14814814814814814,0.24615384615384617,0.08270676691729323,0.2781954887218045,7.394230769230769,25.102325581395345,0.328719723183391,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023255813953488372,0.07142857142857142,0.02564102564102564,0.05,0.04285714285714286,0.02040816326530612,0.5,,,,,,,,,,,,True
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,3312.0,55,-4.0,102,104,37.0,25.0,12.0,206,1.0,4.0,1.0,1.0,1.0,,3.0,3.0,6.0,,,,,1.0,2.0,,,,,4.0,13.0,1.0,2.0,4.0,15.0,124.0,,3.0,,,,2.0,5.0,,,3.0,7.0,6.0,2.0,3.0,,,,2.0,1.0,3.0,5.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,19.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,,1.0,,,1.0,1.0,,2.0,,,5.0,12.0,1.0,8.0,,2.0,8.0,,,3.0,1.0,,,,,,,7.0,37.0,2.0,1.0,0.75,0.75,1.0,0.5,,,0.5,0.3076923076923077,,0.4,0.36666666666666664,,0.4,0.39473684210526316,,0.4375,0.13333333333333333,0.23076923076923078,0.25,17.796610169491526,0.5,0.06060606060606061,0.075,0.1111111111111111,0.0784313725490196,0.06666666666666667,0.07692307692307693,0.1,0.05263157894736842,0.14285714285714285,,0.058823529411764705,1.0,,0.26666666666666666,0.25,0.3333333333333333,1.0,0.2,,,,0.4,0.5,0.5,0.6666666666666666,,,,,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,,,,,0.2,1.0,,,,0.4,0.5,0.47597999999999996,0.49243333333333333,0.42329999999999995,0.16666666666666666,0.1875,,0.4666666666666667,10.707692307692307,25.9,0.3627450980392157,,,,,1.0,,,,,,,,0.058823529411764705,0.14285714285714285,,0.6666666666666666,,,,,,,,,,,True
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,15309.0,255,-33.0,498,501,230.0,260.0,57.0,999,30.0,45.0,11.0,8.0,18.0,12.0,24.0,9.0,20.0,,1.0,,1.0,,,,,,,51.0,89.0,,1.0,27.0,129.0,609.0,9.0,16.0,,,27.0,17.0,37.0,,1.0,7.0,41.0,76.0,26.0,,,10.0,,,,5.0,13.0,3.0,16.0,3.0,,6.0,2.0,5.0,35.0,15.0,7.0,20.0,33.0,27.0,60.0,9.0,5.0,4.0,2.0,,1.0,8.0,1.0,1.0,10.0,,3.0,18.0,30.0,6.0,30.0,,4.0,41.0,5.0,,20.0,3.0,13.0,13.0,,13.0,6.0,,41.0,230.0,1.0,2.0,0.7450980392156863,0.8260869565217391,,,,,,0.5730337078651685,0.5625,0.4594594594594595,0.5666666666666667,0.5625,0.4473684210526316,0.5972222222222222,0.6428571428571429,0.47674418604651164,0.011111111111111112,0.056179775280898875,0.08888888888888889,20.921985815602838,0.2,0.14285714285714285,0.09202453987730061,0.1044776119402985,0.13043478260869565,0.11320754716981132,0.09375,0.1388888888888889,0.14545454545454545,0.06060606060606061,0.19230769230769232,0.10714285714285714,0.09090909090909091,0.46153846153846156,0.5,0.6666666666666666,0.7317073170731707,0.7,0.26666666666666666,0.5,0.5217391304347826,0.75,0.2222222222222222,0.45,0.45,0.8888888888888888,0.011111111111111112,,,,,,,,0.6875,,,,,0.47368421052631576,0.4444444444444444,0.02631578947368421,,,0.5111111111111111,,0.4884466666666666,0.5063727272727273,0.4847105263157896,0.19047619047619047,0.19230769230769232,0.20930232558139536,0.3178294573643411,6.353932584269663,22.3,0.46184738955823296,5.0,9.0,,6.0,3.0,,2.0,,,,,0.2608695652173913,0.06349206349206349,0.08823529411764706,0.45454545454545453,0.041666666666666664,9.0,3.0,0.12,0.1836734693877551,0.2,0.1111111111111111,0.2,,,,True
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,24097.0,402,-33.0,785,783,291.0,324.0,88.0,1568,47.0,76.0,22.0,18.0,27.0,16.0,31.0,26.0,61.0,,,,,,,,,,,89.0,168.0,,,19.0,197.0,934.0,17.0,30.0,,,38.0,33.0,56.0,,,9.0,75.0,114.0,64.0,,,22.0,,,,15.0,20.0,10.0,30.0,9.0,1.0,12.0,3.0,5.0,70.0,22.0,30.0,60.0,99.0,33.0,132.0,4.0,,4.0,16.0,1.0,8.0,8.0,8.0,1.0,24.0,1.0,9.0,21.0,38.0,1.0,26.0,1.0,,35.0,3.0,,13.0,6.0,7.0,5.0,,7.0,3.0,1.0,75.0,291.0,6.0,6.0,0.6404494382022472,0.7307692307692307,,,,,,0.5297619047619048,0.5666666666666667,0.5892857142857143,0.5297619047619048,0.5666666666666667,0.5892857142857143,0.5353260869565217,0.59375,0.5597014925373134,,0.08928571428571429,0.15789473684210525,23.370786516853933,0.6666666666666666,0.2575107296137339,0.0873015873015873,0.30612244897959184,0.2719033232628399,0.09523809523809523,0.1188118811881188,0.12727272727272726,0.26136363636363635,0.22,0.2736842105263158,0.3333333333333333,0.2,0.42857142857142855,0.4523809523809524,0.618421052631579,0.734375,0.5957446808510638,0.18452380952380953,0.5161290322580645,0.5517241379310345,0.5,0.3630952380952381,0.4262295081967213,0.43333333333333335,0.8076923076923077,,,,,,,,,0.7333333333333333,,,,,0.48214285714285715,0.6666666666666666,,,,0.4523809523809524,,0.4898107142857143,0.5426043478260869,0.4906517857142857,0.07303370786516854,0.07303370786516854,0.19289340101522842,0.38071065989847713,8.015476190476189,,0.37070063694267513,12.0,4.0,,9.0,3.0,1.0,6.0,2.0,,0.01639344262295082,,0.3,0.03125,0.046875,0.5454545454545454,0.06451612903225806,10.0,1.0,0.03125,0.11904761904761904,0.12307692307692308,0.10526315789473684,0.08333333333333333,1.0,,,True
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,984.0,16,-9.0,27,30,13.0,10.0,3.0,57,3.0,4.0,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,3.0,7.0,,,,6.0,35.0,1.0,2.0,,,2.0,1.0,3.0,,,,2.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,3.0,5.0,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,2.0,13.0,,,0.6666666666666666,1.0,,,,,,0.42857142857142855,0.5,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,,,,20.588235294117645,,0.1,0.125,0.2,0.13333333333333333,0.15789473684210525,0.2857142857142857,,,0.25,,0.2,,,0.5714285714285714,0.75,0.75,0.6666666666666666,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,,,,0.5714285714285714,,0.5133285714285715,0.5769,0.48769999999999997,,,0.3333333333333333,0.3333333333333333,7.071428571428571,,0.48148148148148145,1.0,,,,1.0,,,1.0,,,,,,0.25,0.5,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,True
201178,1610612762,Kyrylo Fesenko,Kyrylo Fesenko,201178,UTA,7952.0,133,7.0,255,254,54.0,59.0,29.0,509,7.0,16.0,5.0,1.0,3.0,2.0,6.0,,,,,,,,,,,,,9.0,22.0,,,3.0,21.0,284.0,3.0,6.0,,,6.0,1.0,5.0,,,2.0,4.0,12.0,6.0,,,2.0,,,,5.0,3.0,5.0,8.0,5.0,,3.0,,,21.0,4.0,9.0,12.0,23.0,6.0,29.0,,,,2.0,2.0,1.0,7.0,1.0,,9.0,1.0,1.0,12.0,23.0,3.0,8.0,,1.0,9.0,1.0,,5.0,,3.0,3.0,,3.0,1.0,1.0,4.0,54.0,1.0,,0.6666666666666666,0.75,,,,,,0.4090909090909091,0.5,0.2,0.4090909090909091,0.5,0.2,0.40384615384615385,0.5,0.3333333333333333,,0.22727272727272727,0.25,12.068965517241379,0.2222222222222222,0.13953488372093023,0.05,0.32142857142857145,0.18421052631578946,0.05504587155963303,0.058823529411764705,0.05555555555555555,0.06896551724137931,0.3333333333333333,0.11904761904761904,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.7272727272727273,0.4375,0.5833333333333334,0.8571428571428571,0.2727272727272727,0.3333333333333333,0.4,,,,,,,,,,,,,,0.8333333333333334,,,,,0.6,0.3333333333333333,,,,0.7272727272727273,,0.5610545454545455,0.5736749999999999,0.53566,0.19230769230769232,0.19230769230769232,0.2857142857142857,0.19047619047619047,1.3454545454545455,,0.21176470588235294,2.0,,,2.0,1.0,,,,,,,0.2857142857142857,0.03571428571428571,0.125,0.4,0.16666666666666666,2.0,,,0.06896551724137931,0.05263157894736842,0.1,0.5,1.0,,,True
202083,1610612762,Wesley Matthews,Wesley Matthews,202083,UTA,19932.0,332,-3.0,654,647,249.0,275.0,73.0,1301,17.0,34.0,5.0,6.0,12.0,2.0,8.0,1.0,10.0,6.0,14.0,,2.0,7.0,23.0,,1.0,1.0,9.0,20.0,52.0,13.0,37.0,37.0,116.0,768.0,2.0,7.0,,1.0,6.0,7.0,19.0,2.0,11.0,20.0,40.0,24.0,16.0,36.0,3.0,,,23.0,7.0,9.0,16.0,1.0,17.0,1.0,,8.0,3.0,5.0,35.0,6.0,11.0,13.0,28.0,8.0,36.0,18.0,9.0,9.0,12.0,,8.0,1.0,4.0,1.0,13.0,1.0,3.0,14.0,30.0,,43.0,3.0,8.0,46.0,2.0,2.0,18.0,5.0,5.0,1.0,1.0,5.0,3.0,,40.0,249.0,6.0,4.0,0.6,0.6,0.9230769230769231,0.35135135135135137,,0.18181818181818182,0.35135135135135137,0.38461538461538464,0.2857142857142857,0.3684210526315789,0.4438202247191011,0.25,0.3333333333333333,0.5227272727272727,0.3333333333333333,0.4642857142857143,0.4157303370786517,0.17307692307692307,0.20588235294117646,16.62162162162162,0.9230769230769231,0.06467661691542288,0.0297029702970297,0.14102564102564102,0.08602150537634409,0.029197080291970802,0.012048192771084338,0.06818181818181818,0.0379746835443038,0.13513513513513514,0.058823529411764705,0.15,0.1111111111111111,0.6,0.38202247191011235,0.5,0.6296296296296297,0.6470588235294118,0.0898876404494382,0.25,0.3333333333333333,,0.11235955056179775,0.1,0.1,1.0,0.15730337078651685,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.25842696629213485,0.30434782608695654,0.30434782608695654,1.0,0.625,,0.125,,,0.4,0.5,0.06666666666666667,0.3,0.1111111111111111,0.797752808988764,0.30434782608695654,0.5545146067415728,0.4796083333333334,0.5284333333333333,0.17142857142857143,0.2647058823529412,0.05172413793103448,0.3448275862068966,4.7576923076923086,24.3972972972973,0.38073394495412843,2.0,2.0,,4.0,,,,3.0,,,,0.14814814814814814,0.02666666666666667,,0.4,0.25,2.0,,,0.027777777777777776,0.037037037037037035,,1.0,,1.0,0.5,True
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,8985.0,150,-17.0,294,292,118.0,140.0,34.0,586,4.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,18.0,1.0,4.0,1.0,1.0,7.0,10.0,,,3.0,4.0,14.0,23.0,8.0,14.0,5.0,57.0,361.0,3.0,4.0,,1.0,6.0,3.0,7.0,3.0,5.0,3.0,18.0,20.0,8.0,21.0,3.0,,,10.0,7.0,,7.0,2.0,9.0,2.0,,3.0,2.0,2.0,20.0,,1.0,3.0,4.0,,4.0,2.0,,2.0,1.0,4.0,1.0,6.0,,,7.0,,2.0,5.0,17.0,2.0,5.0,,3.0,6.0,,4.0,,1.0,,,,,,,18.0,118.0,5.0,1.0,0.7142857142857143,0.7142857142857143,0.875,0.5714285714285714,,0.6,0.5714285714285714,0.6086956521739131,0.75,0.42857142857142855,0.7027027027027027,0.6,0.625,0.7105263157894737,0.6,0.6538461538461539,0.3783783783783784,,,13.513513513513514,0.14285714285714285,0.041666666666666664,,0.02857142857142857,0.037383177570093455,,,,0.09090909090909091,0.041666666666666664,,0.03571428571428571,,,0.10810810810810811,1.0,1.0,0.5,0.02702702702702703,1.0,1.0,1.0,0.4864864864864865,0.5,0.5,0.7777777777777778,0.10810810810810811,0.25,0.25,1.0,0.2702702702702703,0.7,0.7,0.8571428571428571,0.2,0.2,,,,0.08333333333333333,1.0,0.08333333333333333,0.3333333333333333,0.75,0.4864864864864865,0.7,0.4829175675675676,0.43957500000000005,0.4728583333333334,,,0.10526315789473684,0.3157894736842105,15.069565217391306,24.842857142857145,0.4013605442176871,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,True
201585,1610612762,Kosta Koufos,Kosta Koufos,201585,UTA,228.0,4,-3.0,7,7,2.0,3.0,1.0,14,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,3.0,,,,2.0,10.0,1.0,1.0,,,2.0,1.0,3.0,,,,2.0,,2.0,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.5,44.44444444444444,,,0.3333333333333333,,,0.25,0.5,,,,,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,0.6666666666666666,,0.43693333333333334,0.2697,0.43693333333333334,,,1.0,1.0,3.8000000000000003,,0.2857142857142857,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,True
