EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SelfOReb,BlockedShortMidRange,SelfORebPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,Loose Ball Fouls Drawn,SecondChanceFg2Pct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,OffCorner3ReboundPct,LongMidRangePctBlocked,BlockedCorner3,SecondChanceAtRimPctAssisted
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,1085.0,18,8,38,38,17.0,23,2.0,76,1.0,2.0,1.0,2.0,1.0,4.0,29,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,17.0,1.0,1.0,0.5,0.5,0.75,0.6666666666666666,1.0,7.5,0.09090909090909091,0.2,0.14285714285714285,0.25,0.2857142857142857,1.0,0.5,0.5,1.0,1.0,0.630675,0.3333333333333333,1.0,23.45,0.4473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,6059.0,101,35,192,190,77.0,82,25.0,382,,1.0,5.0,17.0,29.0,74.0,187,9.0,3.0,8.0,1.0,19.0,5.0,11.0,17.0,18.0,1.0,,,6.0,,20.0,,32.0,10.0,77.0,,0.6,0.29411764705882354,0.29411764705882354,0.45,0.5615384615384615,0.34,36.23853211009174,0.19298245614035087,0.1388888888888889,0.17204301075268819,0.17391304347826086,0.14814814814814814,0.02,,,,0.5,0.47038199999999997,0.1694915254237288,0.23809523809523808,25.858823529411765,0.4010416666666667,4.0,8.0,1.0,5.0,4.0,11.0,7.0,14.0,5.0,16.0,1.0,1.0,2.0,6.0,15.0,33.0,2.0,1.0,1.0,5.0,8.0,3.0,12.0,2.0,6.0,19.0,31.0,16.0,14.0,6.0,16.0,5.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,7.0,6.0,2.0,1.0,14.0,7.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,3.0,2.0,31.0,6.0,0.5333333333333333,0.5333333333333333,1.0,0.3333333333333333,0.45454545454545453,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5357142857142857,0.030303030303030304,0.125,0.5,0.2,0.017241379310344827,0.012658227848101266,0.038461538461538464,0.1875,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.16,0.5,0.5714285714285714,0.75,0.22,0.36363636363636365,0.36363636363636365,0.5,0.28,0.5,0.5,0.42857142857142855,0.32,0.3125,0.3125,0.6,0.3333333333333333,1.0,1.0,0.2777777777777778,0.2,0.3333333333333333,0.3333333333333333,0.3125,0.45188333333333336,0.4728055555555557,0.10810810810810811,0.4189189189189189,10.642424242424243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201145,1610612760,Jeff Green,Jeff Green,201145,OKC,4975.0,83,12,151,151,44.0,34,21.0,302,,1.0,,2.0,9.0,19.0,152,,2.0,5.0,1.0,12.0,5.0,2.0,9.0,11.0,1.0,,3.0,5.0,,9.0,1.0,11.0,3.0,44.0,1.0,,,,0.3333333333333333,0.45,0.13333333333333333,11.931818181818182,0.045454545454545456,0.18518518518518517,0.09859154929577464,0.0625,0.26666666666666666,0.06666666666666667,,,,0.6,0.4874133333333333,0.16666666666666666,0.1875,23.85,0.2913907284768212,2.0,7.0,,,1.0,3.0,2.0,3.0,,1.0,,,,,5.0,13.0,,,,,,,1.0,,,4.0,4.0,4.0,6.0,,1.0,,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,4.0,2.0,0.4,0.4,,,0.38461538461538464,,,,,0.5,0.15384615384615385,0.2857142857142857,,0.5,0.03773584905660377,0.027777777777777776,0.08695652173913043,0.07142857142857142,,0.08333333333333333,1.0,0.4666666666666667,0.2857142857142857,0.4,0.5,0.2,0.3333333333333333,0.3333333333333333,,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,,,,,,,,,,,,,0.3936,,0.21052631578947367,6.738461538461538,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,5242.0,87,31,160,160,59.0,59,22.0,320,,1.0,2.0,5.0,14.0,74.0,163,3.0,1.0,11.0,1.0,23.0,4.0,10.0,14.0,17.0,1.0,,1.0,8.0,1.0,15.0,2.0,16.0,8.0,59.0,2.0,0.5,0.4,0.5,0.625,0.6851851851851852,0.10416666666666667,31.86813186813187,0.2,0.13793103448275862,0.17721518987341772,0.18181818181818182,0.14285714285714285,0.020833333333333332,,,,0.5,0.47521063829787236,0.15384615384615385,0.1702127659574468,28.18,0.36875,14.0,19.0,5.0,7.0,6.0,9.0,7.0,15.0,2.0,4.0,,,,1.0,27.0,43.0,5.0,,,3.0,11.0,8.0,14.0,,1.0,8.0,24.0,6.0,48.0,3.0,3.0,2.0,,10.0,,3.0,4.0,3.0,,3.0,1.0,3.0,,1.0,1.0,2.0,,,4.0,1.0,1.0,4.0,,2.0,,,,,,24.0,2.0,0.1111111111111111,0.11538461538461539,,,0.627906976744186,0.5714285714285714,0.8,0.5333333333333333,0.9166666666666666,0.631578947368421,,,0.75,,0.06,0.046153846153846156,0.05,0.23076923076923078,0.2,0.125,,0.3958333333333333,0.7368421052631579,0.7368421052631579,0.14285714285714285,0.1875,0.6666666666666666,0.6666666666666666,,0.3125,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.08333333333333333,0.5,0.5,0.5,,,,0.4666666666666667,0.7142857142857143,0.06666666666666667,,0.6666666666666666,0.41714,0.45586428571428567,0.14864864864864866,0.32432432432432434,8.15813953488372,2.0,,0.11764705882352941,1.0,1.0,4.0,2.0,1.0,3.0,2.0,0.8,0.09090909090909091,0.05263157894736842,0.2,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,7724.0,129,33,240,239,82.0,83,32.0,479,,,,1.0,3.0,19.0,235,,1.0,2.0,1.0,5.0,3.0,11.0,16.0,28.0,5.0,5.0,10.0,20.0,4.0,12.0,6.0,7.0,3.0,82.0,2.0,,,,0.3333333333333333,0.35185185185185186,0.041666666666666664,11.272727272727273,0.15492957746478872,0.06976744186046512,0.12280701754385964,0.2413793103448276,0.06666666666666667,,,,,0.75,0.5226083333333333,0.11538461538461539,0.12,27.0,0.3416666666666667,7.0,17.0,1.0,4.0,,2.0,1.0,4.0,,1.0,,,,,8.0,23.0,9.0,,,,6.0,1.0,6.0,,,2.0,4.0,10.0,6.0,,1.0,,6.0,1.0,,,1.0,9.0,2.0,12.0,,,,,4.0,,1.0,,4.0,2.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,0.625,1.0,,,0.34782608695652173,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.2608695652173913,0.35294117647058826,,0.2857142857142857,0.11538461538461539,0.11428571428571428,0.13513513513513514,0.09090909090909091,0.1,0.07692307692307693,1.0,0.7083333333333334,0.4117647058823529,0.6363636363636364,0.5714285714285714,0.08333333333333333,,,,0.16666666666666666,0.25,0.25,1.0,0.041666666666666664,,,,,,,0.6666666666666666,0.25,,,,0.5846,0.5161166666666667,0.3157894736842105,0.21052631578947367,4.182608695652174,,,,3.0,9.0,3.0,6.0,,,,0.3333333333333333,0.125,0.08,1.0,0.3333333333333333,3.0,1.0,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,,,,,
201953,1610612760,Eric Maynor,Eric Maynor,201953,OKC,2482.0,41,2,80,79,23.0,24,10.0,159,,,1.0,4.0,4.0,13.0,72,,1.0,5.0,1.0,11.0,2.0,2.0,4.0,5.0,,,1.0,1.0,,6.0,,5.0,2.0,23.0,,,0.25,0.25,0.32142857142857145,0.40625,0.2857142857142857,20.43010752688172,0.09523809523809523,0.14285714285714285,0.11428571428571428,,0.1111111111111111,,,,,0.6428571428571429,0.4827392857142857,0.13333333333333333,0.18181818181818182,25.15,0.2875,,5.0,,1.0,3.0,4.0,,1.0,1.0,4.0,,,1.0,2.0,3.0,10.0,,,,1.0,1.0,,1.0,1.0,2.0,2.0,5.0,,6.0,3.0,4.0,1.0,2.0,4.0,,3.0,,1.0,,1.0,,3.0,,3.0,,,,,3.0,,,1.0,,1.0,,,,1.0,1.0,5.0,1.0,,,,0.5,0.3,,,0.5,0.5,0.625,0.2,0.2,1.0,,0.03571428571428571,0.025,0.058823529411764705,0.2222222222222222,,0.2,1.0,0.35714285714285715,,,,0.2857142857142857,0.75,1.0,,0.07142857142857142,,,,0.2857142857142857,0.25,0.25,,,,,0.3333333333333333,,0.6666666666666666,0.5,0.25,,0.5148833333333332,0.07692307692307693,0.38461538461538464,5.84,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,True,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,5936.0,99,27,180,181,56.0,58,26.0,361,,,,,3.0,29.0,171,,,1.0,,2.0,7.0,6.0,14.0,22.0,2.0,2.0,4.0,8.0,,3.0,,4.0,1.0,56.0,,,,,0.5652173913043478,0.58,,14.009661835748794,0.10714285714285714,0.22580645161290322,0.14942528735632185,,0.2,,,,,0.43478260869565216,0.4640782608695652,0.041666666666666664,0.041666666666666664,,0.3111111111111111,7.0,10.0,2.0,3.0,4.0,5.0,2.0,8.0,,,,,,,13.0,23.0,6.0,,,2.0,10.0,2.0,7.0,,,1.0,5.0,16.0,10.0,,,,1.0,1.0,,,1.0,4.0,1.0,8.0,,1.0,,,3.0,1.0,,,4.0,1.0,1.0,,,1.0,8.0,7.0,,8.0,4.0,5.0,1.0,0.6153846153846154,0.8888888888888888,,,0.5652173913043478,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.7142857142857143,0.3125,0.043478260869565216,0.1,0.25,0.16666666666666666,0.06349206349206349,0.09876543209876543,0.10344827586206896,0.05555555555555555,0.35714285714285715,0.3333333333333333,0.5,0.43478260869565216,0.7,0.7777777777777778,0.5714285714285714,0.21739130434782608,0.8,0.8,0.5,0.34782608695652173,0.25,0.25,1.0,,,,,,,,0.42857142857142855,0.6666666666666666,,,,0.5462,0.4022,0.3448275862068966,0.1724137931034483,7.869565217391305,,1.0,,3.0,5.0,4.0,8.0,,,,0.6666666666666666,,0.045454545454545456,0.8333333333333334,0.6,4.0,1.0,0.2222222222222222,0.26666666666666666,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,
201935,1610612760,James Harden,James Harden,201935,OKC,4888.0,81,12,151,150,52.0,47,22.0,301,2.0,5.0,5.0,12.0,11.0,32.0,159,15.0,1.0,7.0,1.0,15.0,4.0,5.0,10.0,11.0,6.0,3.0,3.0,10.0,,11.0,2.0,12.0,4.0,52.0,,1.0,0.4166666666666667,0.4166666666666667,0.5,0.6153846153846154,0.5714285714285714,16.477272727272727,0.12195121951219512,0.16,0.13636363636363635,0.10526315789473684,0.125,0.23809523809523808,0.4,0.4,1.0,0.9523809523809523,0.5740309523809524,0.20833333333333334,0.3333333333333333,24.291666666666668,0.3443708609271523,3.0,8.0,1.0,1.0,,1.0,,,3.0,7.0,,,2.0,4.0,3.0,9.0,1.0,,,,,1.0,1.0,3.0,5.0,3.0,14.0,4.0,2.0,,7.0,3.0,1.0,6.0,,4.0,1.0,1.0,1.0,1.0,3.0,3.0,,2.0,,1.0,,,3.0,,,1.0,,2.0,1.0,1.0,,1.0,,14.0,1.0,0.6666666666666666,0.6666666666666666,,0.6,0.3333333333333333,1.0,,0.9166666666666666,,1.0,0.1111111111111111,0.125,1.0,0.16666666666666666,0.0196078431372549,0.014084507042253521,0.03333333333333333,0.08333333333333333,0.2,0.2222222222222222,,0.38095238095238093,0.375,0.42857142857142855,0.6666666666666666,0.047619047619047616,,,,,,,,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,,,,0.16666666666666666,1.0,0.6666666666666666,0.5,0.42857142857142855,0.5415,0.6201166666666666,,0.4375,1.0444444444444445,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.08333333333333333,True,,,,,,,,,,
2420,1610612760,Nenad Krstic,Nenad Krstic,2420,OKC,229.0,4,5,8,7,,5,,15,,,,,,4.0,7,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,37.5,0.25,,0.25,,,,,,,0.3333333333333333,0.47423333333333334,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.6666666666666666,,,,,,,,,,,,,,0.5,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,8.966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1563,1610612760,Kevin Ollie,Kevin Ollie,1563,OKC,327.0,5,-7,11,10,11.0,9,,21,,,,,,,13,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,9.090909090909092,,,,,,,,,,,0.4002,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.4002,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
