EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,HeaveAttempts,Arc3Assists,DefThreePtRebounds,FTDefRebounds,DefFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Travels,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,Steals,LostBallSteals,StepOutOfBoundsTurnovers,OffArc3ReboundPct,on,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,ShortMidRangeAssists,BadPassSteals,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,554.0,9.0,20,21,16,18.0,41,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,18.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,2.0,16,0.25,0.25,0.2,0.2,0.2,0.2,0.2,25.0,0.4,0.5,0.5,0.2,0.2,0.2,0.4,0.5,0.2,0.6,0.49470000000000003,0.49470000000000003,1.0,7.075,25.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1049.0,17.0,34,35,13,15.0,69,1.0,2.0,,1.0,,1.0,2.0,1.0,1.0,3.0,2.0,7.0,27.0,,1.0,1.0,5.0,,2.0,1.0,,1.0,,1.0,,2.0,2.0,5.0,13,0.3333333333333333,,0.5,0.75,0.5833333333333334,0.8333333333333334,0.4,23.684210526315788,0.4,0.5,0.5,,0.2,0.4,0.5,,0.5,0.8,0.50993,0.539225,0.7142857142857143,5.166666666666667,26.3,0.38235294117647056,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.058823529411764705,0.05,0.16666666666666666,1.0,0.5,0.5,1.0,1.0,0.5,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,1073.0,18.0,34,34,15,16.0,68,3.0,4.0,,,2.0,1.0,1.0,1.0,5.0,7.0,1.0,11.0,27.0,1.0,1.0,1.0,2.0,4.0,,,1.0,1.0,,,,3.0,2.0,2.0,15,0.7142857142857143,1.0,0.625,0.5,0.6111111111111112,0.5,0.125,24.324324324324326,0.5,0.75,0.75,0.25,0.125,0.125,,,0.5,0.625,0.49155714285714286,0.4065,0.18181818181818182,5.142857142857143,69.1,0.4411764705882353,7.0,3.0,,,,1.0,,,6.0,,,8.0,10.0,10.0,,,,,,,,,,1.0,2.0,1.0,,0.6,0.6,,,,,,0.5,0.5,0.2,0.6666666666666666,,,,,,0.1111111111111111,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.7142857142857143,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201585,1610612762,Kosta Koufos,Kosta Koufos,201585,UTA,1839.0,31.0,63,63,39,41.0,126,1.0,3.0,1.0,3.0,5.0,2.0,,,4.0,10.0,,8.0,55.0,3.0,7.0,,6.0,6.0,,,,,,,,,,6.0,39,0.4,0.42857142857142855,0.4,0.42857142857142855,0.4,0.42857142857142855,,16.438356164383563,0.3,0.3333333333333333,0.5,0.5,0.2,,0.42857142857142855,0.3333333333333333,,0.3,0.43407,0.4295285714285714,0.75,7.530000000000001,,0.6190476190476191,8.0,9.0,,,,,,,2.0,,,2.0,5.0,9.0,1.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,0.25,1.0,,,,,0.5,0.09523809523809523,0.17857142857142858,,,,,,,,,,2.0,1.0,,,3.0,,,0.42857142857142855,0.3333333333333333,,0.5,0.4,0.5,0.5,0.5,1.0,1.0,1.0,3.0,3.0,6.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.14285714285714285,0.125,0.13793103448275862,0.1,0.2857142857142857,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.4687333333333333,0.75,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612762,Wesley Matthews,Wesley Matthews,202083,UTA,815.0,14.0,30,31,29,31.0,61,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,3.0,2.0,9.0,29.0,2.0,3.0,2.0,9.0,2.0,1.0,,,,,,,,1.0,9.0,29,0.6666666666666666,0.6666666666666666,0.7,0.7,0.75,0.75,0.4,16.666666666666668,0.4,1.0,1.0,0.2,,0.2,0.4,1.0,0.2,0.8,0.48419,0.48419,1.0,4.066666666666666,25.05,0.9666666666666667,-2.0,5.0,,,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,4.0,5.0,,,,,,,,1.0,1.0,,2.0,,,0.5,0.5,1.0,0.5,0.5,0.5,,0.2222222222222222,0.18181818181818182,0.5,0.5,,,,,,,,,,,,,2.0,0.6666666666666666,,,0.2,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,0.3333333333333333,,1.0,0.08333333333333333,,0.06666666666666667,,,,,,,,,0.32385,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,1212.0,20.0,39,38,15,16.0,77,,1.0,,,,2.0,2.0,1.0,2.0,3.0,4.0,8.0,37.0,1.0,1.0,2.0,5.0,,2.0,,,,,,,,3.0,5.0,15,0.6666666666666666,1.0,0.5,0.8333333333333334,0.5714285714285714,0.8333333333333334,0.5714285714285714,18.181818181818183,0.14285714285714285,,,,0.2857142857142857,0.2857142857142857,,,0.3333333333333333,0.7142857142857143,0.49123571428571433,0.4352333333333333,0.625,12.966666666666667,24.525,0.38461538461538464,3.0,5.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,0.25,0.5,0.25,,0.07142857142857142,0.0625,,,0.5,0.5,,1.0,0.5,0.14285714285714285,0.3333333333333333,,2.0,,,,,,,,0.125,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5429,,,2.0,,1.0,,,,,,0.2857142857142857,,,,,0.3333333333333333,,3.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201178,1610612762,Kyrylo Fesenko,Kyrylo Fesenko,201178,UTA,538.0,9.0,22,22,22,22.0,44,,,,,,,,,,,,1.0,18.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,5.0,2.0,1.0,22,,,,,0.25,0.25,,11.11111111111111,,,,,,,,,,,,,1.0,,,1.0,4.0,5.0,,,,1.0,,1.0,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,,,,,,,1.0,0.2,0.2222222222222222,,,,,,,,1.0,1.0,,,,1.0,1.0,,,0.25,,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,228.0,4.0,7,7,2,3.0,14,1.0,1.0,,,1.0,,,,1.0,2.0,,2.0,10.0,,,,,2.0,,,,,,,,,1.0,,2,0.5,,0.5,,0.5,,,22.22222222222222,0.5,1.0,1.0,0.5,,,,,,0.5,0.48585,,,4.1,,0.2857142857142857,-3.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,992.0,17.0,33,32,13,13.0,65,1.0,1.0,,,,,2.0,,1.0,1.0,2.0,2.0,31.0,,,,,2.0,2.0,4.0,,4.0,,2.0,2.0,8.0,2.0,,13,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,7.894736842105263,0.3333333333333333,1.0,1.0,,,0.6666666666666666,,,,1.0,0.5300666666666667,,,,27.1,0.3939393939393939,5.0,6.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,5.0,1.0,,,3.0,,,,,,,,0.1,0.07142857142857142,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.1,,0.07692307692307693,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,1.0,,,,,,,2.0,2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201785,1610612762,Othyus Jeffers,Othyus Jeffers,201785,UTA,482.0,8.0,18,17,16,15.0,35,1.0,5.0,1.0,5.0,,,,,1.0,5.0,,2.0,13.0,1.0,5.0,,2.0,,,,,,,,,,1.0,2.0,16,0.2,0.2,0.2,0.2,0.2,0.2,,26.08695652173913,1.0,0.2,0.25,,,,1.0,0.2,,1.0,0.58676,0.58676,1.0,,,0.8888888888888888,8.0,4.0,,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,0.2,0.2,,,1.0,0.14285714285714285,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
