EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,SelfOReb,LostBallSteals,LostBallTurnovers,Blocked3s,BlockedArc3,AtRimPctBlocked,SelfORebPct,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,LostBallOutOfBoundsTurnovers,3SecondViolations,FTOffRebounds,OffFTReboundPct,on
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,12096.0,202.0,-4,366,365,111.0,94.0,48.0,731,10.0,13.0,3.0,4.0,2.0,3.0,18.0,35.0,21.0,42.0,1.0,1.0,3.0,6.0,2.0,5.0,49.0,90.0,4.0,7.0,33.0,143.0,390,4.0,9.0,5.0,13.0,13.0,24.0,2.0,5.0,14.0,46.0,40.0,58.0,12.0,2.0,6.0,3.0,2.0,8.0,8.0,16.0,4.0,4.0,3.0,2.0,3.0,40.0,3.0,2.0,7.0,27.0,5.0,39.0,5.0,44.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,9.0,1.0,4.0,6.0,14.0,1.0,2.0,31.0,4.0,34.0,6.0,1.0,13.0,7.0,4.0,1.0,1.0,2.0,4.0,2.0,46.0,111.0,3.0,6.0,0.40816326530612246,0.4166666666666667,1.0,0.5714285714285714,0.4,0.5714285714285714,0.5444444444444444,0.4444444444444444,0.5416666666666666,0.5670103092783505,0.4444444444444444,0.5517241379310345,0.6396396396396397,0.5416666666666666,0.6571428571428571,0.07216494845360824,0.022222222222222223,0.05714285714285714,28.333333333333332,0.5555555555555556,0.3333333333333333,0.20300751879699247,0.015037593984962405,0.2,0.0625,0.20238095238095238,0.027624309392265192,0.02631578947368421,0.02040816326530612,0.034482758620689655,0.10526315789473684,0.20689655172413793,0.2765957446808511,0.14035087719298245,0.17391304347826086,0.25,0.5,0.13402061855670103,0.7692307692307693,0.7692307692307693,0.6,0.36082474226804123,0.5142857142857142,0.5454545454545454,0.2777777777777778,0.4329896907216495,0.5,0.5,0.42857142857142855,0.010309278350515464,1.0,1.0,1.0,0.061855670103092786,0.5,0.5,1.0,0.4444444444444444,0.75,0.6666666666666666,0.10344827586206896,0.6666666666666666,0.1724137931034483,0.4,0.20618556701030927,0.5,0.4343597938144329,0.5037285714285714,0.4284948275862069,0.125,0.13402061855670103,0.09090909090909091,0.32167832167832167,11.957777777777777,24.571428571428573,0.30327868852459017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,8135.0,136.0,20,248,252,64.0,50.0,37.0,500,13.0,23.0,4.0,5.0,6.0,7.0,7.0,23.0,,3.0,,3.0,,1.0,,1.0,20.0,49.0,,4.0,4.0,44.0,245,6.0,10.0,,12.0,6.0,11.0,,2.0,1.0,13.0,24.0,16.0,,8.0,1.0,,4.0,6.0,,6.0,,,2.0,1.0,3.0,12.0,2.0,5.0,1.0,14.0,2.0,17.0,7.0,24.0,1.0,,6.0,,4.0,2.0,,8.0,,2.0,5.0,12.0,,2.0,5.0,1.0,5.0,1.0,,2.0,1.0,1.0,1.0,,,3.0,3.0,13.0,64.0,,1.0,0.6,0.75,,,,,0.40816326530612246,0.6,0.5454545454545454,0.37735849056603776,0.6,0.46153846153846156,0.4,0.6,0.4642857142857143,0.07547169811320754,0.08163265306122448,0.08695652173913043,21.875,0.75,0.2,0.13725490196078433,0.05434782608695652,0.043478260869565216,0.07692307692307693,0.12,0.059322033898305086,0.11538461538461539,0.058823529411764705,0.125,,0.07692307692307693,0.125,0.18181818181818182,0.06666666666666667,,1.0,0.4339622641509434,0.5652173913043478,0.6190476190476191,0.6153846153846154,0.4339622641509434,0.30434782608695654,0.3333333333333333,0.5714285714285714,0.05660377358490566,,,,0.05660377358490566,,,,0.018867924528301886,,,,0.5,0.8,0.25,0.5384615384615384,0.8571428571428571,0.07692307692307693,,0.5094339622641509,,0.5037462264150943,0.481225,0.5341730769230769,0.037037037037037035,0.04,0.2727272727272727,0.29545454545454547,4.753061224489795,23.375,0.25806451612903225,1.0,1.0,1.0,2.0,2.0,2.0,0.08695652173913043,0.037037037037037035,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,8038.0,134.0,7,240,238,81.0,91.0,28.0,478,3.0,6.0,,,2.0,4.0,7.0,12.0,1.0,11.0,5.0,9.0,5.0,16.0,2.0,5.0,11.0,29.0,10.0,25.0,5.0,57.0,258,,1.0,,6.0,3.0,10.0,4.0,8.0,2.0,20.0,16.0,6.0,24.0,,15.0,5.0,3.0,5.0,4.0,9.0,3.0,1.0,4.0,1.0,,22.0,,1.0,1.0,9.0,1.0,11.0,1.0,12.0,4.0,2.0,4.0,,2.0,1.0,,5.0,,1.0,5.0,14.0,,1.0,4.0,1.0,6.0,,,3.0,,1.0,,1.0,,1.0,1.0,20.0,81.0,5.0,,0.7272727272727273,0.7272727272727273,0.8,0.4,0.5,0.4166666666666667,0.3793103448275862,,0.3,0.48148148148148145,0.5,0.5,0.5,0.5,0.5263157894736842,0.46296296296296297,0.10344827586206896,0.16666666666666666,22.62773722627737,0.8,0.07692307692307693,0.09782608695652174,0.012658227848101266,0.041666666666666664,,0.08620689655172414,0.008849557522123894,,,,,0.08,0.09090909090909091,0.11764705882352941,0.07692307692307693,,1.0,0.1111111111111111,0.5,0.6,0.6666666666666666,0.2222222222222222,0.5833333333333334,0.7,0.8571428571428571,0.2037037037037037,0.09090909090909091,0.09090909090909091,,0.16666666666666666,0.5555555555555556,0.5555555555555556,1.0,0.2962962962962963,0.3125,0.3125,0.6,,,,0.2222222222222222,0.5,0.2777777777777778,0.4,0.5740740740740741,0.3333333333333333,0.4986547169811321,0.471075,0.5211,0.05263157894736842,0.09375,0.10526315789473684,0.3508771929824561,10.71034482758621,24.967999999999996,0.3375,3.0,,2.0,2.0,,,0.16666666666666666,,0.16666666666666666,1.0,2.0,2.0,1.0,3.0,2.0,5.0,6.0,1.0,1.0,0.4,0.029411764705882353,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,,,,,,,True
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,3644.0,61.0,4,110,114,31.0,45.0,13.0,224,6.0,9.0,,,1.0,2.0,2.0,6.0,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,8.0,16.0,3.0,5.0,1.0,26.0,120,,2.0,,,2.0,5.0,1.0,1.0,,7.0,6.0,10.0,9.0,,2.0,2.0,2.0,4.0,5.0,9.0,2.0,3.0,3.0,1.0,,23.0,1.0,1.0,2.0,3.0,,5.0,2.0,7.0,1.0,,2.0,,1.0,3.0,1.0,5.0,1.0,2.0,4.0,6.0,,1.0,4.0,,3.0,,1.0,1.0,,,,,,,,7.0,31.0,,,0.375,0.375,1.0,0.6,1.0,0.6,0.5,,0.4,0.5952380952380952,,0.5833333333333334,0.5909090909090909,,0.5833333333333334,0.23809523809523808,0.125,0.16666666666666666,21.774193548387096,0.4,,0.07894736842105263,0.029411764705882353,0.125,0.07692307692307693,0.09259259259259259,0.0425531914893617,0.1111111111111111,,0.125,,0.25,,0.05263157894736842,0.2,0.09090909090909091,,0.42857142857142855,0.6666666666666666,0.75,0.5,0.2857142857142857,0.3333333333333333,0.4,,0.047619047619047616,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.09523809523809523,1.0,1.0,1.0,,,,0.3333333333333333,0.5,0.16666666666666666,1.0,0.6666666666666666,1.0,0.5427928571428572,0.408,0.5158916666666666,0.045454545454545456,0.058823529411764705,,0.2692307692307692,3.9812500000000006,24.4,0.2818181818181818,,,1.0,1.0,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,True
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,14598.0,243.0,8,443,443,139.0,133.0,61.0,886,2.0,7.0,,,,3.0,1.0,5.0,2.0,6.0,1.0,5.0,8.0,23.0,3.0,7.0,5.0,18.0,9.0,28.0,11.0,48.0,466,,2.0,,,2.0,8.0,4.0,10.0,5.0,21.0,4.0,6.0,24.0,,23.0,8.0,1.0,33.0,9.0,42.0,6.0,3.0,13.0,12.0,8.0,93.0,2.0,4.0,11.0,21.0,3.0,35.0,6.0,41.0,14.0,7.0,7.0,2.0,5.0,2.0,,9.0,,3.0,4.0,15.0,,,13.0,1.0,12.0,,,1.0,5.0,1.0,,,1.0,1.0,,21.0,139.0,3.0,3.0,0.4,0.4,0.8888888888888888,0.32142857142857145,0.4,0.32142857142857145,0.2777777777777778,,0.25,0.40217391304347827,,0.4444444444444444,0.46153846153846156,,0.5,0.6086956521739131,0.05555555555555555,0.2,11.695906432748538,0.7777777777777778,0.16666666666666666,0.12352941176470589,0.025,0.2558139534883721,0.03571428571428571,0.15023474178403756,0.027777777777777776,0.022727272727272728,0.03508771929824561,0.02857142857142857,0.047619047619047616,0.11904761904761904,0.06896551724137931,0.17142857142857143,0.3076923076923077,0.17647058823529413,,0.15217391304347827,0.2857142857142857,0.2857142857142857,,0.10869565217391304,0.2,0.25,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.10869565217391304,0.2,0.2,1.0,0.5,0.34782608695652173,0.34782608695652173,0.875,,,,0.16666666666666666,,0.3888888888888889,0.42857142857142855,0.7608695652173914,0.34782608695652173,0.5111217391304348,0.47905000000000003,0.503163888888889,0.02127659574468085,0.05263157894736842,,0.4375,8.672222222222222,24.360714285714288,0.31376975169300225,3.0,,7.0,2.0,,,,,0.16666666666666666,,,1.0,,3.0,,3.0,3.0,,,,0.01694915254237288,,,,0.6,,,0.3333333333333333,,2.0,,,,,True
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,6779.0,113.0,31,205,206,69.0,59.0,26.0,411,7.0,13.0,3.0,5.0,5.0,8.0,,3.0,,,,,,,,,7.0,16.0,,,10.0,24.0,211,3.0,5.0,5.0,11.0,5.0,9.0,,,2.0,12.0,6.0,8.0,,4.0,,,3.0,2.0,,2.0,,,,,2.0,4.0,3.0,12.0,4.0,8.0,1.0,13.0,15.0,28.0,7.0,4.0,,,,2.0,1.0,2.0,,1.0,6.0,9.0,,1.0,12.0,2.0,17.0,1.0,,8.0,1.0,9.0,3.0,2.0,4.0,9.0,5.0,12.0,69.0,,1.0,0.42857142857142855,0.6,,,,,0.4375,0.6,0.5555555555555556,0.4375,0.6,0.5555555555555556,0.5,0.55,0.6,,0.1875,,11.111111111111112,,0.25,0.0975609756097561,0.19047619047619047,0.2,0.10344827586206896,0.11764705882352941,0.16304347826086957,0.3333333333333333,0.14285714285714285,0.05263157894736842,0.2,,0.13333333333333333,0.11764705882352941,0.15384615384615385,0.2857142857142857,0.5555555555555556,0.8125,0.5384615384615384,0.7,0.42857142857142855,0.1875,,,,,,,,,,,,,,,,1.0,0.6,,0.8888888888888888,0.625,,,0.8125,,0.5471499999999999,0.56115,0.5631333333333334,0.34782608695652173,0.34782608695652173,0.4583333333333333,0.5,1.6625000000000003,,0.33658536585365856,,2.0,3.0,,,,0.23076923076923078,0.3333333333333333,,,,,,,,,,,,,0.14814814814814814,,,,,,,,,,,,,,True
2406,1610612742,Caron Butler,Caron Butler,2406,DAL,10319.0,172.0,-7,314,313,102.0,93.0,48.0,627,14.0,20.0,2.0,3.0,5.0,6.0,4.0,12.0,15.0,32.0,4.0,11.0,2.0,8.0,,3.0,33.0,64.0,6.0,19.0,23.0,107.0,333,4.0,7.0,,8.0,8.0,15.0,,5.0,4.0,20.0,38.0,28.0,12.0,2.0,7.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,1.0,2.0,5.0,20.0,,25.0,3.0,28.0,7.0,4.0,6.0,3.0,3.0,7.0,1.0,13.0,1.0,2.0,4.0,13.0,,1.0,19.0,1.0,25.0,1.0,,11.0,2.0,3.0,2.0,,1.0,3.0,,20.0,102.0,4.0,2.0,0.5757575757575758,0.59375,0.6666666666666666,0.3157894736842105,,0.3333333333333333,0.515625,0.5714285714285714,0.5333333333333333,0.5060240963855421,0.5714285714285714,0.4,0.5631578947368421,0.5714285714285714,0.45454545454545453,0.2289156626506024,0.015625,,29.26829268292683,0.46153846153846156,,0.16,0.016260162601626018,0.17857142857142858,0.02631578947368421,0.16339869281045752,0.018633540372670808,0.027777777777777776,0.022222222222222223,,0.07142857142857142,0.0625,0.07317073170731707,0.28846153846153844,0.15,0.25,,0.24096385542168675,0.7,0.7368421052631579,0.5,0.14457831325301204,0.3333333333333333,0.3333333333333333,0.75,0.3855421686746988,0.46875,0.46875,0.6,0.13253012048192772,0.36363636363636365,0.36363636363636365,0.75,0.0963855421686747,0.25,0.25,0.5,0.42857142857142855,0.6666666666666666,,0.3,0.8333333333333334,0.15,,0.46987951807228917,0.2857142857142857,0.49016524390243904,0.4969666666666667,0.47683421052631586,0.11827956989247312,0.14864864864864866,0.07476635514018691,0.18691588785046728,10.60625,25.84210526315789,0.3248407643312102,2.0,,3.0,3.0,,,0.05,,0.1,,,,,,,,6.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,,,True
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,6890.0,115.0,-12,212,208,57.0,58.0,30.0,420,,6.0,,5.0,,3.0,,2.0,,,,,,,,,,8.0,,,5.0,5.0,218,,6.0,,,,4.0,,,4.0,4.0,,,,,,,1.0,3.0,,3.0,,,1.0,,2.0,6.0,5.0,13.0,2.0,10.0,3.0,15.0,18.0,33.0,1.0,,1.0,,1.0,5.0,,6.0,1.0,2.0,13.0,18.0,1.0,3.0,6.0,,12.0,,,3.0,3.0,5.0,2.0,,3.0,5.0,2.0,4.0,57.0,,3.0,,,,,,,,,,,,,0.17857142857142858,,0.2857142857142857,,0.125,0.5,8.064516129032258,0.16666666666666666,0.2727272727272727,0.12987012987012986,0.1511627906976744,0.10526315789473684,0.21739130434782608,0.125,0.1651376146788991,0.08695652173913043,0.17647058823529413,0.15384615384615385,0.3,0.2,0.14814814814814814,0.06666666666666667,0.08333333333333333,0.14285714285714285,0.4,0.75,,,,0.25,,,,,,,,,,,,,,,,0.8333333333333334,,,0.75,,,,0.75,,0.5400375,0.584,0.491425,0.2727272727272727,0.2727272727272727,,0.8,2.25,,0.2688679245283019,,1.0,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,0.1724137931034483,,,,,,,,,,,2.0,,,True
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,954.0,16.0,-14,27,27,11.0,18.0,7.0,54,2.0,3.0,2.0,3.0,,,,,,,,1.0,,3.0,,1.0,2.0,3.0,,4.0,,4.0,35,2.0,3.0,,4.0,,,,1.0,,,,4.0,,4.0,3.0,,,,,,,,,,,,,2.0,,,,,3.0,3.0,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.5714285714285714,,,19.444444444444446,,,,0.13333333333333333,,,,0.09090909090909091,0.14285714285714285,,,,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.14285714285714285,,,,0.42857142857142855,,,,0.75,0.6666666666666666,,,,1.0,,1.0,,0.6105714285714285,0.6219666666666667,0.5304,,,1.0,,0.5333333333333333,23.95,0.4074074074074074,,,,,,,,,,,,,,1.0,,1.0,,,,,0.2,,,,0.25,,,,,,,,1.0,0.5,True
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,1530.0,26.0,9,49,48,29.0,23.0,7.0,97,4.0,6.0,1.0,1.0,4.0,6.0,2.0,3.0,,2.0,,,1.0,2.0,1.0,2.0,6.0,11.0,1.0,2.0,1.0,16.0,52,1.0,2.0,,2.0,6.0,10.0,1.0,2.0,,15.0,2.0,10.0,,,2.0,1.0,1.0,3.0,,3.0,,,2.0,1.0,,6.0,,2.0,,4.0,,4.0,2.0,6.0,,,1.0,1.0,,2.0,,3.0,,1.0,,4.0,,1.0,2.0,,3.0,1.0,,2.0,,,,,,,,15.0,29.0,2.0,,0.16666666666666666,0.16666666666666666,,0.5,0.5,0.5,0.5454545454545454,0.5,0.6,0.5769230769230769,0.5,0.625,0.5714285714285714,0.5,0.625,0.15384615384615385,0.09090909090909091,,29.31034482758621,0.3333333333333333,,0.19047619047619047,0.13333333333333333,,,0.16,0.09523809523809523,,0.16666666666666666,,,0.16666666666666666,0.1111111111111111,0.3333333333333333,,,,0.46153846153846156,0.6666666666666666,0.8,0.25,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.15384615384615385,,,,,,,,0.15384615384615385,0.5,0.5,,0.5,1.0,,0.5,0.6666666666666666,0.16666666666666666,0.5,0.6153846153846154,0.5,0.48080384615384614,0.44365,0.48532083333333337,0.14285714285714285,0.16666666666666666,0.125,0.9375,6.6909090909090905,24.7,0.5918367346938775,,,,1.0,,,0.16666666666666666,,,,,,,,,,3.0,,,,0.16666666666666666,,,,,,,,,,,,,,True
