EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FoulsDrawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,DefThreePtRebounds,Travels,PenaltyTurnovers,Offensive Fouls,DefensiveGoaltends,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChancePointsPct,SecondChanceFtPoints,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,PenaltyAtRimFGM,LostBallSteals,PenaltyAtRimAccuracy,Technical Free Throw Trips,OffArc3ReboundPct,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,PtsPutbacks,LostBallTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGA,HeaveAttempts,StepOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceTurnovers,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,248.0,4,-3,9,8,3.0,4.0,1.0,17,2.0,1.0,2.0,5,1.0,2.0,1.0,1,3.0,1.0,20.0,1.0,1.0,1.0,0.44242499999999996,0.3471,26.45,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1515,1610612739,Anthony Parker,Anthony Parker,1515,CLE,511.0,9,-19,14,20,10.0,15.0,,34,,,,29,,,,1,10.0,,,,,,,,,0.7142857142857143,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200081,1610612739,Jamario Moon,Jamario Moon,200081,CLE,6786.0,113,-11,211,221,101.0,83.0,21.0,432,8.0,2.0,16.0,236,9.0,8.0,2.0,8,101.0,0.6666666666666666,10.548523206751055,0.3333333333333333,0.2,0.9166666666666666,0.5460416666666666,0.5046350000000001,24.14375,0.4786729857819905,3.0,5.0,1.0,12.0,3.0,,1.0,5.0,6.0,1.0,1.0,1.0,3.0,8.0,3.0,7.0,5.0,1.0,1.0,6.0,8.0,8.0,2.0,38.0,1.0,1.0,1.0,4.0,2.0,16.0,12.0,21.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,13.0,1.0,14.0,2.0,16.0,4.0,4.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,5.0,3.0,16.0,1.0,1.0,0.875,0.5,0.4444444444444444,0.5,0.75,1.0,0.75,0.7,0.76,0.7272727272727273,0.3333333333333333,0.1111111111111111,0.14444444444444443,0.014705882352941176,0.12380952380952381,0.010416666666666666,0.047619047619047616,0.21875,0.037037037037037035,0.16129032258064516,0.6,0.25,0.8333333333333334,0.8333333333333334,1.0,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,0.3333333333333333,0.375,0.375,1.0,0.625,0.625,0.8,1.0,0.7,0.42857142857142855,0.5,0.625,0.54435,0.08,0.2222222222222222,0.42105263157894735,3.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,874.0,15,-9,29,29,21.0,23.0,2.0,58,1.0,1.0,3.0,31,3.0,1.0,1.0,2,21.0,0.5,25.806451612903228,0.16666666666666666,0.25,0.5,0.44576666666666664,0.483075,23.333333333333332,0.7241379310344828,,,,,1.0,,1.0,,,1.0,,2.0,1.0,2.0,1.0,2.0,,,,1.0,3.0,1.0,2.0,7.0,,,1.0,1.0,2.0,5.0,,3.0,,,,,,,,3.0,,3.0,,3.0,,,,2.0,,,,,,,,5.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4166666666666667,0.375,0.5,0.5,,,0.3333333333333333,,0.25,,,0.3333333333333333,,1.0,,,,,,0.16666666666666666,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.5,0.5,,,,,,0.7142857142857143,16.033333333333335,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201581,1610612739,JJ Hickson,JJ Hickson,201581,CLE,2128.0,35,-25,69,72,31.0,33.0,4.0,141,,,,80,,,3.0,5,31.0,,17.56756756756757,,,0.4444444444444444,0.4804777777777778,0.3965,,0.4492753623188406,,,,,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,,,,,,,,5.0,9.0,,1.0,11.0,,1.0,3.0,,,2.0,10.0,,,,,,,1.0,,1.0,,3.0,1.0,4.0,,,,3.0,1.0,2.0,,,,,,2.0,1.0,1.0,,,,,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.55,0.3333333333333333,,,0.04,0.05,0.10344827586206896,0.03333333333333333,0.1,,0.1,,,0.4444444444444444,0.75,0.75,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,0.2,0.2,0.18181818181818182,8.08888888888889,1.0,,,3.0,3.0,,,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2753,1610612739,Delonte West,Delonte West,2753,CLE,5913.0,99,-4,183,191,83.0,69.0,20.0,374,5.0,3.0,7.0,202,5.0,5.0,,2,83.0,0.21875,19.71153846153846,0.15625,0.23076923076923078,0.53125,0.4859703125,0.5045961538461537,24.21428571428572,0.453551912568306,11.0,14.0,1.0,31.0,5.0,,1.0,4.0,10.0,3.0,7.0,12.0,1.0,2.0,1.0,2.0,,1.0,,13.0,25.0,1.0,4.0,33.0,1.0,3.0,8.0,1.0,2.0,11.0,6.0,3.0,,,3.0,2.0,8.0,1.0,,4.0,,9.0,1.0,10.0,1.0,1.0,,5.0,1.0,3.0,1.0,1.0,,1.0,,11.0,0.23076923076923078,0.23076923076923078,1.0,0.14285714285714285,0.2,0.14285714285714285,0.52,0.375,0.453125,0.34615384615384615,0.4852941176470588,0.39285714285714285,,,0.04878048780487805,0.01639344262295082,0.09473684210526316,0.011764705882352941,0.05555555555555555,0.03333333333333333,0.08,0.037037037037037035,,0.3125,0.4,0.6666666666666666,0.25,0.09375,0.375,0.5833333333333334,0.5833333333333334,0.2857142857142857,0.0625,0.5,0.5,1.0,,,,0.3333333333333333,0.15384615384615385,0.5,,,0.5466,0.08823529411764706,0.1111111111111111,0.3333333333333333,10.168,2.0,20.0,,2.0,7.0,,,0.6666666666666666,1.0,5.0,,2.0,,,0.38461538461538464,0.4166666666666667,,,1.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.4,0.3333333333333333,0.7142857142857143,0.3333333333333333,1.0,0.3076923076923077,0.12121212121212122,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,1748.0,29,6,57,59,30.0,21.0,9.0,116,,,,55,,,1.0,4,30.0,,10.606060606060606,,,0.4,0.47964,0.44804999999999995,,0.5263157894736842,2.0,2.0,,4.0,1.0,,3.0,,2.0,1.0,,2.0,,,,,,,,,5.0,,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,2.0,3.0,1.0,1.0,,1.0,5.0,6.0,,,,2.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,0.08333333333333333,0.1,,0.5,0.038461538461538464,0.14285714285714285,0.03333333333333333,0.14814814814814814,0.16666666666666666,,0.14285714285714285,,0.5,0.4,,,,0.2,0.4,,,,,,,,,,,,,,,,0.48825,,,1.0,10.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,2.0,1.0,,3.0,1.0,,,,,,,,,0.125,,,,,0.6666666666666666,,0.25,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1712,1610612739,Antawn Jamison,Antawn Jamison,1712,CLE,2067.0,34,4,59,66,31.0,23.0,6.0,125,1.0,,3.0,72,,1.0,1.0,2,31.0,0.25,19.696969696969695,0.08333333333333333,,0.6666666666666666,0.5565958333333333,0.43183333333333335,23.5,0.5254237288135594,1.0,2.0,1.0,5.0,1.0,,1.0,3.0,5.0,2.0,,2.0,,2.0,,,,,,4.0,9.0,,2.0,10.0,,1.0,3.0,,,2.0,8.0,,,,1.0,,,,,5.0,,6.0,,6.0,1.0,,,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.3333333333333333,,,0.15625,,0.17142857142857143,,,0.2727272727272727,0.1,0.09090909090909091,1.0,0.4166666666666667,0.6,0.75,1.0,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,0.5088,0.07692307692307693,0.1,0.2,5.9111111111111105,1.0,,,,,,,0.5,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,0.1111111111111111,0.2,,,,,0.6666666666666666,,,,,,,,1.0,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,3513.0,59,5,110,115,31.0,21.0,7.0,225,6.0,1.0,7.0,122,1.0,6.0,2.0,5,31.0,0.35,21.311475409836067,0.3,0.2,0.45,0.4612575,0.37960000000000005,25.071428571428573,0.2818181818181818,2.0,3.0,,7.0,6.0,,1.0,1.0,2.0,5.0,5.0,6.0,,1.0,,,3.0,,1.0,7.0,13.0,3.0,9.0,32.0,,2.0,4.0,1.0,5.0,12.0,6.0,6.0,3.0,3.0,1.0,,2.0,,,6.0,,6.0,,6.0,,,1.0,10.0,,3.0,1.0,,1.0,1.0,1.0,12.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.42857142857142855,1.0,0.42857142857142855,0.5384615384615384,0.5,0.575,0.7,0.625,0.7857142857142857,,,0.10909090909090909,,0.1,,,0.1,0.21428571428571427,0.047619047619047616,1.0,0.1,0.5,1.0,1.0,0.25,0.3,0.8333333333333334,0.8333333333333334,0.4,0.05,,,,0.5,0.5,0.6666666666666666,,,,1.0,0.5,,0.13043478260869565,0.1875,0.375,12.084615384615384,1.0,8.0,1.0,1.0,2.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,0.07692307692307693,0.5,,0.5,,,0.2,,,,,,,,1.0,,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200796,1610612739,Leon Powe,Leon Powe,200796,CLE,522.0,9,-10,18,17,18.0,17.0,2.0,35,,,,22,,,1.0,3,18.0,,35.0,,,0.5,0.512425,0.512425,,1.0,,,,,2.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,1.0,4.0,,3.0,5.0,,1.0,4.0,,3.0,5.0,2.0,,,,,,,,,1.0,,1.0,1.0,2.0,,,,4.0,,1.0,,,,,,5.0,1.0,1.0,,,,,0.25,0.25,0.25,0.25,0.4166666666666667,0.4166666666666667,,,0.25,,0.16666666666666666,0.1111111111111111,,,0.3333333333333333,,,0.5,0.5,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,0.2,0.2,1.0,7.45,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,2.0,,,,2.0,,,,,,,,,0.5,0.5,1.0,,,,0.5,,,1.0,,0.3333333333333333,,,1.0,,0.5,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
