EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Fg3aBlocked,DefThreePtRebounds,FG3APctBlocked,Arc3PctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,3SecondViolations,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Technical Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedShortMidRange,StepOutOfBoundsTurnovers,DefCorner3ReboundPct,on,BlockedLongMidRange,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers
201785,1610612762,Othyus Jeffers,Othyus Jeffers,201785,UTA,187.0,3,2.0,6,7,4.0,4.0,1.0,13,,1.0,,,,,,,,,,,,,,1.0,,,,,9,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,12.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5844,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,236.0,4,1.0,7,7,2.0,,2.0,14,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,2.0,4.0,10,1.0,1.0,,,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,2.0,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,33.333333333333336,,,0.5,,0.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5761,0.5761,,0.5,0.5,0.5,,,,0.2857142857142857,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,15325.0,255,-27.0,500,500,178.0,199.0,56.0,1000,13.0,26.0,5.0,9.0,7.0,14.0,4.0,14.0,12.0,31.0,2.0,4.0,4.0,9.0,24.0,54.0,13.0,36.0,53.0,140.0,589,2.0,3.0,2.0,5.0,,10.0,9.0,20.0,4.0,11.0,30.0,60.0,12.0,36.0,27.0,12.0,2.0,,31.0,12.0,3.0,47.0,11.0,58.0,9.0,2.0,23.0,5.0,19.0,127.0,2.0,11.0,18.0,2.0,20.0,,5.0,2.0,3.0,12.0,,7.0,7.0,5.0,19.0,2.0,7.0,9.0,25.0,4.0,47.0,,3.0,68.0,5.0,26.0,9.0,60.0,178.0,4.0,9.0,0.25,0.2608695652173913,0.6923076923076923,0.3611111111111111,0.4,0.36363636363636365,0.3611111111111111,0.4444444444444444,0.6666666666666666,0.45,0.48333333333333334,0.625,0.4838709677419355,0.5791666666666667,0.625,0.6122448979591837,0.4,0.05555555555555555,0.11538461538461539,24.514991181657848,0.631578947368421,0.06962025316455696,0.012121212121212121,0.08181818181818182,0.008888888888888889,0.014492753623188406,0.02631578947368421,0.015625,0.1111111111111111,0.1044776119402985,,0.28888888888888886,0.5,0.5652173913043478,0.3076923076923077,0.15555555555555556,0.5,0.5,,0.15555555555555556,0.2857142857142857,0.2857142857142857,0.5,0.34444444444444444,0.3870967741935484,0.3870967741935484,0.6666666666666666,0.5,0.5,1.0,0.2903225806451613,0.5555555555555556,0.2903225806451613,0.4444444444444444,0.6888888888888889,0.3870967741935484,0.5282383333333334,0.539925,0.5139870967741935,0.23423423423423423,0.3466666666666667,0.07142857142857142,0.42857142857142855,7.087037037037038,25.13611111111111,0.356,,1.0,,7.0,,,0.11290322580645161,,0.12244897959183673,0.125,,,,,1.0,,4.0,3.0,4.0,2.0,,,,,,,0.5,,1.0,1.0,5.0,1.0,,2.0,3.0,0.05555555555555555,0.2,0.2,1.0,0.125,0.06451612903225806,,,,0.07692307692307693,False,1.0,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,14789.0,246,-13.0,484,482,169.0,188.0,56.0,966,14.0,19.0,3.0,5.0,6.0,15.0,5.0,12.0,13.0,31.0,1.0,3.0,4.0,11.0,25.0,46.0,14.0,35.0,25.0,117.0,557,2.0,3.0,1.0,3.0,2.0,9.0,8.0,15.0,4.0,11.0,8.0,36.0,24.0,26.0,42.0,,2.0,,31.0,13.0,1.0,15.0,8.0,23.0,4.0,4.0,9.0,2.0,4.0,54.0,2.0,12.0,14.0,2.0,16.0,1.0,5.0,2.0,3.0,8.0,2.0,6.0,4.0,2.0,12.0,,4.0,18.0,33.0,,23.0,1.0,5.0,29.0,3.0,14.0,1.0,36.0,169.0,3.0,1.0,0.48,0.5,1.0,0.4,0.3333333333333333,0.36363636363636365,0.4,0.5434782608695652,0.6666666666666666,0.5333333333333333,0.5679012345679012,0.5833333333333334,0.5384615384615384,0.6236559139784946,0.6428571428571429,0.5833333333333334,0.43209876543209874,0.021739130434782608,,19.09090909090909,0.6666666666666666,0.0759493670886076,0.0125,0.06103286384976526,0.009174311926605505,0.014285714285714285,,0.03278688524590164,0.034482758620689655,0.1323529411764706,0.024390243902439025,0.2345679012345679,0.7368421052631579,0.7368421052631579,0.42857142857142855,0.18518518518518517,0.4,0.4,0.3333333333333333,0.14814814814814814,0.4166666666666667,0.45454545454545453,0.8,0.38271604938271603,0.41935483870967744,0.41935483870967744,1.0,0.5,0.3333333333333333,1.0,0.19230769230769232,0.6,0.4230769230769231,0.36363636363636365,0.6666666666666666,0.41935483870967744,0.5249493827160494,0.5234083333333334,0.5004692307692308,0.15217391304347827,0.24561403508771928,0.07692307692307693,0.3076923076923077,7.767391304347825,25.02,0.34917355371900827,1.0,2.0,,1.0,,,0.01818181818181818,0.01818181818181818,,0.3333333333333333,0.5,,,1.0,1.0,1.0,6.0,5.0,6.0,3.0,,0.05263157894736842,,,,,0.5,,,1.0,4.0,,,,2.0,0.04938271604938271,0.25,0.25,1.0,,,,1.0,1.0,0.06666666666666667,False,,0.08333333333333333,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,1317.0,22,4.0,45,46,33.0,27.0,5.0,91,1.0,3.0,1.0,1.0,,2.0,1.0,3.0,,1.0,,1.0,,1.0,2.0,8.0,,1.0,3.0,7.0,41,,3.0,,1.0,,,2.0,4.0,,1.0,3.0,7.0,4.0,,,,,,1.0,,2.0,1.0,,1.0,,,,1.0,,2.0,3.0,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,,,4.0,6.0,,4.0,,,6.0,,2.0,1.0,7.0,33.0,2.0,1.0,1.0,1.0,,,,,,0.25,,0.5,0.2222222222222222,,0.4,0.2916666666666667,,0.4375,0.1111111111111111,0.25,0.3333333333333333,23.076923076923077,,0.058823529411764705,0.1875,0.03225806451612903,0.15,,0.6666666666666666,0.09090909090909091,,,0.2,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.25,,,0.2,1.0,0.2,,0.4444444444444444,,0.4800611111111111,0.48943749999999997,0.46399,0.18181818181818182,0.2,,1.0,8.6625,24.6,0.7333333333333333,,1.0,,,,,,0.14285714285714285,,0.25,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,8206.0,137,-32.0,268,267,143.0,157.0,35.0,535,15.0,29.0,6.0,15.0,7.0,11.0,5.0,12.0,,,,,,,27.0,52.0,,1.0,16.0,70.0,322,7.0,14.0,,,2.0,16.0,11.0,27.0,,1.0,3.0,25.0,36.0,18.0,,,8.0,,,,4.0,6.0,4.0,10.0,4.0,,6.0,,,24.0,13.0,10.0,17.0,22.0,39.0,3.0,5.0,2.0,3.0,1.0,,1.0,5.0,,6.0,,3.0,9.0,17.0,5.0,19.0,,3.0,23.0,5.0,13.0,1.0,25.0,143.0,1.0,1.0,0.6666666666666666,0.782608695652174,,,,,,0.5192307692307693,0.5,0.4074074074074074,0.5094339622641509,0.5,0.39285714285714285,0.5645161290322581,0.5333333333333333,0.4166666666666667,0.018867924528301886,0.07692307692307693,0.13793103448275862,21.864951768488748,0.16666666666666666,0.12345679012345678,0.1326530612244898,0.1016949152542373,0.15151515151515152,0.17073170731707318,0.20833333333333334,0.21052631578947367,,0.07142857142857142,0.13636363636363635,0.5471698113207547,0.5172413793103449,0.6,0.6666666666666666,0.20754716981132076,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.22641509433962265,0.4166666666666667,0.4166666666666667,0.8,,,,,,,,0.5357142857142857,0.4,,,0.5660377358490566,,0.5068716981132075,0.52984,0.5209428571428572,0.21311475409836064,0.21666666666666667,0.22857142857142856,0.35714285714285715,6.223076923076923,22.3,0.5335820895522388,3.0,10.0,,2.0,,,0.05405405405405406,0.030303030303030304,0.03225806451612903,0.7142857142857143,0.3,7.0,2.0,5.0,,1.0,8.0,8.0,8.0,3.0,,0.29411764705882354,0.13333333333333333,0.20588235294117646,0.25,,0.375,,,,1.0,,,1.0,,0.018867924528301886,,,,,0.03571428571428571,,,,0.16666666666666666,False,,,
201178,1610612762,Kyrylo Fesenko,Kyrylo Fesenko,201178,UTA,8009.0,133,9.0,259,260,72.0,74.0,31.0,519,7.0,15.0,1.0,2.0,2.0,6.0,,,,,,,,,9.0,21.0,,,4.0,22.0,280,3.0,5.0,,,,6.0,1.0,4.0,,,3.0,5.0,12.0,6.0,,,2.0,,,,4.0,4.0,4.0,8.0,4.0,,4.0,,,20.0,4.0,10.0,24.0,6.0,30.0,1.0,,,,3.0,1.0,1.0,4.0,2.0,7.0,1.0,1.0,11.0,23.0,2.0,10.0,1.0,1.0,13.0,1.0,6.0,1.0,5.0,72.0,3.0,1.0,0.6666666666666666,0.75,,,,,,0.42857142857142855,0.6,0.25,0.42857142857142855,0.6,0.25,0.4074074074074074,0.5,0.35714285714285715,,0.19047619047619047,0.2,11.37123745819398,0.42857142857142855,0.12048192771084337,0.046511627906976744,0.1794871794871795,0.05217391304347826,0.05128205128205128,0.05263157894736842,0.06896551724137931,0.23076923076923078,0.12195121951219512,0.125,0.7142857142857143,0.4666666666666667,0.5833333333333334,0.8571428571428571,0.2857142857142857,0.3333333333333333,0.4,,,,,,,,,,,,,0.5,0.5,,,0.7142857142857143,,0.555752380952381,0.5418999999999999,0.501475,0.23076923076923078,0.23076923076923078,0.2727272727272727,0.22727272727272727,1.6666666666666667,,0.277992277992278,2.0,4.0,,11.0,,,0.3235294117647059,0.03571428571428571,0.2916666666666667,0.8,0.5,2.0,,3.0,,,4.0,4.0,4.0,2.0,0.16666666666666666,0.42857142857142855,,0.06896551724137931,0.047619047619047616,0.125,0.5,0.5,,,,,,,,,,,,,,,,,0.4,False,,,1.0
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,15112.0,252,-16.0,491,491,173.0,184.0,54.0,982,29.0,45.0,13.0,17.0,9.0,16.0,18.0,43.0,,,,,,,56.0,104.0,,,13.0,125.0,573,10.0,16.0,,,2.0,22.0,22.0,34.0,,,5.0,49.0,74.0,38.0,,,14.0,,,,7.0,10.0,6.0,16.0,5.0,1.0,8.0,1.0,1.0,38.0,9.0,37.0,63.0,17.0,80.0,2.0,4.0,,4.0,10.0,,4.0,5.0,6.0,15.0,,6.0,16.0,28.0,1.0,15.0,1.0,,19.0,3.0,10.0,1.0,49.0,173.0,4.0,1.0,0.6607142857142857,0.7551020408163265,,,,,,0.5384615384615384,0.625,0.6470588235294118,0.5384615384615384,0.625,0.6470588235294118,0.5580357142857143,0.6470588235294118,0.6282051282051282,,0.0673076923076923,0.1111111111111111,22.800718132854577,0.6666666666666666,0.22981366459627328,0.05625,0.25892857142857145,0.07407407407407407,0.07352941176470588,0.05714285714285714,0.19696969696969696,0.15384615384615385,0.2898550724637681,0.04878048780487805,0.4326923076923077,0.6444444444444445,0.725,0.5862068965517241,0.15384615384615385,0.5625,0.6,0.5555555555555556,0.41346153846153844,0.4186046511627907,0.42857142857142855,0.8333333333333334,,,,,,,,0.5,0.7647058823529411,,,0.4326923076923077,,0.4904038461538462,0.56863,0.4946029411764705,0.09009009009009009,0.09009009009009009,0.176,0.392,8.542307692307691,,0.35234215885947046,8.0,12.0,,21.0,,,0.3333333333333333,0.03508771929824561,0.38,0.75,0.6666666666666666,7.0,1.0,5.0,1.0,5.0,4.0,2.0,4.0,,0.0625,0.23809523809523808,0.05,0.125,0.11904761904761904,0.14285714285714285,,0.125,1.0,,,,,,,,,,,,,,2.0,,0.15384615384615385,False,,0.023255813953488372,1.0
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,851.0,14,-3.0,23,26,13.0,9.0,4.0,49,3.0,4.0,1.0,1.0,,1.0,,1.0,,,,,,,3.0,6.0,,,,6.0,28,1.0,2.0,,,,2.0,1.0,2.0,,,,2.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,2.0,3.0,5.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,2.0,13.0,,,0.6666666666666666,1.0,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,18.75,,0.16666666666666666,0.13333333333333333,0.18181818181818182,0.16666666666666666,0.2857142857142857,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,0.5,1.0,,,0.6666666666666666,,0.5262333333333333,0.5769,0.5136,,,0.3333333333333333,0.3333333333333333,5.1,,0.5652173913043478,1.0,2.0,,1.0,,,0.2,,0.2,1.0,0.5,1.0,,,,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,False,,,
202083,1610612762,Wesley Matthews,Wesley Matthews,202083,UTA,15440.0,257,-25.0,503,502,193.0,206.0,59.0,1005,14.0,27.0,6.0,10.0,1.0,6.0,1.0,9.0,4.0,14.0,,2.0,,6.0,16.0,42.0,10.0,26.0,25.0,87.0,586,2.0,7.0,,2.0,2.0,6.0,6.0,15.0,1.0,8.0,13.0,28.0,18.0,14.0,27.0,3.0,,,14.0,4.0,8.0,10.0,1.0,11.0,1.0,,5.0,2.0,3.0,23.0,6.0,14.0,25.0,7.0,32.0,,14.0,6.0,8.0,11.0,,7.0,1.0,4.0,12.0,,3.0,9.0,19.0,,28.0,2.0,4.0,30.0,,11.0,3.0,28.0,193.0,2.0,2.0,0.5625,0.5625,0.9,0.38461538461538464,,0.125,0.38461538461538464,0.38095238095238093,0.2857142857142857,0.4,0.45588235294117646,0.2222222222222222,0.32608695652173914,0.524390243902439,0.3,0.45,0.38235294117647056,0.19047619047619047,0.18518518518518517,16.347826086956523,0.9166666666666666,0.08695652173913043,0.03614457831325301,0.09821428571428571,0.03111111111111111,0.02857142857142857,0.07692307692307693,0.04411764705882353,0.25,0.07246376811594203,,0.39705882352941174,0.5185185185185185,0.6363636363636364,0.5714285714285714,0.08823529411764706,0.16666666666666666,0.3333333333333333,,0.1323529411764706,0.1111111111111111,0.1111111111111111,1.0,0.20588235294117646,0.2857142857142857,0.2857142857142857,1.0,0.2222222222222222,,,0.43478260869565216,0.6,0.2608695652173913,,0.7794117647058824,0.2857142857142857,0.5540897058823527,0.4823714285714286,0.52735,0.13924050632911392,0.20754716981132076,0.06896551724137931,0.3218390804597701,5.152380952380953,24.346153846153847,0.3836978131212724,2.0,5.0,,8.0,,,0.12698412698412698,0.017543859649122806,0.14,0.5555555555555556,0.4,1.0,,3.0,1.0,1.0,3.0,1.0,3.0,2.0,0.5,0.13636363636363635,,0.01694915254237288,0.022222222222222223,,0.6666666666666666,1.0,,6.0,12.0,,1.0,2.0,2.0,0.17647058823529413,0.5,0.5,0.8333333333333334,,0.08695652173913043,0.5,1.0,,0.07692307692307693,False,1.0,,
201585,1610612762,Kosta Koufos,Kosta Koufos,201585,UTA,627.0,10,5.0,24,25,24.0,25.0,4.0,49,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,,,18,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,6.8965517241379315,,0.14285714285714285,,0.25,,,,0.3333333333333333,,,,0.5,,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,,0.4948,,0.4948,,,,,2.8,,1.0,,,,2.0,,,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,False,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,424.0,7,,16,15,,,,31,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,3.0,21,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.5,,,1.5,,,1.0,,,6.25,,0.25,,0.2,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.59325,,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
201785,1610612762,Othyus Jeffers,Othyus Jeffers,201785,UTA,404.0,7,6.0,16,15,16.0,15.0,3.0,31,1.0,5.0,1.0,5.0,,,,,,,,,,,1.0,5.0,,,,2.0,10,,1.0,,,,,1.0,5.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,2.0,16.0,,,1.0,1.0,,,,,,0.2,,0.2,0.2,,0.2,0.2,,0.2,,0.2,0.2,28.571428571428573,,,,,0.14285714285714285,,,,,,,1.0,0.2,0.25,1.0,,,,,,,,,,,,,,,,1.0,0.2,,,1.0,,0.58676,,0.58676,0.2,0.2,,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,False,,,
202178,1610612762,Sundiata Gaines,Sundiata Gaines,202178,UTA,441.0,7,7.0,16,16,16.0,16.0,3.0,32,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,4.0,5.0,1.0,1.0,,11.0,10,1.0,2.0,,,,2.0,4.0,5.0,1.0,1.0,,11.0,,8.0,3.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,1.0,,11.0,16.0,1.0,,,,1.0,1.0,,1.0,1.0,0.8,0.5,0.8,0.9166666666666666,0.5,0.9166666666666666,0.7857142857142857,0.5,0.7857142857142857,0.16666666666666666,,,33.333333333333336,,0.5,0.16666666666666666,0.125,0.14285714285714285,0.2,,1.0,,,,0.3333333333333333,1.0,1.0,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,,0.16666666666666666,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.16666666666666666,1.0,0.5,1.0,0.49338333333333334,0.45755,0.49338333333333334,0.14285714285714285,0.16666666666666666,0.18181818181818182,1.0,10.58,24.5,1.0,1.0,1.0,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
