EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,ThreePtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,PenaltyArc3Frequency,HeaveAttempts,Fg3aBlocked,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,Travels,Blocked3s,BlockedArc3,SecondChanceArc3FGA,SecondChanceFG3A,Arc3Assists,SelfOReb,SelfORebPct,SecondChanceArc3Frequency,SecondChanceAtRimPctAssisted,on,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,3047.0,51,11.0,96,95,15.0,32,13,191,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,9.0,3.0,5.0,4.0,23.0,98.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,9.0,1.0,11.0,4.0,15.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,2.0,4.0,7.0,7.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,15.0,1.0,0.8,0.8,1.0,0.6,0.6,0.5555555555555556,0.6785714285714286,0.71875,0.3333333333333333,0.35714285714285715,0.1111111111111111,0.25,19.09090909090909,0.8,0.3333333333333333,0.5,0.2903225806451613,0.07692307692307693,0.15789473684210525,0.22727272727272727,0.075,0.125,0.3333333333333333,0.2777777777777778,0.36363636363636365,0.16666666666666666,1.0,0.2857142857142857,0.5,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.5,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.6428571428571429,0.6666666666666666,0.5140214285714285,0.4647,0.125,0.18181818181818182,0.08695652173913043,8.5,24.759999999999998,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,1509.0,25,-8.0,44,47,7.0,13,9,91,2.0,4.0,,,1.0,,3.0,,,,,,2.0,8.0,,,1.0,5.0,42.0,1.0,2.0,,1.0,3.0,2.0,2.0,,,,1.0,1.0,,,5.0,,5.0,1.0,6.0,,,,,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,,,3.0,7.0,,0.5,0.5,,,,0.25,0.25,0.3125,0.75,,0.125,0.25,16.363636363636363,,,,0.23809523809523808,,0.2,0.2,0.034482758620689655,,0.5,0.2,0.2,,,0.5,0.5,0.6666666666666666,0.5,0.125,,,,0.375,,,,,,,,,,,,,,0.5,,0.4610125,0.49155,0.125,0.125,0.6,7.625,,0.1590909090909091,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,0.3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,4566.0,76,1.0,140,142,22.0,45,22,282,6.0,11.0,5.0,,1.0,3.0,5.0,,,,,,9.0,17.0,,,1.0,19.0,140.0,7.0,5.0,,,6.0,14.0,4.0,,,,1.0,3.0,,3.0,9.0,2.0,14.0,10.0,24.0,1.0,,3.0,2.0,3.0,,6.0,2.0,11.0,15.0,7.0,4.0,,4.0,3.0,5.0,5.0,5.0,3.0,6.0,22.0,,0.7777777777777778,1.0,,,,0.5294117647058824,0.5294117647058824,0.5277777777777778,0.6,,0.058823529411764705,0.09090909090909091,14.545454545454547,0.5,0.5,,0.16981132075471697,0.1875,0.125,0.17391304347826086,0.14285714285714285,0.10526315789473684,0.2,0.20833333333333334,0.15,,0.6,0.6470588235294118,0.5454545454545454,0.6,0.6666666666666666,0.058823529411764705,,,,0.29411764705882354,0.6,0.6,1.0,,,,,,,,,0.7142857142857143,,0.6470588235294118,,0.48477058823529406,0.46315999999999996,0.16666666666666666,0.16666666666666666,0.3157894736842105,5.705882352941177,,0.15714285714285714,2.0,2.0,3.0,,2.0,0.6,0.6,0.1111111111111111,0.4,1.0,0.5115166666666666,2.0,3.0,6.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.15217391304347827,0.09090909090909091,0.2777777777777778,0.42857142857142855,0.4,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,2791.0,47,11.0,88,88,11.0,25,11,176,1.0,3.0,,2.0,2.0,5.0,9.0,,,,1.0,6.0,8.0,14.0,1.0,6.0,1.0,20.0,85.0,1.0,1.0,1.0,,,6.0,10.0,,6.0,1.0,1.0,,,1.0,3.0,,4.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,4.0,7.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,11.0,,0.375,0.375,,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.475,0.47619047619047616,,0.3,0.07142857142857142,0.3333333333333333,24.752475247524753,0.5,,,0.08823529411764706,0.08333333333333333,,0.08695652173913043,0.02857142857142857,,,,0.21428571428571427,,,0.15,0.3333333333333333,0.5,,0.1,1.0,1.0,1.0,0.45,0.5555555555555556,0.5555555555555556,0.2,,,,,0.3,0.16666666666666666,0.16666666666666666,,,,0.45,0.16666666666666666,0.4718775,0.43025,0.047619047619047616,0.06666666666666667,,13.557142857142855,25.899999999999995,0.125,,,,,,,,,,,,,1.0,3.0,,7.0,9.0,1.0,20.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,0.75,0.05263157894736842,0.1111111111111111,,0.16666666666666666,,0.15,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612749,Jerry Stackhouse,Jerry Stackhouse,711,MIL,3237.0,54,13.0,104,103,13.0,31,12,207,3.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,,,5.0,6.0,10.0,2.0,8.0,4.0,22.0,94.0,1.0,1.0,1.0,,2.0,6.0,6.0,6.0,4.0,,1.0,,,1.0,4.0,,5.0,1.0,6.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0,4.0,,,4.0,2.0,1.0,,1.0,1.0,2.0,13.0,,0.5,0.5,1.0,0.25,0.2857142857142857,0.6,0.5,0.55,0.5,0.4444444444444444,0.1,0.2,18.803418803418804,0.5,,,0.1,0.06666666666666667,,0.09090909090909091,0.024390243902439025,,,0.1,0.14285714285714285,0.125,1.0,0.2777777777777778,0.6,0.75,0.6666666666666666,0.1111111111111111,0.5,0.5,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2777777777777778,,,,1.0,,0.7222222222222222,,0.5260029411764705,0.519125,0.1,0.16666666666666666,0.09090909090909091,8.16,28.025,0.125,1.0,1.0,1.0,,,1.0,0.5,,0.5,1.0,0.5212,,,,,3.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,,,,,,,0.045454545454545456,0.1111111111111111,,,,,1.0,,,1.0,1.0,2.0,,1.0,0.5,1.0,1.0,1.0,0.125,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,2103.0,35,-19.0,64,64,11.0,18,12,128,5.0,9.0,1.0,,,1.0,3.0,,,,1.0,5.0,6.0,12.0,1.0,5.0,1.0,16.0,73.0,1.0,3.0,,1.0,7.0,4.0,8.0,,5.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,,2.0,,1.0,,3.0,1.0,3.0,4.0,4.0,,1.0,1.0,1.0,,,1.0,,7.0,11.0,1.0,0.3333333333333333,0.3333333333333333,,0.2,0.2,0.5,0.4411764705882353,0.47058823529411764,1.1666666666666667,0.29411764705882354,0.3333333333333333,0.4444444444444444,25.974025974025974,0.6666666666666666,,,,0.2,0.1,0.04,0.024390243902439025,0.125,,,,0.3333333333333333,,0.5294117647058824,0.5555555555555556,1.0,0.4,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,0.29411764705882354,0.2,0.2,,1.0,,0.8235294117647058,0.2,0.5256558823529411,0.6426999999999999,0.058823529411764705,0.08333333333333333,0.4375,5.283333333333334,25.1,0.171875,3.0,3.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,3.0,3.0,,6.0,,2.0,2.0,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,2913.0,49,,88,89,19.0,34,15,177,4.0,9.0,1.0,3.0,5.0,2.0,5.0,,,,,2.0,9.0,19.0,,2.0,5.0,23.0,88.0,4.0,3.0,,,2.0,2.0,16.0,,2.0,,2.0,,,1.0,3.0,1.0,5.0,2.0,7.0,1.0,,2.0,1.0,,,2.0,1.0,,1.0,4.0,,,5.0,3.0,1.0,,1.0,1.0,2.0,19.0,,0.1111111111111111,0.125,,,,0.47368421052631576,0.42857142857142855,0.5,0.3333333333333333,0.09523809523809523,0.10526315789473684,0.2222222222222222,23.36448598130841,1.0,0.25,,0.08823529411764706,0.1,,0.09090909090909091,0.03773584905660377,,,0.07142857142857142,0.07142857142857142,,1.0,0.42857142857142855,0.4444444444444444,0.5714285714285714,,0.23809523809523808,0.6,0.6,0.3333333333333333,0.23809523809523808,0.4,0.4,,,,,,0.09523809523809523,,,,0.2,,0.5238095238095238,,0.4793904761904762,0.4403333333333334,0.13043478260869565,0.14285714285714285,0.08695652173913043,7.8315789473684205,25.15,0.2159090909090909,,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,,0.5064666666666667,1.0,3.0,6.0,2.0,3.0,5.0,,12.0,2.0,1.0,1.0,,,,,0.75,0.6,0.6,0.05,0.10526315789473684,,0.25,1.0,0.2608695652173913,,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.1,0.2,,True,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,2314.0,39,-16.0,66,70,12.0,15,13,136,5.0,5.0,1.0,,1.0,,1.0,1.0,3.0,,,3.0,5.0,7.0,1.0,6.0,,13.0,80.0,2.0,,,,,4.0,6.0,3.0,3.0,,,,,1.0,3.0,,4.0,,4.0,,,3.0,3.0,,,3.0,,1.0,2.0,2.0,,,,,,,,,,12.0,1.0,0.4,0.4,1.0,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.5,0.5,,0.46153846153846156,,,20.0,1.0,,,0.11538461538461539,0.2,,0.12903225806451613,,,,0.13333333333333333,,0.3333333333333333,,0.38461538461538464,1.0,1.0,0.4,0.07692307692307693,,,,0.07692307692307693,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,,,,0.5,,0.8461538461538461,,0.5302423076923077,,,,,4.314285714285714,24.700000000000003,0.18181818181818182,,,,,,,,0.3333333333333333,,,0.46445,1.0,1.0,2.0,,5.0,6.0,1.0,13.0,,,,,,,,0.5,0.5,0.5,,,,,1.0,0.15384615384615385,,,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,130.0,2,4.0,4,4,,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2056,1610612749,Primoz Brezec,Primoz Brezec,2056,MIL,110.0,2,4.0,3,4,,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
