EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,HeaveAttempts,FTOffRebounds,Loose Ball Fouls,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Loose Ball Fouls Drawn,DefensiveGoaltends,OffCorner3ReboundPct,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3
101121,1610612743,Joey Graham,Joey Graham,101121,DEN,967.0,16,-1,36,36,26.0,22,7.0,72,5.0,8.0,1.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,18.0,36,1.0,3.0,2.0,7.0,8.0,1.0,1.0,1.0,18.0,12.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,18.0,26.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.7,0.3333333333333333,0.875,0.7727272727272727,0.3333333333333333,0.9444444444444444,0.75,0.3333333333333333,0.9,0.09090909090909091,30.232558139534884,0.3333333333333333,0.2,0.3076923076923077,0.25,0.21428571428571427,0.21052631578947367,0.3333333333333333,0.5,0.5,0.2,0.25,0.3333333333333333,1.0,0.7272727272727273,0.625,0.625,0.8,0.18181818181818182,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.1111111111111111,1.0,0.8181818181818182,0.5466227272727273,0.5836333333333333,0.5398944444444446,0.08333333333333333,0.09090909090909091,0.1111111111111111,1.0,4.2299999999999995,23.4,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,10408.0,173,-28,352,351,163.0,139,40.0,703,13.0,20.0,,2.0,5.0,8.0,5.0,18.0,2.0,4.0,,,22.0,44.0,9.0,28.0,31.0,102.0,416,,2.0,6.0,8.0,15.0,2.0,12.0,21.0,43.0,10.0,34.0,15.0,,1.0,4.0,6.0,1.0,11.0,1.0,12.0,,6.0,2.0,3.0,11.0,7.0,18.0,3.0,27.0,1.0,35.0,8.0,3.0,,3.0,,43.0,163.0,5.0,0.22727272727272727,0.22727272727272727,0.5555555555555556,0.32142857142857145,0.16666666666666666,0.32142857142857145,0.5,,0.5333333333333333,0.4930555555555556,0.75,0.4074074074074074,0.5747126436781609,0.75,0.5512820512820513,0.3888888888888889,24.561403508771928,0.07142857142857142,0.06060606060606061,0.00847457627118644,0.10810810810810811,0.07352941176470588,0.00641025641025641,0.022222222222222223,,0.030303030303030304,0.09090909090909091,0.1,,,0.2777777777777778,0.65,0.7222222222222222,0.15384615384615385,0.25,0.2777777777777778,0.2777777777777778,0.6,0.05555555555555555,0.5,0.5,0.5,0.5,,0.2962962962962963,0.625,,,0.6666666666666666,0.5314159722222223,0.5621,0.5184574074074074,0.11392405063291139,0.16,0.058823529411764705,0.4215686274509804,8.534090909090908,24.960714285714285,0.4630681818181818,4.0,6.0,7.0,24.0,2.0,2.0,2.0,12.0,2.0,2.0,12.0,24.0,7.0,2.0,33.0,2.0,35.0,1.0,1.0,28.0,5.0,72.0,4.0,8.0,3.0,5.0,4.0,2.0,2.0,1.0,8.0,1.0,2.0,7.0,1.0,0.045454545454545456,0.1,0.7272727272727273,0.045454545454545456,0.14285714285714285,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.5714285714285714,0.5,1.0,0.5,0.4444444444444444,0.16666666666666666,0.2916666666666667,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,5667.0,94,-11,192,192,53.0,24,17.0,384,8.0,8.0,1.0,1.0,,,,1.0,3.0,7.0,,3.0,10.0,14.0,4.0,10.0,9.0,41.0,239,1.0,1.0,5.0,,2.0,,3.0,4.0,4.0,16.0,4.0,12.0,,1.0,,5.0,,5.0,1.0,6.0,,1.0,,2.0,3.0,9.0,17.0,,8.0,,11.0,4.0,2.0,2.0,2.0,1.0,4.0,53.0,3.0,0.8,0.8,1.0,0.4,,0.4,0.7142857142857143,1.0,,0.6666666666666666,0.8333333333333334,,0.7068965517241379,0.8333333333333334,0.2857142857142857,0.4166666666666667,15.165876777251185,,0.10416666666666667,0.0196078431372549,,0.07575757575757576,0.014285714285714285,,0.041666666666666664,,0.15,,,0.5,0.3333333333333333,1.0,1.0,1.0,0.041666666666666664,,,,0.2916666666666667,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,1.0,,,0.6,,0.75,0.55939375,0.52065,0.51334,0.14814814814814814,0.23529411764705882,0.12195121951219512,0.0975609756097561,4.721428571428571,23.839999999999996,0.2760416666666667,2.0,5.0,1.0,3.0,1.0,2.0,,,1.0,2.0,,3.0,1.0,,3.0,2.0,5.0,2.0,,3.0,,12.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,,,2.0,0.5,,,0.3333333333333333,0.16666666666666666,,0.20833333333333334,0.4,0.4,0.125,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,,,0.3333333333333333,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,3678.0,61,3,123,121,77.0,61,15.0,244,5.0,10.0,,1.0,3.0,6.0,,,,,,,5.0,11.0,3.0,4.0,5.0,24.0,146,,1.0,2.0,3.0,7.0,1.0,2.0,3.0,12.0,,10.0,9.0,,2.0,1.0,2.0,,3.0,3.0,6.0,,5.0,2.0,3.0,5.0,3.0,10.0,1.0,9.0,2.0,8.0,3.0,,,,,12.0,77.0,4.0,,,1.0,0.75,0.5,0.75,0.45454545454545453,,0.42857142857142855,0.6333333333333333,,0.5,0.631578947368421,0.5,0.5454545454545454,0.26666666666666666,17.142857142857142,,0.06060606060606061,0.06060606060606061,0.08333333333333333,0.06666666666666667,0.06521739130434782,0.07142857142857142,0.09090909090909091,,0.1111111111111111,0.09090909090909091,,,0.6666666666666666,0.5,0.625,,,,,,,,,,1.0,,0.6666666666666666,0.5,,,0.9333333333333333,0.58222,,0.5392888888888889,0.16666666666666666,0.21428571428571427,0.08333333333333333,0.5,0.5454545454545454,24.924999999999997,0.6260162601626016,,1.0,3.0,4.0,,,1.0,2.0,,,,4.0,3.0,2.0,4.0,5.0,9.0,3.0,2.0,2.0,2.0,23.0,3.0,2.0,1.0,1.0,3.0,,,,1.0,,,1.0,,0.18181818181818182,0.2,0.4,,,0.06666666666666667,,,0.26666666666666666,0.75,0.75,1.0,,,,0.2222222222222222,0.5,0.75,,1.0,,,2.0,1.0,1.0,0.07692307692307693,0.09090909090909091,,,,,,,,,,,,,,,,True,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,12300.0,205,-26,413,413,200.0,164,45.0,826,18.0,28.0,6.0,9.0,11.0,17.0,3.0,12.0,,,,,24.0,49.0,,1.0,12.0,60.0,492,6.0,11.0,12.0,15.0,27.0,,,6.0,36.0,32.0,16.0,,12.0,12.0,8.0,24.0,4.0,36.0,14.0,50.0,1.0,9.0,6.0,5.0,11.0,16.0,27.0,2.0,10.0,,19.0,10.0,7.0,1.0,7.0,3.0,36.0,200.0,2.0,0.6666666666666666,0.8888888888888888,,,,,0.4897959183673469,0.5454545454545454,0.5555555555555556,0.48,0.5454545454545454,0.5555555555555556,0.5084745762711864,0.5454545454545454,0.6,0.02,15.053763440860214,0.25,0.20869565217391303,0.09448818897637795,0.1951219512195122,0.20512820512820512,0.07602339181286549,0.10869565217391304,0.09090909090909091,0.16216216216216217,0.2545454545454545,0.21212121212121213,0.041666666666666664,0.42857142857142855,0.56,0.6428571428571429,0.6666666666666666,0.6111111111111112,0.24,0.25,0.25,1.0,,,,,0.8181818181818182,0.6666666666666666,0.6296296296296297,0.6470588235294118,,,0.58,0.5069469387755102,0.5269,0.506537037037037,0.1694915254237288,0.1724137931034483,0.2,0.6,6.53469387755102,67.5,0.48426150121065376,3.0,9.0,,1.0,,,,,,,,,,1.0,6.0,2.0,8.0,1.0,1.0,5.0,1.0,18.0,3.0,6.0,3.0,3.0,7.0,1.0,,,,6.0,,,,0.02040816326530612,0.03571428571428571,0.5454545454545454,0.17391304347826086,0.125,0.18,0.3333333333333333,0.3333333333333333,0.02,,,,,,,,,,,,3.0,,,1.0,,0.022727272727272728,0.027777777777777776,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.07692307692307693,0.6666666666666666,,,,,,,,True,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,11515.0,192,-14,382,385,178.0,146,40.0,767,23.0,39.0,4.0,10.0,8.0,16.0,14.0,36.0,1.0,3.0,,1.0,42.0,89.0,5.0,15.0,30.0,129.0,444,4.0,12.0,13.0,12.0,35.0,3.0,8.0,16.0,49.0,30.0,54.0,12.0,4.0,7.0,8.0,14.0,1.0,23.0,8.0,31.0,2.0,10.0,8.0,12.0,18.0,6.0,20.0,7.0,27.0,,33.0,13.0,2.0,1.0,2.0,1.0,49.0,178.0,3.0,0.35714285714285715,0.375,0.8,0.3333333333333333,0.375,0.35714285714285715,0.47191011235955055,0.3333333333333333,0.34285714285714286,0.47596153846153844,0.3333333333333333,0.38372093023255816,0.5375,0.43333333333333335,0.4803921568627451,0.14423076923076922,32.16783216783217,0.07142857142857142,0.12612612612612611,0.05737704918032787,0.20512820512820512,0.14666666666666667,0.0440251572327044,0.06818181818181818,0.037037037037037035,0.1388888888888889,0.1320754716981132,0.22580645161290322,0.043478260869565216,0.5,0.375,0.5897435897435898,0.71875,0.4782608695652174,0.34615384615384615,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.028846153846153848,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.4,0.37209302325581395,0.5,0.023255813953488372,,0.5192307692307693,0.4857606796116505,0.502025,0.4825988095238095,0.11206896551724138,0.12871287128712872,0.10077519379844961,0.3798449612403101,8.978651685393258,27.133333333333333,0.46596858638743455,5.0,14.0,4.0,12.0,,,3.0,7.0,,,3.0,11.0,4.0,8.0,8.0,7.0,15.0,5.0,2.0,5.0,2.0,37.0,2.0,6.0,1.0,5.0,13.0,1.0,,,4.0,1.0,,4.0,,0.0898876404494382,0.1794871794871795,0.3333333333333333,0.09090909090909091,0.125,0.1346153846153846,0.35714285714285715,0.38461538461538464,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.75,,,,0.16279069767441862,0.42857142857142855,0.36363636363636365,,1.0,,0.25,5.0,,,,,1.0,1.0,1.0,,,0.058823529411764705,0.08333333333333333,,1.0,1.0,1.0,0.07142857142857142,,,,True,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,5413.0,90,-24,184,184,129.0,120,22.0,368,4.0,4.0,1.0,1.0,3.0,3.0,,5.0,2.0,2.0,1.0,1.0,4.0,12.0,7.0,17.0,8.0,37.0,221,1.0,1.0,2.0,3.0,11.0,4.0,11.0,6.0,24.0,4.0,4.0,18.0,,1.0,3.0,7.0,2.0,12.0,2.0,14.0,1.0,1.0,1.0,3.0,3.0,7.0,12.0,3.0,6.0,1.0,9.0,4.0,2.0,,2.0,1.0,24.0,129.0,,0.5,0.5,0.8571428571428571,0.4117647058823529,0.36363636363636365,0.4117647058823529,0.3333333333333333,1.0,0.2727272727272727,0.5,1.0,0.4090909090909091,0.5606060606060606,1.0,0.48,0.5862068965517241,17.224880382775122,0.15384615384615385,0.1320754716981132,0.018518518518518517,0.1875,0.14492753623188406,0.02531645569620253,0.05555555555555555,,0.17647058823529413,0.13793103448275862,0.15384615384615385,0.058823529411764705,0.5,0.13793103448275862,1.0,1.0,0.5,0.1724137931034483,,,,0.06896551724137931,1.0,1.0,1.0,1.0,1.0,0.13636363636363635,1.0,0.045454545454545456,1.0,0.7241379310344828,0.510403448275862,,0.4960204545454545,0.125,0.26666666666666666,0.05405405405405406,0.6486486486486487,10.625,25.488235294117647,0.7010869565217391,,3.0,5.0,15.0,,,3.0,10.0,,,3.0,15.0,5.0,1.0,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,,,,2.0,1.0,,,1.0,2.0,,1.0,,0.08333333333333333,,,,0.3333333333333333,0.10344827586206896,,,0.5172413793103449,0.3333333333333333,0.3333333333333333,0.8,,,,0.45454545454545453,0.3,0.3333333333333333,,,,,,1.0,,0.04,0.045454545454545456,,,,,,,,,,,,0.3333333333333333,,,,True,,,,
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,1123.0,19,8,39,39,,7,1.0,78,1.0,2.0,,,,,,,,,,,2.0,3.0,,,1.0,5.0,42,,,,,,,,,,2.0,2.0,,,1.0,1.0,3.0,,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,0.5,0.5,,,,,0.6666666666666666,,,0.6666666666666666,,,0.625,,,,12.5,,0.3333333333333333,0.1111111111111111,0.25,0.3076923076923077,0.09090909090909091,0.5,,0.3333333333333333,0.5,0.25,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.5684666666666667,,,0.25,0.25,,,1.7333333333333334,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,219.0,4,-4,6,6,,2,1.0,12,,,,,,,,1.0,,,,,,1.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.4161,,,,,,,21.7,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2403,1610612743,Nene,Nene,2403,DEN,7150.0,119,-13,239,237,114.0,83,23.0,476,12.0,16.0,,1.0,3.0,6.0,,3.0,,,,,12.0,21.0,,,16.0,40.0,287,,1.0,4.0,3.0,8.0,,,6.0,12.0,18.0,6.0,,,4.0,3.0,8.0,1.0,12.0,6.0,18.0,,1.0,1.0,3.0,4.0,5.0,10.0,1.0,21.0,1.0,27.0,13.0,,,,,12.0,114.0,2.0,0.75,0.75,,,,,0.5714285714285714,,0.375,0.5714285714285714,,0.375,0.5882352941176471,0.4,0.4,,14.17910447761194,0.16666666666666666,0.12698412698412698,0.056338028169014086,0.125,0.12643678160919541,0.05,0.07407407407407407,0.03225806451612903,0.10526315789473684,0.125,0.11764705882352941,,,0.7619047619047619,0.75,0.8,0.75,0.14285714285714285,,,,,,,,1.0,,0.75,0.5,,,0.7619047619047619,0.5521285714285714,0.4715,0.5176,0.3939393939393939,0.3939393939393939,0.1,0.3,3.0,,0.4769874476987448,,2.0,,,,,,,,,,,,2.0,6.0,3.0,9.0,1.0,2.0,4.0,1.0,21.0,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,,0.09523809523809523,0.0625,0.25,0.16666666666666666,0.14285714285714285,0.09523809523809523,,,,,,,,,,,,,,2.0,,,4.0,1.0,,0.034482758620689655,,,1.0,,,,0.16666666666666666,0.07692307692307693,,1.0,,,0.5,1.0,1.0,0.125,True,,,,
