EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG3M,FG3A,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,SelfOReb,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyAtRimAccuracy,HeaveAttempts,FTOffRebounds,Loose Ball Fouls,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,ShortMidRangeAssists,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Offensive Fouls Drawn,SecondChanceArc3Frequency,on,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,DefensiveGoaltends,OffCorner3ReboundPct
101121,1610612743,Joey Graham,Joey Graham,101121,DEN,198.0,3,5.0,7,7,14,1.0,1.0,4,1.0,1.0,1.0,14.285714285714285,1.0,0.3333333333333333,1.0,1.0,0.4244,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,1311.0,22,-3.0,42,42,84,,3.0,55,,3.0,3.0,18.181818181818183,,0.14285714285714285,,,0.5143666666666667,5.633333333333333,10.0,15.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,16.0,4.0,4.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,10.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.25,22.666666666666668,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,4165.0,69,15.0,135,130,265,2.0,14.0,151,2.0,3.0,5.0,22.666666666666668,0.05,0.06,0.07692307692307693,0.09523809523809523,0.5602190476190477,2.8642857142857143,55.0,40.0,13.0,5.0,12.0,,,1.0,1.0,6.0,3.0,7.0,10.0,31.0,5.0,10.0,10.0,9.0,8.0,10.0,4.0,22.0,1.0,,4.0,9.0,12.0,15.0,1.0,,10.0,55.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5535714285714286,0.5,0.3333333333333333,,0.1,0.14285714285714285,,0.5714285714285714,0.4166666666666667,0.5555555555555556,,,,0.047619047619047616,1.0,1.0,1.0,0.9047619047619048,0.3225806451612903,24.557142857142853,0.4074074074074074,1.0,2.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,7.0,1.0,0.16666666666666666,0.2,0.3333333333333333,0.5,0.25,0.5,0.35714285714285715,0.8333333333333334,0.21428571428571427,0.25,0.3333333333333333,0.03225806451612903,0.07142857142857142,0.044444444444444446,0.07692307692307693,0.08333333333333333,0.0625,0.5,0.5,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5378,0.4694142857142857,0.25925925925925924,0.35,0.16129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,6944.0,116,-4.0,226,225,451,4.0,17.0,259,12.0,20.0,27.0,10.894941634241246,0.16666666666666666,0.15053763440860216,0.1,0.23529411764705882,0.5312823529411765,4.217647058823529,126.0,109.0,27.0,7.0,13.0,,,,,9.0,,,9.0,27.0,4.0,10.0,2.0,,,1.0,,3.0,2.0,6.0,11.0,14.0,9.0,14.0,1.0,,10.0,126.0,1.0,,,,0.5294117647058824,0.5294117647058824,0.5625,0.45454545454545453,,0.42857142857142855,0.09523809523809523,,0.4,0.7647058823529411,0.5384615384615384,0.5833333333333334,,,,,,,,0.7647058823529411,0.37037037037037035,,0.5575221238938053,,5.0,6.0,2.0,,,,,,5.0,2.0,2.0,3.0,8.0,,,16.0,,,,1.0,1.0,1.0,,,2.0,5.0,7.0,1.0,,1.0,2.0,,,2.0,2.0,,,4.0,2.0,1.0,,6.0,2.0,0.8888888888888888,0.8888888888888888,,,0.375,,0.375,0.16666666666666666,0.058823529411764705,0.07692307692307693,0.5,0.07042253521126761,0.1,0.07692307692307693,0.11538461538461539,0.1111111111111111,0.18518518518518517,0.5,0.5,1.0,,,,,1.0,,0.75,,,,0.5837,0.50925,0.2608695652173913,0.2608695652173913,0.07407407407407407,3.0,1.0,3.0,6.0,3.0,3.0,6.0,6.0,1.0,0.0625,0.2,0.16666666666666666,1.0,0.8571428571428571,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,5773.0,96,7.0,187,187,374,21.0,44.0,203,14.0,16.0,23.0,31.018518518518515,0.2222222222222222,0.1951219512195122,0.13333333333333333,0.42857142857142855,0.45305208333333336,10.838636363636365,116.0,94.0,25.0,6.0,12.0,4.0,11.0,,1.0,21.0,1.0,5.0,23.0,68.0,10.0,39.0,36.0,3.0,3.0,10.0,2.0,27.0,2.0,,2.0,7.0,19.0,27.0,1.0,,39.0,116.0,1.0,1.0,0.2,0.25,0.4772727272727273,0.45918367346938777,0.5483870967741935,0.5,0.10204081632653061,,0.10526315789473684,0.06666666666666667,0.25,0.24489795918367346,0.5,0.8571428571428571,0.22448979591836735,0.36363636363636365,0.4,0.02040816326530612,,,,0.3469387755102041,0.5735294117647058,31.660000000000004,0.6203208556149733,2.0,6.0,8.0,11.0,1.0,4.0,1.0,4.0,2.0,9.0,,4.0,13.0,29.0,1.0,4.0,6.0,4.0,3.0,1.0,6.0,7.0,5.0,2.0,1.0,1.0,5.0,7.0,1.0,1.0,,1.0,,1.0,4.0,,,,5.0,3.0,1.0,1.0,13.0,2.0,0.14285714285714285,0.15789473684210525,0.25,0.2222222222222222,0.4482758620689655,0.2222222222222222,0.4393939393939394,0.2222222222222222,0.13636363636363635,0.4166666666666667,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.045454545454545456,0.08333333333333333,0.28,0.5238095238095238,0.5238095238095238,0.18181818181818182,0.08163265306122448,0.25,0.25,1.0,0.6666666666666666,0.3333333333333333,0.24242424242424243,0.12121212121212122,0.25,0.3333333333333333,0.5168125,0.45527031250000005,0.21311475409836064,0.23214285714285715,0.058823529411764705,4.0,,,1.0,,1.0,2.0,,1.0,0.1,0.21739130434782608,,,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.1,0.07692307692307693,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,1102.0,18,-1.0,35,34,69,3.0,7.0,41,3.0,3.0,4.0,19.047619047619047,0.21428571428571427,0.17647058823529413,0.2857142857142857,0.42857142857142855,0.4739285714285714,7.814285714285715,24.0,23.0,6.0,2.0,3.0,1.0,1.0,,,3.0,,,,6.0,,6.0,2.0,,,,,,,,2.0,6.0,,,,,6.0,24.0,,,,,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6,,,,,,0.42857142857142855,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,,,,,0.42857142857142855,1.0,,0.6857142857142857,1.0,1.0,2.0,,,,,,1.0,1.0,,2.0,3.0,5.0,,,4.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,1.0,0.6666666666666666,1.0,,1.0,0.6,1.0,0.6,1.0,0.14285714285714285,0.3333333333333333,,0.07142857142857142,,0.05555555555555555,,,,,,,,,,,1.0,1.0,0.4,,,,0.5913,0.45806,,,0.3333333333333333,2.0,,,1.0,,1.0,1.0,,,0.125,0.3333333333333333,,,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,3609.0,60,-24.0,120,123,243,10.0,16.0,145,2.0,3.0,3.0,28.260869565217394,0.05128205128205128,0.05555555555555555,,0.47619047619047616,0.47094761904761906,12.0,84.0,84.0,15.0,3.0,4.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,20.0,41.0,20.0,33.0,12.0,9.0,5.0,5.0,3.0,10.0,1.0,,4.0,10.0,13.0,23.0,7.0,,33.0,84.0,7.0,1.0,0.6,0.6,0.375,0.5,0.640625,0.717391304347826,0.23809523809523808,,0.06666666666666667,0.09090909090909091,,0.19047619047619047,0.75,1.0,0.09523809523809523,0.5,0.5,0.047619047619047616,1.0,1.0,1.0,0.42857142857142855,0.8048780487804879,25.58,0.7,,,4.0,2.0,2.0,4.0,1.0,2.0,,1.0,,,5.0,10.0,1.0,2.0,,,4.0,2.0,1.0,,,,1.0,,,,2.0,,2.0,4.0,2.0,2.0,3.0,2.0,,,7.0,5.0,1.0,,3.0,3.0,,,0.5,,0.5,,0.5416666666666666,,0.0625,0.25,0.5714285714285714,,,,,,0.07692307692307693,0.2,0.2,,0.19047619047619047,0.5,0.5,1.0,,,0.3333333333333333,0.16666666666666666,0.5,0.5,0.3479,0.47953333333333337,0.16,0.15789473684210525,,3.0,,,1.0,1.0,,1.0,,,,0.058823529411764705,,,,0.75,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,True,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,5940.0,99,-6.0,193,192,385,8.0,19.0,220,6.0,8.0,12.0,20.27027027027027,0.09375,0.08860759493670886,0.1111111111111111,0.21052631578947367,0.5001934210526315,9.26842105263158,113.0,94.0,26.0,6.0,9.0,1.0,2.0,1.0,1.0,8.0,7.0,19.0,5.0,42.0,5.0,22.0,12.0,15.0,4.0,6.0,3.0,14.0,1.0,1.0,3.0,11.0,7.0,6.0,,,22.0,113.0,,0.7142857142857143,0.3684210526315789,0.3684210526315789,0.42105263157894735,0.4868421052631579,0.525,0.4230769230769231,0.5,0.07692307692307693,0.06666666666666667,0.08333333333333333,,0.23684210526315788,0.6666666666666666,0.6666666666666666,0.05263157894736842,0.5,0.5,0.02631578947368421,1.0,1.0,1.0,0.7368421052631579,0.5238095238095238,25.61052631578947,0.5854922279792746,2.0,3.0,6.0,1.0,6.0,18.0,3.0,11.0,2.0,3.0,1.0,5.0,4.0,13.0,3.0,11.0,4.0,2.0,18.0,6.0,,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,1.0,,,4.0,1.0,,,5.0,2.0,4.0,2.0,4.0,1.0,0.25,0.2857142857142857,0.2727272727272727,0.6666666666666666,0.3076923076923077,0.5,0.3541666666666667,0.625,,,0.2,0.031746031746031744,0.05555555555555555,0.037037037037037035,0.08695652173913043,0.058823529411764705,0.08,0.125,0.125,1.0,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.25,0.4583333333333333,0.2727272727272727,0.3333333333333333,0.57835,0.4934979166666667,0.1,0.19047619047619047,0.11904761904761904,3.0,2.0,1.0,1.0,1.0,,1.0,,,,0.09523809523809523,0.09523809523809523,,0.16666666666666666,0.5,,1.0,,,,,0.1,,,,,,,1.0,1.0,6.0,1.0,0.25,True,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,34.0,1,-1.0,1,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,2528.0,42,10.0,82,81,163,2.0,8.0,85,3.0,5.0,6.0,13.186813186813186,0.13043478260869565,0.16666666666666666,,0.25,0.5690875,4.2375,40.0,32.0,7.0,5.0,6.0,,,,,6.0,,,5.0,17.0,4.0,8.0,2.0,,,1.0,,3.0,2.0,,1.0,6.0,5.0,9.0,1.0,,8.0,40.0,1.0,,,,0.75,0.75,0.7083333333333334,0.8,,,0.2857142857142857,0.25,0.3333333333333333,0.75,0.8333333333333334,1.0,,,,,,,,0.75,0.47058823529411764,,0.4878048780487805,,,2.0,1.0,,,,,,,,,2.0,2.0,,,10.0,,,,1.0,1.0,,1.0,,1.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,1.0,4.0,1.0,0.8333333333333334,0.8333333333333334,,,1.0,,1.0,,0.125,0.16666666666666666,,,0.1111111111111111,0.03333333333333333,,0.14285714285714285,0.3333333333333333,0.5,0.5,1.0,,,,,,,1.0,,,,,0.6731,0.36363636363636365,0.36363636363636365,,2.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,0.8,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
