EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,DefShortMidRangeReboundPct,PenaltyArc3Frequency,LongMidRangeFGA,PenaltyFtPoints,Fg2aBlocked,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,LongMidRangeFrequency,SecondChanceAtRimPctAssisted,LongMidRangeFGM,Steals,BadPassSteals,NonShootingPenaltyNonTakeFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,StepOutOfBoundsTurnovers,ShortMidRangePctAssisted,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,Corner3FGA,PenaltyTurnovers,Corner3Frequency,DefArc3ReboundPct,LongMidRangeAssists,LostBallTurnovers,Blocked2s,BlockedLongMidRange,Blocks,ShortMidRangePctBlocked,OffCorner3ReboundPct,on,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Arc3Assists,Loose Ball Fouls,Offensive Fouls,3SecondViolations,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,1148.0,19,-7.0,35,36,18.0,22,7.0,71,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,7.0,1.0,2.0,10.0,40.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,7.0,5.0,12.0,1.0,2.0,1.0,4.0,18.0,0.25,0.5,0.5714285714285714,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5555555555555556,0.4,0.6666666666666666,0.125,20.454545454545453,0.75,1.0,0.2857142857142857,0.2,0.16666666666666666,0.25,0.19047619047619047,0.25,0.25,0.2,0.2,0.375,0.625,0.6,0.6,0.3333333333333333,0.25,0.5,0.5,0.125,0.8,0.5,1.0,0.6666666666666666,0.75,0.5377375,0.5567399999999999,0.5910333333333333,0.1111111111111111,0.125,0.4,0.4,2.157142857142857,25.8,0.5142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,428.0,7,,12,13,9.0,8,2.0,25,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,11.0,,1.0,,,1.0,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,9.0,,,,,,,,,,,,0.5,21.428571428571427,,,0.4,0.25,,0.2857142857142857,0.16666666666666666,,0.5,,,0.25,0.5,,,,,,,0.5,1.0,,0.5,,1.0,0.6295,0.6295,0.6295,,,,,,40.4,0.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,865.0,14,,24,24,14.0,10,6.0,48,2.0,3.0,1.0,1.0,1.0,2.0,,,3.0,2.0,7.0,3.0,1.0,5.0,19.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,,3.0,1.0,1.0,,2.0,,2.0,,,,,2.0,2.0,2.0,2.0,,3.0,14.0,0.5,0.5,0.2857142857142857,1.0,0.3333333333333333,0.2,1.0,0.2,0.22727272727272727,1.0,0.25,0.3,37.5,,,,0.15384615384615385,,,0.1111111111111111,,,,,,0.3,0.6666666666666666,1.0,0.5,,,,0.3,1.0,1.0,0.4,0.5,0.6,0.475765,,0.4944800000000001,,,0.4,0.6,11.185714285714285,25.46666666666667,0.5833333333333334,2.0,2.0,,,,1.0,2.0,,0.4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,1.0,0.6666666666666666,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,1610612749,Primoz Brezec,Primoz Brezec,2056,MIL,1527.0,25,-5.0,46,48,26.0,30,9.0,94,2.0,2.0,,,1.0,1.0,1.0,2.0,,4.0,7.0,,1.0,9.0,49.0,,,,3.0,6.0,7.0,6.0,2.0,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,2.0,2.0,,7.0,26.0,0.75,0.75,0.5714285714285714,,0.5,0.5714285714285714,,0.5,0.5625,,0.5,,14.035087719298247,,,0.10526315789473684,0.05263157894736842,,0.08695652173913043,0.038461538461538464,0.25,,,0.2,0.08333333333333333,0.2857142857142857,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,,,,0.16666666666666666,1.0,0.2857142857142857,0.43460000000000004,,0.4075333333333333,,,,0.7777777777777778,8.757142857142856,,0.5652173913043478,,,,,,,5.0,,,3.0,1.0,,,,,,4.0,1.0,1.0,,,,,0.42857142857142855,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,888.0,15,,25,25,15.0,11,6.0,50,1.0,1.0,,,,,1.0,2.0,1.0,2.0,4.0,1.0,,4.0,21.0,,,,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,2.0,15.0,0.5,0.5,0.5,,0.5,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.2,18.18181818181818,,,,,,,,,,,,,0.2,1.0,1.0,,0.4,0.5,0.5,0.2,,,,,0.4,0.40575,,0.38481666666666664,,,,0.5,11.1,25.8,0.6,1.0,1.0,,,1.0,1.0,1.0,,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,0.2,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,391.0,7,1.0,11,11,9.0,3,2.0,22,,,,,,,,,,1.0,2.0,,,2.0,8.0,,,,1.0,2.0,2.0,,2.0,,,,,,,,,,1.0,,2.0,,2.0,1.0,,,2.0,9.0,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,15.384615384615383,,,0.2,,,0.25,,,,,,,,,,,,,,,,,,,,0.3845,,0.3845,,,,1.0,17.799999999999997,,0.8181818181818182,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,0.5,0.5,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,244.0,4,-4.0,7,8,3.0,4,1.0,15,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,1.0,20.0,,,0.4,,,0.3333333333333333,,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,0.51975,,,,,,,,23.8,0.42857142857142855,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612749,Jerry Stackhouse,Jerry Stackhouse,711,MIL,975.0,16,-3.0,31,31,20.0,22,6.0,62,,,,,,,,,,,1.0,,6.0,6.0,35.0,,,,,,4.0,,,,,,,,,,,,,1.0,2.0,,2.0,3.0,6.0,1.0,4.0,20.0,,,,,,,,,0.75,,1.0,,13.513513513513514,0.5,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,0.3486,,,0.5,0.5,,0.6666666666666666,17.8,,0.6451612903225806,,,,,,1.0,,,,1.0,4.0,,,1.0,1.0,,,2.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,0.5,,,,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,420.0,7,-6.0,15,17,5.0,17,2.0,32,,,,,,,,,,,1.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,0.3982,,,,,,,17.1,,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1610612749,Royal Ivey,Royal Ivey,2767,MIL,639.0,11,-5.0,21,23,11.0,19,3.0,44,2.0,3.0,,,1.0,2.0,,1.0,1.0,2.0,4.0,2.0,,4.0,28.0,,,,1.0,3.0,2.0,,4.0,,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,2.0,11.0,,,0.5,,0.3333333333333333,0.3333333333333333,,0.25,0.3333333333333333,,0.25,0.3333333333333333,29.166666666666668,,,,,,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,,0.16666666666666666,,,0.5,0.5,0.8333333333333334,0.45079166666666665,,0.3858625,,,,0.5,4.25,27.2,0.5238095238095238,1.0,1.0,,,,1.0,1.0,,0.25,,,1.0,,1.0,,,1.0,,,0.25,,1.0,,,,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
