EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,LiveBallTurnovers,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Fg3aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,DefShortMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,Travels,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffensiveGoaltends,SecondChanceAtRimPctAssisted,3SecondViolations
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,4715.0,79.0,6.0,147.0,148,62.0,69,18.0,295,5.0,7.0,1.0,2.0,2.0,3.0,5.0,7.0,3.0,13.0,167,1.0,2.0,2.0,2.0,3.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,62.0,1.0,0.8,1.0,0.7142857142857143,0.5,0.6666666666666666,0.7142857142857143,0.5,0.6666666666666666,0.7222222222222222,0.5,0.6666666666666666,0.14285714285714285,0.14285714285714285,6.024096385542169,0.0425531914893617,0.13157894736842105,0.05555555555555555,0.058823529411764705,0.046153846153846156,0.10909090909090909,0.16666666666666666,0.2857142857142857,0.05263157894736842,0.09090909090909091,0.058823529411764705,0.05263157894736842,0.16666666666666666,0.8,1.0,0.7142857142857143,0.8333333333333334,0.8,1.0,0.5,1.0,0.6666666666666666,1.0,0.5854285714285714,0.52345,0.5587333333333334,0.2222222222222222,0.2222222222222222,0.15384615384615385,0.3076923076923077,0.9714285714285714,0.4217687074829932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,1343.0,22.0,-2.0,43.0,45,20.0,15,6.0,88,3.0,6.0,1.0,2.0,1.0,2.0,4.0,8.0,3.0,14.0,48,1.0,2.0,4.0,1.0,3.0,7.0,4.0,4.0,2.0,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,,,,3.0,3.0,,1.0,,4.0,1.0,4.0,1.0,,,,,,,7.0,20.0,,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6111111111111112,0.5,0.625,0.6363636363636364,0.6666666666666666,0.7,,,28.571428571428573,0.11764705882352941,0.07692307692307693,0.2,,0.13636363636363635,0.05263157894736842,0.2,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,0.5,0.5,0.5,0.7777777777777778,0.5375333333333333,0.6191,0.552,0.1,0.1111111111111111,0.2857142857142857,0.5,4.675,0.46511627906976744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.25,0.25,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.25,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,3503.0,58.0,5.0,107.0,108,42.0,42,11.0,215,2.0,5.0,,,,2.0,9.0,14.0,5.0,32.0,120,,,,3.0,6.0,13.0,6.0,12.0,,1.0,1.0,7.0,1.0,15.0,,,2.0,4.0,6.0,,6.0,1.0,1.0,,2.0,6.0,3.0,2.0,7.0,2.0,10.0,,6.0,1.0,,,,,,,13.0,42.0,,0.3333333333333333,0.3333333333333333,0.6428571428571429,,0.5,0.6428571428571429,,0.5,0.6956521739130435,,0.5909090909090909,0.07142857142857142,0.2,24.576271186440678,0.11428571428571428,,0.16666666666666666,,0.1276595744680851,,,,,,0.08333333333333333,0.21428571428571427,,,0.23809523809523808,0.4,0.5,0.5,,,0.2222222222222222,,0.5714285714285714,0.4847476190476191,,0.48273888888888883,0.09090909090909091,0.07142857142857142,,0.40625,9.85,0.3925233644859813,3.0,3.0,6.0,2.0,4.0,1.0,2.0,3.0,7.0,,1.0,3.0,4.0,9.0,4.0,2.0,,4.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.2222222222222222,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.19047619047619047,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,24.942857142857143,4.0,1.0,3.0,1.0,1.0,6.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.3333333333333333,0.5,1.0,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2047,1610612748,Quentin Richardson,Quentin Richardson,2047,MIA,1886.0,31.0,,62.0,61,31.0,29,7.0,123,3.0,3.0,,,1.0,1.0,4.0,7.0,,11.0,69,,,,1.0,3.0,2.0,6.0,2.0,,,,,,,,1.0,1.0,3.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,4.0,7.0,,2.0,,1.0,1.0,,,,,,,2.0,31.0,3.0,0.75,0.75,0.5714285714285714,,0.3333333333333333,0.55,,0.25,0.55,,0.25,,,15.942028985507248,0.15789473684210525,0.0625,0.25,,0.17391304347826086,0.045454545454545456,,,0.1111111111111111,,,0.2222222222222222,1.0,,0.3,1.0,1.0,1.0,,,0.25,1.0,0.6,0.4943700000000001,,0.4307125,0.1,0.14285714285714285,,0.18181818181818182,8.885714285714286,0.5,,1.0,3.0,,2.0,,1.0,1.0,3.0,,,1.0,,3.0,2.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3,,,,0.1,,,,0.3,0.2,,,,0.25,,,25.133333333333336,1.0,1.0,1.0,,,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,0.1,1.0,1.0,1.0,,,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,3935.0,66.0,,125.0,126,50.0,68,16.0,251,13.0,15.0,2.0,2.0,8.0,9.0,18.0,27.0,14.0,74.0,151,3.0,3.0,12.0,10.0,15.0,28.0,12.0,24.0,4.0,1.0,2.0,15.0,1.0,32.0,1.0,2.0,3.0,5.0,8.0,3.0,11.0,1.0,,1.0,4.0,12.0,5.0,2.0,7.0,,11.0,,17.0,9.0,2.0,2.0,,3.0,1.0,,28.0,50.0,1.0,0.3333333333333333,0.375,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.9,0.5652173913043478,0.7254901960784313,1.0,0.6086956521739131,0.037037037037037035,,44.36619718309859,0.14285714285714285,0.06451612903225806,0.21428571428571427,0.0625,0.16326530612244897,0.06382978723404255,0.2,,,0.1,0.0625,0.23076923076923078,0.2,0.3333333333333333,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.3076923076923077,0.4,1.0,0.391304347826087,0.8888888888888888,0.7333333333333333,0.5412795454545454,0.59378,0.5591545454545455,0.19607843137254902,0.28125,0.16216216216216217,0.3783783783783784,6.84074074074074,0.4,2.0,4.0,8.0,8.0,17.0,2.0,7.0,8.0,18.0,3.0,2.0,8.0,2.0,3.0,16.0,8.0,1.0,8.0,3.0,,,0.125,0.4444444444444444,0.25,0.47058823529411764,0.4,0.6666666666666666,0.2222222222222222,0.0625,0.08888888888888889,0.5,0.6666666666666666,,0.17777777777777778,0.37777777777777777,0.47058823529411764,0.47058823529411764,0.125,0.30434782608695654,0.2857142857142857,0.5,25.866666666666667,3.0,,1.0,1.0,,13.0,8.0,1.0,4.0,5.0,1.0,4.0,1.0,,,0.375,0.375,0.6666666666666666,0.022222222222222223,,,,0.043478260869565216,0.05263157894736842,,2.0,,0.16666666666666666,1.0,2.0,1.0,2.0,21.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.5,0.25,0.4,0.5,1.0,,,True,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,3330.0,56.0,5.0,100.0,101,37.0,51,13.0,201,1.0,2.0,,1.0,1.0,2.0,3.0,7.0,2.0,11.0,115,,1.0,2.0,1.0,2.0,5.0,2.0,4.0,,,1.0,5.0,1.0,11.0,,,1.0,7.0,8.0,,8.0,,,,,,,,2.0,,1.0,,2.0,1.0,,,,,,,5.0,37.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.5,0.4090909090909091,,0.8333333333333334,0.4583333333333333,0.5,0.8333333333333334,,,10.526315789473685,0.22580645161290322,,0.0625,,0.1702127659574468,,,,,,0.18181818181818182,0.18181818181818182,,,0.18181818181818182,0.5,0.5,1.0,1.0,,0.6666666666666666,0.5,0.5454545454545454,0.5078045454545456,,0.6607999999999999,0.08333333333333333,0.125,0.18181818181818182,0.45454545454545453,14.299999999999999,0.37,,,5.0,,,,,1.0,4.0,2.0,1.0,1.0,,3.0,,,,,,,,1.0,0.25,1.0,0.25,0.36363636363636365,,0.09090909090909091,,,,,,0.45454545454545453,,,,,,,,23.374999999999996,2.0,1.0,4.0,1.0,,4.0,2.0,,2.0,,,,,,,0.4,0.4,,0.36363636363636365,0.25,0.25,1.0,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,985.0,16.0,1.0,31.0,33,15.0,10,4.0,64,,,,,,,1.0,4.0,2.0,4.0,31,,,,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,4.0,15.0,,1.0,1.0,0.25,,0.5,0.25,,0.5,0.4,,0.6666666666666666,,,17.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,0.36312500000000003,,0.34285,,,,1.0,19.525,0.4838709677419355,,,4.0,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,506.0,8.0,7.0,16.0,15,11.0,7,3.0,31,,,,,,,,,2.0,2.0,15,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,,,,2.0,11.0,,,,,,,,,,0.5,,1.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5043,,,,,,1.0,,0.6875,,,,,1.0,,,,1.0,,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,3372.0,56.0,8.0,104.0,103,42.0,54,12.0,207,2.0,3.0,1.0,1.0,,1.0,5.0,13.0,2.0,12.0,119,1.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,3.0,,8.0,,3.0,1.0,12.0,15.0,3.0,18.0,1.0,1.0,,,1.0,,4.0,8.0,,1.0,,2.0,1.0,,,,,,,2.0,42.0,2.0,0.8,1.0,0.38461538461538464,1.0,0.5,0.38461538461538464,1.0,0.5,0.42857142857142855,1.0,0.5,0.07692307692307693,0.3333333333333333,12.820512820512821,0.4,0.12,0.07692307692307693,,0.3023255813953488,0.08333333333333333,,,0.25,,0.18181818181818182,0.4166666666666667,,,0.23076923076923078,0.6666666666666666,1.0,0.5,1.0,1.0,0.5,,0.23076923076923078,0.43460769230769236,0.5505,0.5192,0.07142857142857142,0.07142857142857142,0.16666666666666666,0.16666666666666666,10.246153846153845,0.40384615384615385,1.0,5.0,5.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,0.125,0.14285714285714285,0.38461538461538464,0.2,0.2,1.0,0.38461538461538464,,,,,,,,,2.0,,,,,1.0,1.0,,,1.0,,,,,,0.4,0.4,1.0,,,,,,,2.0,,0.6666666666666666,0.7142857142857143,,,,,,,2.0,,,1.0,,,,,,,,,,True,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,6759.0,113.0,-20.0,212.0,213,30.0,27,24.0,425,8.0,15.0,4.0,7.0,2.0,5.0,17.0,39.0,4.0,38.0,219,4.0,7.0,8.0,3.0,9.0,8.0,20.0,14.0,8.0,4.0,,3.0,,6.0,1.0,8.0,2.0,13.0,16.0,9.0,25.0,4.0,4.0,,3.0,10.0,,6.0,9.0,1.0,4.0,,5.0,3.0,,,,,,,8.0,30.0,,0.5882352941176471,0.7692307692307693,0.4358974358974359,0.5714285714285714,0.3333333333333333,0.425,0.5714285714285714,0.3333333333333333,0.4523809523809524,0.5714285714285714,0.4,0.10256410256410256,0.06666666666666667,21.940928270042193,0.20967741935483872,0.10256410256410256,0.1,0.047619047619047616,0.18292682926829268,0.09090909090909091,0.14285714285714285,0.06451612903225806,0.11538461538461539,0.05263157894736842,0.18518518518518517,0.125,,,0.375,0.5333333333333333,0.5714285714285714,0.375,1.0,0.5714285714285714,0.5555555555555556,0.4,0.4,0.45514,0.5553857142857143,0.4608444444444445,0.07142857142857142,0.07317073170731707,0.21052631578947367,0.21052631578947367,9.305128205128206,0.14150943396226415,1.0,10.0,14.0,,1.0,,,,1.0,,,,2.0,,1.0,,2.0,7.0,2.0,,,,,,,0.025,0.7,0.125,0.10526315789473684,0.25,0.1,0.14285714285714285,1.0,0.35,0.025,,,,,,,24.9,8.0,,,,,3.0,2.0,,1.0,5.0,,1.0,,,,0.5714285714285714,0.5714285714285714,0.75,,,,,,,1.0,,0.14285714285714285,0.3157894736842105,,,,,,,,1.0,1.0,,,,,0.3,,,,,,False,1.0,,,,,,,
