EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,LongMidRangeFGA,FG2A,LongMidRangeFrequency,Avg2ptShotDistance,SecondChanceOffPoss,Corner3FGA,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Corner3Frequency,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,Offensive Fouls Drawn,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFGA,Arc3FGM,FG3M,Points,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,AtRimFrequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,on,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,PenaltyArc3FGM,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyCorner3FGA,LostBallSteals,Blocked3s,BlockedArc3,AtRimPctBlocked,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,3SecondViolations
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,7.0,-2.0,1,1,1.0,1,2,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,0.28335,0.28335,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,93.0,-2.0,4,3,1.0,3,7,,,,2,,,1.0,,25.0,,,,0.3986,,,0.25,2.0,1.0,1.0,1.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,376.0,-4.0,13,12,1.0,12,25,2.0,,3.0,9,,2.0,1.0,1.0,21.428571428571427,0.6666666666666666,,1.0,0.44195,,23.96666666666667,0.07692307692307693,6.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,138.0,-4.0,6,4,1.0,4,10,,,,4,,,1.0,,,,,,,,,0.16666666666666666,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,7.0,-2.0,1,1,1.0,1,2,,,,2,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,324.0,,10,10,,10,20,,,1.0,5,,,,0.5,18.181818181818183,,,0.5,0.4724,,23.1,,5.0,1.0,1.0,0.5,15.3,1.0,1.0,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,369.0,-2.0,12,11,,11,23,1.0,,1.0,7,,1.0,,1.0,7.692307692307692,1.0,,1.0,0.48615,,24.3,,6.0,,,,,1.0,,,,,,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.4,0.14285714285714285,0.4,0.1,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,283.0,-2.0,9,9,,9,18,3.0,,3.0,7,,3.0,,0.75,40.0,0.75,,1.0,0.561075,,24.866666666666664,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.375,0.375,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,283.0,-2.0,9,9,,9,18,,,,7,,,,,10.0,,,,0.3985,,,,5.0,1.0,1.0,1.0,19.3,1.0,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,0.25,,0.25,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,13986.0,-14.0,427,423,120.0,102,850,6.0,5.0,7.0,465,5.0,6.0,120.0,0.0660377358490566,27.19836400817996,0.05660377358490566,0.16129032258064516,0.20754716981132076,0.43539433962264146,0.4341338709677419,24.571428571428573,0.2810304449648712,233.0,47.0,99.0,0.44339622641509435,11.902020202020202,56.0,1.0,6.0,15.0,2.0,3.0,0.009433962264150943,4.0,29.0,42.0,7.0,49.0,5.0,5.0,38.0,,0.19205298013245034,0.07547169811320754,0.19473684210526315,0.033816425120772944,0.13636363636363635,0.2549019607843137,0.15873015873015872,15.0,3.0,4.0,160.0,,3.0,10.0,18.0,4.0,44.0,0.5714285714285714,0.5714285714285714,0.5660377358490566,0.6411290322580645,0.14150943396226415,0.5,0.5,0.5,24.0,54.0,4.0,9.0,15.0,46.0,0.42592592592592593,0.4339622641509434,0.5454545454545454,0.4444444444444444,0.4444444444444444,0.5769230769230769,0.16216216216216217,0.5106382978723404,0.5106382978723404,0.5,0.09375,False,11.0,3.0,4.0,3.0,4.0,19.0,37.0,1.0,2.0,40.0,7.0,14.0,26.0,2.0,16.0,50.0,62.0,12.0,2.0,2.0,8.0,4.0,4.0,3.0,3.0,3.0,8.0,5.0,1.0,6.0,1.0,5.0,4.0,1.0,1.0,10.0,1.0,5.0,2.0,5.0,42.0,6.0,1.0,15.0,9.0,4.0,1.0,1.0,2.0,4.0,2.0,50.0,7.0,1.0,0.4,0.5384615384615384,0.5483870967741935,0.6578947368421053,0.020202020202020204,0.05405405405405406,0.6,0.2631578947368421,0.01948051948051948,0.20512820512820512,0.047619047619047616,0.016666666666666666,0.03225806451612903,0.19230769230769232,0.23076923076923078,0.022222222222222223,0.5,0.7333333333333333,0.7333333333333333,0.5454545454545454,0.3490566037735849,0.5135135135135135,0.5428571428571428,0.2631578947368421,1.0,1.0,1.0,1.0,0.4444444444444444,0.75,0.6666666666666666,0.12903225806451613,0.75,0.4,0.5037285714285714,0.13043478260869565,0.1388888888888889,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
