EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,AtRimPctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,LostBallSteals,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,FTOffRebounds,OffFTReboundPct,3SecondViolations,on,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,8261.0,138,-8,248,243,70.0,72,29.0,491,9.0,10.0,1.0,1.0,2.0,2.0,12.0,26.0,12.0,25.0,1.0,1.0,1.0,2.0,1.0,33.0,61.0,2.0,3.0,25.0,97.0,279,1.0,2.0,2.0,4.0,7.0,16.0,1.0,10.0,24.0,28.0,38.0,6.0,2.0,1.0,2.0,7.0,6.0,13.0,2.0,4.0,2.0,2.0,3.0,32.0,4.0,2.0,5.0,15.0,4.0,24.0,6.0,30.0,1.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,7.0,1.0,4.0,3.0,8.0,1.0,1.0,27.0,2.0,27.0,4.0,1.0,10.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,24.0,70.0,1.0,4.0,0.42424242424242425,0.42424242424242425,1.0,0.6666666666666666,0.6666666666666666,0.5409836065573771,0.5,0.4375,0.5625,0.5,0.4117647058823529,0.64,0.6666666666666666,0.5714285714285714,0.046875,0.03278688524590164,0.07692307692307693,29.181494661921707,0.7142857142857143,0.2857142857142857,0.17647058823529413,0.024096385542168676,0.23809523809523808,0.11428571428571428,0.18867924528301888,0.05084745762711865,0.1111111111111111,0.05263157894736842,0.1875,0.08695652173913043,0.23333333333333334,0.1875,0.23076923076923078,0.25,0.038461538461538464,0.6666666666666666,0.15625,0.9,0.9,0.5555555555555556,0.40625,0.46153846153846156,0.5,0.25,0.390625,0.48,0.48,0.5,0.015625,1.0,1.0,1.0,0.03125,0.5,0.5,1.0,0.5,1.0,1.0,0.11764705882352941,1.0,0.058823529411764705,0.203125,0.5,0.42608515625,0.507,0.39983529411764707,0.14285714285714285,0.14925373134328357,0.041237113402061855,0.24742268041237114,11.278688524590166,24.166666666666668,0.28225806451612906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,3905.0,65,21,120,123,40.0,41,12.0,243,9.0,12.0,2.0,2.0,5.0,6.0,8.0,19.0,,1.0,,,,1.0,1.0,17.0,32.0,,1.0,3.0,37.0,128,3.0,4.0,,6.0,6.0,10.0,1.0,,12.0,24.0,10.0,,1.0,,1.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,1.0,2.0,,9.0,1.0,10.0,3.0,13.0,,,,3.0,,2.0,,1.0,3.0,,1.0,1.0,4.0,,,2.0,,3.0,1.0,,2.0,,,,,,,,12.0,40.0,,,0.7058823529411765,0.8,,,,0.53125,0.75,0.6,0.5151515151515151,0.75,0.5454545454545454,0.5441176470588235,0.75,0.5454545454545454,0.030303030303030304,0.03125,,27.61194029850746,1.0,0.1111111111111111,0.17647058823529413,0.05405405405405406,,0.1,0.14285714285714285,0.06382978723404255,0.08333333333333333,0.16666666666666666,,0.13333333333333333,0.15,0.25,,,,,0.36363636363636365,0.75,0.8181818181818182,0.6666666666666666,0.5757575757575758,0.42105263157894735,0.42105263157894735,0.75,0.030303030303030304,,,,,,,,0.030303030303030304,,,,0.5,1.0,,0.5454545454545454,0.8333333333333334,0.09090909090909091,0.3939393939393939,,0.47135606060606056,0.48756666666666665,0.5071318181818182,0.058823529411764705,0.06060606060606061,0.16216216216216217,0.32432432432432434,5.228125,24.9,0.3333333333333333,4.0,0.08333333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,10421.0,174,-2,319,315,95.0,116,37.0,634,3.0,8.0,,,2.0,5.0,8.0,14.0,3.0,17.0,7.0,13.0,5.0,17.0,6.0,14.0,39.0,12.0,30.0,12.0,76.0,345,,1.0,1.0,7.0,3.0,11.0,9.0,4.0,22.0,20.0,8.0,30.0,15.0,5.0,4.0,8.0,4.0,12.0,3.0,1.0,4.0,4.0,,28.0,,2.0,2.0,10.0,1.0,13.0,2.0,15.0,,4.0,2.0,4.0,,2.0,2.0,2.0,6.0,,1.0,5.0,16.0,,2.0,10.0,1.0,16.0,,,8.0,,1.0,,1.0,,1.0,1.0,22.0,95.0,6.0,,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.4,0.42857142857142855,0.358974358974359,,0.2727272727272727,0.463768115942029,0.5,0.45,0.4935064935064935,0.5,0.5,0.43478260869565216,0.10256410256410256,0.14285714285714285,22.92817679558011,0.6666666666666666,0.05555555555555555,0.08620689655172414,0.018518518518518517,0.06060606060606061,,0.08053691275167785,0.013333333333333334,0.037037037037037035,,,0.08571428571428572,0.075,0.0975609756097561,0.1,,,1.0,0.11594202898550725,0.375,0.5,0.6666666666666666,0.2028985507246377,0.5714285714285714,0.6666666666666666,0.875,0.2463768115942029,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.18840579710144928,0.5384615384615384,0.5384615384615384,1.0,0.2463768115942029,0.29411764705882354,0.29411764705882354,0.6,,,,0.25,0.4,0.3,0.5507246376811594,0.3333333333333333,0.49890149253731336,0.471075,0.534721052631579,0.1038961038961039,0.1702127659574468,0.09210526315789473,0.2894736842105263,11.033333333333335,25.25333333333333,0.29780564263322884,,0.25,,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,2.0,2.0,1.0,0.4,0.4444444444444444,0.023809523809523808,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,1.0,0.15,0.6666666666666666,0.3333333333333333,,,,,,,True,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,4767.0,79,-1,152,149,34.0,61,17.0,301,7.0,10.0,,,,2.0,1.0,6.0,,3.0,1.0,4.0,3.0,4.0,2.0,8.0,19.0,4.0,8.0,1.0,29.0,158,,2.0,,,1.0,4.0,2.0,,8.0,4.0,12.0,9.0,4.0,3.0,1.0,7.0,4.0,11.0,1.0,3.0,2.0,1.0,4.0,26.0,2.0,,3.0,3.0,2.0,8.0,2.0,10.0,1.0,2.0,,4.0,,2.0,5.0,2.0,9.0,2.0,2.0,2.0,9.0,,2.0,4.0,,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,8.0,34.0,1.0,,0.25,0.25,0.75,0.5,0.5,0.42105263157894735,,0.25,0.5185185185185185,,0.6666666666666666,0.5178571428571429,,0.6666666666666666,0.2962962962962963,0.05263157894736842,0.16666666666666666,21.764705882352942,0.4444444444444444,0.2857142857142857,0.0625,,0.14285714285714285,0.1,0.08695652173913043,0.029411764705882353,,0.08333333333333333,0.125,0.125,,0.05263157894736842,0.18181818181818182,0.1,0.07142857142857142,1.0,0.37037037037037035,0.7,0.7,0.2857142857142857,0.2222222222222222,0.16666666666666666,0.2,,0.1111111111111111,,,,0.14814814814814814,0.25,0.25,1.0,0.14814814814814814,0.75,0.75,0.6666666666666666,,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.75,0.5064222222222222,0.408,0.5206000000000001,0.03571428571428571,0.05,,0.27586206896551724,5.499999999999999,24.425,0.2236842105263158,,,,,,,,,,2.0,,,2.0,3.0,,2.0,,,1.0,,,,,,,,,,1.0,2.0,1.0,3.0,,,,True,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,1647.0,27,-7,53,53,19.0,26,9.0,106,2.0,3.0,2.0,3.0,,,,,,,,,,4.0,1.0,2.0,3.0,,4.0,,4.0,56,2.0,3.0,,4.0,,,1.0,,,,4.0,,4.0,,,,,,,,,,,,,3.0,2.0,1.0,,3.0,4.0,7.0,,2.0,1.0,,,,1.0,,1.0,,,1.0,8.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,19.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.5714285714285714,,,12.5,,,0.058823529411764705,0.15,0.2222222222222222,,0.11538461538461539,0.10344827586206896,0.1111111111111111,,,,,0.2,0.4,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,0.5714285714285714,,,,0.75,0.6666666666666666,,,,1.0,1.0,,0.5843642857142858,0.6219666666666667,0.5304,,,1.0,,0.5333333333333333,24.3,0.3584905660377358,4.0,,0.14285714285714285,,,,,,1.0,,,1.0,,,,1.0,,,,0.25,,,,0.25,,,,,,,,1.0,1.0,0.3333333333333333,,True,,,
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,5910.0,98,16,180,175,59.0,68,20.0,355,8.0,12.0,4.0,6.0,4.0,6.0,1.0,1.0,,,,,,,,9.0,13.0,,,7.0,25.0,189,4.0,6.0,1.0,9.0,4.0,6.0,,2.0,10.0,12.0,6.0,,,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,8.0,4.0,8.0,2.0,14.0,9.0,23.0,1.0,4.0,1.0,,,,3.0,,3.0,,1.0,6.0,11.0,1.0,2.0,12.0,4.0,12.0,2.0,,6.0,1.0,7.0,4.0,1.0,2.0,7.0,5.0,10.0,59.0,,1.0,0.6666666666666666,1.0,,,,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.6666666666666666,0.6944444444444444,0.5625,0.7142857142857143,,0.07692307692307693,,10.344827586206897,,0.2857142857142857,0.11764705882352941,0.14545454545454545,0.18181818181818182,0.037037037037037035,0.13333333333333333,0.10975609756097561,0.3333333333333333,,0.1,0.047619047619047616,0.18181818181818182,0.12,0.13333333333333333,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.9230769230769231,0.6666666666666666,0.7272727272727273,0.625,0.07692307692307693,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.6666666666666666,0.25,1.0,0.6666666666666666,,0.9230769230769231,,0.5728769230769231,0.57885,0.5688333333333333,0.35294117647058826,0.35294117647058826,0.36,0.4,0.8769230769230768,,0.3277777777777778,6.0,0.08333333333333333,0.047619047619047616,,,,,,,,,,,,,3.0,,,,0.13636363636363635,,,,,,,,,,,1.0,,,,,True,,,
2406,1610612742,Caron Butler,Caron Butler,2406,DAL,5794.0,97,-28,178,178,57.0,73,21.0,356,7.0,11.0,2.0,2.0,3.0,4.0,1.0,5.0,5.0,13.0,1.0,6.0,1.0,5.0,2.0,13.0,29.0,2.0,11.0,8.0,40.0,204,3.0,5.0,,6.0,4.0,7.0,3.0,4.0,12.0,10.0,16.0,3.0,4.0,1.0,,4.0,1.0,5.0,,1.0,3.0,1.0,,11.0,,2.0,3.0,13.0,,16.0,2.0,18.0,,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,8.0,,1.0,5.0,,8.0,,,2.0,2.0,4.0,3.0,,1.0,4.0,1.0,12.0,57.0,3.0,2.0,0.38461538461538464,0.4166666666666667,0.5,0.18181818181818182,0.2,0.4482758620689655,0.6,0.5714285714285714,0.4,0.6,0.4,0.45454545454545453,0.6,0.5,0.275,,,23.762376237623762,0.5,,0.19402985074626866,0.029850746268656716,0.16666666666666666,,0.18823529411764706,0.022727272727272728,0.058823529411764705,,,0.041666666666666664,0.21739130434782608,0.35,0.15384615384615385,0.2,,0.25,0.275,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.125,0.2,0.2,,0.325,0.38461538461538464,0.38461538461538464,0.6,0.15,0.16666666666666666,0.16666666666666666,1.0,0.125,0.2,0.2,,0.4,1.0,,0.4,0.75,0.2,0.55,0.25,0.48913076923076915,0.439225,0.49600000000000005,0.047619047619047616,0.06451612903225806,0.15,0.3,9.068965517241379,27.072727272727274,0.3202247191011236,2.0,,0.041666666666666664,,,,1.0,,,,,,,3.0,1.0,2.0,,,,,,,,,,,0.1,,,,,1.0,,,,True,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,8038.0,134,7,240,238,81.0,91,28.0,478,,2.0,,,,1.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,11.0,4.0,2.0,7.0,5.0,15.0,11.0,30.0,258,,,,,2.0,5.0,7.0,5.0,15.0,2.0,2.0,15.0,11.0,4.0,,18.0,6.0,24.0,4.0,2.0,8.0,7.0,3.0,54.0,1.0,2.0,4.0,9.0,2.0,15.0,3.0,18.0,,8.0,3.0,3.0,,2.0,,1.0,3.0,,,,7.0,,,10.0,,12.0,,,1.0,5.0,1.0,,,1.0,1.0,,15.0,81.0,2.0,3.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,,0.4,0.4318181818181818,,0.4166666666666667,0.5357142857142857,,0.5,0.6818181818181818,,,10.94890510948905,1.0,0.15384615384615385,0.09782608695652174,0.02531645569620253,0.16666666666666666,0.029411764705882353,0.11206896551724138,0.02654867256637168,,0.047619047619047616,,0.2,0.06060606060606061,0.058823529411764705,0.15384615384615385,0.18181818181818182,,,0.09090909090909091,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.09090909090909091,0.5,0.5,1.0,0.18181818181818182,0.25,0.25,1.0,0.5,0.36363636363636365,0.36363636363636365,1.0,,,,0.08333333333333333,,0.3333333333333333,0.7727272727272727,0.36363636363636365,0.4988704545454546,0.58755,0.4871541666666667,0.043478260869565216,0.125,,0.5,8.628571428571428,24.28666666666667,0.3375,,,0.038461538461538464,,,1.0,3.0,,1.0,1.0,,1.0,2.0,,,5.0,,,0.2857142857142857,0.029411764705882353,,,,1.0,,,0.25,0.3333333333333333,0.25,,,1.0,,,,True,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,2944.0,49,-8,91,88,16.0,27,9.0,179,,4.0,,3.0,,2.0,,,,,,,,,,,4.0,,,3.0,3.0,96,,3.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,5.0,1.0,6.0,1.0,8.0,6.0,14.0,1.0,,,,,,4.0,,4.0,,1.0,8.0,13.0,1.0,3.0,4.0,,8.0,,,2.0,2.0,3.0,1.0,,2.0,3.0,2.0,2.0,16.0,,2.0,,,,,,,,,,,,0.1875,,0.25,,,,11.650485436893204,,0.16666666666666666,0.2,0.1388888888888889,0.2,0.1,0.2,0.13043478260869565,0.14285714285714285,,0.2,0.25,0.23076923076923078,0.1111111111111111,0.3333333333333333,,0.25,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,0.595025,0.5832666666666667,0.57195,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.325,,0.17582417582417584,,,0.15384615384615385,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,1.0,True,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,325.0,5,2,10,10,3.0,2,3.0,20,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,2.0,10,,1.0,,,1.0,2.0,,,2.0,,2.0,,,,,2.0,,2.0,,,1.0,1.0,,4.0,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,1.0,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,23.076923076923077,,,0.2,,,,0.2,,,,,,,0.3333333333333333,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,,0.45725000000000005,0.2242,0.45725000000000005,,,,1.0,7.1499999999999995,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
