EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,Offensive Fouls Drawn,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsPutbacks,OffThreePtRebounds,SelfOReb,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Arc3Assists,BadPassSteals,Offensive Fouls,Fg2aBlocked,LongMidRangeAssists,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeAssists,2pt And 1 Free Throw Trips,BlockedShortMidRange,AtRimPctBlocked,OffAtRimReboundPct,ShortMidRangePctAssisted,on,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedCorner3,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101126,1610612738,Nate Robinson,Nate Robinson,101126,BOS,1601.0,27,4.0,52,51,36,47.0,7.0,103,1.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,3.0,2.0,4.0,3.0,7.0,2.0,15.0,45.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,7.0,2.0,2.0,3.0,6.0,7.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,36,2.0,1.0,0.5,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5,1.0,0.3333333333333333,0.5909090909090909,0.5,0.4166666666666667,0.5769230769230769,0.5,0.4375,0.6363636363636364,23.728813559322035,1.0,0.5,0.07692307692307693,0.1111111111111111,0.09090909090909091,0.25,0.5,1.0,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.16666666666666666,0.5,0.3333333333333333,0.8181818181818182,0.42857142857142855,0.5023454545454545,0.43025,0.48833333333333334,0.08333333333333333,0.2,0.13333333333333333,0.4666666666666667,8.525,25.371428571428574,0.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,294.0,5,-2.0,8,9,2,,1.0,17,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,2237.0,37,3.0,73,73,44,60.0,11.0,146,2.0,2.0,1.0,1.0,2.0,,,,,,4.0,11.0,1.0,2.0,6.0,17.0,68.0,1.0,3.0,,2.0,3.0,7.0,1.0,2.0,4.0,13.0,4.0,4.0,3.0,,,,1.0,,1.0,,1.0,2.0,,1.0,4.0,5.0,5.0,10.0,,,2.0,1.0,3.0,2.0,4.0,3.0,6.0,3.0,,,,,,13.0,44,1.0,,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,0.36363636363636365,0.3333333333333333,0.42857142857142855,0.4230769230769231,0.3333333333333333,0.5,0.53125,0.3333333333333333,0.5909090909090909,0.15384615384615385,22.35294117647059,0.6666666666666666,,0.25,0.1,0.19230769230769232,,,,0.15384615384615385,1.0,1.0,0.15384615384615385,0.5,0.5,,,,,,,0.1111111111111111,,,0.3076923076923077,,0.48505769230769225,0.41775,0.4825388888888889,0.1875,0.21428571428571427,0.11764705882352941,0.7647058823529411,8.918181818181818,23.1,0.6027397260273972,3.0,,0.125,0.14285714285714285,0.2222222222222222,1.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.18181818181818182,0.09090909090909091,0.125,0.3333333333333333,0.4,0.2857142857142857,0.125,0.25,1.0,0.5384615384615384,0.14285714285714285,0.14285714285714285,0.15384615384615385,0.5,0.5,1.0,1.0,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612738,Rasheed Wallace,Rasheed Wallace,739,BOS,820.0,14,-4.0,22,27,5,18.0,4.0,49,1.0,1.0,,1.0,1.0,,3.0,,,2.0,2.0,3.0,,3.0,4.0,8.0,24.0,1.0,1.0,,4.0,,,,2.0,4.0,4.0,2.0,2.0,,,3.0,,,,,,,,,2.0,,3.0,,3.0,,,1.0,,1.0,1.0,1.0,3.0,4.0,,2.0,,,,,4.0,5,,2.0,0.5,0.5,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,0.5,1.0,0.5,0.5,33.33333333333333,1.0,,,1.0,0.2222222222222222,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,,0.5,,,,,,1.0,,0.6666666666666666,,0.514125,0.6578,0.53025,,,0.5,0.5,9.2,24.599999999999998,0.22727272727272727,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,0.16666666666666666,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,518.0,9,5.0,16,16,6,14.0,3.0,32,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,13.0,1.0,1.0,,2.0,,,,,,,2.0,,3.0,,1.0,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,6,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.25,1.0,,1.25,1.0,,0.5,10.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,0.5,1.0,0.487625,0.4135,,,,0.4,,16.5,24.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200749,1610612738,Shelden Williams,Shelden Williams,200749,BOS,1457.0,24,2.0,49,47,35,45.0,7.0,96,2.0,2.0,2.0,,1.0,,,,,,2.0,4.0,,,2.0,6.0,42.0,,1.0,,,2.0,2.0,,,2.0,6.0,4.0,,,,,,,,,,,,,2.0,4.0,6.0,1.0,7.0,1.0,,1.0,1.0,3.0,3.0,3.0,2.0,2.0,,1.0,,,,,6.0,35,1.0,1.0,1.0,1.0,,,,,0.5,,1.0,0.5,,1.0,0.6,,1.0,,14.285714285714285,0.3333333333333333,,0.3333333333333333,0.25,0.3,0.25,0.5,,0.5,1.0,1.0,0.25,,,,,,,,,1.0,,,0.5,,0.5307999999999999,0.4308,0.6811499999999999,,,,1.0,8.45,,0.7142857142857143,1.0,,0.058823529411764705,0.04,0.16666666666666666,2.0,,1.0,,,,,,,,,2.0,1.0,,1.0,,,,,0.3333333333333333,0.4,0.16666666666666666,,1.0,0.25,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,1324.0,22,,47,46,37,39.0,6.0,93,,,,1.0,3.0,,,,,,1.0,5.0,,1.0,1.0,3.0,41.0,,1.0,,,1.0,4.0,,1.0,1.0,3.0,2.0,,,,,,1.0,,1.0,,,2.0,,1.0,2.0,3.0,,3.0,,,,,,,2.0,1.0,2.0,1.0,,,,,,3.0,37,1.0,,1.0,1.0,,,,,0.2,,0.25,0.16666666666666666,,0.2,0.21428571428571427,,0.25,0.16666666666666666,12.962962962962962,,,0.25,0.1111111111111111,0.17647058823529413,0.6666666666666666,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.16666666666666666,,0.41635,0.4152,0.42035999999999996,0.14285714285714285,0.16666666666666666,,1.0,15.780000000000001,23.2,0.7872340425531915,,,,,,,,2.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,0.14285714285714285,,,0.3333333333333333,,,0.16666666666666666,,,,,0.2,,,,,,,,,,,,,1.0,1.0,0.2,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,825.0,14,6.0,29,30,26,25.0,2.0,59,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,5.0,7.0,26.0,,,,,1.0,2.0,,,3.0,5.0,2.0,,,,,,2.0,,2.0,,,4.0,,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,1.0,4.0,5.0,3.0,,2.0,2.0,2.0,1.0,5.0,26,,,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.875,,0.8333333333333334,,12.903225806451614,,,0.16666666666666666,0.25,0.2,,,0.5,0.5,1.0,1.0,,,,,,,,,,0.5,,,0.5,,0.43779999999999997,,0.43779999999999997,0.75,0.75,,0.7142857142857143,4.15,,0.896551724137931,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,1.0,0.5,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612738,Michael Finley,Michael Finley,714,BOS,958.0,16,-6.0,31,31,16,27.0,5.0,62,,,,,2.0,,1.0,,,1.0,,2.0,,2.0,,,27.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,16,,,,,,,,,,,,,,,,,,0.5,11.11111111111111,,,,,,,,,,,,0.5,,,,0.25,,,,,,1.0,,0.5,,0.45194999999999996,,0.4356,,,,,19.5,25.25,0.5161290322580645,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,428.0,7,6.0,14,12,5,10.0,2.0,26,1.0,2.0,1.0,,,,,,,,2.0,3.0,,,2.0,6.0,13.0,1.0,1.0,,2.0,2.0,2.0,,,2.0,6.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,3.0,1.0,4.0,,,,,,,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,6.0,5,1.0,1.0,0.5,1.0,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,,25.0,,,0.5,1.0,0.6666666666666666,,,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,0.5,,,0.6666666666666666,,0.4646333333333333,0.5117,0.40535,,,0.3333333333333333,1.0,5.366666666666667,,0.35714285714285715,1.0,,0.25,0.2,,1.0,1.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,0.3333333333333333,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,0.3333333333333333,,,,1.0,0.5,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
