EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Clear Path Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceFtPoints,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ThreePtAssists,Arc3Assists,LostBallSteals,on,PenaltyCorner3FGA,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,197.0,3,7.0,5,6,2,6.0,2,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4205,0.4205,0.4205,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,601.0,10,9.0,18,20,7,12.0,4,38,1.0,2.0,,1.0,,1.0,1.0,2.0,3.0,17,,1.0,,,1.0,,,,1.0,1.0,2.0,,7,0.5,,,0.5,,,0.75,,,8.333333333333334,0.1111111111111111,0.09090909090909091,,1.0,0.5,0.5,1.0,,1.0,,1.0,0.49195,0.4205,0.4205,,,0.3888888888888889,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.07142857142857142,0.3333333333333333,0.25,1.0,0.5,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,242.0,4,-1.0,8,10,1,10.0,1,18,1.0,1.0,,,,,1.0,1.0,2.0,10,,,,,,,2.0,,,,,,1,1.0,,,1.0,,,1.0,,,11.11111111111111,,,,1.0,1.0,1.0,,,,,1.0,0.7852,,,,,0.125,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,601.0,10,9.0,18,20,7,12.0,4,38,1.0,2.0,,,,,3.0,6.0,9.0,17,,,3.0,1.0,2.0,5.0,6.0,,,,4.0,5.0,7,0.5,,0.5,0.5,1.5,0.625,0.5,1.5,0.625,41.66666666666667,,,,0.2222222222222222,0.5,0.5,,,,,0.5555555555555556,0.5056277777777778,0.5508,0.45365,0.3333333333333333,0.5555555555555556,0.3888888888888889,,,2.0,4.0,1.0,2.0,1.0,,,,,,0.2857142857142857,0.21428571428571427,,0.25,,,,9.733333333333333,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,24.666666666666668,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,242.0,4,-1.0,8,10,1,10.0,1,18,,,,,,,,,2.0,10,,,2.0,,,2.0,,,,1.0,2.0,2.0,1,,,,,,,1.0,1.0,1.0,11.11111111111111,,0.25,,,,,,,,,,,,,1.0,1.0,0.125,2.0,,,1.0,,,1.0,2.0,,1.0,,,,0.14285714285714285,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,359.0,6,10.0,10,10,6,2.0,3,20,,,,,,,,1.0,2.0,7,,,2.0,,1.0,,,,,,1.0,,6,,,,,,,0.5,1.0,,13.333333333333334,,,,,,,,,,,,0.389,,0.389,1.0,,0.6,2.0,,,1.0,,,2.0,2.0,,1.0,,,,0.14285714285714285,,,,0.5,0.5,12.5,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,3.0,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,87.0,1,,2,2,1,2.0,1,4,,,,,,,,1.0,,4,,,,,1.0,,,,,,,,1,,,,,,,,,,25.0,,,,,,,,,,,,0.2527,,0.2527,,,0.5,,,,,,,,,,,,,,,,,,,,12.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,272.0,5,10.0,8,8,5,,2,16,1.0,2.0,,1.0,,,1.0,2.0,6.0,3,,1.0,,,,2.0,2.0,,1.0,1.0,3.0,2.0,5,0.5,,,0.5,,,0.75,,1.0,36.36363636363637,0.2,0.2,,1.0,0.5,0.5,1.0,,,,1.0,0.5884,0.5525,,,0.3333333333333333,0.625,4.0,,1.0,2.0,,,3.0,4.0,,2.0,,,0.3333333333333333,0.16666666666666666,0.5,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,404.0,7,2.0,13,14,5,6.0,2,27,,,,,,,,2.0,,13,,,,,1.0,,,,1.0,1.0,2.0,,5,,,,,,,,,,12.5,0.14285714285714285,0.125,,,,,,,,,,0.37760000000000005,,0.3919,,,0.38461538461538464,,,1.0,1.0,,,,,,,,,0.25,0.1111111111111111,0.5,,,,,16.55,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,20488.0,341,-72.0,604,604,142,139.0,83,1208,15.0,35.0,3.0,11.0,1.0,5.0,29.0,76.0,90.0,692,6.0,14.0,18.0,2.0,10.0,15.0,28.0,6.0,14.0,22.0,62.0,15.0,142,0.3815789473684211,0.42857142857142855,0.2,0.391025641025641,0.42857142857142855,0.2916666666666667,0.4891304347826087,0.5294117647058824,0.4411764705882353,13.817663817663819,0.054901960784313725,0.07028753993610223,0.0963855421686747,0.44871794871794873,0.42857142857142855,0.6,0.7857142857142857,0.2727272727272727,0.4166666666666667,0.2,0.47435897435897434,0.4853967948717948,0.5668555555555556,0.4558291666666667,0.2,0.16666666666666666,0.23509933774834438,29.0,30.0,16.0,40.0,7.0,20.0,24.0,32.0,4.0,16.0,0.5172413793103449,0.5769230769230769,0.16161616161616163,0.11188811188811189,0.046153846153846156,0.16417910447761194,0.6,0.17777777777777778,0.18181818181818182,8.41184210526316,5.0,16.0,9.0,25.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,1.0,16.0,8.0,6.0,5.0,,,5.0,,1.0,0.5,,0.5,0.5,0.02564102564102564,,0.4444444444444444,0.0855614973262032,0.12658227848101267,0.15625,0.20512820512820512,0.3125,0.3333333333333333,0.32051282051282054,0.36,0.36,0.01282051282051282,0.01282051282051282,1.0,1.0,1.0,,,,0.08333333333333333,1.0,1.0,23.75,6.0,8.0,5.0,8.0,4.0,19.0,8.0,0.13793103448275862,0.1282051282051282,0.05405405405405406,3.0,1.0,1.0,False,1.0,11.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,0.14473684210526316,0.2857142857142857,0.0625,0.028037383177570093,0.15789473684210525,0.058823529411764705,0.2,0.5555555555555556,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
