EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PlusMinus,PenaltyOffPoss,SecondChanceOffPoss,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,PtsAssisted2s,Corner3Assists,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,FTDefRebounds,SecondChanceTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFouls,on,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,HeaveAttempts,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg2Pct,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedShortMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtRebounds,FTOffRebounds,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,424.0,7,16,15,31,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,21,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.25,0.4,0.5,31.25,0.25,1.0,0.4,1.0,1.0,0.25,1.0,1.0,0.25,0.5,0.75,0.5463125,0.2,0.3333333333333333,9.35,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,424.0,7,16,15,31,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,10.0,21,2.0,1.0,,,,,1.0,3.0,5.0,3.0,0.5,0.625,0.8333333333333334,0.5,43.75,,,,,,0.25,1.0,1.0,0.25,0.25,0.75,0.5484125,0.5,0.75,9.2,25.15,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612762,Wesley Matthews,Wesley Matthews,202083,UTA,660.0,11,23,22,45,,,1.0,,,1.0,,,,31,,,,,,,1.0,1.0,,,,,,,4.0,,,,,,,,,1.0,,,0.3591,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,2.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,660.0,11,23,22,45,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,7.0,31,2.0,1.0,,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.25,1.1666666666666667,0.5,16.0,0.2,,0.16666666666666666,,,0.5,1.0,1.0,,0.5,1.0,0.5846750000000001,0.3333333333333333,0.5,,24.7,,,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,,,2.0,0.08695652173913043,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.125,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5761,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,424.0,7,16,15,31,,,2.0,,2.0,2.0,,,4.0,21,2.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,12.5,0.25,,0.2,,,,,,1.0,,,0.40145,,,16.3,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,236.0,4,7,7,14,,,,1.0,,,1.0,,3.0,10,,1.0,,,,,1.0,,,,,1.5,1.5,1.0,11.11111111111111,,,,,,,,,,1.0,1.0,0.4872,,,,25.9,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,1.0,2.0,2.0,,,2.0,0.2857142857142857,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.5,1.5,1.0,1.0,0.4872,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,236.0,4,7,7,14,,,1.0,,2.0,3.0,,,4.0,10,2.0,,,,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,44.44444444444444,,,,,,,,,0.3333333333333333,,,0.3919333333333333,0.3333333333333333,0.3333333333333333,10.866666666666667,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,2.0,2.0,,,2.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,0.5,0.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,236.0,4,7,7,14,,,1.0,,,1.0,,,,10,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,11.11111111111111,1.0,,1.0,,,,,,1.0,,,0.4063,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,2.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,23458.0,391,775,778,1553,25.0,48.0,30.0,44.0,46.0,96.0,49.0,87.0,239.0,909,68.0,42.0,6.0,15.0,21.0,25.0,36.0,80.0,109.0,41.0,0.4791666666666667,0.5241379310344828,0.6134020618556701,0.33793103448275863,25.570776255707763,0.06302521008403361,0.06666666666666667,0.06402439024390244,0.07766990291262135,0.07042253521126761,0.3310344827586207,0.5208333333333334,0.6097560975609756,0.20689655172413793,0.30344827586206896,0.6689655172413793,0.528055944055944,0.2303370786516854,0.3178294573643411,7.5114583333333345,26.420408163265304,1.0,5.0,20.0,39.0,84.0,18.0,102.0,14.0,30.0,222.0,18.0,12.0,30.0,8.0,0.65,0.40816326530612246,0.425531914893617,0.6,0.034482758620689655,0.2,0.2,1.0,-32.0,319.0,88.0,10.0,3.0,319.0,0.41161290322580646,,1.0,19.0,3.0,4.0,16.0,4.0,19.0,4.0,4.0,12.0,1.0,15.0,5.0,0.75,0.75,0.7272727272727273,0.01646090534979424,0.012012012012012012,,0.09615384615384616,0.4318181818181818,0.4318181818181818,0.631578947368421,0.1,,0.4523809523809524,0.544075,0.06694560669456066,11.0,24.0,4.0,0.2608695652173913,0.2727272727272727,0.024096385542168676,0.36666666666666664,0.36666666666666664,0.45454545454545453,6.0,17.0,6.0,19.0,106.0,21.0,106.0,0.3157894736842105,0.43333333333333335,0.5824175824175825,0.2833333333333333,0.35294117647058826,0.51685,0.4435146443514644,10.0,18.0,7.0,,3.0,0.07291666666666667,,,0.12413793103448276,0.5555555555555556,0.5555555555555556,13.0,False,385.0,10.0,20.0,1.0,2.0,3.0,5.0,3.0,6.0,1.0,17.0,41.0,54.0,2.0,44.0,10.0,1.0,7.0,4.0,6.0,5.0,1.0,3.0,16.0,4.0,3.0,1.0,4.0,2.0,1.0,7.0,15.0,0.5,0.4146341463414634,0.14583333333333334,0.02,0.037037037037037035,0.05263157894736842,0.014285714285714285,0.5,0.24,0.1,0.1,0.5,0.6,1.0,0.3333333333333333,0.5,0.03333333333333333,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,19766.0,329,644,643,1287,19.0,26.0,15.0,41.0,31.0,58.0,44.0,30.0,134.0,738,28.0,41.0,4.0,15.0,20.0,25.0,47.0,27.0,34.0,15.0,0.5344827586206896,0.5098039215686274,0.5683760683760684,0.43137254901960786,18.467852257181942,0.07462686567164178,0.05128205128205128,0.06810035842293907,0.12048192771084337,0.05,0.2549019607843137,0.7307692307692307,0.7307692307692307,0.14705882352941177,0.4019607843137255,0.6862745098039216,0.5152769607843137,0.13043478260869565,0.2112676056338028,7.187931034482758,25.236363636363638,,3.0,14.0,42.0,19.0,7.0,26.0,3.0,5.0,59.0,13.0,8.0,18.0,2.0,1.0,0.3181818181818182,0.3181818181818182,0.7222222222222222,0.029411764705882353,,,,-36.0,220.0,75.0,6.0,3.0,220.0,0.3416149068322981,2.0,4.0,14.0,3.0,5.0,11.0,4.0,14.0,5.0,5.0,5.0,1.0,6.0,7.0,0.6,0.5625,0.6111111111111112,0.02358490566037736,0.017543859649122806,0.04054054054054054,0.047619047619047616,0.34146341463414637,0.35,1.0,0.5,0.5,0.34146341463414637,0.53985625,0.08208955223880597,5.0,34.0,4.0,0.5483870967741935,0.5862068965517241,0.039473684210526314,0.3333333333333333,0.35714285714285715,0.8,4.0,16.0,4.0,16.0,44.0,,44.0,0.25,0.4722222222222222,0.524390243902439,0.4444444444444444,0.25,0.4917708333333333,0.3283582089552239,7.0,17.0,1.0,1.0,2.0,0.017241379310344827,,0.041666666666666664,0.16666666666666666,0.4117647058823529,0.4117647058823529,24.0,False,238.0,5.0,7.0,,,1.0,3.0,1.0,3.0,2.0,11.0,20.0,10.0,,12.0,2.0,1.0,3.0,3.0,5.0,,1.0,2.0,2.0,6.0,5.0,,6.0,3.0,,5.0,2.0,0.3333333333333333,0.55,,0.022727272727272728,,0.05555555555555555,0.018518518518518517,0.5,0.5263157894736842,0.42857142857142855,,0.375,0.3333333333333333,1.0,0.19444444444444445,0.7142857142857143,,1.0,1.0,1.0,1.0,0.022727272727272728,0.06666666666666667,0.024390243902439025,,,,,,,,,,
