EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,LongMidRangeAssists,FTOffRebounds,SecondChanceTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,DefensiveGoaltends,HeaveAttempts,on,BlockedLongMidRange,OffensiveGoaltends
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,16615.0,277.0,49.0,536,531.0,252,230.0,66.0,1067,2.0,4.0,1.0,2.0,2.0,4.0,4.0,9.0,5.0,10.0,2.0,4.0,17.0,49.0,1.0,2.0,7.0,23.0,8.0,17.0,22.0,59.0,10.0,92.0,600.0,2.0,5.0,1.0,2.0,2.0,9.0,5.0,9.0,9.0,27.0,6.0,43.0,14.0,2.0,66.0,2.0,49.0,17.0,2.0,2.0,8.0,10.0,3.0,5.0,1.0,1.0,28.0,3.0,1.0,6.0,30.0,9.0,45.0,4.0,49.0,7.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,18.0,32.0,2.0,8.0,1.0,1.0,10.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,43.0,252,5.0,1.0,0.875,1.0,1.0,0.3728813559322034,0.5,0.3333333333333333,0.3728813559322034,0.47058823529411764,0.4,0.5555555555555556,0.5394736842105263,0.5,0.5138888888888888,0.5679012345679012,0.5625,0.5512820512820513,0.7763157894736842,0.11764705882352941,0.25,0.25,13.983739837398373,0.6,0.391304347826087,0.15789473684210525,0.0070921985815602835,0.09230769230769231,0.030927835051546393,0.1411764705882353,0.01680672268907563,0.02040816326530612,0.04225352112676056,0.2222222222222222,0.17647058823529413,0.10588235294117647,0.07142857142857142,0.13043478260869565,0.6666666666666666,0.05263157894736842,0.5,0.6666666666666666,1.0,0.05263157894736842,0.5,0.6666666666666666,0.5,0.11842105263157894,0.4444444444444444,0.4444444444444444,1.0,0.13157894736842105,0.5,0.5,1.0,0.6447368421052632,0.3469387755102041,0.3469387755102041,1.0,0.2857142857142857,0.5,1.0,0.05555555555555555,0.5,0.1111111111111111,0.5,0.6388888888888888,0.30434782608695654,0.8289473684210527,0.3469387755102041,0.5235815789473683,0.44244000000000006,0.5032597222222222,0.05,0.19047619047619047,0.09782608695652174,0.4673913043478261,13.100000000000001,24.79830508474576,0.4701492537313433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,2121.0,35.0,,72,72.0,42,43.0,12.0,144,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,3.0,,,,2.0,73.0,,2.0,,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,2.0,2.0,1.0,6.0,1.0,8.0,4.0,12.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,3.0,8.0,,1.0,,,,,,,,,,,,42,2.0,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.5,,4.545454545454546,1.0,0.3333333333333333,0.1935483870967742,0.09523809523809523,0.25,0.14285714285714285,0.2,0.11428571428571428,0.125,0.08333333333333333,,0.2,0.3076923076923077,0.3333333333333333,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,,0.5505999999999999,0.6016999999999999,0.6374,,,,,3.6666666666666665,,0.5833333333333334,2.0,0.14285714285714285,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,10557.0,176.0,67.0,350,347.0,192,223.0,37.0,697,4.0,11.0,1.0,4.0,,,1.0,2.0,3.0,10.0,,4.0,4.0,11.0,,,3.0,7.0,5.0,13.0,7.0,21.0,8.0,39.0,385.0,1.0,2.0,,,1.0,3.0,2.0,5.0,3.0,11.0,6.0,19.0,4.0,6.0,21.0,2.0,11.0,4.0,5.0,10.0,10.0,20.0,8.0,2.0,5.0,2.0,50.0,1.0,4.0,5.0,14.0,2.0,21.0,6.0,27.0,9.0,6.0,3.0,3.0,3.0,1.0,,1.0,,4.0,2.0,12.0,21.0,1.0,15.0,3.0,,15.0,4.0,4.0,1.0,,2.0,,,19.0,192,5.0,4.0,0.4,0.5,1.0,0.3333333333333333,,0.2727272727272727,0.3333333333333333,0.38461538461538464,0.5,0.4,0.45588235294117646,0.5,0.40625,0.4875,0.5,0.4523809523809524,0.6176470588235294,0.38461538461538464,0.45454545454545453,,11.083123425692694,0.75,0.1,0.1320754716981132,0.04597701149425287,0.10638297872340426,0.018518518518518517,0.12418300653594772,0.03546099290780142,0.02857142857142857,0.025,0.14285714285714285,0.11538461538461539,0.13333333333333333,0.09090909090909091,0.14285714285714285,,0.3235294117647059,0.36363636363636365,0.6666666666666666,0.5,,,,,0.058823529411764705,0.5,0.5,,0.29411764705882354,0.3,0.3,1.0,0.3235294117647059,0.36363636363636365,0.36363636363636365,1.0,,,,0.25,0.25,0.25,,0.4375,0.42857142857142855,0.9411764705882353,0.36363636363636365,0.5656176470588236,0.6342,0.558321875,0.1388888888888889,0.26666666666666666,0.07692307692307693,0.48717948717948717,3.0615384615384613,24.30476190476191,0.5485714285714286,2.0,0.08,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1,0.037037037037037035,0.5,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,True,,
2202,1610612756,Jason Richardson,Jason Richardson,2202,PHX,30254.0,504.0,55.0,968,965.0,351,339.0,120.0,1933,43.0,63.0,11.0,19.0,5.0,25.0,14.0,28.0,26.0,43.0,10.0,18.0,21.0,53.0,3.0,10.0,8.0,20.0,62.0,116.0,47.0,96.0,41.0,306.0,1110.0,9.0,14.0,5.0,14.0,2.0,35.0,15.0,31.0,18.0,38.0,29.0,113.0,68.0,56.0,126.0,12.0,53.0,21.0,9.0,5.0,7.0,12.0,4.0,3.0,4.0,,31.0,7.0,10.0,17.0,45.0,2.0,64.0,18.0,82.0,17.0,7.0,10.0,5.0,2.0,5.0,3.0,,,10.0,3.0,17.0,33.0,1.0,35.0,2.0,2.0,49.0,13.0,10.0,2.0,2.0,3.0,2.0,,113.0,351,6.0,9.0,0.5483870967741935,0.6071428571428571,0.8936170212765957,0.4895833333333333,0.35714285714285715,0.47368421052631576,0.4895833333333333,0.5344827586206896,0.6428571428571429,0.4838709677419355,0.625,0.5892857142857143,0.6086956521739131,0.6538461538461539,0.603448275862069,0.6647058823529411,0.4528301886792453,0.07758620689655173,0.07936507936507936,0.16,22.081447963800905,0.5,0.04878048780487805,0.13636363636363635,0.03508771929824561,0.15178571428571427,0.051470588235294115,0.14027149321266968,0.040380047505938245,0.06818181818181818,0.052083333333333336,0.0967741935483871,0.10465116279069768,0.17880794701986755,0.1388888888888889,0.175,0.6666666666666666,0.2971698113207547,0.6825396825396826,0.7413793103448276,0.6511627906976745,0.1179245283018868,0.2,0.23809523809523808,,0.1320754716981132,0.5,0.5,0.42857142857142855,0.2028301886792453,0.6046511627906976,0.6190476190476191,0.9230769230769231,0.25,0.39622641509433965,0.39622641509433965,0.8571428571428571,0.35714285714285715,0.3,0.6666666666666666,0.2753623188405797,0.5789473684210527,0.2608695652173913,0.5555555555555556,0.2898550724637681,0.4,0.75,0.39622641509433965,0.5503995283018869,0.5512868421052632,0.5478666666666665,0.06696428571428571,0.10317460317460317,0.11437908496732026,0.369281045751634,6.276724137931034,24.645833333333332,0.36260330578512395,11.0,0.030927835051546393,0.05,0.39285714285714285,7.0,1.0,1.0,1.0,3.0,,2.0,1.0,,,0.034482758620689655,0.01,0.6363636363636364,0.02040816326530612,2.0,4.0,15.0,1.0,5.0,1.0,2.0,2.0,1.0,0.010416666666666666,0.023255813953488372,0.054945054945054944,0.14285714285714285,0.14285714285714285,0.5,0.5,,,,,,True,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,32319.0,539.0,67.0,1034,1029.0,388,375.0,125.0,2063,22.0,32.0,5.0,7.0,22.0,40.0,36.0,69.0,1.0,2.0,,1.0,18.0,48.0,2.0,4.0,8.0,25.0,80.0,141.0,19.0,50.0,67.0,284.0,1180.0,4.0,5.0,2.0,4.0,,14.0,26.0,41.0,8.0,26.0,49.0,125.0,12.0,148.0,30.0,,48.0,18.0,6.0,117.0,44.0,161.0,26.0,18.0,63.0,18.0,366.0,1.0,5.0,16.0,28.0,2.0,46.0,6.0,52.0,4.0,3.0,1.0,43.0,33.0,17.0,10.0,1.0,,60.0,19.0,9.0,20.0,2.0,47.0,2.0,2.0,75.0,8.0,24.0,1.0,,1.0,,,125.0,388,8.0,24.0,0.075,0.075,0.5263157894736842,0.38,0.5,0.3076923076923077,0.38,0.5673758865248227,0.8,0.6341463414634146,0.5680628272251309,0.7777777777777778,0.5671641791044776,0.625,0.7777777777777778,0.6684782608695652,0.2617801047120419,0.0425531914893617,0.09375,0.05,23.72881355932203,0.7166666666666667,0.046511627906976744,0.07909604519774012,0.0165016501650165,0.13445378151260504,0.006944444444444444,0.09302325581395349,0.013422818791946308,0.021052631578947368,0.00980392156862745,0.0970873786407767,0.07865168539325842,0.06790123456790123,0.15584415584415584,0.09523809523809523,,0.16753926701570682,0.6875,0.7586206896551724,,0.2094240837696335,0.55,0.5789473684210527,0.045454545454545456,0.3612565445026178,0.5217391304347826,0.5294117647058824,0.1388888888888889,0.010471204188481676,0.5,0.5,1.0,0.2513089005235602,0.375,0.391304347826087,0.5,0.4444444444444444,0.5,1.0,0.1044776119402985,0.7142857142857143,0.014925373134328358,,0.373134328358209,0.32,0.4293193717277487,0.375,0.4700340314136126,0.41867,0.45840597014925366,0.04591836734693878,0.05517241379310345,0.04929577464788732,0.44014084507042256,11.421276595744681,25.512000000000004,0.37524177949709864,,0.01904761904761905,,,,36.0,,8.0,4.0,,1.0,,,1.0,,0.009708737864077669,,0.0196078431372549,,,27.0,2.0,1.0,12.0,2.0,1.0,,0.04,,0.012048192771084338,,,,,12.0,0.014492753623188406,0.041666666666666664,,,True,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,2388.0,40.0,18.0,80,78.0,44,49.0,5.0,158,2.0,6.0,1.0,4.0,,,1.0,3.0,2.0,3.0,1.0,1.0,2.0,5.0,,2.0,1.0,4.0,3.0,9.0,4.0,8.0,7.0,25.0,75.0,,,,2.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,12.0,2.0,4.0,12.0,,5.0,2.0,2.0,,1.0,1.0,,1.0,,,3.0,1.0,,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,,,,1.0,,,,1.0,,5.0,6.0,,6.0,,,11.0,5.0,1.0,1.0,1.0,1.0,,,12.0,44,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.4,0.5,0.3333333333333333,,0.2,0.5294117647058824,,0.4,0.5681818181818182,0.16666666666666666,0.5,0.47058823529411764,0.2222222222222222,0.3333333333333333,,25.274725274725274,,,0.06666666666666667,,0.14285714285714285,0.07692307692307693,0.08108108108108109,0.02857142857142857,,0.09090909090909091,0.1,,0.06666666666666667,0.2,,,0.35294117647058826,0.3333333333333333,0.5,,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.29411764705882354,0.4,0.4,1.0,1.0,,,0.4,0.25,0.1,1.0,0.4,0.25,0.8235294117647058,0.4,0.5293882352941176,0.3906,0.5436650000000001,0.23809523809523808,0.38461538461538464,0.04,0.48,6.822222222222222,24.412499999999998,0.55,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,24350.0,406.0,38.0,776,773.0,257,220.0,98.0,1549,13.0,19.0,6.0,6.0,13.0,32.0,23.0,47.0,3.0,14.0,1.0,3.0,,1.0,,,,1.0,49.0,98.0,3.0,15.0,30.0,137.0,900.0,6.0,13.0,,,3.0,15.0,17.0,28.0,1.0,4.0,17.0,54.0,56.0,42.0,9.0,,1.0,,4.0,21.0,12.0,33.0,6.0,6.0,11.0,2.0,78.0,6.0,5.0,15.0,45.0,15.0,75.0,12.0,87.0,10.0,5.0,5.0,6.0,3.0,11.0,3.0,1.0,2.0,17.0,4.0,17.0,42.0,1.0,32.0,4.0,3.0,35.0,12.0,5.0,8.0,5.0,9.0,4.0,,54.0,257,11.0,5.0,0.5714285714285714,0.5714285714285714,1.0,0.2,,0.25,0.2,0.5,0.46153846153846156,0.6071428571428571,0.47345132743362833,0.46153846153846156,0.578125,0.53515625,0.5,0.6585365853658537,0.13274336283185842,0.04081632653061224,0.10526315789473684,0.0625,16.347237880496056,0.35294117647058826,0.4838709677419355,0.16981132075471697,0.0211864406779661,0.16666666666666666,0.061855670103092786,0.16901408450704225,0.03303303303303303,0.014492753623188406,0.06060606060606061,0.06578947368421052,0.09230769230769231,0.27419354838709675,0.13793103448275862,0.21875,0.4444444444444444,0.168141592920354,0.6842105263157895,0.7647058823529411,0.9230769230769231,0.2831858407079646,0.40625,0.43333333333333335,0.3076923076923077,0.415929203539823,0.48936170212765956,0.48936170212765956,0.5217391304347826,0.12389380530973451,0.21428571428571427,0.21428571428571427,1.0,0.008849557522123894,,,,,,,0.1875,1.0,0.09375,0.3333333333333333,0.03125,,0.3008849557522124,,0.4683088495575221,0.4473909090909091,0.4591171875,0.11382113821138211,0.11214953271028037,0.10948905109489052,0.39416058394160586,11.518367346938778,23.720000000000002,0.33118556701030927,2.0,,0.06451612903225806,0.15384615384615385,1.0,8.0,1.0,2.0,3.0,1.0,2.0,1.0,,3.0,0.037037037037037035,0.047619047619047616,0.5,0.125,,,,,1.0,3.0,1.0,4.0,1.0,,,0.017543859649122806,1.0,,,,,,,1.0,,True,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,451.0,8.0,2.0,16,16.0,16,10.0,2.0,32,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,,3.0,20.0,,,,,,,,1.0,1.0,2.0,,3.0,,,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,16,,,,,1.0,0.5,,0.5,0.5,,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,,,16.666666666666668,,,,,,0.2,,0.14285714285714285,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,0.45920000000000005,,0.45920000000000005,,,,1.0,1.6,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2260,1610612756,Jarron Collins,Jarron Collins,2260,PHX,6679.0,111.0,-19.0,201,204.0,9,22.0,26.0,405,2.0,5.0,,1.0,1.0,4.0,2.0,6.0,,,,,,,,,,,5.0,15.0,,,2.0,12.0,226.0,1.0,3.0,,,,2.0,,1.0,,,,,10.0,,,,,,1.0,,,,,,,,,2.0,7.0,,8.0,,8.0,9.0,17.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,3.0,,5.0,21.0,2.0,10.0,1.0,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,9,1.0,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.375,0.3333333333333333,,,0.06666666666666667,0.2,,8.260869565217392,0.6666666666666666,,0.10256410256410256,0.08974358974358974,,0.1,0.08791208791208792,0.09183673469387756,0.05,0.08333333333333333,0.1,0.14285714285714285,0.09090909090909091,,,1.0,0.3333333333333333,0.4,0.5,1.0,0.26666666666666666,0.25,0.25,1.0,0.4,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,0.49202,0.42910000000000004,0.6422,0.0625,0.0625,0.16666666666666666,,9.033333333333333,,0.04477611940298507,,0.12121212121212122,0.125,,,,,,,,,,,,,0.08,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,30476.0,508.0,55.0,966,958.0,342,334.0,114.0,1924,56.0,89.0,23.0,33.0,27.0,64.0,23.0,44.0,,2.0,,2.0,,2.0,,,,2.0,106.0,197.0,,4.0,92.0,304.0,1118.0,14.0,36.0,,,11.0,39.0,35.0,59.0,,4.0,40.0,110.0,140.0,72.0,,14.0,,,18.0,10.0,6.0,16.0,3.0,3.0,6.0,,38.0,13.0,27.0,12.0,39.0,4.0,55.0,40.0,95.0,11.0,10.0,1.0,12.0,2.0,21.0,10.0,1.0,7.0,33.0,13.0,20.0,45.0,2.0,96.0,6.0,5.0,126.0,59.0,10.0,20.0,17.0,21.0,12.0,2.0,110.0,342,2.0,9.0,0.660377358490566,0.7070707070707071,,,,,,0.5380710659898477,0.3888888888888889,0.5932203389830508,0.527363184079602,0.3888888888888889,0.5555555555555556,0.5891472868217055,0.43333333333333335,0.6179775280898876,0.01990049751243781,0.09137055837563451,0.12359550561797752,0.078125,26.623970722781337,0.36363636363636365,0.10810810810810811,0.11676646706586827,0.09608540925266904,0.10526315789473684,0.104,0.11383928571428571,0.09852216748768473,0.11904761904761904,0.11494252873563218,0.07216494845360824,0.13095238095238096,0.13725490196078433,0.1095890410958904,0.0975609756097561,0.5714285714285714,0.4427860696517413,0.6292134831460674,0.717948717948718,0.6428571428571429,0.31840796019900497,0.421875,0.4576271186440678,0.5185185185185185,0.21890547263681592,0.5227272727272727,0.5476190476190477,0.8695652173913043,0.009950248756218905,,,,0.009950248756218905,,,,,,,0.5238095238095238,0.696969696969697,0.031746031746031744,,0.031746031746031744,,0.4626865671641791,,0.4869346733668342,0.5467846153846154,0.5037491803278689,0.23790322580645162,0.24180327868852458,0.12828947368421054,0.3618421052631579,6.647715736040609,37.225,0.35403726708074534,29.0,0.06060606060606061,0.07894736842105263,0.8055555555555556,13.0,4.0,,5.0,12.0,,,1.0,1.0,3.0,,0.11224489795918367,0.4482758620689655,,,,,,7.0,1.0,2.0,10.0,,,,0.09722222222222222,0.3076923076923077,,,,,0.045454545454545456,,1.0,2.0,True,,
