EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,PtsPutbacks,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,OffFTReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,OffThreePtRebounds,Offensive Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGM,BlockedShortMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,Technical Free Throw Trips,DefensiveGoaltends
101110,1610612757,Martell Webster,Martell Webster,101110,POR,742.0,12,1.0,24,27,24,26,6,51,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,1.0,7.0,27,1.0,2.0,2.0,3.0,6.0,2.0,1.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,24,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.375,0.5,0.375,0.3888888888888889,0.5,0.3888888888888889,0.25,29.032258064516128,0.1111111111111111,0.1,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.2,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.5,1.0,0.125,0.25,1.0,0.5,0.375,0.6666666666666666,0.25,0.625,0.4673,0.6192,0.4673,0.2857142857142857,1.0,5.783333333333334,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101143,1610612757,Travis Diener,Travis Diener,101143,POR,440.0,7,-3.0,14,15,14,14,3,29,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201965,1610612757,Jeff Ayres,Jeff Ayres,201965,POR,638.0,11,2.0,21,24,21,23,4,45,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,3.0,,3.0,5.0,22,1.0,1.0,2.0,1.0,3.0,,3.0,5.0,,2.0,,2.0,,,,2.0,2.0,,,1.0,2.0,4.0,1.0,5.0,21,1.0,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.5,,24.0,,0.25,,,0.2,,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,1.0,1.0,0.6666666666666666,0.5,,0.6666666666666666,0.49703333333333327,0.5887,0.49703333333333327,0.4,1.0,3.533333333333333,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.25,0.5,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201967,1610612757,Dante Cunningham,Dante Cunningham,201967,POR,595.0,10,2.0,20,22,20,21,4,42,,,,,,,,,3.0,,,1.0,3.0,,3.0,5.0,19,,,,1.0,3.0,,3.0,5.0,2.0,,,,1.0,2.0,4.0,,4.0,,,1.0,2.0,4.0,2.0,5.0,20,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,25.0,0.25,,0.3333333333333333,0.2727272727272727,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,0.38053333333333333,,0.38053333333333333,,1.0,17.566666666666666,,1.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612757,Patty Mills,Patty Mills,201988,POR,742.0,12,1.0,24,27,24,26,6,51,1.0,3.0,,,1.0,3.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,6.0,27,,,,1.0,3.0,1.0,1.0,6.0,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,,6.0,24,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.625,,0.625,0.75,,0.75,0.25,16.129032258064516,,,,,,,,,,0.75,0.3333333333333333,0.5,1.0,,,,,,0.25,,,0.75,0.3333333333333333,0.25,1.0,0.6309625,,0.6309625,,1.0,,25.1,1.0,2.0,1.0,3.0,1.0,,7.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,0.25,0.3333333333333333,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,147.0,2,-1.0,4,5,4,5,2,9,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,8,1.0,1.0,2.0,1.0,1.0,,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,2.0,4,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14.285714285714285,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,0.5927,0.5927,0.5927,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,198.0,3,5.0,7,9,7,9,1,16,,,,,,,,,,1.0,1.0,,,1.0,,3.0,5,,,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,3.0,7,,,,,,,1.5,,1.5,1.5,,1.5,1.0,12.5,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.5343,,0.5343,,1.0,,24.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,104.0,2,-1.0,3,3,3,3,2,6,,1.0,,1.0,,1.0,,,,,,,1.0,,,,5,,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,3,,,,,,,,,,,,,,33.333333333333336,,0.5,,,0.5,,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,0.6318,0.6318,0.6318,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612757,Juwan Howard,Juwan Howard,436,POR,104.0,2,-1.0,3,3,3,3,2,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101110,1610612757,Martell Webster,Martell Webster,101110,POR,8370.0,140,-37.0,251,256,93,98,36,507,9.0,11.0,3.0,4.0,4.0,4.0,,4.0,14.0,10.0,4.0,14.0,29.0,15.0,9.0,52.0,307,4.0,6.0,11.0,4.0,8.0,8.0,6.0,20.0,12.0,16.0,9.0,5.0,9.0,8.0,17.0,6.0,23.0,1.0,4.0,12.0,16.0,16.0,1.0,20.0,93,1.0,0.42857142857142855,0.5454545454545454,0.4827586206896552,0.6666666666666666,0.5,0.48863636363636365,0.6875,0.4375,0.52,0.6875,0.5263157894736842,0.3409090909090909,18.088737201365188,0.1111111111111111,0.05319148936170213,0.2,0.1452991452991453,0.048,0.038461538461538464,0.10714285714285714,0.14705882352941177,0.043478260869565216,0.25,0.8181818181818182,0.8181818181818182,0.3333333333333333,0.09090909090909091,,,,0.3181818181818182,0.22727272727272727,0.5,0.75,0.25,1.0,0.25,0.5909090909090909,0.477160465116279,0.5165285714285714,0.49004687500000005,0.21153846153846154,0.38461538461538464,10.731034482758618,25.886666666666663,0.3705179282868526,3.0,1.0,4.0,1.0,3.0,9.0,6.0,5.0,1.0,1.0,,3.0,,1.0,1.0,5.0,3.0,3.0,3.0,1.0,5.0,0.125,0.022727272727272728,0.3333333333333333,0.14285714285714285,0.15625,5.0,,4.0,2.0,1.0,1.0,0.6666666666666666,,0.1,0.125,0.35714285714285715,0.35714285714285715,0.6,4.0,1.0,5.0,2.0,15.0,4.0,,,,1.0,2.0,1.0,0.3333333333333333,0.25,0.35714285714285715,,,0.4,0.4,1.0,0.25,0.4444444444444444,,,False,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,0.03225806451612903,0.041666666666666664,0.36363636363636365,0.11363636363636363,0.2,0.2,1.0,0.125,0.125,1.0,1.0,0.25,0.25,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,
