EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,Arc3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,BlockedShortMidRange,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,3SecondViolations,OffThreePtRebounds,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveAttempts,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,on,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3
101133,1610612759,Ian Mahinmi,Ian Mahinmi,101133,SAS,578.0,10,-5.0,21,21,14,12,42,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,21,2.0,3.0,4.0,4.0,1.0,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,14,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6,0.6666666666666666,28.571428571428573,0.16666666666666666,0.125,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.25,0.25,0.6666666666666666,1.0,0.5,0.46212499999999995,0.5044333333333333,0.2,0.2,0.6666666666666666,4.85,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,7623.0,127,-16.0,250,248,111,77,498,7.0,9.0,3.0,4.0,7.0,10.0,12.0,26.0,9.0,42.0,272,7.0,14.0,24.0,12.0,12.0,13,15,2.0,5.0,11.0,2.0,13.0,10.0,3.0,,,,,24.0,111,2.0,0.5,0.5454545454545454,0.46153846153846156,0.5,0.4714285714285714,0.5555555555555556,0.5256410256410257,0.6,15.602836879432624,0.15584415584415584,0.12264150943396226,0.058823529411764705,,0.2571428571428571,0.7777777777777778,0.875,0.5714285714285714,0.2,0.2857142857142857,0.2222222222222222,0.75,0.5142857142857142,0.4718114285714286,0.4161861111111111,0.10526315789473684,0.10344827586206896,0.5714285714285714,9.603846153846156,0.444,27.0,1.0,1.0,1.0,4.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,12.0,9.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,6.0,6.0,3.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.625,0.625,0.2571428571428571,0.07692307692307693,0.1111111111111111,0.14285714285714285,0.6,0.022988505747126436,0.034482758620689655,0.017094017094017096,0.03333333333333333,0.043478260869565216,0.1935483870967742,0.1724137931034483,0.14285714285714285,0.058823529411764705,0.14285714285714285,0.16666666666666666,1.0,0.4,0.4,0.25,0.2,0.2857142857142857,0.2857142857142857,1.0,0.05714285714285714,0.5,0.5,1.0,0.25,1.0,0.5,0.5,1.0,0.1111111111111111,0.5,0.1111111111111111,0.5,0.5,0.4014,0.1111111111111111,0.11904761904761904,23.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,8095.0,135,-12.0,264,262,104,88,526,14.0,29.0,7.0,15.0,31.0,19.0,35.0,79.0,11.0,81.0,300,17.0,35.0,39.0,10.0,6.0,11,16,2.0,11.0,9.0,1.0,20.0,22.0,11.0,,,,,39.0,104,1.0,0.14285714285714285,0.14285714285714285,0.4430379746835443,0.4857142857142857,0.4375,0.4857142857142857,0.45,0.4875,34.35374149659864,0.06818181818181818,0.08264462809917356,0.06666666666666667,,0.3625,0.4827586206896552,0.5833333333333334,0.14285714285714285,0.3875,0.2375,0.42857142857142855,0.4666666666666667,0.375,0.48194125000000004,0.4865314285714286,0.12359550561797752,0.125,0.48148148148148145,7.681012658227847,0.3939393939393939,24.0,1.0,3.0,15.0,6.0,,1.0,,,,,,,,,,1.0,2.0,5.0,,,5.0,,,5.0,60.0,,,,,6.0,13.0,12.0,25.0,4.0,9.0,3.0,62.0,4.0,4.0,5.0,3.0,1.0,,9.0,4.0,5.0,3.0,2.0,1.0,,,,1.0,1.0,,,,,,0.4,0.4,0.4166666666666667,0.0125,0.0759493670886076,0.1724137931034483,0.03225806451612903,0.8181818181818182,0.043478260869565216,0.12121212121212122,0.03418803418803419,0.09090909090909091,,0.03225806451612903,0.1111111111111111,,0.07692307692307693,0.4838709677419355,0.5,0.13333333333333333,0.3157894736842105,0.3157894736842105,0.16666666666666666,0.0125,,,,,,,,0.6,0.3333333333333333,,,,,,,,,0.5019199999999999,,0.06172839506172839,23.1,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,0.08333333333333333,0.125,0.030303030303030304,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,1993.0,33,-7.0,70,69,29,26,139,,,,,,1.0,,1.0,,3.0,75,,1.0,,,1.0,1,1,,1.0,4.0,,,,,,,,,,29,2.0,,,,,0.3,,0.3,,8.219178082191782,0.045454545454545456,0.03571428571428571,,,,,,,,0.2,,,0.8,0.42483000000000004,0.39375000000000004,,,,22.2,0.4142857142857143,4.0,,,,,,,,,,,1.0,4.0,,3.0,1.0,4.0,,,,,,,3.0,,,3.0,,4.0,1.0,,1.0,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,0.25,,,0.25,,,,0.8,,,,1.0,,,,,,0.16666666666666666,,,,,,,,,,,,,,0.8,0.25,0.25,1.0,,,,,,,,0.75,,0.25,,,,25.624999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,10401.0,173,-27.0,340,340,137,107,680,2.0,4.0,2.0,3.0,11.0,2.0,9.0,17.0,2.0,50.0,375,7.0,8.0,26.0,6.0,18.0,25,32,4.0,7.0,22.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,26.0,137,3.0,0.3333333333333333,0.5,0.5294117647058824,0.875,0.5454545454545454,0.9285714285714286,0.5555555555555556,0.9285714285714286,13.68421052631579,0.1565217391304348,0.1337579617834395,0.14705882352941177,0.3333333333333333,0.09090909090909091,0.5,0.5,0.5,0.25,0.045454545454545456,0.21428571428571427,0.6666666666666666,0.7045454545454546,0.5202511363636365,0.5233142857142857,0.022222222222222223,0.05555555555555555,0.52,8.717647058823529,0.40294117647058825,36.0,2.0,3.0,7.0,,3.0,7.0,,,2.0,2.0,7.0,20.0,2.0,4.0,10.0,27.0,6.0,7.0,,,12.0,4.0,6.0,,12.0,30.0,6.0,20.0,7.0,,1.0,3.0,4.0,,1.0,,11.0,6.0,3.0,7.0,2.0,1.0,,3.0,2.0,1.0,1.0,10.0,2.0,,,,,,1.0,0.37037037037037035,,0.6666666666666666,0.37037037037037035,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6136363636363636,,,,0.42857142857142855,0.05,0.07142857142857142,0.03773584905660377,,0.08823529411764706,0.14285714285714285,0.1794871794871795,,0.08,0.6363636363636364,0.6363636363636364,0.2857142857142857,,,,0.1590909090909091,0.42857142857142855,0.42857142857142855,1.0,0.45454545454545453,0.35,0.35,1.0,0.42857142857142855,0.6666666666666666,,,,0.14285714285714285,1.0,0.2857142857142857,0.5,0.35,0.49818571428571434,,0.24,24.44814814814815,,3.0,,1.0,4.0,1.0,,,0.2857142857142857,0.1,0.07317073170731707,0.1,1.0,1.0,4.0,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,
2586,1610612759,Keith Bogans,Keith Bogans,2586,SAS,1205.0,20,,39,42,10,13,81,,2.0,,,,,,2.0,,,36,,,,,,1,2,,1.0,5.0,,2.0,,,1.0,1.0,1.0,,,10,1.0,,,,,,,,,9.30232558139535,,,,,0.6666666666666666,,,,,,,,1.0,0.5754833333333333,,,,,,0.2564102564102564,4.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,,1.0,,2.0,,1.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,1.0,0.06666666666666667,,0.05263157894736842,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,24.1,,,1.0,,1.0,2.0,,,0.2,,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202066,1610612759,Garrett Temple,Garrett Temple,202066,SAS,329.0,5,-1.0,14,15,3,6,29,,,,,,,,,,3.0,13,,,,,1.0,1,1,,1.0,,,,,,,,,,,3,,,,,,0.5,,0.5,,28.57142857142857,0.3333333333333333,0.25,,,,,,,,,,,1.0,0.55285,0.46695,,,,,0.21428571428571427,1.0,,,,,1.0,3.0,,,,1.0,,,,,1.0,3.0,,,,,,,1.0,,,3.0,,,,,1.0,1.0,2.0,,1.0,,5.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,1.0,,,,1.0,,,,,,,0.5,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,,,,,,,,23.23333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,5433.0,91,-31.0,174,175,77,43,349,4.0,6.0,,1.0,4.0,9.0,8.0,19.0,6.0,22.0,196,2.0,8.0,4.0,6.0,8.0,11,14,1.0,4.0,8.0,,6.0,9.0,5.0,,,,,4.0,77,1.0,0.375,0.375,0.42105263157894735,0.25,0.42105263157894735,0.25,0.4782608695652174,0.25,13.775510204081632,0.13114754098360656,0.12643678160919541,0.07692307692307693,,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.5,0.21052631578947367,0.47368421052631576,0.125,,0.3157894736842105,0.4521842105263158,0.4104,0.21739130434782608,0.21739130434782608,0.18181818181818182,10.457894736842105,0.4425287356321839,21.0,,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,3.0,,3.0,,3.0,,6.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,0.75,0.045454545454545456,0.11538461538461539,0.036585365853658534,,,0.15384615384615385,0.13636363636363635,0.125,0.09090909090909091,0.5,0.5,,0.2222222222222222,0.2222222222222222,0.5,,,,,,,,,1.0,,,,,,,,,,0.5854,,,,,,,,,1.0,,1.0,,,0.13043478260869565,0.1111111111111111,,,1.0,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,5676.0,95,8.0,184,183,69,56,367,14.0,17.0,3.0,4.0,13.0,,19.0,30.0,14.0,55.0,192,4.0,7.0,16.0,26.0,13.0,21,27,4.0,6.0,11.0,1.0,20.0,27.0,14.0,2.0,,2.0,1.0,16.0,69,,0.6842105263157895,0.7647058823529411,0.6333333333333333,0.5714285714285714,0.640625,0.6111111111111112,0.6395348837209303,0.5714285714285714,24.623115577889447,0.19696969696969696,0.20212765957446807,0.21428571428571427,0.5,0.53125,0.8235294117647058,0.8235294117647058,0.8571428571428571,0.40625,,0.4444444444444444,0.75,0.59375,0.49119062499999994,0.5052777777777778,0.34146341463414637,0.358974358974359,0.2909090909090909,4.33,0.375,14.0,3.0,4.0,5.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,4.0,6.0,,,9.0,1.0,2.0,5.0,12.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,,2.0,,9.0,5.0,6.0,6.0,1.0,3.0,3.0,2.0,2.0,,1.0,7.0,,,,,2.0,2.0,1.0,0.5,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.0625,0.03333333333333333,,0.07692307692307693,0.3333333333333333,0.08771929824561403,0.21428571428571427,0.07792207792207792,0.13636363636363635,,0.25,0.125,,0.09090909090909091,0.38461538461538464,0.4166666666666667,0.2,,,,,,,,0.0625,0.5,0.5,1.0,0.6666666666666666,0.75,,,,,,0.2222222222222222,0.5,0.5,0.5202666666666667,,0.16363636363636364,25.0,1.0,1.0,1.0,,2.0,,1.0,5.0,0.4,,0.1111111111111111,0.3,1.0,1.0,2.0,2.0,0.3333333333333333,1.0,,1.0,2.0,1.0,0.05,0.08333333333333333,,,,,,,,True,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,6525.0,109,-14.0,209,209,77,68,418,10.0,16.0,,5.0,7.0,5.0,11.0,28.0,27.0,64.0,233,1.0,10.0,18.0,2.0,3.0,9,11,7.0,11.0,6.0,2.0,20.0,29.0,8.0,2.0,1.0,2.0,,18.0,77,1.0,0.09090909090909091,0.09090909090909091,0.39285714285714285,0.1,0.4111111111111111,0.125,0.5535714285714286,0.3269230769230769,28.151260504201684,0.04,0.07920792079207921,,,0.35555555555555557,0.625,0.7142857142857143,0.1,0.15555555555555556,0.1111111111111111,0.25,,0.7333333333333333,0.5218738636363636,0.49331842105263163,0.18,0.25,0.28125,5.678571428571428,0.3684210526315789,27.0,,1.0,,1.0,,3.0,,1.0,,2.0,5.0,14.0,1.0,8.0,5.0,17.0,,2.0,1.0,3.0,5.0,1.0,10.0,13.0,20.0,15.0,,13.0,5.0,2.0,13.0,2.0,15.0,,13.0,,32.0,2.0,5.0,2.0,1.0,10.0,4.0,4.0,4.0,,4.0,2.0,,,2.0,1.0,6.0,6.0,1.0,0.29411764705882354,0.3333333333333333,0.1,0.3125,,0.3,0.3333333333333333,0.37777777777777777,0.07142857142857142,0.125,,0.36363636363636365,0.0273972602739726,0.19230769230769232,0.0196078431372549,,,0.07142857142857142,0.045454545454545456,0.14285714285714285,0.04,,,,0.2,0.2,,0.06666666666666667,,,,0.3111111111111111,0.35714285714285715,0.35714285714285715,1.0,0.2,,0.2,,,0.1,,0.4,0.125,0.38461538461538464,0.5540375000000001,0.05555555555555555,0.078125,26.05294117647059,2.0,2.0,,,1.0,6.0,,4.0,0.1111111111111111,,0.09090909090909091,0.21052631578947367,3.0,2.0,,1.0,,2.0,,,,,,,1.0,2.0,1.0,0.4,0.5,1.0,,True,,,,,,,,,,
