EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,LongMidRangeAssists,FTOffRebounds,Travels,PenaltyTurnovers,Offensive Fouls,BlockedShortMidRange,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg2aBlocked,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,Loose Ball Fouls,Loose Ball Fouls Drawn,PtsUnassisted3s,Fg3aBlocked,2pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceTurnovers,on,SecondChanceCorner3FGA,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,DefensiveGoaltends,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips
101110,1610612757,Martell Webster,Martell Webster,101110,POR,3832.0,64,-14,108,113,25,38,17,221,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,11.0,4.0,7.0,5.0,27.0,143,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,11.0,4.0,6.0,12.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,8.0,2.0,10.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,25,1.0,0.4,0.5,1.0,0.5714285714285714,1.0,0.4,0.5714285714285714,0.45454545454545453,1.0,0.3333333333333333,0.6111111111111112,1.25,0.5,0.6136363636363636,1.25,0.55,0.3888888888888889,19.047619047619047,1.0,0.18181818181818182,0.02857142857142857,0.125,0.07142857142857142,0.16326530612244897,0.04081632653061224,0.2,0.1111111111111111,0.21428571428571427,0.18181818181818182,0.125,0.07692307692307693,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,0.5,0.1111111111111111,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.75,0.75,1.0,0.5,1.0,0.5,1.0,1.0,0.125,1.0,0.375,0.3333333333333333,0.25,0.5,0.5,0.75,0.4546888888888889,0.5876,0.48138125,0.14285714285714285,0.15384615384615385,0.125,0.18518518518518517,0.4074074074074074,13.836363636363636,24.32857142857143,0.23148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1889,1610612757,Andre Miller,Andre Miller,1889,POR,2751.0,46,-10,82,81,23,24,11,163,,1.0,,1.0,,,5.0,3.0,6.0,,,,,,1.0,,,,1.0,6.0,12.0,,1.0,9.0,21.0,107,1.0,2.0,,,2.0,2.0,4.0,,1.0,4.0,8.0,4.0,8.0,,,1.0,,,,,1.0,2.0,,2.0,1.0,,1.0,1.0,,3.0,3.0,4.0,7.0,12.0,4.0,,2.0,,,,,8.0,23,2.0,0.3333333333333333,0.3333333333333333,,,,,,0.5,0.5,0.5,0.46153846153846156,0.5,0.4,0.5526315789473685,0.5,0.5,0.07692307692307693,23.404255319148938,0.3333333333333333,0.05263157894736842,,,,0.034482758620689655,,,,0.125,,,,,,0.07692307692307693,,,,0.38461538461538464,0.46153846153846156,0.5,0.5,0.6666666666666666,,,,,0.07692307692307693,,,,0.5,,,,,,,,,0.2,,0.15384615384615385,,0.4158576923076923,0.4802,0.39695,0.23529411764705882,0.25,,0.09523809523809523,0.38095238095238093,12.416666666666664,24.5,0.2804878048780488,3.0,5.0,5.0,10.0,4.0,1.0,3.0,2.0,25.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,3696.0,62,-15,100,101,28,22,17,201,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,13.0,,,,,,,,,,,8.0,20.0,,,8.0,24.0,129,2.0,3.0,,,5.0,3.0,5.0,,,3.0,9.0,10.0,6.0,,,,,1.0,2.0,4.0,5.0,10.0,4.0,14.0,1.0,,,,,3.0,2.0,4.0,10.0,12.0,6.0,,,7.0,5.0,7.0,3.0,9.0,28,,0.625,0.625,,,,,,0.4,0.6666666666666666,0.6,0.4,0.6666666666666666,0.6,0.46153846153846156,0.625,0.6428571428571429,,24.369747899159666,,0.15625,0.058823529411764705,0.2857142857142857,0.07142857142857142,0.1956521739130435,0.0625,,,0.15384615384615385,0.15384615384615385,0.16666666666666666,0.23076923076923078,1.0,0.42857142857142855,0.1,1.0,1.0,0.5,0.25,0.65,0.3076923076923077,0.3076923076923077,0.75,,,,,,,,,0.6666666666666666,1.0,,,,0.4,1.0,,,,,0.1,,0.408025,0.6528,0.48242,0.23076923076923078,0.23076923076923078,,0.20833333333333334,0.375,14.59,,0.28,2.0,3.0,1.0,4.0,1.0,,1.0,,9.0,1.0,1.0,1.0,3.0,,,,0.5,0.4,0.4,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.25,0.5,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,1632.0,27,-15,46,44,30,16,8,90,,1.0,,,,1.0,,1.0,5.0,,1.0,,1.0,,4.0,,,,4.0,1.0,6.0,,5.0,1.0,3.0,59,,,,,,,2.0,,5.0,1.0,1.0,,2.0,,,3.0,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,,1.0,30,,,,,,,,,0.16666666666666666,,,0.09090909090909091,,,0.125,,0.0625,0.45454545454545453,24.074074074074073,1.0,,,0.16666666666666666,,0.05555555555555555,,,,,,,,0.5,,0.09090909090909091,,,,,0.45454545454545453,0.2,0.2,,0.09090909090909091,,,,0.36363636363636365,,,,,,,,,0.14285714285714285,,0.14285714285714285,,0.5714285714285714,,0.5454545454545454,,0.42386,,0.4654333333333333,0.08333333333333333,0.14285714285714285,,,0.3333333333333333,13.766666666666666,31.0,0.6521739130434783,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,True,,,,,,,,,,,,
436,1610612757,Juwan Howard,Juwan Howard,436,POR,5190.0,86,-27,149,151,44,48,25,300,3.0,4.0,2.0,3.0,,1.0,7.0,4.0,8.0,,,,,,,,,,,10.0,19.0,,,,20.0,196,4.0,5.0,,,8.0,2.0,4.0,,,,4.0,10.0,10.0,,2.0,,,4.0,4.0,2.0,4.0,8.0,8.0,16.0,1.0,1.0,1.0,1.0,,3.0,9.0,20.0,2.0,,,,,1.0,1.0,1.0,1.0,4.0,44,,0.5,0.5555555555555556,,,,,,0.5263157894736842,0.8,0.5,0.5263157894736842,0.8,0.5,0.5263157894736842,0.8,0.5,,12.571428571428571,0.3333333333333333,0.08888888888888889,0.0784313725490196,0.09523809523809523,0.2,0.09090909090909091,0.11267605633802817,,0.16666666666666666,0.09523809523809523,,0.2,0.125,,1.0,0.21052631578947367,0.75,1.0,0.6666666666666666,0.3684210526315789,0.42105263157894735,0.5,0.5,0.25,,,,,,,,,0.6,0.6666666666666666,,,,0.25,,,,,,0.21052631578947367,,0.43015789473684213,0.43345,0.352675,,,,0.4,0.2,10.8,,0.2953020134228188,3.0,4.0,,4.0,,,2.0,1.0,8.0,2.0,,,2.0,,,4.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,,1.0,,,,2.0,,,0.07692307692307693,0.10344827586206896,0.25,0.6666666666666666,0.5,,1.0,,0.05263157894736842,0.25,1.0,2.0,,,,,,,True,,,,,,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,2659.0,44,-6,76,76,9,23,12,152,,1.0,,,,,1.0,,1.0,,,,,7.0,13.0,1.0,3.0,,,1.0,3.0,7.0,13.0,4.0,27.0,94,,,1.0,3.0,3.0,,,,,2.0,2.0,,2.0,18.0,,13.0,7.0,,,2.0,3.0,5.0,,5.0,1.0,,1.0,1.0,,2.0,1.0,1.0,5.0,4.0,2.0,,,,,,,2.0,9,,,,0.8571428571428571,0.5384615384615384,0.3333333333333333,,0.5384615384615384,0.3333333333333333,,,0.71875,0.5,,0.75,0.5,1.0,0.8125,22.727272727272727,0.5,0.11538461538461539,,0.16666666666666666,,0.13157894736842105,,,,0.14285714285714285,0.14285714285714285,,0.2,,,0.0625,,,,0.0625,0.0625,,,,,,,,0.8125,0.5384615384615384,0.5384615384615384,0.8571428571428571,,,1.0,0.3333333333333333,1.0,,,,,,,0.875,0.5384615384615384,0.526025,0.5853,,0.1111111111111111,0.4,,0.1111111111111111,0.07407407407407407,9.766666666666666,25.069230769230767,0.11842105263157894,1.0,2.0,1.0,3.0,,1.0,,1.0,7.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,3.0,,,,,,True,,,,,,,,,,,,
201573,1610612757,Jerryd Bayless,Jerryd Bayless,201573,POR,3461.0,58,-28,100,103,25,31,16,203,7.0,9.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,,3.0,,1.0,,,11.0,17.0,2.0,6.0,9.0,37.0,135,1.0,1.0,,1.0,7.0,2.0,4.0,2.0,3.0,3.0,13.0,8.0,14.0,6.0,,3.0,,1.0,1.0,1.0,1.0,3.0,2.0,5.0,,,1.0,1.0,,2.0,,5.0,10.0,12.0,5.0,,2.0,,,,,13.0,25,2.0,0.36363636363636365,0.36363636363636365,1.0,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.6470588235294118,1.0,0.5,0.6086956521739131,0.5,0.7142857142857143,0.6607142857142857,0.875,0.7222222222222222,0.2608695652173913,26.086956521739133,0.5,0.029411764705882353,0.02702702702702703,0.06666666666666667,0.07692307692307693,0.04081632653061224,0.04,,0.14285714285714285,,0.09090909090909091,,0.09090909090909091,,,0.391304347826087,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.13043478260869565,0.21739130434782608,0.4,0.4,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.13043478260869565,,,,0.5,1.0,0.5,,,0.2857142857142857,1.0,0.42857142857142855,0.6666666666666666,,,0.6521739130434783,,0.5202727272727273,0.5484,0.5592499999999999,0.19230769230769232,0.25,,0.1891891891891892,0.35135135135135137,7.758823529411765,26.316666666666666,0.25,2.0,5.0,5.0,10.0,4.0,1.0,1.0,,25.0,1.0,,,1.0,1.0,,1.0,0.2,0.6666666666666666,0.6666666666666666,5.0,4.0,,,2.0,,,,0.07692307692307693,,,0.5,,,,2.0,,,,,,1.0,2.0,0.16666666666666666,0.3333333333333333,,True,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,1305.0,22,-7,37,37,18,10,11,74,2.0,4.0,,2.0,1.0,2.0,,,,,4.0,,,,1.0,,,,1.0,2.0,4.0,,5.0,,4.0,51,,2.0,,,,1.0,2.0,,1.0,,2.0,2.0,2.0,,,,,,2.0,1.0,2.0,3.0,2.0,5.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,18,,0.5,0.5,,,,,,0.5,,0.5,0.2222222222222222,,0.3333333333333333,0.2222222222222222,,0.3333333333333333,0.5555555555555556,20.833333333333336,1.0,0.16666666666666666,0.14285714285714285,0.25,,0.1875,0.09523809523809523,,,0.3333333333333333,,,0.5,,,0.4444444444444444,0.5,0.5,0.5,,,,,,0.4444444444444444,,,,0.1111111111111111,,,,1.0,,,,,0.6666666666666666,0.5,,,0.3333333333333333,,1.0,,0.6027562500000001,0.612,0.5915,,,,,0.5,,29.3,0.4864864864864865,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,0.2222222222222222,,,,1.0,,,,,,,,,,,,1.0,True,,,,,,,,,,,,
948,1610612757,Marcus Camby,Marcus Camby,948,POR,912.0,15,-14,30,32,7,20,4,62,,2.0,,2.0,,,1.0,1.0,2.0,,,,,,1.0,,,,1.0,1.0,5.0,,1.0,2.0,4.0,46,,2.0,,,2.0,,1.0,,1.0,2.0,2.0,2.0,,,,,,2.0,1.0,,2.0,2.0,3.0,5.0,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,2.0,1.0,2.0,1.0,2.0,7,,1.0,1.0,,,,,,0.2,,,0.16666666666666666,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.16666666666666666,23.52941176470588,,0.2222222222222222,0.08333333333333333,,0.6666666666666666,0.15384615384615385,0.2,,1.0,,,1.0,,,0.5,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,,0.16666666666666666,,,,1.0,,,,,,,,,0.5,,0.5,,0.49768,0.62995,0.3836,0.14285714285714285,0.16666666666666666,,0.5,0.5,9.86,69.7,0.23333333333333334,,,,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,,1.0,,0.25,,0.5,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,
201967,1610612757,Dante Cunningham,Dante Cunningham,201967,POR,408.0,7,2,14,14,8,5,2,28,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,15,,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,1.0,2.0,2.0,2.0,,,,,2.0,3.0,,,,,,,,,,,8,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,6.25,,,0.25,,,,0.16666666666666666,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3742,,,,,,,,20.1,,0.5714285714285714,,,,,,,,,,1.0,,,,,,,0.25,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
