EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,OffThreePtRebounds,SelfOReb,LostBallTurnovers,Blocked3s,BlockedArc3,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Corner3Assists,LostBallSteals,BlockedLongMidRange,SecondChanceArc3Frequency,PenaltyCorner3FGA,ShortMidRangeAssists,Offensive Fouls Drawn,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,SecondChanceTurnovers,3SecondViolations,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,AtRimPctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,6264.0,104,-23,195,193,51.0,39,23,388,5.0,7.0,2.0,3.0,1.0,1.0,12.0,17.0,8.0,20.0,1.0,1.0,2.0,3.0,2.0,3.0,25.0,44.0,3.0,4.0,22.0,81.0,204,2.0,6.0,4.0,8.0,8.0,11.0,2.0,3.0,10.0,32.0,22.0,28.0,9.0,2.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,3.0,14.0,1.0,4.0,10.0,3.0,17.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,7.0,1.0,1.0,16.0,3.0,23.0,4.0,1.0,9.0,4.0,2.0,1.0,1.0,2.0,1.0,32.0,51.0,2.0,4.0,0.44,0.4583333333333333,1.0,0.75,0.6666666666666666,0.75,0.5681818181818182,0.3333333333333333,0.7272727272727273,0.6145833333333334,0.3333333333333333,0.7857142857142857,0.7017543859649122,0.5,0.8888888888888888,0.08333333333333333,28.054298642533936,0.4,0.3333333333333333,0.14705882352941177,0.013157894736842105,0.2222222222222222,0.16279069767441862,0.010638297872340425,0.03333333333333333,0.0625,0.25,0.10714285714285714,0.16666666666666666,0.3333333333333333,0.5,0.14583333333333334,0.7142857142857143,0.7142857142857143,0.6,0.3541666666666667,0.7058823529411765,0.7058823529411765,0.3333333333333333,0.4166666666666667,0.4,0.4,0.5,0.020833333333333332,1.0,1.0,1.0,0.0625,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.07142857142857142,1.0,0.21428571428571427,0.6666666666666666,0.22916666666666666,0.6666666666666666,0.44334999999999997,0.51012,0.44159642857142856,0.16981132075471697,0.1836734693877551,0.09876543209876543,0.3950617283950617,12.375,24.475,0.26153846153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,3986.0,66,-24,122,122,27.0,19,21,244,4.0,9.0,2.0,3.0,1.0,1.0,3.0,12.0,,1.0,,2.0,,,,,7.0,22.0,,2.0,,14.0,129,4.0,6.0,,8.0,1.0,2.0,,,,2.0,4.0,10.0,,6.0,,,1.0,,1.0,,1.0,,2.0,5.0,1.0,5.0,1.0,7.0,6.0,13.0,,,4.0,,3.0,,,4.0,1.0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,,3.0,3.0,2.0,27.0,,,0.2857142857142857,0.5,,,,,0.3181818181818182,0.6666666666666666,0.5,0.2916666666666667,0.6666666666666666,0.5,0.2916666666666667,0.6666666666666666,0.5,0.08333333333333333,19.310344827586206,1.0,0.16666666666666666,0.10869565217391304,0.08771929824561403,0.1,0.10714285714285714,0.08571428571428572,0.08333333333333333,,0.21428571428571427,0.1,0.14285714285714285,,1.0,0.375,0.4444444444444444,0.4444444444444444,0.25,0.5,0.25,0.3,0.3333333333333333,0.041666666666666664,,,,0.08333333333333333,,,,,,,,0.5,0.6666666666666666,,0.5,1.0,,,0.4583333333333333,,0.493975,0.5161833333333333,0.47545,,,0.5714285714285714,0.14285714285714285,5.422727272727273,22.9,0.22131147540983606,2.0,1.0,1.0,1.0,2.0,2.0,0.09090909090909091,0.16666666666666666,0.07692307692307693,0.21428571428571427,0.14285714285714285,0.06666666666666667,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,2944.0,49,-8,91,88,16.0,27,9,179,1.0,2.0,,,,1.0,1.0,5.0,1.0,5.0,,1.0,2.0,6.0,,1.0,3.0,12.0,2.0,7.0,2.0,14.0,96,,,,,,2.0,,1.0,,,4.0,2.0,3.0,,5.0,2.0,1.0,2.0,3.0,1.0,1.0,,8.0,,1.0,3.0,,4.0,,4.0,2.0,,1.0,,1.0,,,1.0,,2.0,5.0,,,2.0,,4.0,,,2.0,,1.0,,,1.0,1.0,,16.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,,0.3333333333333333,0.25,,,0.3157894736842105,,,0.3333333333333333,,,0.3684210526315789,21.359223300970875,1.0,,0.1,,0.2,0.11428571428571428,,,0.125,,0.2222222222222222,0.3333333333333333,,1.0,0.10526315789473684,0.5,0.5,1.0,0.2631578947368421,0.2,0.25,1.0,0.2631578947368421,0.2,0.2,,0.05263157894736842,,,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,,,,0.3333333333333333,,0.3333333333333333,,0.47368421052631576,0.4,0.47762222222222217,0.40995,0.5153833333333334,0.09523809523809523,0.14285714285714285,,,11.416666666666666,27.599999999999998,0.17582417582417584,1.0,,,,,,0.08333333333333333,0.2,,,,,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,6890.0,115,-12,212,208,57.0,58,30,420,,3.0,,,,2.0,,3.0,1.0,4.0,,2.0,4.0,13.0,1.0,3.0,1.0,10.0,4.0,15.0,2.0,16.0,218,,2.0,,,,4.0,1.0,4.0,,3.0,2.0,,9.0,,13.0,4.0,13.0,3.0,16.0,3.0,2.0,5.0,35.0,3.0,7.0,9.0,3.0,19.0,3.0,22.0,7.0,3.0,5.0,1.0,4.0,1.0,,6.0,2.0,1.0,7.0,,,6.0,1.0,2.0,,,,1.0,,,,,,3.0,57.0,,,1.0,1.0,0.75,0.26666666666666666,0.25,0.26666666666666666,0.1,,,0.28,,0.1875,0.3076923076923077,,0.1875,0.6,12.5,0.8333333333333334,0.2727272727272727,0.11688311688311688,0.03488372093023256,0.3684210526315789,0.16666666666666666,0.027522935779816515,0.029411764705882353,0.05,0.1111111111111111,0.16666666666666666,0.4166666666666667,0.2857142857142857,,0.12,,,,0.12,,,,0.16,0.25,0.25,1.0,0.08,,,,0.52,0.3076923076923077,0.3076923076923077,0.75,,,,0.25,,0.375,0.3333333333333333,0.72,0.3076923076923077,0.503734,0.47905000000000003,0.53410625,,,,0.1875,10.54,24.413333333333338,0.2688679245283019,1.0,,,1.0,,,0.1,0.3333333333333333,,0.043478260869565216,,,3.0,3.0,3.0,,,4.0,,0.6,1.0,6.0,2.0,0.034482758620689655,0.125,,,,,,True,,,,,,,,,,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,7109.0,118,-21,219,215,57.0,58,30,434,,6.0,,5.0,,3.0,,2.0,,,,,,,,,,8.0,,,5.0,5.0,228,,6.0,,,,4.0,,,4.0,4.0,,,,,,,3.0,,3.0,,1.0,2.0,6.0,13.0,2.0,10.0,3.0,15.0,18.0,33.0,1.0,,1.0,,1.0,5.0,,6.0,2.0,13.0,19.0,1.0,3.0,6.0,,12.0,,,3.0,3.0,5.0,2.0,3.0,5.0,2.0,4.0,57.0,,3.0,,,,,,,,,,,,,0.17857142857142858,,0.2857142857142857,,7.843137254901961,0.16666666666666666,0.2727272727272727,0.1282051282051282,0.14285714285714285,0.10526315789473684,0.12371134020618557,0.15789473684210525,0.16666666666666666,0.2,0.14285714285714285,0.06666666666666667,0.08333333333333333,0.14285714285714285,0.4,0.75,,,,0.25,,,,,,,,,,,,,,,,0.8333333333333334,,,0.75,,,,0.75,,0.5400375,0.584,0.491425,0.2727272727272727,0.2727272727272727,,0.8,2.25,,0.2602739726027397,1.0,5.0,1.0,,,,0.125,0.5,0.21739130434782608,0.08695652173913043,0.15384615384615385,0.14285714285714285,,,,,,1.0,,,,,,0.15625,,1.0,2.0,0.3,,,True,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,1523.0,25,-6,45,47,5.0,17,1,92,2.0,3.0,,,,,,3.0,,,1.0,2.0,1.0,1.0,,,2.0,6.0,2.0,3.0,,10.0,52,,,,,,1.0,,,,,2.0,2.0,6.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,8.0,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,5.0,,,0.5,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,0.5555555555555556,,,0.5555555555555556,,,0.3333333333333333,21.73913043478261,,,0.06666666666666667,,,0.05263157894736842,,,0.3333333333333333,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,0.6666666666666666,1.0,0.5136444444444445,,0.3881,,,,,4.966666666666666,25.266666666666666,0.1111111111111111,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
2406,1610612742,Caron Butler,Caron Butler,2406,DAL,5375.0,90,-21,166,160,48.0,47,28,326,4.0,8.0,,1.0,1.0,2.0,1.0,7.0,11.0,26.0,1.0,4.0,1.0,1.0,,,16.0,41.0,2.0,5.0,11.0,49.0,167,2.0,5.0,,4.0,2.0,9.0,,1.0,2.0,6.0,18.0,14.0,,,1.0,1.0,2.0,,2.0,,1.0,1.0,4.0,1.0,2.0,15.0,,17.0,2.0,19.0,3.0,1.0,5.0,2.0,3.0,5.0,,10.0,2.0,2.0,5.0,,1.0,10.0,1.0,12.0,,,5.0,1.0,,,,,,6.0,48.0,1.0,1.0,0.5625,0.5625,,0.4,,0.4,0.3902439024390244,0.4,0.2222222222222222,0.41304347826086957,0.4,0.2,0.47115384615384615,0.4,0.2727272727272727,0.10869565217391304,31.0,0.5,,0.2459016393442623,0.013333333333333334,0.125,0.22077922077922077,0.021505376344086023,0.03333333333333333,0.125,0.15,0.4,0.09090909090909091,0.2,,0.17391304347826086,0.5,0.5714285714285714,0.75,0.15217391304347827,0.14285714285714285,0.14285714285714285,,0.5652173913043478,0.4230769230769231,0.4230769230769231,0.5454545454545454,0.08695652173913043,0.25,0.25,,0.021739130434782608,1.0,1.0,,0.2,,,0.2,0.5,,,0.2826086956521739,1.0,0.4583010869565217,0.46047499999999997,0.44425499999999996,0.09803921568627451,0.10869565217391304,0.08163265306122448,0.12244897959183673,12.675609756097563,23.54,0.2891566265060241,1.0,1.0,,2.0,,,0.024390243902439025,,0.05555555555555555,,,,,,6.0,,,2.0,,,1.0,,,,0.1,,1.0,0.14285714285714285,1.0,0.125,True,,,,,,,,,,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,1156.0,19,12,37,35,24.0,18,5,72,4.0,6.0,1.0,1.0,4.0,6.0,2.0,2.0,,2.0,,,1.0,2.0,1.0,2.0,6.0,10.0,1.0,2.0,1.0,16.0,37,1.0,1.0,,2.0,6.0,9.0,1.0,2.0,,15.0,2.0,10.0,,,2.0,1.0,2.0,,2.0,,2.0,,4.0,2.0,,2.0,,2.0,2.0,4.0,,,,,,1.0,,1.0,,,2.0,,1.0,2.0,,3.0,1.0,,2.0,,,,,,,15.0,24.0,1.0,,0.16666666666666666,0.16666666666666666,,0.5,0.5,0.5,0.6,1.0,0.6666666666666666,0.625,1.0,0.6818181818181818,0.6153846153846154,1.0,0.6818181818181818,0.16666666666666666,31.818181818181817,,,0.15384615384615385,0.18181818181818182,,0.11764705882352941,0.13333333333333333,0.16666666666666666,0.2,,0.5,,,,0.5,0.6666666666666666,0.8,0.25,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,,,,0.16666666666666666,0.5,0.5,,1.0,1.0,,0.5454545454545454,0.6666666666666666,0.18181818181818182,0.5,0.6666666666666666,0.5,0.5021874999999999,0.6631,0.5090590909090909,0.15384615384615385,0.18181818181818182,0.125,0.9375,6.090000000000001,24.7,0.6486486486486487,1.0,,,,,,0.1,,,,,,,,3.0,,,,,,,,,0.3333333333333333,,,,,,0.16666666666666666,True,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,298.0,5,-2,8,7,,7,3,15,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,2.0,,2.0,9,1.0,1.0,,2.0,,,,,,,,2.0,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.6666666666666666,23.076923076923077,,,,0.14285714285714285,,,0.1,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,1.0,1.0,,,,,,1.0,,0.6240166666666667,0.6059,,,,1.0,,,23.799999999999997,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7722.0,129,9,232,230,69.0,63,33,462,6.0,8.0,1.0,1.0,2.0,3.0,7.0,20.0,16.0,27.0,,,1.0,3.0,,2.0,29.0,55.0,1.0,3.0,18.0,79.0,261,2.0,3.0,3.0,7.0,6.0,15.0,,2.0,6.0,18.0,24.0,34.0,3.0,,3.0,1.0,6.0,6.0,12.0,2.0,2.0,1.0,30.0,2.0,4.0,19.0,2.0,25.0,6.0,31.0,4.0,4.0,4.0,,3.0,1.0,,5.0,4.0,4.0,8.0,1.0,1.0,22.0,2.0,19.0,2.0,,6.0,5.0,2.0,,1.0,2.0,1.0,18.0,69.0,1.0,3.0,0.41379310344827586,0.41379310344827586,1.0,0.3333333333333333,,0.3333333333333333,0.5272727272727272,0.6666666666666666,0.4,0.5258620689655172,0.6666666666666666,0.35294117647058826,0.5895522388059702,0.7,0.45,0.05172413793103448,26.492537313432834,0.8,0.2,0.2289156626506024,0.02564102564102564,0.19047619047619047,0.22115384615384615,0.05309734513274336,,0.23809523809523808,0.25925925925925924,0.2,0.21428571428571427,0.14285714285714285,0.5,0.13793103448275862,0.75,0.75,0.5,0.3448275862068966,0.35,0.3888888888888889,0.14285714285714285,0.46551724137931033,0.5925925925925926,0.5925925925925926,0.5,,,,,0.05172413793103448,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.17647058823529413,0.6666666666666666,0.11764705882352941,,0.1896551724137931,0.3333333333333333,0.4288103448275862,0.48775,0.42798823529411767,0.0967741935483871,0.1016949152542373,0.08860759493670886,0.22784810126582278,11.523636363636367,24.7,0.2974137931034483,2.0,4.0,1.0,1.0,,,0.03636363636363636,0.1,0.11428571428571428,0.09523809523809523,0.047619047619047616,0.038461538461538464,,,,,4.0,,1.0,,,3.0,,,,1.0,,0.21428571428571427,,,False,,,,,,,,,,,,,,,,
