EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,FG2M,Points,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,PtsAssisted2s,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGA,FG3A,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,Arc3Frequency,Avg3ptShotDistance,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimPctAssisted,on,Fg2aBlocked,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,PtsAssisted3s,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Assisted3sPct,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,506.0,8,7.0,16,15,11,7.0,3.0,31,1.0,1.0,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,11,5.0,0.25,0.25,0.5,0.1,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.7026,0.7026,0.7026,1.4,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,219.0,4,1.0,7,7,7,,2.0,14,2.0,1.0,2.0,2.0,5,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,7,44.44444444444444,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.3333333333333333,,,,1.0,1.0,1.0,1.0,0.6831,0.6657,0.6831,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,230.0,4,,7,8,7,1.0,2.0,15,,,,2.0,6,,2.0,,,,,,,7,33.333333333333336,,,,,,,,,,,,,0.34285,,0.34285,20.65,1.0,,,,1.0,4.0,,,1.0,4.0,,,,,,,,4.0,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,517.0,9,6.0,16,16,11,8.0,3.0,32,,,,,16,,,,,,,,,11,15.0,,,,,,,,,,,,1.0,0.5043,,,,0.6875,,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,,0.5,,1.0,1.0,,,,,,,,,1.0,,,2.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,517.0,9,6.0,16,16,11,8.0,3.0,32,1.0,1.0,1.0,1.0,16,1.0,1.0,,,1.0,4.0,,4.0,11,5.0,,0.25,,0.36363636363636365,,,,,1.0,1.0,1.0,1.0,0.6067,,0.6067,2.4,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,0.42857142857142855,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,298.0,5,5.0,9,9,4,8.0,1.0,18,1.0,1.0,1.0,1.0,11,1.0,1.0,,1.0,,,1.0,1.0,4,54.54545454545455,1.0,,,,0.3333333333333333,,,,0.2,1.0,0.25,1.0,0.55229,0.718,0.567625,0.9,0.4444444444444444,1.0,1.0,1.0,1.0,12.0,1.0,2.0,1.0,8.0,2.0,2.0,,,,,,8.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,,,1.0,,,1.0,2.0,,,,,,,,,4.0,4.0,4.0,1.0,2.0,0.8,0.8,25.15,1.0,1.0,,2.0,,,,,3.0,2.0,3.0,3.0,2.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.75,0.75,0.75,0.75,0.6666666666666666,0.75,0.16666666666666666,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,298.0,5,5.0,9,9,4,8.0,1.0,18,1.0,,,1.0,11,,,,,,,,,4,9.090909090909092,,,,,,,,,1.0,,,1.0,0.4656,,,2.7,0.4444444444444444,1.0,,,1.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,4209.0,70,-1.0,131,133,51,62.0,15.0,264,6.0,1.0,2.0,6.0,152,1.0,2.0,,4.0,,2.0,4.0,6.0,51,6.164383561643835,0.11764705882352941,,,0.03636363636363636,0.08163265306122448,,,,1.0,1.0,1.0,1.0,0.5659,0.3443,0.4868,0.8999999999999999,0.3893129770992366,5.0,1.0,2.0,5.0,13.0,1.0,2.0,2.0,4.0,2.0,2.0,,,,1.0,1.0,4.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,0.8125,1.0,1.0,,0.2222222222222222,,,0.8333333333333334,1.0,1.0,1.0,0.15384615384615385,0.3076923076923077,,,3.0,,8.0,3.0,4.0,,,0.8,1.0,,,,,,,,7.0,9.0,,,,,1.0,,3.0,2.0,0.04878048780487805,,0.0625,,,,,,,,,,2.0,5.0,3.0,5.0,,,,,,,,,0.25,0.25,0.8,False,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.0625,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,7883.0,131,-23.0,248,251,43,42.0,28.0,499,19.0,8.0,5.0,45.0,262,8.0,10.0,1.0,8.0,2.0,18.0,9.0,27.0,43,22.382671480144403,0.09090909090909091,0.09090909090909091,0.037037037037037035,0.17525773195876287,0.0782608695652174,0.09375,0.045454545454545456,,0.40425531914893614,1.0,0.45454545454545453,0.44680851063829785,0.4612170212765958,0.5575249999999999,0.45358181818181825,8.851111111111111,0.17338709677419356,10.0,4.0,2.0,20.0,50.0,4.0,10.0,3.0,13.0,16.0,8.0,2.0,8.0,3.0,11.0,1.0,13.0,0.4444444444444444,0.5,0.3,0.4574468085106383,0.5,0.4090909090909091,0.49019607843137253,0.5555555555555556,0.5,0.7272727272727273,0.125,0.1111111111111111,0.09090909090909091,0.5263157894736842,0.5555555555555556,0.5,0.4,0.2,0.26,8.0,15.0,7.0,4.0,24.0,8.0,9.0,1.0,1.0,0.6,0.75,0.3191489361702128,0.5333333333333333,0.5333333333333333,0.75,2.0,2.0,2.0,6.0,10.0,0.0425531914893617,0.0425531914893617,24.95,3.0,3.0,1.0,6.0,15.0,0.2,0.2857142857142857,0.09523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,,,,0.5,1.0,0.5,0.5,0.5,0.09090909090909091,1.0,0.5,0.08,0.08333333333333333,0.4,False,4.0,,,4.0,4.0,,3.0,1.0,1.0,,,,,0.08888888888888889,0.05263157894736842,0.0625,0.21212121212121213,,2.0,11.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.14285714285714285,0.23404255319148937,0.18181818181818182,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,7831.0,131,-9.0,242,244,81,88.0,30.0,486,7.0,,3.0,20.0,246,1.0,7.0,,1.0,3.0,8.0,1.0,9.0,81,19.92753623188406,0.012658227848101266,0.12,,0.07692307692307693,0.008928571428571428,0.029411764705882353,,,0.175,,0.23076923076923078,0.675,0.4855407894736843,0.3969,0.47659999999999997,9.625,0.3347107438016529,3.0,,,11.0,54.0,1.0,4.0,3.0,18.0,14.0,,,9.0,2.0,12.0,3.0,18.0,0.55,1.0,0.42857142857142855,0.5375,0.3333333333333333,0.46153846153846156,0.6022727272727273,0.5,0.5625,0.75,,0.15789473684210525,,0.42857142857142855,0.5,,,0.07407407407407407,0.3333333333333333,4.0,8.0,11.0,6.0,8.0,21.0,13.0,2.0,1.0,0.36363636363636365,0.36363636363636365,0.2,0.5,0.5,0.5,15.0,20.0,13.0,7.0,18.0,0.5,0.375,27.540000000000003,11.0,13.0,5.0,28.0,5.0,0.06329113924050633,,0.0967741935483871,5.0,2.0,5.0,7.0,2.0,6.0,,5.0,5.0,3.0,,,,0.35,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.4,0.38461538461538464,0.09523809523809523,0.14285714285714285,0.3333333333333333,False,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,,,,,1.0,0.05,0.14285714285714285,,0.08333333333333333,,4.0,5.0,2.0,21.0,,7.0,,,,2.0,1.0,,,0.125,0.8,0.8,0.25,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,0.05,0.2,0.125,0.4,0.5,1.0,0.6666666666666666,0.07692307692307693,0.047619047619047616,,,,,,,,,,,,,,,,
