EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedAtRim,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShortMidRangeFGA,Arc3FGA,SecondChanceFtPoints,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,LongMidRangeAssists,PenaltyTurnovers,ShortMidRangeFrequency,Arc3Frequency,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Travels,SecondChanceTurnovers,PenaltyArc3FGA,Fg2aBlocked,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,PenaltyArc3Frequency,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,3SecondViolations,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Loose Ball Fouls Drawn,on,ShortMidRangePctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,LiveBallTurnoverPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,OffShortMidRangeReboundPct,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,DefensiveGoaltends,OffCorner3ReboundPct
101121,1610612743,Joey Graham,Joey Graham,101121,DEN,1765.0,29.0,2.0,62.0,64,40.0,37.0,9.0,126,7.0,10.0,1.0,3.0,7.0,8.0,2.0,4.0,1.0,3.0,1.0,3.0,9.0,14.0,1.0,3.0,3.0,24.0,64.0,1.0,3.0,2.0,9.0,10.0,1.0,3.0,3.0,24.0,14.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,6.0,4.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0,40.0,1.0,1.0,0.7777777777777778,0.875,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.3333333333333333,0.9,0.6176470588235294,0.3333333333333333,0.8076923076923077,0.631578947368421,0.3333333333333333,0.8,0.17647058823529413,27.77777777777778,0.25,0.21428571428571427,0.2222222222222222,0.16666666666666666,0.2,0.13333333333333333,0.3,0.2,0.25,0.25,0.16666666666666666,0.16666666666666666,0.14285714285714285,1.0,0.5882352941176471,0.7,0.7,0.7142857142857143,0.23529411764705882,0.5,0.5,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6153846153846154,0.875,0.23076923076923078,0.3333333333333333,0.7647058823529411,0.5423264705882352,0.5836333333333333,0.561126923076923,0.1111111111111111,0.13333333333333333,0.08333333333333333,1.0,5.171428571428571,23.399999999999995,0.6451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,282.0,5.0,,9.0,10,9.0,10.0,,19,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,3.0,,,,,,,,1.0,,1.0,,,9.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,159.0,3.0,4.0,4.0,5,4.0,5.0,,9,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,1103.0,18.0,8.0,36.0,37,23.0,18.0,7.0,73,3.0,4.0,,1.0,2.0,2.0,,,1.0,1.0,,,3.0,5.0,1.0,2.0,3.0,12.0,35.0,,1.0,2.0,2.0,3.0,,,1.0,5.0,2.0,4.0,3.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,,1.0,1.0,,,,,5.0,23.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,0.6,,0.6666666666666666,0.6428571428571429,,0.6666666666666666,0.6666666666666666,0.5,0.625,0.2857142857142857,25.0,,0.16666666666666666,,,0.09090909090909091,,,,,,0.5,,,,0.5714285714285714,0.75,0.75,0.3333333333333333,,,,,0.14285714285714285,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,,,0.8571428571428571,0.5644071428571429,,0.5400666666666667,0.125,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.2,24.15,0.6388888888888888,,2.0,3.0,,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612743,Malik Allen,Malik Allen,2124,DEN,552.0,9.0,-1.0,18.0,19,13.0,13.0,2.0,37,,,,,,,,,,,,,,1.0,,,,,23.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,3.0,,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,4.761904761904762,0.25,,0.3333333333333333,,,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3955,,,,,,,7.2,,0.7222222222222222,,,,,,1.0,,,,,,,,1.0,,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,686.0,11.0,-3.0,26.0,25,15.0,6.0,2.0,51,,,,,,,,,,,,,,1.0,,1.0,,,28.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,15.0,,,,,,,,,,,,,,,,,,0.5,10.714285714285714,,,,0.3333333333333333,0.125,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.5,0.469075,,0.4136,,,,,7.9,24.7,0.5769230769230769,,,,,,1.0,1.0,,1.0,,,,1.0,0.5,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,1369.0,23.0,4.0,48.0,49,26.0,26.0,8.0,97,,2.0,,,,1.0,2.0,5.0,,,,,2.0,7.0,,3.0,5.0,9.0,49.0,,1.0,2.0,,1.0,,2.0,3.0,3.0,,4.0,,,,1.0,2.0,2.0,5.0,1.0,6.0,,,,,2.0,2.0,2.0,4.0,1.0,5.0,,6.0,,2.0,1.0,,,,,3.0,26.0,1.0,1.0,,,,,,,0.2857142857142857,,,0.2,,,0.34615384615384615,0.5,0.3,0.3,26.315789473684212,0.3333333333333333,0.2,,0.2,0.2,0.04,,,,0.25,0.2,0.2,,,0.2,,,,0.5,0.4,0.4,,,,,,,,0.3333333333333333,,,,0.5,0.4546449999999999,0.3746,0.49315,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.3333333333333333,11.485714285714286,24.566666666666666,0.5416666666666666,,1.0,2.0,,5.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,,0.3,1.0,0.1111111111111111,0.1111111111111111,1.0,,2.0,2.0,1.0,0.2857142857142857,1.0,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,727.0,12.0,-7.0,27.0,29,17.0,23.0,3.0,56,,,,,,,1.0,1.0,,,,,1.0,1.0,,4.0,4.0,6.0,33.0,,,,1.0,1.0,,4.0,4.0,6.0,,2.0,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,2.0,,4.0,,,2.0,,,,,6.0,17.0,,2.0,,,,,,,1.0,,1.0,0.2,,0.2,0.42857142857142855,,0.42857142857142855,0.8,22.580645161290324,,,,,,,,,,,,,,,,,,,0.2,1.0,1.0,,,,,,,,,,,,0.8,0.4547666666666667,,0.4547666666666667,,,,1.0,20.9,37.349999999999994,0.6296296296296297,,,,,,,4.0,,2.0,,,,,,0.8,,,,,,4.0,,,,,0.8,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,997.0,17.0,-1.0,37.0,38,27.0,24.0,7.0,75,1.0,4.0,,1.0,1.0,4.0,1.0,1.0,,,,,2.0,5.0,,2.0,7.0,11.0,36.0,,1.0,,1.0,4.0,,2.0,3.0,5.0,2.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,4.0,,8.0,,1.0,1.0,,,,,5.0,27.0,,1.0,0.5,0.5,,,,,0.4,,0.25,0.2857142857142857,,0.16666666666666666,0.5,,0.3125,0.2857142857142857,22.727272727272727,,0.1,,,0.07142857142857142,,,,,,0.2,,,,0.5714285714285714,0.25,0.25,,0.14285714285714285,1.0,1.0,1.0,,,,,1.0,,0.6666666666666666,0.25,,,0.8571428571428571,0.58875,0.5638,0.610675,0.2222222222222222,0.16666666666666666,,0.45454545454545453,3.46,24.5,0.7297297297297297,,4.0,4.0,3.0,8.0,,2.0,,2.0,,,1.0,,,0.2857142857142857,,,,,,2.0,,,,,0.3333333333333333,,1.0,1.0,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,967.0,16.0,-1.0,36.0,36,26.0,22.0,7.0,72,,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,36.0,,,,,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,2.0,,1.0,,1.0,,1.0,,,26.0,,,,,,,,,0.5,,,0.5,,,0.3333333333333333,,,,9.30232558139535,0.3333333333333333,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5381,,,0.3333333333333333,0.3333333333333333,,,3.5,,0.7222222222222222,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
