EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,LongMidRangeFrequency,PenaltyArc3Frequency,Corner3FGA,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,Corner3Frequency,FtPoints,PenaltyFtPoints,BadPassTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Steals,LostBallSteals,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,on,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,FTOffRebounds,DefThreePtRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Arc3Assists,LongMidRangeAssists,Loose Ball Fouls,Offensive Fouls,3SecondViolations,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,330.0,6.0,-10.0,13,13.0,5.0,13.0,1.0,26,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,24.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,21.428571428571427,1.0,0.3333333333333333,0.2,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5212166666666667,0.5957,1.0,25.85,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,1610612749,Primoz Brezec,Primoz Brezec,2056,MIL,420.0,7.0,-6.0,15,17.0,5.0,17.0,2.0,32,1.0,1.0,,,,2.0,2.0,,4.0,24.0,,,,2.0,,,,,,,,,,,,5.0,1.0,,1.0,,1.0,,,11.76470588235294,,,,,0.5,1.0,1.0,,,,0.5,0.4803,,,,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3636,0.5,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,489.0,8.0,-4.0,18,20.0,7.0,20.0,2.0,38,,,,,1.0,,1.0,1.0,,26.0,,,,,,,,,,,,,,,,7.0,,,,,,,0.5,10.0,,,,,,,,0.5,,,0.5,0.3982,,,43.7,0.3888888888888889,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,17.1,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1610612749,Royal Ivey,Royal Ivey,2767,MIL,420.0,7.0,-6.0,15,17.0,5.0,17.0,2.0,32,1.0,1.0,,,,1.0,2.0,1.0,2.0,24.0,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,5.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,23.52941176470588,,,,,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,0.5141,,,23.0,0.3333333333333333,,1.0,,1.0,,,1.0,1.0,,,,,,,,,0.3333333333333333,,,0.381,,6.3,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612749,Jerry Stackhouse,Jerry Stackhouse,711,MIL,379.0,6.0,-8.0,15,16.0,7.0,16.0,1.0,31,,,,,,,1.0,,6.0,26.0,,,,,,,,,,,,,,,,7.0,,,,,0.75,,,31.25,,,,,,,,,,,,0.3486,,,,0.4666666666666667,,,,,4.0,,,,4.0,,,,,,1.0,,,,,,0.6666666666666666,17.8,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,6.0,4.0,1.0,3.0,6.0,1.0,2.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,130.0,2.0,4.0,4,4.0,,4.0,1.0,8,2.0,2.0,1.0,1.0,,2.0,2.0,,4.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,40.0,,,0.5,,1.0,1.0,1.0,,1.0,1.0,1.0,0.6308,,0.5,,,,,,,,2.0,,,,,0.5,1.0,,,,0.5,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,20.0,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,110.0,2.0,4.0,3,4.0,,4.0,1.0,7,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,49.0,1.0,2.0,2,3.0,2.0,3.0,,5,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,,,50.0,,,,,1.0,1.0,1.0,,,,1.0,0.8486,,,,1.0,,,1.0,1.0,2.0,,,,2.0,,,,1.0,1.0,1.0,,,,,0.8486,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,49.0,1.0,2.0,2,3.0,2.0,3.0,,5,,,,,,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,,,50.0,,,,,,,,,,,,0.4048,,,,1.0,,,1.0,1.0,2.0,,,,2.0,,,,1.0,1.0,1.0,,,,,0.4048,1.0,14.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612749,Kurt Thomas,Kurt Thomas,703,MIL,49.0,1.0,2.0,2,3.0,2.0,3.0,,5,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,9059.0,151.0,-16.0,275,276.0,82.0,81.0,45.0,551,10.0,19.0,4.0,10.0,8.0,18.0,35.0,12.0,66.0,299.0,5.0,13.0,15.0,12.0,6.0,8.0,1.0,2.0,1.0,5.0,9.0,5.0,31.0,20.0,51.0,82.0,0.5142857142857142,0.38461538461538464,0.5425531914893617,0.3333333333333333,0.6,0.4411764705882353,0.2553191489361702,19.938650306748468,0.4166666666666667,0.09183673469387756,0.11333333333333333,0.0625,0.40425531914893614,0.5263157894736842,0.5555555555555556,0.1702127659574468,0.6666666666666666,0.4,0.6595744680851063,0.5201936170212768,0.5627875000000001,0.22727272727272727,24.900000000000002,0.29818181818181816,5.0,7.0,6.0,13.0,16.0,24.0,10.0,14.0,16.0,1.0,0.6666666666666666,0.8,0.46153846153846156,0.35294117647058826,0.42105263157894735,0.7,0.14893617021276595,0.7142857142857143,0.7142857142857143,0.528285294117647,0.24242424242424243,6.1171428571428565,9.0,2.0,4.0,,0.19148936170212766,0.11764705882352941,4.0,1.0,6.0,1.0,10.0,4.0,0.02857142857142857,,0.6,0.0851063829787234,15.0,4.0,5.0,19.0,18.0,9.0,1.0,1.0,0.16666666666666666,0.21428571428571427,8.0,0.15384615384615385,0.2,20.0,1.0,4.0,0.19607843137254902,0.19402985074626866,0.09523809523809523,4.0,9.0,5.0,1.0,0.5294117647058824,0.4444444444444444,3.0,0.3333333333333333,0.3333333333333333,False,2.0,2.0,3.0,2.0,5.0,2.0,5.0,15.0,3.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.05263157894736842,0.375,0.1875,0.10810810810810811,0.15384615384615385,0.14285714285714285,0.20512820512820512,0.23809523809523808,0.16666666666666666,0.21428571428571427,0.08695652173913043,1.0,0.4,1.0,0.5,0.5,1.0,0.375,0.375,1.0,0.25,0.13333333333333333,0.11764705882352941,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,10594.0,177.0,-18.0,303,307.0,40.0,32.0,48.0,610,25.0,38.0,7.0,10.0,2.0,26.0,48.0,2.0,64.0,332.0,7.0,12.0,18.0,22.0,10.0,1.0,3.0,5.0,1.0,12.0,10.0,1.0,24.0,14.0,38.0,40.0,0.5416666666666666,0.5833333333333334,0.52,0.5384615384615384,0.5517241379310345,0.6,0.04,17.877094972067038,0.3333333333333333,0.08403361344537816,0.08588957055214724,0.08333333333333333,0.76,0.6578947368421053,0.7352941176470589,0.04,0.7692307692307693,0.7,0.8,0.5380683673469389,0.5657909090909091,0.28125,33.05,0.132013201320132,,4.0,2.0,7.0,5.0,30.0,2.0,15.0,5.0,,0.5769230769230769,0.7142857142857143,0.2857142857142857,0.25,0.2777777777777778,0.56,0.08,,,0.5339142857142857,0.078125,3.4583333333333326,6.0,1.0,1.0,1.0,0.12,0.125,,4.0,1.0,,6.0,1.0,0.08333333333333333,,0.16666666666666666,,12.0,1.0,1.0,13.0,20.0,12.0,,,0.20689655172413793,0.21428571428571427,4.0,0.09090909090909091,0.2222222222222222,22.0,1.0,5.0,0.16541353383458646,0.1411042944785276,0.15,2.0,6.0,2.0,,0.75,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,False,,,,1.0,,1.0,4.0,,,2.0,1.0,,1.0,,2.0,,,,,1.0,,4.0,,,,,,,,0.10526315789473684,,0.03333333333333333,0.08163265306122448,0.09090909090909091,0.05714285714285714,0.1891891891891892,0.16071428571428573,0.047619047619047616,,,,,1.0,,,,,,,0.14285714285714285,0.07692307692307693,,,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
