EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,StepOutOfBoundsTurnovers,on,Clear Path Fouls
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,16662.0,278,-35,483,485,89.0,108.0,66.0,968,14.0,30.0,4.0,10.0,2.0,6.0,5.0,14.0,8.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,66.0,1.0,2.0,24.0,81.0,538,7.0,13.0,6.0,20.0,3.0,10.0,1.0,2.0,5.0,14.0,28.0,26.0,3.0,8.0,1.0,1.0,9.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,8.0,14.0,13.0,12.0,6.0,31.0,22.0,53.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,18.0,2.0,1.0,18.0,1.0,26.0,4.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,89.0,3.0,1.0,0.5185185185185185,0.6086956521739131,1.0,0.5,0.5,0.5,0.4090909090909091,0.5384615384615384,0.3,0.41911764705882354,0.5384615384615384,0.375,0.5126582278481012,0.625,0.4666666666666667,0.029411764705882353,0.13636363636363635,0.26666666666666666,0.07142857142857142,14.361702127659575,0.46153846153846156,0.08,0.06862745098039216,0.15294117647058825,0.16,0.10638297872340426,0.08661417322834646,0.1323529411764706,0.04,0.03488372093023256,0.13513513513513514,0.23076923076923078,0.07142857142857142,0.03571428571428571,0.10606060606060606,0.13559322033898305,0.19230769230769232,0.4411764705882353,0.4666666666666667,0.6363636363636364,0.5714285714285714,0.20588235294117646,0.35714285714285715,0.38461538461538464,0.2,0.3235294117647059,0.36363636363636365,0.36363636363636365,0.625,0.014705882352941176,0.014705882352941176,1.0,1.0,1.0,0.7692307692307693,0.4,0.5,0.3333333333333333,0.08333333333333333,0.08333333333333333,1.0,0.47058823529411764,1.0,0.49265514705882346,0.5640499999999999,0.4596208333333333,0.1794871794871795,0.18421052631578946,0.24691358024691357,0.1728395061728395,8.572727272727274,23.75,0.18426501035196688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,16519.0,275,-3,482,480,73.0,110.0,56.0,962,1.0,2.0,,1.0,,,,2.0,20.0,40.0,11.0,4.0,8.0,23.0,,3.0,21.0,44.0,14.0,34.0,7.0,91.0,536,1.0,2.0,,5.0,,2.0,2.0,7.0,3.0,9.0,24.0,18.0,39.0,,23.0,8.0,2.0,24.0,3.0,27.0,,13.0,7.0,57.0,2.0,2.0,4.0,17.0,,21.0,4.0,25.0,8.0,5.0,3.0,3.0,3.0,11.0,10.0,22.0,1.0,,13.0,3.0,10.0,,3.0,2.0,,,,,,9.0,73.0,2.0,2.0,0.5714285714285714,0.5714285714285714,0.9285714285714286,0.4117647058823529,0.2857142857142857,0.4117647058823529,0.4772727272727273,0.5,,0.5384615384615384,0.4166666666666667,0.3333333333333333,0.5481927710843374,0.4166666666666667,0.4090909090909091,0.4358974358974359,0.045454545454545456,,,17.02898550724638,,0.10559006211180125,0.010471204188481676,0.05333333333333334,0.045454545454545456,0.08898305084745763,0.01702127659574468,0.018867924528301886,,0.011363636363636364,0.029411764705882353,0.1,0.11290322580645161,0.038461538461538464,0.1232876712328767,0.05660377358490566,0.045454545454545456,0.02564102564102564,0.5,0.5,,0.02564102564102564,,,,0.5128205128205128,0.5,0.5263157894736842,0.6,0.14102564102564102,0.2948717948717949,0.34782608695652173,0.36363636363636365,1.0,0.16666666666666666,,,,0.4444444444444444,0.3333333333333333,,0.46153846153846156,0.34782608695652173,0.46593269230769235,0.5185833333333333,0.49007222222222224,0.037037037037037035,0.06382978723404255,0.054945054945054944,0.0989010989010989,17.297727272727276,25.029411764705884,0.15145228215767634,6.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,8.0,6.0,2.0,2.0,1.0,0.25,0.029411764705882353,0.05,0.043478260869565216,0.7272727272727273,0.025,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,True,
201143,1610612737,Al Horford,Al Horford,201143,ATL,21486.0,358,13,626,620,123.0,146.0,86.0,1246,24.0,40.0,8.0,14.0,4.0,6.0,16.0,32.0,15.0,34.0,,,,,,,55.0,106.0,,,24.0,134.0,667,9.0,16.0,2.0,20.0,8.0,14.0,,,11.0,27.0,66.0,44.0,,12.0,,,4.0,15.0,4.0,19.0,2.0,5.0,9.0,42.0,5.0,18.0,24.0,37.0,4.0,65.0,23.0,88.0,7.0,5.0,2.0,2.0,8.0,14.0,14.0,31.0,,6.0,33.0,2.0,29.0,5.0,16.0,1.0,16.0,1.0,12.0,,17.0,27.0,123.0,2.0,1.0,0.6,0.673469387755102,,,,,0.5188679245283019,0.5625,0.5714285714285714,0.5188679245283019,0.5625,0.5714285714285714,0.5677966101694916,0.5882352941176471,0.7105263157894737,,0.03773584905660377,0.075,0.03125,18.00818553888131,0.23529411764705882,0.20108695652173914,0.06818181818181818,0.20689655172413793,0.07575757575757576,0.20333333333333334,0.0696969696969697,0.09411764705882353,0.10606060606060606,0.02654867256637168,0.08333333333333333,0.05555555555555555,0.14285714285714285,0.36363636363636365,0.1891891891891892,0.23170731707317074,0.14705882352941177,0.37735849056603776,0.6,0.6486486486486487,0.5833333333333334,0.3018867924528302,0.5,0.5161290322580645,0.25,0.32075471698113206,0.4411764705882353,0.4411764705882353,1.0,,,,,,0.875,0.5714285714285714,0.42857142857142855,0.6666666666666666,,,,0.37735849056603776,,0.4610811320754718,0.5406,0.45178571428571435,0.13675213675213677,0.13675213675213677,0.14925373134328357,0.20149253731343283,8.255660377358488,,0.1964856230031949,,,,,,,,,,2.0,1.0,3.0,6.0,4.0,2.0,1.0,2.0,,,,,0.42857142857142855,0.06382978723404255,,,,,,,,,1.0,1.0,3.0,6.0,3.0,0.35294117647058826,0.125,,,,,,,,,,,,True,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,16085.0,268,13,485,479,146.0,179.0,80.0,964,12.0,24.0,2.0,3.0,6.0,11.0,5.0,12.0,14.0,40.0,12.0,2.0,8.0,23.0,4.0,10.0,31.0,76.0,13.0,35.0,36.0,137.0,500,2.0,6.0,,16.0,10.0,24.0,5.0,12.0,21.0,56.0,20.0,42.0,30.0,,22.0,8.0,5.0,15.0,4.0,19.0,2.0,5.0,10.0,42.0,1.0,,7.0,13.0,1.0,21.0,1.0,22.0,5.0,3.0,2.0,1.0,5.0,13.0,4.0,19.0,2.0,3.0,32.0,2.0,43.0,,14.0,5.0,,1.0,,,1.0,56.0,146.0,5.0,5.0,0.3225806451612903,0.3225806451612903,0.7692307692307693,0.37142857142857144,0.4166666666666667,0.38235294117647056,0.40789473684210525,0.3333333333333333,0.4166666666666667,0.45495495495495497,0.7272727272727273,0.4861111111111111,0.5190839694656488,0.7272727272727273,0.5957446808510638,0.3153153153153153,0.06578947368421052,0.08333333333333333,0.08333333333333333,24.870466321243523,0.05,0.09219858156028368,,0.08235294117647059,0.017857142857142856,0.08849557522123894,0.00392156862745098,,,,0.02702702702702703,,0.0847457627118644,,0.14814814814814814,0.0847457627118644,0.07692307692307693,0.21621621621621623,0.5,0.5454545454545454,0.4166666666666667,0.10810810810810811,0.4166666666666667,0.45454545454545453,0.6,0.36036036036036034,0.35,0.3684210526315789,0.14285714285714285,0.10810810810810811,0.2072072072072072,0.34782608695652173,0.36363636363636365,0.625,0.2727272727272727,0.6666666666666666,0.3055555555555556,0.5454545454545454,0.05555555555555555,0.2777777777777778,0.4,0.5315315315315315,0.36363636363636365,0.4746477272727272,0.5239277777777778,0.47246428571428567,0.11904761904761904,0.15555555555555556,0.11678832116788321,0.40875912408759124,11.414473684210526,25.302857142857142,0.30103092783505153,5.0,2.0,1.0,2.0,3.0,4.0,5.0,9.0,1.0,2.0,,,8.0,4.0,4.0,3.0,,0.8,0.02857142857142857,0.05,0.043478260869565216,0.6153846153846154,,0.4166666666666667,0.4166666666666667,1.0,0.18181818181818182,0.2727272727272727,0.6666666666666666,1.0,0.5,1.0,,,,,,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.027777777777777776,,,,,True,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,26428.0,440,-22,774,777,162.0,215.0,112.0,1551,20.0,37.0,4.0,9.0,3.0,6.0,18.0,53.0,30.0,68.0,11.0,2.0,5.0,30.0,1.0,7.0,68.0,158.0,9.0,41.0,34.0,197.0,842,9.0,16.0,5.0,29.0,8.0,26.0,2.0,9.0,15.0,37.0,30.0,106.0,18.0,6.0,29.0,5.0,5.0,40.0,15.0,55.0,9.0,16.0,19.0,125.0,2.0,18.0,11.0,21.0,4.0,36.0,20.0,56.0,10.0,6.0,4.0,3.0,9.0,25.0,9.0,22.0,,1.0,40.0,1.0,42.0,3.0,19.0,2.0,3.0,,3.0,,3.0,37.0,162.0,4.0,2.0,0.22058823529411764,0.23076923076923078,0.6666666666666666,0.21951219512195122,0.2222222222222222,0.225,0.43037974683544306,0.5625,0.3076923076923077,0.40954773869346733,0.5217391304347826,0.3142857142857143,0.4470046082949309,0.5576923076923077,0.4186046511627907,0.20603015075376885,0.03164556962025317,0.08108108108108109,0.03773584905660377,26.593406593406595,0.16666666666666666,0.08974358974358974,0.05504587155963303,0.08270676691729323,0.02531645569620253,0.08719346049046321,0.04926108374384237,0.04950495049504951,0.07142857142857142,0.04929577464788732,0.017857142857142856,0.043478260869565216,0.08602150537634409,0.11904761904761904,0.08080808080808081,0.07526881720430108,0.1,0.18592964824120603,0.5405405405405406,0.5882352941176471,0.25,0.2663316582914573,0.33962264150943394,0.35294117647058826,0.1111111111111111,0.3417085427135678,0.4411764705882353,0.4411764705882353,0.26666666666666666,0.05527638190954774,0.1507537688442211,0.16666666666666666,0.16666666666666666,0.4,0.391304347826087,0.4444444444444444,0.17142857142857143,0.5,0.05714285714285714,0.2,0.14285714285714285,0.39195979899497485,0.1724137931034483,0.4508050505050504,0.5423972222222223,0.4412794117647058,0.08837209302325581,0.10919540229885058,0.14720812182741116,0.18781725888324874,10.83164556962025,25.72439024390244,0.20930232558139536,4.0,4.0,1.0,1.0,3.0,2.0,7.0,9.0,,6.0,5.0,8.0,16.0,11.0,5.0,7.0,1.0,0.2857142857142857,,,,0.64,0.07142857142857142,0.36363636363636365,0.36363636363636365,1.0,0.17391304347826086,0.13043478260869565,0.3333333333333333,1.0,0.5,,,,1.0,,0.3333333333333333,,1.0,1.0,3.0,,0.25,1.0,,4.0,1.0,,,True,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,6007.0,100,-29,175,182,55.0,62.0,32.0,357,7.0,11.0,4.0,5.0,3.0,5.0,,1.0,3.0,6.0,,,,,,,10.0,18.0,,,2.0,22.0,197,5.0,7.0,1.0,11.0,3.0,7.0,,,1.0,7.0,12.0,8.0,,6.0,,,1.0,1.0,,1.0,,,1.0,2.0,2.0,10.0,3.0,11.0,1.0,15.0,12.0,27.0,1.0,1.0,,,4.0,7.0,12.0,25.0,2.0,3.0,13.0,1.0,6.0,,3.0,,6.0,,6.0,,6.0,7.0,55.0,3.0,,0.6,0.8571428571428571,,,,,0.5555555555555556,0.7142857142857143,0.42857142857142855,0.5555555555555556,0.7142857142857143,0.42857142857142855,0.5238095238095238,0.6875,0.4375,,0.05555555555555555,0.09090909090909091,,13.20754716981132,0.2,0.19642857142857142,0.12658227848101267,0.13636363636363635,0.14285714285714285,0.1794871794871795,0.12903225806451613,0.045454545454545456,0.15789473684210525,0.15789473684210525,0.2222222222222222,,0.19047619047619047,0.25,0.18518518518518517,0.14285714285714285,0.125,0.6111111111111112,0.6363636363636364,0.7,0.42857142857142855,0.05555555555555555,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,0.7142857142857143,0.8,0.7142857142857143,0.6,,,,0.6111111111111112,,0.4629222222222222,0.4989166666666667,0.4538285714285714,0.14285714285714285,0.14285714285714285,0.5,0.3181818181818182,6.7444444444444445,,0.3142857142857143,,,,,,,,,,,,,3.0,2.0,1.0,2.0,2.0,,,,,0.42857142857142855,,,,,,,,,,,,,3.0,,0.5,,,,,,,,,,1.0,2.0,,True,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,20778.0,346,-29,603,607,105.0,158.0,85.0,1210,34.0,62.0,11.0,23.0,,5.0,8.0,23.0,10.0,23.0,1.0,,1.0,4.0,,,52.0,108.0,2.0,5.0,25.0,135.0,669,13.0,29.0,1.0,27.0,4.0,12.0,,,5.0,13.0,48.0,56.0,6.0,16.0,4.0,1.0,5.0,19.0,7.0,26.0,2.0,11.0,6.0,59.0,5.0,28.0,21.0,31.0,5.0,57.0,33.0,90.0,12.0,8.0,4.0,3.0,4.0,13.0,13.0,23.0,6.0,,36.0,8.0,38.0,4.0,19.0,2.0,17.0,1.0,16.0,,18.0,13.0,105.0,3.0,2.0,0.46153846153846156,0.5454545454545454,1.0,0.4,,0.4,0.48148148148148145,0.4482758620689655,0.3333333333333333,0.48672566371681414,0.43333333333333335,0.3333333333333333,0.5192307692307693,0.421875,0.40625,0.04424778761061947,0.046296296296296294,0.06451612903225806,0.043478260869565216,20.254957507082153,0.29411764705882354,0.17714285714285713,0.10980392156862745,0.19811320754716982,0.08064516129032258,0.18505338078291814,0.10410094637223975,0.1518987341772152,0.08571428571428572,0.09433962264150944,0.06666666666666667,0.11764705882352941,0.15942028985507245,0.18181818181818182,0.1917808219178082,0.20270270270270271,0.1875,0.5486725663716814,0.5483870967741935,0.5862068965517241,0.47058823529411764,0.20353982300884957,0.34782608695652173,0.36363636363636365,0.125,0.20353982300884957,0.43478260869565216,0.43478260869565216,0.7,0.008849557522123894,0.035398230088495575,0.25,0.25,1.0,0.7666666666666667,0.4782608695652174,0.4166666666666667,,,,,0.5929203539823009,0.25,0.5041725663716814,0.5248692307692308,0.46541666666666665,0.1484375,0.15447154471544716,0.2,0.0962962962962963,6.031481481481482,25.24,0.17412935323383086,1.0,,,,1.0,,1.0,,,5.0,2.0,8.0,9.0,3.0,6.0,3.0,3.0,,,,,0.6923076923076923,0.15384615384615385,1.0,1.0,1.0,,0.03333333333333333,,,,1.0,,1.0,12.0,2.0,0.6666666666666666,0.09090909090909091,,,,,,,,,,2.0,1.0,True,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,357.0,6,-2,13,12,,11.0,3.0,25,2.0,3.0,2.0,3.0,,,,,,,,,,,,,2.0,3.0,,,,4.0,15,2.0,3.0,,4.0,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,1.0,1.0,3.0,6.0,,1.0,,,,,,,,,,,,,,1.0,,0.5,1.0,,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,,,,25.0,,,0.25,,,,0.2222222222222222,,0.6666666666666666,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,,1.0,,0.5726666666666667,0.5726666666666667,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,5347.0,89,-10,159,164,43.0,48.0,26.0,323,2.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,19.0,3.0,6.0,,17.0,170,1.0,3.0,,5.0,1.0,4.0,1.0,2.0,,5.0,6.0,2.0,9.0,2.0,1.0,1.0,2.0,,,,,,,,,3.0,4.0,2.0,,6.0,3.0,9.0,7.0,4.0,3.0,,1.0,2.0,2.0,9.0,2.0,,2.0,1.0,,,,,,,,,,5.0,43.0,4.0,,0.75,1.0,1.0,0.5,0.5,0.5,0.21052631578947367,0.3333333333333333,0.25,0.34,0.625,0.4166666666666667,0.34,0.625,0.4166666666666667,0.24,0.10526315789473684,0.25,,14.210526315789474,,0.047619047619047616,0.041666666666666664,0.14814814814814814,,0.08695652173913043,0.03409090909090909,0.05,0.1111111111111111,,,,0.058823529411764705,,0.05263157894736842,0.15789473684210525,0.125,0.32,0.25,0.3333333333333333,0.5,0.12,0.3333333333333333,0.3333333333333333,1.0,0.32,0.125,0.125,1.0,0.2,0.04,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,1.0,0.56,1.0,0.514106,0.5322374999999999,0.4857916666666666,,,0.29411764705882354,0.29411764705882354,9.505263157894737,23.46666666666667,0.27044025157232704,2.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,0.5,0.125,0.4,0.4,1.0,0.25,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,True,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,359.0,6,10,10,10,6.0,2.0,3.0,20,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,7,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,,,0.14285714285714285,,,,0.14285714285714285,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,0.4205,0.4205,0.4205,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
