EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,LongMidRangeFrequency,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,BadPassTurnovers,Blocked3s,BlockedArc3,PtsAssisted3s,ShortMidRangeAssists,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,SelfOReb,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,on,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,BlockedCorner3,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,535.0,9.0,2,19.0,21,18.0,9.0,1.0,40,1.0,1.0,1.0,1.0,22,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,18.0,0.25,0.25,20.0,0.6666666666666666,0.25,1.0,0.5,1.0,0.375,0.375,0.5,0.5,1.0,4.3,0.9473684210526315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,79.0,1.0,-2,4.0,3,3.0,3.0,,7,,1.0,,,4,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,50.0,,,,,,0.403,,,,,18.1,0.75,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,1221.0,20.0,-7,40.0,45,35.0,25.0,3.0,85,,3.0,,6.0,54,3.0,,6.0,,1.0,,3.0,1.0,1.0,2.0,,,,,,,,,6.0,35.0,0.75,0.75,9.30232558139535,0.1,0.05555555555555555,,,,0.6631666666666667,0.6631666666666667,,,1.0,,0.875,,,,,,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.25,0.125,0.09090909090909091,0.2,0.3333333333333333,0.75,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,0.75,1.0,0.25,1.0,0.4996,0.3333333333333333,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,992.0,17.0,-1,33.0,33,30.0,17.0,3.0,66,1.0,6.0,,9.0,43,6.0,,9.0,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,,,,9.0,30.0,0.6428571428571429,0.6428571428571429,22.22222222222222,,,,,0.14285714285714285,0.41490714285714286,0.41490714285714286,,,1.0,10.416666666666666,0.9090909090909091,3.0,,,,0.42857142857142855,2.0,2.0,,,2.0,2.0,1.0,1.0,3.0,1.0,,,,3.0,1.0,,6.0,,,,,,,,,,,,,,0.5,,0.5,0.6428571428571429,,0.6428571428571429,,0.14285714285714285,,,,,0.2857142857142857,1.0,1.0,,0.14285714285714285,,,0.2857142857142857,1.0,0.14285714285714285,0.42857142857142855,,,25.7,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,113.0,2.0,1,3.0,5,2.0,3.0,,8,,,,,2,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,,,,,0.6666666666666666,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,137.0,2.0,-2,3.0,7,2.0,5.0,,10,,,,,5,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,2.0,,,33.333333333333336,1.0,0.25,,,,,,,,,,0.6666666666666666,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,1023.0,17.0,1,34.0,37,30.0,22.0,3.0,71,,,2.0,5.0,46,,2.0,5.0,2.0,2.0,1.0,4.0,,1.0,1.0,,,,,,2.0,2.0,,5.0,30.0,0.625,0.8333333333333334,10.81081081081081,,0.06666666666666667,,,,0.39995,0.40635,,,1.0,,0.8823529411764706,,,,,,,,,,,,3.0,2.0,,3.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.5,,0.75,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,26.8,,1.0,1.0,1.0,1.0,,3.0,1.0,,,,,,,0.3333333333333333,0.5,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.2,0.3333333333333333,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,699.0,12.0,-16,20.0,24,17.0,14.0,2.0,44,,1.0,,2.0,34,1.0,,2.0,,,,,,,,,,,,,,,,2.0,17.0,0.5,1.0,9.090909090909092,,,,,,0.43845,0.5613,,,1.0,,0.85,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,1.0,0.5613,1.0,26.6,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,212.0,4.0,-4,7.0,11,5.0,7.0,,18,,,,3.0,9,,,3.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,3.0,5.0,1.5,1.5,28.57142857142857,,,,,,0.2691,0.2691,,,1.0,,0.7142857142857143,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.5,,1.5,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,27.9,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,904.0,15.0,-3,32.0,32,31.0,14.0,2.0,64,2.0,8.0,9.0,21.0,45,8.0,9.0,21.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,7.0,12.0,5.0,21.0,31.0,0.8076923076923077,0.8076923076923077,38.23529411764706,0.16666666666666666,0.09090909090909091,,0.25,0.25,0.512325,0.512325,0.45454545454545453,0.45454545454545453,1.0,6.1625,0.96875,2.0,,,,0.25,4.0,4.0,1.0,1.0,4.0,4.0,,,6.0,,1.0,1.0,2.0,6.0,,6.0,6.0,2.0,,,,2.0,2.0,,,1.0,1.0,,0.5,0.6,0.75,1.0,0.75,0.75,1.0,0.75,1.0,,0.3333333333333333,0.2857142857142857,0.3333333333333333,,0.5,1.0,1.0,0.5,,1.0,1.0,0.5,1.0,,0.5,0.6879,0.09523809523809523,,1.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,2.0,2.0,,,,1.0,1.0,2.0,0.3333333333333333,0.5,0.5,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
