EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,HeaveAttempts,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,PenaltyFg3Pct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,OffFTReboundPct,OffShortMidRangeReboundPct,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceArc3FGA,SecondChanceArc3Frequency,3SecondViolations,on,BlockedLongMidRange,PenaltyCorner3FGM,SecondChanceArc3FGM,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,7.0,,-2,1,1,1.0,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7691.0,128.0,-21,238,232,83.0,86,29.0,470,10.0,10.0,2.0,2.0,2.0,2.0,12.0,27.0,8.0,19.0,30.0,56.0,19.0,91.0,267,2.0,3.0,4.0,8.0,7.0,17.0,13.0,33.0,26.0,34.0,,4.0,6.0,10.0,2.0,,,26.0,,3.0,15.0,2.0,20.0,4.0,24.0,,4.0,4.0,5.0,2.0,,,7.0,4.0,3.0,8.0,1.0,1.0,22.0,3.0,20.0,3.0,5.0,6.0,3.0,1.0,3.0,33.0,83.0,2.0,6.0,0.43333333333333335,0.43333333333333335,0.5357142857142857,0.6666666666666666,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.6338028169014085,0.8,0.5892857142857143,28.888888888888886,0.7142857142857143,0.2,0.18292682926829268,,0.13043478260869565,0.17142857142857143,0.03508771929824561,,,0.13043478260869565,0.20689655172413793,0.2,0.07692307692307693,0.2,,0.15873015873015872,1.0,1.0,0.42857142857142855,0.4444444444444444,0.48,0.25,0.30158730158730157,0.42105263157894735,0.42105263157894735,0.5,0.6666666666666666,1.0,0.09090909090909091,1.0,0.2698412698412698,0.4386015873015873,0.52715,0.4308795454545455,0.07692307692307693,0.08620689655172414,0.08791208791208792,0.3626373626373626,10.589285714285714,0.3487394957983193,1.0,,6.0,5.0,7.0,5.0,6.0,2.0,4.0,4.0,,5.0,,,1.0,2.0,0.1111111111111111,0.03571428571428571,,0.07407407407407407,0.125,0.05,0.6666666666666666,0.6,0.015873015873015872,0.09523809523809523,1.0,,0.22727272727272727,24.571428571428573,1.0,,,4.0,,,12.0,,1.0,0.5714285714285714,,0.5714285714285714,1.0,1.0,1.0,,,,3.0,2.0,2.0,3.0,4.0,,,1.0,0.4,0.25,0.5,0.5,1.0,0.4,0.5,,,,,1.0,,1.0,,,,False,1.0,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,6516.0,109.0,-23,199,192,55.0,75,25.0,391,2.0,5.0,,,1.0,3.0,3.0,7.0,2.0,12.0,7.0,24.0,4.0,45.0,217,,1.0,,3.0,1.0,6.0,2.0,16.0,12.0,2.0,,2.0,2.0,4.0,1.0,2.0,,10.0,2.0,2.0,6.0,1.0,9.0,2.0,11.0,,2.0,2.0,3.0,2.0,1.0,,5.0,1.0,3.0,8.0,,2.0,4.0,,6.0,,3.0,,1.0,,1.0,16.0,55.0,3.0,,0.8571428571428571,0.8571428571428571,0.2916666666666667,,0.16666666666666666,0.44565217391304346,0.3,0.5384615384615384,0.45918367346938777,0.3,0.5714285714285714,23.68421052631579,0.6,0.1111111111111111,0.09230769230769231,0.028169014084507043,0.09523809523809523,0.09302325581395349,0.019417475728155338,0.06666666666666667,,0.15,0.05,0.08,0.15384615384615385,,,0.10869565217391304,0.4,0.6666666666666666,0.15217391304347827,0.42857142857142855,0.5,1.0,0.2608695652173913,0.16666666666666666,0.16666666666666666,0.5,,,0.23076923076923078,0.3333333333333333,0.5869565217391305,0.5035233333333333,0.4421,0.5402038461538462,0.061224489795918366,0.1111111111111111,0.06666666666666667,0.35555555555555557,11.304166666666667,0.27638190954773867,8.0,3.0,14.0,4.0,22.0,7.0,13.0,3.0,,,,2.0,,,,1.0,0.4782608695652174,0.125,0.4,0.14285714285714285,,,1.0,1.0,0.17391304347826086,0.30434782608695654,,0.23076923076923078,0.3076923076923077,25.08181818181818,4.0,,1.0,9.0,1.0,4.0,21.0,1.0,0.7777777777777778,0.4090909090909091,0.25,0.42857142857142855,0.5,0.5,1.0,0.2,,,5.0,2.0,4.0,5.0,1.0,,,,0.5714285714285714,,0.35714285714285715,0.35714285714285715,0.6,0.5,0.38461538461538464,,,0.037037037037037035,6.0,,,,3.0,0.6,,False,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,3950.0,66.0,8,129,123,28.0,55,17.0,252,6.0,10.0,,,1.0,2.0,2.0,6.0,,4.0,8.0,20.0,,25.0,124,,2.0,,,2.0,5.0,,7.0,4.0,12.0,,5.0,3.0,8.0,2.0,2.0,,19.0,1.0,3.0,2.0,1.0,6.0,3.0,9.0,,1.0,,2.0,3.0,1.0,1.0,5.0,1.0,3.0,8.0,,1.0,2.0,,,,,,,,,7.0,28.0,1.0,,0.25,0.25,0.4,,0.4,0.44642857142857145,,0.5,0.44642857142857145,,0.5,22.602739726027398,0.4,0.25,0.05263157894736842,0.023809523809523808,0.1875,0.09259259259259259,0.047619047619047616,0.1,,0.06666666666666667,,0.07142857142857142,0.25,0.125,,0.35714285714285715,0.6,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,,,0.2857142857142857,0.5,0.6428571428571429,0.5117833333333334,0.408,0.484975,,,,0.28,6.015,0.21705426356589147,4.0,,4.0,2.0,8.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,0.2857142857142857,0.05,0.1,,0.09523809523809523,0.15384615384615385,,0.3333333333333333,0.14285714285714285,0.14285714285714285,,,0.2857142857142857,26.9625,1.0,,,3.0,,1.0,6.0,1.0,0.6666666666666666,0.375,,0.42857142857142855,0.25,0.25,1.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,0.5,,0.5,0.5,0.5,0.5,0.6666666666666666,,,,3.0,,,2.0,1.0,0.3333333333333333,,False,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,1399.0,23.0,-7,48,45,10.0,24,9.0,93,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,2.0,44,1.0,1.0,,2.0,,,,,,2.0,2.0,,,,,,,,2.0,2.0,2.0,,4.0,3.0,7.0,,2.0,1.0,,1.0,,,1.0,,1.0,6.0,1.0,1.0,3.0,1.0,,,,,,,,,10.0,1.0,,,,1.0,1.0,,0.25,0.5,,0.25,0.5,,8.620689655172415,,,0.16666666666666666,0.11764705882352941,0.25,0.2,0.10344827586206896,0.14285714285714285,0.125,,0.5,0.3333333333333333,0.4,,,0.25,1.0,1.0,,,,,,,,,0.5,1.0,,,1.0,0.5750375000000001,0.6059,,,,1.0,,,0.20833333333333334,,,3.0,,3.0,,3.0,,,1.0,1.0,,,,,,0.75,,,,0.08333333333333333,,,,,0.75,,,,24.333333333333332,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,0.25,,,,,,,,,,,,,1.0,0.5,,False,,,,,,,
2406,1610612742,Caron Butler,Caron Butler,2406,DAL,6250.0,104.0,-30,197,191,74.0,71,24.0,388,6.0,10.0,2.0,2.0,3.0,4.0,1.0,7.0,7.0,16.0,14.0,33.0,10.0,47.0,227,2.0,4.0,,4.0,5.0,10.0,2.0,12.0,10.0,18.0,2.0,4.0,2.0,6.0,1.0,3.0,1.0,14.0,1.0,3.0,12.0,,15.0,1.0,16.0,,4.0,2.0,2.0,3.0,1.0,,5.0,1.0,3.0,8.0,,1.0,6.0,,10.0,,4.0,1.0,5.0,1.0,5.0,12.0,74.0,3.0,1.0,0.35714285714285715,0.38461538461538464,0.42424242424242425,0.5,0.5,0.40217391304347827,0.5,0.35714285714285715,0.46078431372549017,0.5,0.4,24.88888888888889,0.4,,0.1791044776119403,0.014285714285714285,0.14285714285714285,0.17045454545454544,0.010526315789473684,0.05,,0.05,0.16,0.3181818181818182,0.07142857142857142,0.2857142857142857,,0.21739130434782608,0.6,0.6666666666666666,0.15217391304347827,0.14285714285714285,0.14285714285714285,,0.34782608695652173,0.4375,0.4375,0.5714285714285714,0.5,1.0,0.2857142857142857,0.75,0.5,0.4744966666666665,0.44903333333333334,0.45997692307692317,0.08,0.10810810810810811,0.0851063829787234,0.2553191489361702,10.163636363636362,0.3756345177664975,7.0,1.0,6.0,3.0,13.0,4.0,5.0,1.0,,,2.0,1.0,,,4.0,1.0,0.2826086956521739,0.030303030303030304,0.1,,,,0.2,0.16666666666666666,0.15217391304347827,0.13043478260869565,,0.07142857142857142,0.21428571428571427,26.6,2.0,,,3.0,,,6.0,1.0,0.6666666666666666,0.23076923076923078,,0.25,0.2857142857142857,0.2857142857142857,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,0.16666666666666666,0.16666666666666666,,,0.2,,,,3.0,1.0,,1.0,,,1.0,False,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,6463.0,108.0,-12,195,191,75.0,83,24.0,386,,2.0,,,,2.0,,1.0,,1.0,,4.0,2.0,20.0,221,,1.0,,,,4.0,2.0,11.0,,,,13.0,7.0,20.0,5.0,6.0,5.0,47.0,3.0,5.0,8.0,2.0,15.0,3.0,18.0,,4.0,2.0,2.0,,1.0,,2.0,1.0,,9.0,,,4.0,1.0,2.0,,,1.0,1.0,1.0,1.0,11.0,75.0,2.0,1.0,,,,,,0.5,,0.4090909090909091,0.5263157894736842,,0.4583333333333333,9.333333333333334,1.0,0.25,0.11764705882352941,0.04411764705882353,0.25,0.14772727272727273,0.030612244897959183,0.05555555555555555,0.043478260869565216,0.1875,0.07692307692307693,0.11538461538461539,0.2727272727272727,0.2222222222222222,,0.1111111111111111,,,0.05555555555555555,,,,0.05555555555555555,,,,,,0.18181818181818182,,0.8888888888888888,0.5008583333333333,0.48607500000000003,0.4959954545454545,,,,0.55,8.475,0.38461538461538464,3.0,2.0,11.0,5.0,14.0,7.0,11.0,,2.0,,2.0,1.0,,,,,0.7777777777777778,,,,,,,,0.16666666666666666,0.6111111111111112,,0.18181818181818182,0.45454545454545453,24.22142857142857,1.0,,,6.0,,1.0,15.0,,0.8333333333333334,0.42857142857142855,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,5.0,2.0,3.0,5.0,2.0,,1.0,,0.42857142857142855,,0.45454545454545453,0.45454545454545453,0.8,0.4,0.45454545454545453,,,0.037037037037037035,3.0,,,,1.0,0.5,,False,,1.0,,,,,0.5
2217,1610612742,Brendan Haywood,Brendan Haywood,2217,DAL,4321.0,72.0,-15,134,128,49.0,57,18.0,262,6.0,10.0,3.0,5.0,4.0,7.0,1.0,2.0,,,7.0,12.0,3.0,17.0,153,3.0,5.0,,6.0,4.0,8.0,1.0,9.0,8.0,6.0,4.0,,,,,,,,6.0,1.0,4.0,1.0,6.0,8.0,14.0,2.0,3.0,1.0,,1.0,,,1.0,,3.0,5.0,,1.0,7.0,3.0,5.0,1.0,2.0,1.0,5.0,,5.0,9.0,49.0,,1.0,0.5714285714285714,0.8,0.5833333333333334,0.6,0.5,0.5833333333333334,0.6,0.5,0.6071428571428571,0.6,0.5,9.74025974025974,,0.16666666666666666,0.08695652173913043,0.13333333333333333,0.07142857142857142,0.08333333333333333,0.11267605633802817,0.3333333333333333,,,0.21428571428571427,0.05263157894736842,,0.2,0.6666666666666666,0.8333333333333334,0.6,0.75,0.16666666666666666,0.5,0.5,1.0,,,,,1.0,0.6,0.875,0.5714285714285714,0.8333333333333334,0.5511999999999999,0.56075,0.5561125,0.15384615384615385,0.15384615384615385,0.35294117647058826,0.5294117647058824,1.375,0.3656716417910448,,,,,,,,2.0,,2.0,2.0,,,,3.0,3.0,,0.16666666666666666,0.2,,0.07692307692307693,0.05555555555555555,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.16666666666666666,,,,,,,,False,2.0,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,3123.0,52.0,3,97,93,30.0,39,9.0,190,,4.0,,3.0,,2.0,,,,,,4.0,1.0,1.0,99,,3.0,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,6.0,2.0,3.0,2.0,7.0,7.0,14.0,1.0,,,1.0,3.0,,,4.0,1.0,6.0,11.0,1.0,3.0,2.0,,4.0,,2.0,,2.0,1.0,2.0,,30.0,,,,,,,,,,,0.08333333333333333,,,9.09090909090909,0.25,0.4,0.09375,0.17647058823529413,0.2222222222222222,0.12195121951219512,0.1590909090909091,0.1111111111111111,0.16666666666666666,0.125,0.14285714285714285,,0.2,0.25,0.25,1.0,,,,,,,,,,,1.0,,1.0,,1.0,0.595025,0.5832666666666667,0.57195,0.3333333333333333,0.3333333333333333,,,0.325,0.30927835051546393,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,0.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,0.23076923076923078,,,,1.0,,,,False,,,,,,,
201958,1610612742,Rodrigue Beaubois,Rodrigue Beaubois,201958,DAL,1565.0,26.0,1,52,50,26.0,25,8.0,102,4.0,7.0,,,4.0,6.0,1.0,2.0,,1.0,5.0,10.0,1.0,14.0,54,,1.0,,,5.0,8.0,,10.0,2.0,8.0,,3.0,,3.0,,1.0,1.0,6.0,1.0,,2.0,,2.0,1.0,3.0,,,,1.0,2.0,1.0,,3.0,1.0,,5.0,,1.0,2.0,,3.0,1.0,2.0,,,,,10.0,26.0,3.0,,0.2,0.2,0.5,,0.625,0.4642857142857143,,0.5555555555555556,0.4666666666666667,,0.5555555555555556,29.508196721311474,0.3333333333333333,,0.09523809523809523,0.0625,,0.08333333333333333,0.038461538461538464,,0.16666666666666666,,0.1111111111111111,0.2,,,,0.5,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.5,0.5,,0.07142857142857142,,,,,,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.5020892857142857,0.2242,0.4842611111111111,0.13333333333333333,0.18181818181818182,,0.7142857142857143,4.79,0.5,,,4.0,1.0,4.0,1.0,4.0,1.0,1.0,,,,,,,,0.2857142857142857,0.1,0.14285714285714285,,,,,0.25,,0.2857142857142857,,,0.1111111111111111,24.775,,,,1.0,,,,,,0.25,,0.25,,,,,,,1.0,,,1.0,,,,,,,0.25,0.25,,,0.25,,,,3.0,1.0,,,,,,False,,,,,,,
2052,1610612742,DeShawn Stevenson,DeShawn Stevenson,2052,DAL,369.0,6.0,-2,12,11,,11,1.0,23,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,23.076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.44195,,,,,,,,,1.0,,2.0,,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.6666666666666666,,,,23.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,283.0,5.0,-2,9,9,,9,1.0,18,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,7,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,10.0,,,0.25,,,0.25,,,,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,0.3985,,,,,1.0,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,False,,,,,,,
