EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PtsUnassisted2s,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Avg2ptShotDistance,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,FtPoints,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFGM,LongMidRangeFGA,LostBallTurnovers,PenaltyTurnovers,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChancePointsPct,OffTwoPtRebounds,SecondChanceTurnovers,OffTwoPtReboundPct,OffLongMidRangeReboundPct,on,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LostBallSteals,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,PtsAssisted3s,NonHeaveArc3FGM,Arc3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,3SecondViolations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,432.0,7.0,4,15,15,14,12,2.0,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,14,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,11.76470588235294,0.5,0.2,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.515275,0.515275,0.5,1.0,1.0,25.3,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,162.0,3.0,-1,6,7,4,6,,13,,,,,,,1.0,1.0,,2.0,8,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,4,,,1.0,1.0,1.0,1.0,1.0,1.0,,16.666666666666668,,,,,,,,,,,,,0.3357,0.3357,,,1.0,,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,162.0,3.0,-1,6,7,4,6,,13,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,150.0,2.0,-2,5,6,3,5,,11,,,,,,,,,,,6,,,,,,,,1.0,1.0,,,,,,,,,3,,,,,,,,,,20.0,,0.5,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,486.0,8.0,7,17,18,15,15,2.0,35,,,,,2.0,2.0,,,2.0,2.0,13,,,2.0,2.0,,2.0,,1.0,1.0,,,1.0,,2.0,,,2.0,15,,,,,,,0.3333333333333333,0.3333333333333333,1.0,15.789473684210526,,0.14285714285714285,,,,,,1.0,,,1.0,1.0,0.547725,0.547725,,,1.0,25.2,0.8823529411764706,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.5,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,1610612761,Juan Dixon,Juan Dixon,2413,TOR,336.0,6.0,9,12,12,12,10,2.0,24,1.0,1.0,1.0,1.0,,,2.0,3.0,,4.0,7,2.0,3.0,,4.0,2.0,,,,,,,,,,,,4.0,12,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,28.57142857142857,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,,0.3333333333333333,0.4434,0.4434,,,1.0,,1.0,,,2.0,,,,13.566666666666668,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,1610612761,Luke Jackson,Luke Jackson,2739,TOR,366.0,6.0,10,12,13,11,11,2.0,25,,,,,,,,,,6.0,5,,,,4.0,,,1.0,4.0,5.0,,,3.0,,6.0,,3.0,4.0,11,,,,,,,1.0,1.0,,28.57142857142857,1.0,0.6,1.0,,,,,,,,,,,,1.0,1.0,0.6666666666666666,,0.9166666666666666,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,0.5,,6.0,4.0,,,,,,,,,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,324.0,5.0,8,11,11,11,9,2.0,22,,,,,,,,,,1.0,5,,,,1.0,,,,,1.0,,,1.0,,2.0,,1.0,1.0,11,,,,,,,0.5,0.5,,15.384615384615383,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,12.0,,1,1,1,1,1,,2,,,,,,,,,,3.0,2,,,,3.0,,,,,,,,2.0,,4.0,,,3.0,1,,,,,,,0.75,0.75,,200.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,6125.0,102.0,-14,189,191,39,38,13.0,380,3.0,5.0,1.0,2.0,,,5.0,19.0,,14.0,201,1.0,3.0,,4.0,6.0,,5.0,18.0,19.0,2.0,,8.0,2.0,4.0,,1.0,4.0,39,0.6,0.6,0.2631578947368421,0.3333333333333333,0.2631578947368421,0.3333333333333333,0.3333333333333333,0.5,,13.106796116504855,0.15151515151515152,0.14772727272727273,0.16666666666666666,0.2631578947368421,0.6,0.6,0.3333333333333333,,0.6666666666666666,0.5,,0.2631578947368421,0.4552263157894736,0.48856666666666665,0.05,0.05,0.2857142857142857,,0.20634920634920634,1.0,4.0,4.0,0.21052631578947367,0.25,0.3333333333333333,11.594736842105263,,,,,,8.0,,,6.0,6.0,12.0,2.0,,0.14545454545454545,0.125,4.0,2.0,1.0,2.0,,,5.0,1.0,1.0,1.0,10.0,,,0.5263157894736842,0.1,0.1111111111111111,1.0,,,,5.0,1.0,,6.0,,0.7142857142857143,,0.011627906976744186,,0.1,0.1724137931034483,,1.0,,0.013888888888888888,0.02564102564102564,False,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.10526315789473684,0.25,0.1,0.1111111111111111,1.0,0.5,0.45975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
