EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,HeaveAttempts,3SecondViolations,BlockedCorner3,on,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,3470.0,58,-13,94,104,37,32,8,198,4.0,5,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,7,10,4,18,123,1.0,1.0,3.0,5.0,2.0,3.0,3.0,7.0,10.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,6,6,4,10,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,7,7,2.0,9,1.0,5,4.0,2.0,1.0,1.0,4.0,3.0,2.0,7.0,37,1.0,0.7142857142857143,0.8333333333333334,0.7,1.0,0.6666666666666666,0.7,1.0,0.6666666666666666,0.6428571428571429,0.8333333333333334,0.7,15.384615384615383,1.0,0.16216216216216217,0.03571428571428571,0.3,0.13043478260869565,0.10526315789473684,0.08333333333333333,0.5,0.16666666666666666,0.18181818181818182,0.09090909090909091,0.2,0.75,0.5,0.8,0.8,0.75,0.3,0.3333333333333333,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.51425,0.5510333333333333,0.35714285714285715,0.35714285714285715,0.2777777777777778,0.3888888888888889,6.6,0.39361702127659576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,30339.0,506,131,904,891,295,246,109,1795,10.0,25,1.0,4.0,5.0,10.0,7.0,10.0,26.0,49.0,43,84,78,251,888,2.0,6.0,9.0,25.0,15.0,27.0,50.0,113.0,18.0,68.0,,18.0,81.0,12.0,180.0,2.0,3.0,31,39,5,44,18.0,10.0,8.0,21.0,11.0,10.0,38.0,10.0,16.0,34,82,,92,2.0,23,2.0,1.0,,1.0,2.0,,,113.0,295,3.0,0.20930232558139536,0.20930232558139536,0.5119047619047619,0.3333333333333333,0.5555555555555556,0.5805369127516778,0.6153846153846154,0.5625,0.6421052631578947,0.7352941176470589,0.6626506024096386,22.178988326848252,0.5526315789473685,0.08959537572254335,0.009771986970684038,0.019801980198019802,0.08962264150943396,0.012254901960784314,0.006993006993006993,0.013888888888888888,0.034482758620689655,0.044642857142857144,0.09782608695652174,0.11971830985915492,,0.16778523489932887,0.4,0.5555555555555556,0.3,0.06711409395973154,0.7,0.7777777777777778,0.3288590604026846,0.5306122448979592,0.5306122448979592,0.19230769230769232,0.3076923076923077,0.25,0.17857142857142858,0.5,0.6040268456375839,0.48924496644295307,0.48755178571428565,0.13529411764705881,0.21904761904761905,0.099601593625498,0.450199203187251,11.664285714285713,0.32632743362831856,4.0,12.0,2.0,5.0,25.0,53.0,4.0,7.0,9.0,24.0,29.0,65.0,4.0,7.0,11.0,29.0,57.0,30.0,53.0,25.0,8.0,63.0,6.0,21.0,9.0,33.0,7.0,1.0,1.0,5.0,17.0,1.0,4.0,3.0,1.0,7.0,3.0,8.0,20.0,1.0,20.0,0.6551724137931034,0.4461538461538462,0.5714285714285714,0.3793103448275862,0.4461538461538462,0.436241610738255,0.09523809523809523,0.28,0.1,0.022727272727272728,0.08974358974358974,0.011494252873563218,0.012987012987012988,0.1,0.07142857142857142,0.014925373134328358,0.14285714285714285,0.08053691275167785,0.3333333333333333,0.3333333333333333,0.5,0.35570469798657717,0.4716981132075472,0.4716981132075472,0.68,0.5384615384615384,0.5714285714285714,1.0,0.08928571428571429,0.4,0.42857142857142855,0.375,0.4716981132075472,0.50478,25.053846153846155,,,,,,,,,,,,,True,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,28874.0,481,76,863,854,272,230,116,1717,23.0,43,5.0,8.0,5.0,12.0,24.0,44.0,32.0,91.0,79,178,60,230,863,12.0,25.0,7.0,31.0,18.0,42.0,39.0,75.0,84.0,74.0,8.0,11.0,44.0,7.0,99.0,6.0,19.0,21,28,25,53,10.0,8.0,2.0,12.0,7.0,5.0,18.0,2.0,16.0,41,39,,69,,14,,,,,2.0,1.0,,75.0,272,5.0,0.5316455696202531,0.56,0.4438202247191011,0.48,0.42857142857142855,0.44502617801047123,0.4444444444444444,0.4,0.5067264573991032,0.484375,0.5615384615384615,24.124124124124123,0.6666666666666666,0.0625,0.06109324758842444,0.058823529411764705,0.061124694376528114,0.06053268765133172,0.05194805194805195,0.08695652173913043,,0.06140350877192982,0.07058823529411765,0.058394160583941604,0.5,0.225130890052356,0.5348837209302325,0.6571428571428571,0.4782608695652174,0.23036649214659685,0.5454545454545454,0.6153846153846154,0.47643979057591623,0.3516483516483517,0.35555555555555557,0.71875,0.2962962962962963,0.625,0.26666666666666666,0.4166666666666667,0.2931937172774869,0.4528397368421052,0.4402556818181819,0.06829268292682927,0.07291666666666667,0.13478260869565217,0.32608695652173914,11.232022471910112,0.31517960602549244,3.0,7.0,,2.0,1.0,6.0,,1.0,,1.0,4.0,13.0,,2.0,,3.0,12.0,,6.0,1.0,14.0,33.0,4.0,17.0,3.0,13.0,4.0,3.0,4.0,2.0,6.0,,3.0,2.0,1.0,1.0,1.0,5.0,18.0,1.0,17.0,1.0,0.3076923076923077,,,0.3076923076923077,0.06806282722513089,0.07865168539325842,0.18604651162790697,0.11363636363636363,0.06521739130434782,0.0547945205479452,0.08536585365853659,0.05333333333333334,0.06,0.043478260869565216,0.043010752688172046,0.3333333333333333,0.03664921465968586,0.42857142857142855,0.42857142857142855,1.0,0.031413612565445025,0.16666666666666666,0.16666666666666666,1.0,0.037037037037037035,,,0.044444444444444446,,0.022222222222222223,,0.16666666666666666,0.44362727272727276,25.33076923076923,1.0,2.0,2.0,0.01098901098901099,0.4,0.037037037037037035,,,,,,,True,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,31346.0,522,123,934,917,280,248,115,1851,28.0,50,6.0,12.0,7.0,14.0,11.0,37.0,14.0,37.0,53,124,28,167,914,7.0,17.0,3.0,23.0,10.0,29.0,13.0,33.0,62.0,44.0,12.0,14.0,43.0,9.0,100.0,5.0,15.0,36,56,22,78,12.0,8.0,4.0,13.0,8.0,5.0,22.0,8.0,17.0,24,34,2.0,37,7.0,17,4.0,3.0,,1.0,4.0,4.0,,33.0,280,3.0,0.5849056603773585,0.6595744680851063,0.4274193548387097,0.4117647058823529,0.3448275862068966,0.4512987012987013,0.47619047619047616,0.2857142857142857,0.4940828402366864,0.5227272727272727,0.38372093023255816,17.867165575304025,0.5909090909090909,0.10112359550561797,0.045317220543806644,0.04807692307692308,0.10884353741496598,0.04597701149425287,0.04430379746835443,0.028169014084507043,0.09090909090909091,0.043859649122807015,0.07608695652173914,0.16,1.0,0.3246753246753247,0.56,0.5957446808510638,0.6428571428571429,0.24025974025974026,0.2972972972972973,0.2972972972972973,0.24025974025974026,0.3783783783783784,0.3783783783783784,0.7142857142857143,0.5714285714285714,0.5,0.4,0.5,0.5194805194805194,0.4843113636363636,0.46658142857142854,0.10365853658536585,0.12686567164179105,0.1377245508982036,0.19760479041916168,8.323387096774193,0.29978586723768735,7.0,18.0,,3.0,4.0,12.0,2.0,3.0,,3.0,11.0,30.0,2.0,4.0,,6.0,33.0,,12.0,4.0,3.0,29.0,5.0,12.0,7.0,10.0,12.0,8.0,7.0,3.0,9.0,1.0,2.0,,,1.0,3.0,,5.0,,5.0,1.0,0.36666666666666664,0.5,,0.36666666666666664,0.19480519480519481,0.024193548387096774,0.06,,0.17391304347826086,0.1411764705882353,0.033707865168539325,0.05952380952380952,0.13559322033898305,0.15384615384615385,0.08235294117647059,0.2727272727272727,0.11688311688311688,0.3888888888888889,0.3888888888888889,1.0,0.07792207792207792,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.6666666666666666,1.0,0.08571428571428572,,0.08571428571428572,,0.3333333333333333,0.548225,24.633333333333333,1.0,,,,0.16666666666666666,0.047619047619047616,2.0,1.0,0.05405405405405406,,,,True,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,34370.0,573,93,1020,1010,313,274,129,2030,18.0,31,5.0,7.0,6.0,9.0,19.0,41.0,24.0,53.0,61,125,32,229,1021,8.0,13.0,5.0,21.0,14.0,30.0,10.0,53.0,74.0,48.0,10.0,8.0,28.0,7.0,64.0,4.0,14.0,79,104,19,123,19.0,14.0,5.0,9.0,6.0,3.0,19.0,5.0,40.0,64,33,4.0,38,4.0,19,28.0,19.0,1.0,8.0,28.0,16.0,,53.0,313,5.0,0.6065573770491803,0.6607142857142857,0.488,0.6153846153846154,0.4666666666666667,0.5,0.4444444444444444,0.39814814814814814,0.5350467289719626,0.525,0.44166666666666665,19.914529914529915,0.47368421052631576,0.20256410256410257,0.038781163434903045,0.03305785123966942,0.1991701244813278,0.03734439834024896,0.034482758620689655,0.036585365853658534,0.02564102564102564,0.17424242424242425,0.2828282828282828,0.1761006289308176,0.5714285714285714,0.15736040609137056,0.5806451612903226,0.6666666666666666,0.5555555555555556,0.20812182741116753,0.4634146341463415,0.5135135135135135,0.26903553299492383,0.4528301886792453,0.46153846153846156,0.75,0.3888888888888889,0.7142857142857143,0.16666666666666666,0.6666666666666666,0.5228426395939086,0.46273673469387755,0.4479962264150943,0.08962264150943396,0.1357142857142857,0.09170305676855896,0.2314410480349345,10.716800000000003,0.30686274509803924,5.0,15.0,2.0,4.0,20.0,57.0,,3.0,3.0,20.0,25.0,72.0,,5.0,5.0,24.0,75.0,,56.0,20.0,9.0,20.0,1.0,13.0,2.0,5.0,17.0,8.0,2.0,3.0,10.0,,2.0,3.0,6.0,4.0,,,2.0,1.0,2.0,1.0,0.3472222222222222,,0.20833333333333334,0.352112676056338,0.36548223350253806,0.072,0.12903225806451613,0.0975609756097561,0.16,0.18478260869565216,0.041666666666666664,0.04395604395604396,0.22580645161290322,0.1,0.02,0.47368421052631576,0.07614213197969544,0.3333333333333333,0.3333333333333333,1.0,0.2893401015228426,0.3508771929824561,0.3508771929824561,1.0,0.16666666666666666,,,0.07407407407407407,0.5,0.37037037037037035,0.15,0.35714285714285715,0.5087833333333334,25.452777777777776,2.0,,,0.018867924528301886,0.4,0.1111111111111111,1.0,,0.023809523809523808,1.0,1.0,,True,,,,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,4724.0,79,-6,137,136,44,41,17,273,6.0,9,,,2.0,4.0,,3.0,1.0,5.0,7,17,1,15,150,,1.0,,,2.0,6.0,1.0,5.0,8.0,6.0,,3.0,7.0,2.0,17.0,,1.0,1,3,1,4,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5,3,,3,1.0,2,,,,,,,,5.0,44,2.0,0.5714285714285714,0.5714285714285714,0.4117647058823529,,0.3333333333333333,0.3888888888888889,,0.2857142857142857,0.39473684210526316,,0.3125,13.375796178343949,1.0,0.020833333333333332,0.02,,0.04838709677419355,0.014084507042253521,,,,,0.09090909090909091,,,0.5,0.6666666666666666,0.75,0.6666666666666666,0.16666666666666666,,,0.2777777777777778,0.2,0.2,,,,0.5714285714285714,0.5,0.5555555555555556,0.5151888888888889,0.5305571428571428,0.10526315789473684,0.1111111111111111,,0.3333333333333333,7.194117647058823,0.32116788321167883,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,4.0,1.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,0.05555555555555555,0.058823529411764705,0.1111111111111111,,,0.14285714285714285,,0.06666666666666667,0.2,,,,,,,,0.05555555555555555,,,,,,,,,0.14285714285714285,,,0.4129,24.9,,,,,,,,,,,,,True,,,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,3837.0,64,-26,115,117,41,35,15,232,2.0,3,1.0,1.0,1.0,1.0,,1.0,4.0,4.0,6,8,2,20,132,2.0,2.0,,4.0,2.0,2.0,,4.0,8.0,4.0,2.0,,3.0,,6.0,,3.0,7,8,3,11,2.0,2.0,,1.0,1.0,,3.0,2.0,4.0,8,3,,2,,1,1.0,1.0,,,1.0,1.0,,4.0,41,1.0,0.6666666666666666,0.8,0.75,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,14.50381679389313,0.3333333333333333,0.15555555555555556,0.07894736842105263,,0.12727272727272726,0.05357142857142857,0.05263157894736842,,,0.05,0.18181818181818182,0.2857142857142857,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,0.06666666666666667,,,0.26666666666666666,1.0,1.0,0.75,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5182266666666667,0.5376333333333333,0.0625,0.1111111111111111,0.2,0.2,10.412500000000001,0.3565217391304348,1.0,4.0,,1.0,1.0,3.0,,,,,2.0,7.0,,1.0,,1.0,6.0,,3.0,1.0,,3.0,,2.0,1.0,,,1.0,,,2.0,,,,,1.0,1.0,,,,,1.0,0.2857142857142857,,,0.2857142857142857,0.4666666666666667,,,,0.25,,0.1,0.1111111111111111,,,,,0.26666666666666666,0.25,0.25,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,,0.3333333333333333,0.57535,23.9,1.0,,,,,0.3333333333333333,,,,,1.0,,True,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,4521.0,75,-14,136,139,36,42,17,275,2.0,3,,,1.0,1.0,,1.0,,2.0,2,6,3,10,143,,,,,1.0,1.0,,5.0,2.0,2.0,,,8.0,,16.0,,1.0,2,3,1,4,5.0,1.0,4.0,3.0,3.0,,7.0,,5.0,11,5,,3,,1,1.0,1.0,,,1.0,,,5.0,36,2.0,0.5,0.5,0.3333333333333333,,1.0,0.21875,,0.625,0.2647058823529412,,0.625,15.286624203821656,0.42857142857142855,0.04081632653061224,0.020833333333333332,,0.028985507246376812,0.014285714285714285,,,,,0.1,0.058823529411764705,,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.0625,,,0.125,,,,,,0.25,1.0,0.8125,0.483871875,0.4955375,0.058823529411764705,0.14285714285714285,,0.5,9.066666666666666,0.2647058823529412,1.0,4.0,1.0,1.0,,6.0,,1.0,,2.0,1.0,10.0,,1.0,1.0,3.0,3.0,,6.0,,,8.0,,1.0,1.0,6.0,,1.0,,2.0,4.0,1.0,1.0,,,,1.0,1.0,,,,1.0,0.1,,0.3333333333333333,0.1,0.625,,,,0.14285714285714285,,0.1111111111111111,,,,,,0.25,0.25,0.25,1.0,0.375,,,,1.0,,,0.25,1.0,0.5,,,0.5367,24.720000000000002,,,,,,,,,,,,,True,,,,,,,,,,
185,1610612765,Chris Webber,Chris Webber,185,DET,18423.0,307,66,545,532,133,95,68,1077,31.0,39,9.0,13.0,7.0,8.0,11.0,20.0,8.0,26.0,50,85,19,119,549,14.0,20.0,2.0,30.0,11.0,18.0,11.0,33.0,62.0,38.0,16.0,4.0,20.0,2.0,44.0,3.0,22.0,34,49,25,74,10.0,6.0,4.0,5.0,3.0,2.0,15.0,7.0,23.0,36,34,3.0,38,6.0,18,6.0,5.0,,1.0,6.0,2.0,,33.0,133,3.0,0.62,0.7380952380952381,0.5882352941176471,0.7,0.6111111111111112,0.5882352941176471,0.7,0.6111111111111112,0.5891089108910891,0.6818181818181818,0.6346153846153846,18.619582664526483,0.3333333333333333,0.16748768472906403,0.1111111111111111,0.057692307692307696,0.16455696202531644,0.1,0.11224489795918367,0.05555555555555555,0.0625,0.12121212121212122,0.23529411764705882,0.16279069767441862,0.3333333333333333,0.4588235294117647,0.7948717948717948,0.8157894736842105,0.6774193548387096,0.23529411764705882,0.55,0.55,0.3058823529411765,0.3076923076923077,0.32,0.75,0.65,0.6923076923076923,0.4444444444444444,0.875,0.4588235294117647,0.4743129411764705,0.4678111111111111,0.18556701030927836,0.18556701030927836,0.25210084033613445,0.2773109243697479,7.355294117647059,0.24403669724770644,,,,,,,,,,,,,,,,,,,,,2.0,16.0,2.0,8.0,4.0,4.0,5.0,10.0,1.0,2.0,10.0,1.0,3.0,2.0,2.0,3.0,3.0,,4.0,,4.0,,,,,,,0.023529411764705882,0.02564102564102564,,0.38461538461538464,0.14705882352941177,0.11627906976744186,0.10526315789473684,0.13043478260869565,0.18181818181818182,0.030303030303030304,0.36363636363636365,,,,,,,,,,,,,,,,,0.5309055555555555,,,,,0.038461538461538464,0.2222222222222222,,,,,,1.0,,True,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,11402.0,190,45,337,334,111,118,49,671,6.0,18,1.0,9.0,2.0,5.0,3.0,8.0,11.0,30.0,20,56,10,50,298,1.0,9.0,3.0,5.0,5.0,17.0,2.0,12.0,32.0,8.0,2.0,3.0,9.0,3.0,21.0,8.0,16.0,27,44,24,68,6.0,3.0,3.0,4.0,1.0,3.0,8.0,1.0,13.0,32,16,3.0,14,2.0,6,8.0,5.0,,3.0,9.0,7.0,1.0,12.0,111,8.0,0.8,0.8421052631578947,0.35714285714285715,0.1111111111111111,0.29411764705882354,0.3508771929824561,0.1111111111111111,0.2777777777777778,0.3968253968253968,0.22727272727272727,0.3,17.974683544303797,0.5,0.20454545454545456,0.12598425196850394,0.1568627450980392,0.21022727272727273,0.1348314606741573,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.30612244897959184,0.09090909090909091,0.18,0.7777777777777778,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.14035087719298245,0.375,0.42857142857142855,0.5263157894736842,0.36666666666666664,0.3793103448275862,0.9090909090909091,1.0,0.1111111111111111,0.2777777777777778,0.4,0.3333333333333333,0.4390946428571429,0.4179,0.09836065573770492,0.1,0.1,0.24,11.142857142857142,0.3293768545994065,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,3.0,6.0,,4.0,,2.0,10.0,7.0,2.0,1.0,4.0,,2.0,4.0,1.0,1.0,1.0,,2.0,,2.0,,,,,,0.017543859649122806,0.05357142857142857,0.05555555555555555,0.125,0.4117647058823529,0.22727272727272727,0.20512820512820512,0.04,0.16129032258064516,0.38461538461538464,0.06060606060606061,0.6666666666666666,,,,,0.017543859649122806,,,,,,,,,0.05555555555555555,,,0.5534222222222221,38.3,,1.0,,0.03333333333333333,,,,,,,,1.0,True,,,,,,,,,,
