EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Loose Ball Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeAssists,SelfOReb,LostBallTurnovers,PenaltyTurnovers,SelfORebPct,PtsPutbacks,FTDefRebounds,DeadBallTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedShortMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,ShortMidRangePctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,Blocked3s,BlockedCorner3,DefensiveGoaltends,BlockedLongMidRange,OffensiveGoaltends
1513,1610612739,Scot Pollard,Scot Pollard,1513,CLE,120.0,2.0,4.0,3,4.0,2,1.0,7,3,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,8349.0,139.0,247.0,240,78.0,70,37.0,487,216,78.0,0.3157894736842105,64.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,9.0,1.0,1.0,3.0,3.0,13.0,1.0,1.0,5.0,1.0,4.0,7.0,22.0,3.0,26.0,2.0,1.0,1.0,2.0,8.0,3.0,11.0,2.0,21.0,13.0,3.0,3.0,8.0,11.0,4.0,4.0,2.0,1.0,30.0,1.0,5.0,3.0,8.0,1.0,9.0,5.0,10.0,3.0,1.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,0.3181818181818182,0.25,0.3181818181818182,0.25,1.0,0.4423076923076923,0.4444444444444444,0.48148148148148145,0.55,0.8461538461538461,9.574468085106384,0.03571428571428571,0.13513513513513514,0.018867924528301886,0.06611570247933884,0.008,0.030303030303030304,0.05263157894736842,0.046511627906976744,0.18518518518518517,0.038461538461538464,1.0,1.0,1.0,0.07692307692307693,0.038461538461538464,0.34615384615384615,0.4444444444444444,0.4444444444444444,1.0,0.5,0.23076923076923078,0.23076923076923078,1.0,0.5,0.5,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.2,0.8846153846153846,0.23076923076923078,0.5115519230769231,0.49739999999999995,0.037037037037037035,0.043478260869565216,0.4230769230769231,9.700000000000001,24.281818181818185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,120.0,2.0,4.0,3,4.0,2,1.0,7,3,4.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,20.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,0.38295,0.38295,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,7678.0,128.0,228.0,225,74.0,69,34.0,453,202,74.0,0.32456140350877194,55.0,6.0,11.0,,2.0,5.0,6.0,5.0,10.0,2.0,3.0,4.0,9.0,17.0,1.0,2.0,4.0,12.0,22.0,14.0,27.0,12.0,78.0,3.0,4.0,7.0,5.0,8.0,9.0,32.0,6.0,39.0,16.0,9.0,5.0,4.0,9.0,2.0,2.0,5.0,,22.0,1.0,2.0,7.0,9.0,4.0,13.0,3.0,10.0,10.0,,15.0,1.0,32.0,2.0,0.25,0.25,0.9285714285714286,0.5185185185185185,0.625,0.5384615384615384,0.5454545454545454,0.5714285714285714,0.673469387755102,0.7666666666666667,0.7,0.8157894736842105,0.5510204081632653,21.538461538461537,0.09210526315789473,0.05555555555555555,0.02,0.08035714285714286,0.03418803418803419,,0.05555555555555555,0.07317073170731707,0.07692307692307693,0.22448979591836735,0.5454545454545454,0.6,0.16666666666666666,0.10204081632653061,0.12244897959183673,0.20408163265306123,0.5,0.5,1.0,0.3469387755102041,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.2857142857142857,0.14285714285714285,0.13333333333333333,,0.26666666666666666,0.75,0.26666666666666666,0.5,0.7755102040816326,0.5625,0.5024104166666666,0.4444642857142857,0.07547169811320754,0.03571428571428571,0.41025641025641024,7.4772727272727275,25.62962962962963,2.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,16.0,18.0,3.0,1.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.75,0.8571428571428571,0.8888888888888888,0.045454545454545456,0.09090909090909091,1.0,0.04477611940298507,0.08333333333333333,0.0625,0.05263157894736842,0.17647058823529413,0.5,0.6,0.6,0.6666666666666666,0.5,0.5,0.2857142857142857,1.0,0.5,1.0,1.0,1.0,0.5139583333333334,0.12,0.20512820512820512,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,1069.0,18.0,37.0,31,21.0,13,4.0,68,36,21.0,0.5675675675675675,5.0,1.0,3.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,1.0,6.0,,1.0,,2.0,,1.0,5.0,,,,2.0,2.0,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,2.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,0.16666666666666666,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,19.51219512195122,0.1,,,0.08333333333333333,0.0625,,,,,0.42857142857142855,0.3333333333333333,1.0,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,,,,,,,,,,0.4,0.5,,,,,0.5714285714285714,,0.4432,0.40406,,,1.0,8.966666666666667,23.8,,1.0,,,,,,1.0,,,,,,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,1.0,0.1111111111111111,,0.5,,0.25,,,,,,,1.0,,,,,,0.2226,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,7058.0,118.0,206.0,201,64.0,58,35.0,407,170,64.0,0.3106796116504854,67.0,7.0,13.0,3.0,7.0,6.0,1.0,,,,,,,,,,,10.0,20.0,,,13.0,33.0,,3.0,9.0,,,6.0,12.0,8.0,,,,,1.0,1.0,,1.0,,,3.0,5.0,3.0,14.0,22.0,12.0,34.0,9.0,17.0,20.0,2.0,19.0,,12.0,4.0,0.4,0.5714285714285714,,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.55,0.46153846153846156,,12.970711297071128,0.1891891891891892,0.0967741935483871,0.11363636363636363,0.1619047619047619,0.11214953271028037,0.07692307692307693,0.29411764705882354,0.1,0.09523809523809523,0.65,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.3,0.05,,,,,,,,,,,0.7777777777777778,0.42857142857142855,,,,,0.65,,0.5686699999999999,0.6370666666666667,0.2962962962962963,,0.36363636363636365,3.3,,3.0,5.0,3.0,,,,4.0,6.0,,2.0,10.0,12.0,,,2.0,7.0,7.0,4.0,3.0,1.0,,3.0,1.0,,8.0,3.0,2.0,2.0,2.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.1,0.15384615384615385,0.3333333333333333,0.1111111111111111,0.17391304347826086,,0.16666666666666666,0.29411764705882354,0.5,0.5,0.5,,,,0.8333333333333334,0.6,,,,,0.52765,0.2962962962962963,0.30303030303030304,,,1.0,,,6.0,5.0,2.0,1.0,5.0,1.0,0.38461538461538464,0.12,0.1,,,,,,,,,,,,True,,,,,,,,,,,,
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,416.0,7.0,10.0,10,2.0,2,4.0,20,9,2.0,0.2,-4.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,0.25,,,14.285714285714285,0.5,,,0.25,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5775,,0.5,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,1929.0,32.0,54.0,51,11.0,9,7.0,105,53,11.0,0.2037037037037037,-7.0,2.0,5.0,,2.0,4.0,5.0,,,,,,,,,,,6.0,14.0,,,2.0,14.0,,,3.0,,,,,6.0,,,,,,,,,,,,2.0,3.0,4.0,7.0,3.0,10.0,2.0,3.0,3.0,,4.0,,,1.0,0.5,0.5,,,,,0.42857142857142855,,0.42857142857142855,,0.4642857142857143,,,25.0,0.3076923076923077,0.25,0.2222222222222222,0.28,0.1,0.16666666666666666,0.5,0.25,0.2222222222222222,0.35714285714285715,0.4,0.6666666666666666,0.5,0.2857142857142857,0.35714285714285715,,,,,,,,,,,0.6666666666666666,,,,,,0.35714285714285715,,0.48669285714285715,0.6151,0.21428571428571427,,,8.935714285714287,,,2.0,3.0,1.0,,,,2.0,,,,6.0,,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,0.14285714285714285,0.4,1.0,0.047619047619047616,0.09090909090909091,,0.3333333333333333,0.2857142857142857,,0.75,0.75,0.3333333333333333,0.2,0.2,1.0,,,,,,0.6536,0.21428571428571427,,,1.0,,,0.16666666666666666,,,,,,3.0,,,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,,,,,,
200769,1610612739,Shannon Brown,Shannon Brown,200769,CLE,,,,1,,1,,1,2,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,7537.0,126.0,223.0,219,63.0,63,32.0,442,196,63.0,0.2825112107623318,64.0,20.0,28.0,4.0,6.0,7.0,26.0,1.0,2.0,,,,4.0,13.0,,2.0,7.0,31.0,61.0,5.0,15.0,16.0,93.0,,7.0,12.0,2.0,7.0,3.0,23.0,8.0,9.0,13.0,4.0,11.0,14.0,25.0,7.0,7.0,8.0,2.0,64.0,2.0,9.0,11.0,23.0,4.0,27.0,1.0,5.0,25.0,,22.0,,23.0,,0.12903225806451613,0.13793103448275862,0.6,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5081967213114754,0.5833333333333334,0.506578947368421,0.5263157894736842,0.5470588235294118,0.5227272727272727,0.19736842105263158,41.10671936758894,0.13924050632911392,0.2727272727272727,0.04,0.17857142857142858,0.037037037037037035,0.03225806451612903,0.058823529411764705,0.225,0.16666666666666666,0.3684210526315789,0.7142857142857143,0.7142857142857143,0.2,0.09210526315789473,0.34210526315789475,0.02631578947368421,0.5,0.5,1.0,0.17105263157894737,0.3076923076923077,0.3076923076923077,0.5,,,0.3157894736842105,0.6666666666666666,,,0.3684210526315789,0.2857142857142857,0.5657894736842105,0.3076923076923077,0.4943749999999999,0.48762631578947374,0.12195121951219512,,0.24731182795698925,9.0655737704918,25.02,2.0,2.0,,11.0,,,3.0,6.0,,2.0,8.0,54.0,6.0,,1.0,2.0,8.0,5.0,3.0,11.0,7.0,20.0,,,10.0,3.0,,,,,2.0,,0.5,0.5,0.5714285714285714,0.01639344262295082,,0.55,0.034482758620689655,0.1111111111111111,,0.05263157894736842,0.045454545454545456,,,,,0.4230769230769231,0.44,0.3333333333333333,1.0,,,,,0.45133999999999996,0.14925373134328357,0.08602150537634409,1.0,,4.0,6.0,,4.0,3.0,9.0,1.0,,4.0,0.23076923076923078,,0.5555555555555556,,2.0,3.0,1.0,3.0,1.0,0.038461538461538464,,,,,True,,,,,,,,,,,,
