EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,OffArc3ReboundPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,Travels,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,BlockedLongMidRange,DefensiveGoaltends,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations
1506,1610612742,Austin Croshere,Austin Croshere,1506,DAL,829.0,14,-5.0,26,26,9,17,2.0,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,39,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,9,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,0.875,1.0,1.0,0.3333333333333333,17.857142857142854,0.5,0.2,0.1,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.4854333333333334,0.5556,0.5556,0.2857142857142857,0.5714285714285714,9.75,24.8,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,8051.0,134,-26.0,272,270,92,53,29.0,542,1.0,1.0,,,,,24.0,4.0,12.0,12.0,29.0,4.0,12.0,27.0,63.0,315,2.0,4.0,13.0,,7.0,13.0,25.0,,12.0,,11.0,4.0,5.0,5.0,24.0,7.0,31.0,4.0,8.0,7.0,12.0,1.0,20.0,2.0,32.0,4.0,25.0,92,4.0,1.0,0.3333333333333333,0.36363636363636365,0.41379310344827586,0.5,,0.43902439024390244,0.7,0.4,0.5454545454545454,0.8125,0.5227272727272727,0.2926829268292683,20.388349514563107,0.5,0.060240963855421686,0.06140350877192982,0.041666666666666664,0.024390243902439025,1.0,1.0,0.5853658536585366,0.2926829268292683,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3170731707317073,0.36363636363636365,0.4229925,0.405425,0.4272533333333333,0.20634920634920634,0.3968253968253968,18.262068965517237,25.308333333333334,0.3382352941176471,1.0,4.0,10.0,1.0,1.0,4.0,8.0,1.0,1.0,6.0,4.0,8.0,24.0,1.0,5.0,2.0,7.0,2.0,5.0,16.0,2.0,8.0,11.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,10.0,6.0,3.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.13414634146341464,0.1702127659574468,0.06451612903225806,0.14728682170542637,0.05263157894736842,0.075,0.2222222222222222,0.1875,0.125,0.07692307692307693,0.23333333333333334,0.058823529411764705,0.3333333333333333,1.0,0.0975609756097561,0.25,0.25,1.0,0.4166666666666667,0.4166666666666667,1.0,0.2,1.0,1.0,0.5333333333333333,0.5,0.19607843137254902,0.2564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,6466.0,108,-16.0,215,215,56,37,21.0,430,6.0,13.0,1.0,2.0,,1.0,12.0,3.0,8.0,13.0,30.0,4.0,11.0,8.0,46.0,249,2.0,3.0,7.0,,1.0,,6.0,14.0,12.0,,8.0,3.0,1.0,,4.0,2.0,6.0,3.0,10.0,2.0,7.0,,9.0,,9.0,,6.0,56,,1.0,0.36363636363636365,0.36363636363636365,0.43333333333333335,0.6666666666666666,,0.4634146341463415,0.875,0.5,0.5111111111111111,0.875,0.5,0.2682926829268293,22.821576763485474,,0.016129032258064516,0.011235955056179775,0.058823529411764705,0.3170731707317073,0.46153846153846156,0.5,0.2926829268292683,0.1951219512195122,0.375,0.375,1.0,0.5,0.5,0.16666666666666666,,0.5853658536585366,0.375,0.4735890243902438,0.47281249999999997,0.5066666666666667,0.15217391304347827,0.13043478260869565,9.389999999999997,24.79090909090909,0.26046511627906976,1.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,5.0,12.0,,5.0,2.0,7.0,,1.0,16.0,,2.0,2.0,2.0,1.0,1.0,7.0,1.0,7.0,,,1.0,1.0,,3.0,2.0,1.0,1.0,2.0,1.0,,,0.46153846153846156,0.46153846153846156,1.0,0.4,0.7,0.02631578947368421,0.05555555555555555,,0.03571428571428571,,,,,0.058823529411764705,0.04,,0.15384615384615385,0.5,0.3333333333333333,0.12195121951219512,0.2,0.25,1.0,0.5,0.5,0.5,0.25,1.0,1.0,0.3333333333333333,0.5,0.08888888888888889,0.09090909090909091,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.07692307692307693,0.2,0.1,0.045454545454545456,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.08333333333333333,,,,,,,,,,,,,,,True,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,8194.0,137,-4.0,274,268,79,36,32.0,542,7.0,12.0,1.0,2.0,1.0,1.0,22.0,4.0,9.0,24.0,47.0,4.0,10.0,11.0,71.0,298,2.0,7.0,4.0,3.0,4.0,5.0,11.0,30.0,12.0,2.0,9.0,4.0,6.0,3.0,31.0,8.0,39.0,3.0,8.0,5.0,10.0,2.0,13.0,2.0,14.0,3.0,11.0,79,2.0,1.0,0.4,0.4,0.5106382978723404,0.2857142857142857,0.75,0.5263157894736842,0.2857142857142857,0.6,0.5634920634920635,0.2857142857142857,0.6875,0.17543859649122806,22.683706070287542,0.375,0.06666666666666667,0.06837606837606838,0.11538461538461539,0.21052631578947367,0.5833333333333334,0.5833333333333334,0.38596491228070173,0.15789473684210525,0.4444444444444444,0.4444444444444444,1.0,0.2857142857142857,0.5,0.2,1.0,0.38596491228070173,0.4444444444444444,0.4578219298245613,0.439,0.43344000000000005,0.056338028169014086,0.15492957746478872,11.310638297872341,25.009999999999998,0.28832116788321166,6.0,13.0,11.0,,,,1.0,,,,,1.0,18.0,,5.0,5.0,10.0,1.0,1.0,25.0,2.0,7.0,21.0,6.0,1.0,5.0,5.0,,2.0,3.0,,3.0,,,5.0,3.0,2.0,1.0,3.0,2.0,,1.0,0.375,0.391304347826087,,,0.625,0.23595505617977527,0.14893617021276595,0.07407407407407407,0.20588235294117646,0.1875,,0.2,0.1111111111111111,0.2727272727272727,0.3548387096774194,0.21428571428571427,0.05263157894736842,0.6666666666666666,0.42857142857142855,0.22807017543859648,0.46153846153846156,0.5,0.3333333333333333,0.5,0.5,0.36363636363636365,,,,0.2,,0.08333333333333333,0.1,,1.0,,,1.0,4.0,3.0,,2.0,1.0,,0.02127659574468085,,0.07692307692307693,,0.07142857142857142,0.017543859649122806,,,,,,,1.0,1.0,2.0,0.045454545454545456,,,,,,,,,,,True,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,9782.0,163,-28.0,326,326,110,75,37.0,652,20.0,31.0,,,8.0,12.0,18.0,1.0,4.0,28.0,53.0,3.0,10.0,14.0,79.0,374,2.0,3.0,4.0,10.0,19.0,4.0,30.0,44.0,9.0,,3.0,1.0,1.0,1.0,11.0,1.0,12.0,3.0,9.0,12.0,23.0,2.0,23.0,,19.0,2.0,30.0,110,2.0,1.0,0.3,0.3333333333333333,0.5283018867924528,0.6666666666666666,0.5263157894736842,0.5158730158730159,0.6666666666666666,0.52,0.5642857142857143,0.6666666666666666,0.5357142857142857,0.15873015873015872,21.236559139784944,0.07692307692307693,0.009708737864077669,0.007042253521126761,,0.49206349206349204,0.6451612903225806,0.7407407407407407,0.2857142857142857,0.06349206349206349,0.25,0.25,1.0,,,0.48,0.6666666666666666,0.6507936507936508,0.3333333333333333,0.48754112903225805,0.36955,0.5148520833333333,0.05063291139240506,0.379746835443038,7.264150943396227,26.549999999999994,0.3374233128834356,1.0,4.0,7.0,,,1.0,3.0,,,,2.0,6.0,12.0,1.0,17.0,13.0,30.0,6.0,5.0,73.0,,5.0,5.0,6.0,3.0,3.0,6.0,,4.0,2.0,2.0,4.0,,,10.0,1.0,1.0,,1.0,,,3.0,0.21428571428571427,0.21428571428571427,,0.3333333333333333,0.6666666666666666,0.05,0.08620689655172414,,0.06329113924050633,,0.019230769230769232,,0.05,,0.09375,0.08108108108108109,0.09523809523809523,,0.15,0.06349206349206349,0.25,0.5,,0.3888888888888889,0.3888888888888889,0.42857142857142855,,,,0.12,0.3333333333333333,0.14705882352941177,0.1724137931034483,2.0,6.0,1.0,3.0,6.0,7.0,9.0,,,,,0.11320754716981132,0.12903225806451613,0.5,,,0.09523809523809523,0.3333333333333333,0.3333333333333333,1.0,0.12,0.3333333333333333,,3.0,4.0,5.0,,,,,,,,,,,,True,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,4075.0,68,-8.0,139,139,75,50,20.0,278,4.0,6.0,,1.0,3.0,4.0,8.0,2.0,5.0,5.0,16.0,6.0,12.0,9.0,37.0,165,,1.0,2.0,3.0,7.0,7.0,25.0,4.0,15.0,,5.0,2.0,1.0,1.0,5.0,1.0,6.0,8.0,11.0,2.0,5.0,1.0,6.0,,10.0,2.0,25.0,75,2.0,0.8333333333333334,0.5,0.5,0.3125,,0.42857142857142855,0.5,,0.6428571428571429,0.5606060606060606,0.3333333333333333,0.6944444444444444,0.42857142857142855,26.666666666666668,0.1111111111111111,0.02127659574468085,0.015625,,0.21428571428571427,0.6666666666666666,0.8,0.2857142857142857,0.17857142857142858,0.4,0.4,0.5,0.5,,0.2857142857142857,0.75,0.6428571428571429,0.4,0.4622035714285714,0.5581750000000001,0.4663464285714286,0.05405405405405406,0.6756756756756757,10.518749999999999,24.266666666666666,0.539568345323741,1.0,2.0,,,1.0,2.0,3.0,,1.0,2.0,4.0,7.0,6.0,,5.0,1.0,6.0,,2.0,13.0,,3.0,1.0,1.0,1.0,,3.0,3.0,1.0,2.0,,6.0,1.0,,3.0,,,,,,,2.0,0.6,0.6,,0.5714285714285714,0.2727272727272727,0.027777777777777776,0.10344827586206896,,0.06153846153846154,,0.05263157894736842,,,,0.125,0.125,0.07692307692307693,,0.75,0.07142857142857142,0.5,0.5,,,,,0.5,,,0.21428571428571427,0.6666666666666666,0.0967741935483871,0.15789473684210525,4.0,7.0,2.0,4.0,2.0,1.0,3.0,,,1.0,,0.125,0.16666666666666666,,,,0.25,0.5714285714285714,0.5714285714285714,1.0,0.2857142857142857,0.5,,,,,,3.0,1.0,1.0,0.125,,,,,,,True,,,,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,581.0,10,-1.0,18,18,8,13,2.0,36,,,,,,,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,7.0,21,,,1.0,,,1.0,1.0,,3.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,,2.0,1.0,1.0,8,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,0.75,,,0.7,0.5,0.25,0.75,25.0,,0.25,0.1111111111111111,,,,,0.25,0.5,0.5,0.5,,,,,,0.75,0.5,0.48607500000000003,,0.50775,0.14285714285714285,0.14285714285714285,22.2,24.466666666666665,0.4444444444444444,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.2,,0.14285714285714285,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,True,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,1594.0,27,-19.0,56,57,29,30,9.0,113,,1.0,,1.0,,,,,,,2.0,,2.0,1.0,1.0,60,,1.0,,,,,,,,,,,1.0,,4.0,1.0,5.0,,1.0,1.0,3.0,,1.0,,2.0,,,29,,,,,,,,,,,0.1,,,0.5,9.23076923076923,,0.038461538461538464,0.030303030303030304,,0.25,,,,,,,,1.0,,,,0.75,,0.4686125,0.47,0.5253,,,3.2,23.6,0.5178571428571429,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,3.0,,2.0,2.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,0.18181818181818182,0.14285714285714285,,0.16,0.14285714285714285,,,,0.16666666666666666,0.3333333333333333,0.09090909090909091,0.3333333333333333,,,0.25,,,,,,,,,,,,0.2,0.3333333333333333,,2.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,0.5,,,,1.0,,,,,,,,,,,1.0,0.5,0.5,,,,True,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,3062.0,51,-20.0,101,104,40,38,8.0,205,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,3.0,2.0,7.0,2.0,7.0,5.0,15.0,117,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,6.0,2.0,3.0,,1.0,,8.0,1.0,9.0,2.0,5.0,3.0,8.0,,5.0,1.0,6.0,1.0,4.0,40,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.35714285714285715,1.0,0.16666666666666666,0.4411764705882353,1.0,0.2857142857142857,0.5,19.642857142857142,,0.03225806451612903,0.022222222222222223,,0.14285714285714285,1.0,1.0,0.14285714285714285,0.21428571428571427,,,,1.0,1.0,0.16666666666666666,1.0,0.6428571428571429,,0.47874285714285714,0.4758,0.44646666666666673,0.26666666666666666,0.26666666666666666,9.87142857142857,23.728571428571428,0.39603960396039606,,3.0,,,,,3.0,,,,,3.0,2.0,,1.0,,1.0,,1.0,2.0,,3.0,5.0,3.0,1.0,2.0,3.0,,2.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,0.5,1.0,,,0.6,0.14705882352941177,0.16666666666666666,,0.15384615384615385,0.16666666666666666,,,0.1875,0.125,0.1,0.08333333333333333,0.3333333333333333,1.0,0.5,0.21428571428571427,,,,,,,,,,0.5,,0.125,0.2222222222222222,2.0,4.0,,,,,,,1.0,,,,,,,0.125,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,2.0,,,,,0.5,,,True,,,,,,,,
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,4931.0,82,5.0,156,159,41,15,21.0,315,6.0,9.0,4.0,7.0,2.0,3.0,,,,7.0,10.0,,,3.0,17.0,172,4.0,7.0,9.0,2.0,3.0,1.0,5.0,12.0,,8.0,,,12.0,1.0,15.0,13.0,28.0,,1.0,8.0,11.0,,4.0,,7.0,1.0,5.0,41,1.0,,,,0.7,0.5714285714285714,0.6666666666666666,0.7,0.5714285714285714,0.6666666666666666,0.6538461538461539,0.5625,0.625,,7.692307692307692,0.125,0.2608695652173913,0.20634920634920634,0.3333333333333333,0.9,0.6666666666666666,0.6666666666666666,,,,,,1.0,0.5714285714285714,1.0,0.6666666666666666,0.9,,0.5247900000000001,0.5449428571428571,0.4916666666666667,0.5294117647058824,0.29411764705882354,0.5700000000000001,,0.26282051282051283,1.0,1.0,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,2.0,1.0,6.0,8.0,2.0,,2.0,1.0,,1.0,,1.0,,2.0,,3.0,6.0,2.0,3.0,6.0,4.0,,1.0,0.14285714285714285,0.3333333333333333,,,1.0,0.16,0.2727272727272727,0.058823529411764705,0.19444444444444445,0.375,0.17391304347826086,0.2,0.1875,0.11764705882352941,0.17647058823529413,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.1,1.0,1.0,,,,,,,,,,0.25,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,True,,,,,,,,
