EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Avg3ptShotDistance,PenaltyFtPoints,Offensive Fouls Drawn,DefCorner3ReboundPct,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFtPoints,Fg2aBlocked,Arc3Assists,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,FTOffRebounds,OffFTReboundPct,Travels,PenaltyTurnovers,BlockedAtRim,3SecondViolations,SecondChanceAtRimPctAssisted,on,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,5205.0,87,-19,150,150,28,24,20,300,4.0,5.0,2.0,3.0,1.0,5.0,2.0,8.0,7.0,18,1.0,15,179,4.0,5.0,8.0,1.0,3.0,2.0,8.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,3.0,13.0,3.0,16.0,9.0,12.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,28,2.0,0.5714285714285714,1.0,0.3888888888888889,0.8,0.3333333333333333,0.3888888888888889,0.8,0.3333333333333333,0.375,0.8,0.25,11.560693641618498,0.375,0.14545454545454545,0.03508771929824561,0.2,0.1,0.15384615384615385,0.04477611940298507,0.047619047619047616,0.05,0.14285714285714285,0.125,0.13043478260869565,0.16666666666666666,0.3333333333333333,0.2777777777777778,0.8,0.8,0.5,0.2777777777777778,0.2,0.2,0.4444444444444444,0.25,0.25,1.0,0.6,0.6666666666666666,0.2777777777777778,0.44752222222222215,0.45695,0.3974333333333333,0.1,0.1,0.5333333333333333,0.13333333333333333,10.322222222222223,0.18666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,399.0,7,6,12,11,2,3,1,23,1.0,1.0,,,,,,,1.0,1,,2,11,,,,,,,2.0,,,,,,,,,,2.0,,2.0,,2.0,,1.0,,,,,,,,2,,1.0,1.0,1.0,,,1.0,,,1.0,,,7.142857142857142,,0.4,,,,0.2857142857142857,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.5894,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,4731.0,79,-26,137,138,21,18,17,275,4.0,6.0,1.0,1.0,3.0,7.0,6.0,9.0,13.0,22,2.0,28,164,2.0,2.0,4.0,3.0,4.0,6.0,6.0,20.0,2.0,7.0,8.0,,17.0,,2.0,,4.0,,4.0,2.0,6.0,3.0,5.0,,1.0,,3.0,1.0,,6.0,21,1.0,0.23076923076923078,0.25,0.5909090909090909,1.0,0.75,0.52,1.0,0.75,0.5192307692307693,1.0,0.75,20.64516129032258,,0.08,0.038461538461538464,,,0.06779661016949153,0.03225806451612903,,0.05555555555555555,,,0.09523809523809523,0.09090909090909091,,0.24,0.6666666666666666,0.6666666666666666,,0.28,0.42857142857142855,0.42857142857142855,0.36,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,0.36,0.45014199999999993,0.50185,0.443475,0.038461538461538464,0.043478260869565216,0.14285714285714285,0.21428571428571427,11.25909090909091,0.15328467153284672,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,0.12,0.3333333333333333,0.0625,0.08333333333333333,1.0,0.3333333333333333,0.04,0.08,0.25,1.0,25.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,660.0,11,5,18,18,4,10,2,36,,1.0,,,,,1.0,2.0,1.0,3,2.0,4,22,,,,,1.0,2.0,2.0,,,1.0,1.0,,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,1.0,,2.0,4,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.5,,0.5,19.047619047619047,,,,0.25,,0.125,,,,,,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,0.3333333333333333,0.4337,,0.279,0.25,0.25,,0.5,12.466666666666667,0.2222222222222222,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,872.0,15,12,25,23,9,12,3,48,2.0,3.0,2.0,2.0,3.0,3.0,,,5.0,6,,10,26,2.0,2.0,4.0,2.0,2.0,4.0,4.0,6.0,4.0,,,,,,2.0,,,1.0,1.0,2.0,3.0,,,,3.0,,1.0,1.0,,4.0,9,,0.4,0.6666666666666666,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,20.0,0.3333333333333333,,0.25,,,,0.25,0.5,,,,,,,0.5,0.6666666666666666,0.6666666666666666,,0.5,1.0,1.0,,,,,1.0,1.0,0.5,0.48256666666666664,0.5719,0.4999,0.16666666666666666,0.16666666666666666,0.4,0.4,4.15,0.36,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,0.6666666666666666,,,0.5,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,4851.0,81,-23,140,141,28,23,19,281,4.0,9.0,1.0,1.0,,3.0,8.0,13.0,12.0,25,13.0,37,170,1.0,1.0,3.0,4.0,5.0,14.0,14.0,10.0,2.0,9.0,10.0,1.0,21.0,,2.0,1.0,9.0,2.0,12.0,2.0,14.0,3.0,6.0,,12.0,,19.0,9.0,,14.0,28,,0.5833333333333334,0.6363636363636364,0.48,1.0,0.8,0.48,1.0,0.8,0.5441176470588235,0.75,0.7777777777777778,24.22360248447205,0.25,0.18,0.03773584905660377,0.1111111111111111,,0.1694915254237288,0.03278688524590164,,0.05263157894736842,,0.14285714285714285,0.2,0.17391304347826086,0.16666666666666666,0.36,0.4444444444444444,0.5714285714285714,0.75,0.12,,,0.52,0.6153846153846154,0.6153846153846154,0.5,1.0,1.0,0.36,0.46568000000000004,0.555,0.42076,0.2727272727272727,0.2727272727272727,0.08108108108108109,0.3783783783783784,10.34,0.2,2.0,2.0,,,,,1.0,,4.0,4.0,,1.0,,2.0,,2.0,3.0,2.0,,1.0,5.0,1.0,,,,,,,0.4,0.06666666666666667,,,,,,0.4,1.0,,6.0,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.12,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,4504.0,75,-24,131,130,23,12,18,261,3.0,7.0,,,1.0,3.0,5.0,9.0,9.0,19,7.0,34,155,,,2.0,1.0,2.0,4.0,2.0,16.0,,3.0,3.0,,6.0,,1.0,,6.0,,6.0,1.0,7.0,3.0,9.0,,2.0,,8.0,1.0,,4.0,23,1.0,0.1111111111111111,0.1111111111111111,0.47368421052631576,,0.5,0.46551724137931033,,0.16666666666666666,0.5,1.0,0.2857142857142857,23.841059602649008,,0.11764705882352941,0.0196078431372549,,,0.10714285714285714,0.01639344262295082,0.05263157894736842,,,0.25,0.047619047619047616,0.13636363636363635,,0.2413793103448276,0.42857142857142855,0.5,0.3333333333333333,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.3103448275862069,0.5555555555555556,0.5555555555555556,,,,0.5862068965517241,0.49236379310344824,,0.4990333333333334,0.03333333333333333,0.05,0.058823529411764705,0.11764705882352941,11.215789473684211,0.17557251908396945,,1.0,3.0,7.0,10.0,7.0,,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,,5.0,,4.0,,,,,0.3448275862068966,0.4,,,,,0.10344827586206896,0.2413793103448276,0.16666666666666666,,24.91,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,0.05263157894736842,0.14285714285714285,,1.0,2.0,2.0,2.0,3.0,4.0,9.0,2.0,1.0,1.0,0.3,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,,,,,,,,True,,,,,,,,,,,,,,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,473.0,8,3,12,13,6,7,3,25,1.0,2.0,1.0,2.0,,,,1.0,1.0,3,1.0,3,17,1.0,2.0,2.0,,1.0,1.0,,2.0,2.0,3.0,3.0,1.0,6.0,,1.0,,,,,2.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,6,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.375,0.5,0.25,23.52941176470588,,,0.2,,,,0.2,0.3333333333333333,,,,,,,0.6666666666666666,0.5,1.0,,,,,0.3333333333333333,,,,1.0,0.5,0.6666666666666666,0.4995,0.5512,0.5603,0.25,0.25,0.6666666666666666,0.3333333333333333,5.8999999999999995,0.5,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,True,,,,,,,,,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,4330.0,72,-29,125,126,19,11,17,251,11.0,17.0,4.0,5.0,,3.0,,,11.0,20,5.0,27,151,4.0,5.0,8.0,,1.0,,14.0,8.0,6.0,2.0,3.0,,7.0,,7.0,2.0,9.0,1.0,12.0,7.0,19.0,,2.0,1.0,14.0,1.0,11.0,6.0,,,19,,0.6363636363636364,0.875,0.55,0.8,,0.55,0.8,,0.54,0.6666666666666666,,22.37762237762238,0.2,0.1836734693877551,0.14285714285714285,0.4,,0.2037037037037037,0.11864406779661017,0.058823529411764705,0.23529411764705882,,0.16666666666666666,0.19047619047619047,0.18181818181818182,0.25,0.85,0.6470588235294118,0.7857142857142857,0.6363636363636364,0.15,,,,,,,1.0,0.8,0.85,0.53754,0.5687,0.5653,0.24,0.24,0.2962962962962963,,1.095,0.152,,1.0,,,,,1.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,5.0,,1.0,,7.0,1.0,,4.0,2.0,4.0,2.0,,0.2857142857142857,0.13333333333333333,0.16666666666666666,0.5,,,,1.0,,,,,1.0,1.0,,,3.0,1.0,,,,0.15,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,0.25,True,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,637.0,11,-1,19,19,2,3,4,38,,,,,,,,1.0,,1,,3,20,,,3.0,,,3.0,,,,2.0,2.0,,4.0,,,,,,,,,1.0,2.0,1.0,,,,,,3.0,2,,,,,,,0.75,1.5,1.5,0.75,1.5,1.5,12.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,0.392075,,0.35685,,,1.0,1.0,19.7,0.10526315789473684,,,,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,0.5,1.0,,,,,,0.5,,,26.6,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,
