EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,DefThreePtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,DefFTReboundPct,DefThreePtReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffThreePtRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,OffensiveGoaltends,AtRimPctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,PtsUnassisted3s,Corner3Assists,RecoveredBlocks,3SecondViolations,BlocksRecoveredPct,ShortMidRangeAssists,BlockedLongMidRange,on,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Fg3aBlocked,Travels,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,BlockedCorner3
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,742.0,12,4,25,24,13,19,3,49,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,4.0,8,25,1.0,1.0,2.0,4.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,2,2,1.0,3,2.0,1.0,4.0,1.0,1.0,6.0,13,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,17.857142857142854,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.09090909090909091,1.0,0.25,0.5,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.4723333333333333,0.574,0.574,0.25,0.25,0.5,0.75,5.3,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,2258.0,38,11,70,71,41,51,11,141,,,,,,,4.0,3.0,6,5.0,14,63,,1.0,2.0,2.0,3.0,4.0,4.0,13.0,2.0,4.0,,,1,1,,1,3.0,,6.0,1.0,1.0,13.0,41,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.75,0.375,,0.5625,0.4642857142857143,0.5,0.65,18.072289156626507,0.038461538461538464,,0.03333333333333333,,,,,,,,,0.3333333333333333,,,,,0.5,0.4423333333333333,0.388,0.44946875000000003,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.9285714285714286,15.050000000000002,0.5857142857142857,1.0,2.0,2.0,1.0,6.0,1.0,4.0,1.0,6.0,1.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5,0.1,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666,1.0,0.5,0.25,0.16666666666666666,25.916666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,2270.0,38,2,67,71,31,43,13,138,1.0,2.0,,,1.0,2.0,11.0,7.0,16,3.0,20,72,,1.0,,,3.0,6.0,1.0,7.0,6.0,8.0,,2.0,2,2,2.0,4,4.0,,4.0,2.0,,7.0,31,,0.42857142857142855,0.42857142857142855,0.4375,,0.5,0.4722222222222222,,0.42857142857142855,0.5,,0.4375,30.48780487804878,0.07692307692307693,0.07142857142857142,0.07142857142857142,0.05405405405405406,0.125,0.15384615384615385,,0.1111111111111111,0.5,0.5,,0.6111111111111112,,,0.2857142857142857,0.5,0.2222222222222222,0.41010555555555556,0.3894,0.4400142857142857,0.1,0.1111111111111111,,0.35,13.8,0.4626865671641791,2.0,3.0,4.0,1.0,1.0,,,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,4.0,2.0,9.0,2.0,1.0,2.0,5.0,3.0,2.0,4.0,1.0,,,1.0,1.0,0.5,,0.5,0.1111111111111111,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.4,0.5,0.05555555555555555,1.0,1.0,1.0,,,1.0,24.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0625,0.09090909090909091,0.6,0.07142857142857142,0.1111111111111111,0.5,0.05555555555555555,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,1850.0,31,8,54,55,25,31,7,109,1.0,1.0,,,,,3.0,3.0,5,2.0,20,56,,,,6.0,2.0,3.0,2.0,15.0,4.0,2.0,,,2,6,,6,2.0,,2.0,,1.0,15.0,25,1.0,0.6666666666666666,0.6666666666666666,0.6,,0.6666666666666666,0.8181818181818182,1.5,1.0833333333333333,0.8333333333333334,1.5,1.0714285714285714,20.967741935483872,0.08333333333333333,,0.11538461538461539,,,,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,,,,0.6363636363636364,0.49975,0.563925,0.44780833333333336,,,0.3,0.75,13.12,0.46296296296296297,,1.0,2.0,2.0,3.0,1.0,1.0,4.0,6.0,3.0,3.0,12.0,3.0,2.0,4.0,6.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5454545454545454,0.2,0.09090909090909091,,,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,1.0,0.6666666666666666,24.46666666666667,3.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,0.2727272727272727,0.3333333333333333,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,3081.0,51,3,94,96,45,60,15,190,3.0,7.0,1.0,3.0,,,,3.0,8,2.0,8,93,1.0,3.0,,2.0,,,,,4.0,2.0,2.0,3.0,5,7,5.0,12,4.0,,4.0,3.0,,,45,,0.6666666666666666,1.0,0.375,0.3333333333333333,,0.375,0.3333333333333333,,0.4444444444444444,0.3333333333333333,,9.909909909909908,0.1282051282051282,0.07894736842105263,0.13953488372093023,0.09615384615384616,,0.1111111111111111,,0.875,0.42857142857142855,0.6,0.6666666666666666,,1.0,0.3333333333333333,,,0.875,0.543675,0.5710999999999999,,0.3333333333333333,0.3333333333333333,0.25,,1.1375,0.4787234042553192,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,14.0,,,,3.0,,,,,,0.2,0.125,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,0.25,,,0.10526315789473684,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,2.0,,0.1111111111111111,0.25,,,,,,,,,,,,2.0,3.0,2.0,1.0,0.2857142857142857,0.14285714285714285,0.125,0.1,0.25,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,1093.0,18,-8,36,36,15,23,5,72,1.0,2.0,,,,1.0,3.0,4.0,5,,8,37,1.0,1.0,,2.0,,1.0,,,8.0,,,1.0,1,1,1.0,2,,,,,,,15,,1.0,1.0,0.8,1.0,,0.5,1.0,,0.5,1.0,,21.951219512195124,0.06666666666666667,0.07142857142857142,0.0625,0.047619047619047616,,,,0.25,0.5,0.5,1.0,0.375,,,0.5,,0.625,0.50741875,0.4197,0.62815,,,0.25,,9.8,0.4166666666666667,,,3.0,,1.0,,,,3.0,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,0.375,0.2,,,,1.0,1.0,1.0,0.125,,,,,,,24.166666666666668,2.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,0.1,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,783.0,13,-6,25,25,14,20,6,50,,,,,,,1.0,,1,,6,26,,,,,,,,6.0,,,,1.0,2,2,1.0,3,,,,,,6.0,14,,,,,,,0.5,,0.75,0.5,,0.75,18.75,0.18181818181818182,0.06666666666666667,0.16666666666666666,0.05263157894736842,0.2,0.25,,,,,,0.16666666666666666,,,,,0.8333333333333334,0.440675,,0.46286249999999995,,,,1.0,19.1,0.56,,,,1.0,4.0,1.0,3.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,,,,,,1.0,2.0,,,,1.0,0.5,0.4,0.5,0.4,0.8333333333333334,0.25,,,,,,,0.6666666666666666,0.25,0.25,,0.75,0.3333333333333333,0.25,25.4,1.0,1.0,,,,,,,,,,,,,,,,,,0.16666666666666666,0.25,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,989.0,16,2,30,30,9,12,3,60,,1.0,,,,1.0,2.0,,4,2.0,2,25,,,,,,1.0,,,,,,,1,2,,2,1.0,,2.0,1.0,,,9,,,,,,,,,,0.2,,,18.18181818181818,0.06666666666666667,,0.11764705882352941,,,0.14285714285714285,,0.25,,,,0.5,,,1.0,,0.25,0.41015,,0.5023,0.2,0.2,,,13.225,0.3,,1.0,,,,,,,,,,,,,3.0,4.0,1.0,9.0,,,,1.0,1.0,,2.0,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,1795.0,30,9,54,56,29,32,10,110,,3.0,,2.0,,2.0,8.0,3.0,12,2.0,8,44,,3.0,2.0,2.0,2.0,7.0,,4.0,6.0,,,4.0,5,11,5.0,16,3.0,1.0,2.0,1.0,,4.0,29,,1.0,1.0,0.25,,0.2857142857142857,0.25,,0.2857142857142857,0.3076923076923077,0.25,0.2857142857142857,21.21212121212121,0.22727272727272727,0.15384615384615385,0.24,0.15625,0.2857142857142857,0.18181818181818182,0.75,0.25,,,,0.6666666666666666,0.6666666666666666,,0.2857142857142857,,0.25,0.44550833333333334,0.5532,0.42561428571428567,0.07692307692307693,0.07692307692307693,0.25,0.5,13.266666666666666,0.5370370370370371,,1.0,3.0,,,,,,,,,,,,1.0,4.0,,11.0,,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,0.08333333333333333,,,0.375,0.375,1.0,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,1.0,5.0,,3.0,3.0,3.0,,0.7142857142857143,0.3333333333333333,,,,,,,,,,,,1.0,,,,,0.16666666666666666,0.2,0.2,,0.5,,2.0,1.0,1.0,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,544.0,9,-10,15,16,3,9,2,31,1.0,2.0,,,,1.0,,1.0,4,,2,24,,,,,,1.0,,,2.0,,,,1,1,,1,,,,,,,3,,1.0,1.0,0.25,,,0.25,,,0.25,,,29.41176470588235,0.125,,0.1111111111111111,,,,,0.5,0.5,0.5,1.0,,,,1.0,,0.5,0.481825,,0.5778,,,,,6.1,0.2,,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,,2.0,2.0,,,,,,,,,,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,
