EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,Fg3aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,HeaveAttempts,SecondChanceCorner3FGM,PtsUnassisted3s,Technical Free Throw Trips,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedArc3
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,21380.0,356,65.0,696,690,182,136.0,72.0,1386,34.0,51.0,5.0,8.0,11.0,15.0,12.0,28.0,4.0,8.0,5.0,11.0,2.0,1.0,6.0,15.0,1.0,2.0,2.0,6.0,50.0,87.0,11.0,26.0,19.0,152.0,711.0,9.0,15.0,1.0,4.0,1.0,22.0,19.0,24.0,2.0,7.0,6.0,50.0,78.0,22.0,33.0,10.0,15.0,6.0,8.0,7.0,5.0,12.0,3.0,2.0,6.0,1.0,29.0,5.0,16.0,13.0,50.0,6.0,69.0,21.0,90.0,3.0,15.0,10.0,5.0,6.0,4.0,2.0,2.0,1.0,8.0,3.0,17.0,24.0,21.0,2.0,2.0,27.0,5.0,15.0,1.0,18.0,6.0,1.0,11.0,18.0,10.0,2.0,50.0,182,1.0,1.0,0.78,0.8666666666666667,1.0,0.4230769230769231,0.25,0.2857142857142857,0.4230769230769231,0.5747126436781609,0.6,0.7916666666666666,0.588495575221239,0.5526315789473685,0.7096774193548387,0.6129032258064516,0.55,0.7352941176470589,0.23008849557522124,0.09195402298850575,0.09803921568627451,0.10714285714285714,16.85823754789272,0.75,0.2608695652173913,0.2032520325203252,0.06986899563318777,0.1326530612244898,0.0625,0.18313953488372092,0.06796116504854369,0.057971014492753624,0.09210526315789473,0.05952380952380952,0.04918032786885246,0.10526315789473684,0.08823529411764706,0.2755102040816326,0.2125,0.12987012987012986,0.14285714285714285,0.06818181818181818,0.5555555555555556,0.45132743362831856,0.6666666666666666,0.7391304347826086,0.8529411764705882,0.24778761061946902,0.42857142857142855,0.48,0.5833333333333334,0.07079646017699115,0.5,0.5,0.75,0.09734513274336283,0.45454545454545453,0.45454545454545453,1.0,0.13274336283185842,0.4,0.4,1.0,0.42105263157894735,0.625,0.2,0.10526315789473684,0.10526315789473684,0.5,1.0,0.4838709677419355,0.7333333333333333,0.03225806451612903,0.1935483870967742,0.3333333333333333,0.6814159292035398,0.4,0.5390230088495576,0.5119527777777777,0.5323596774193549,0.12195121951219512,0.15463917525773196,0.14473684210526316,0.32894736842105265,4.505747126436782,24.399999999999995,0.2614942528735632,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,21227.0,354,48.0,687,679,174,149.0,70.0,1366,7.0,9.0,,,2.0,2.0,1.0,4.0,4.0,18.0,8.0,15.0,1.0,6.0,6.0,21.0,1.0,3.0,,8.0,12.0,31.0,14.0,36.0,6.0,72.0,723.0,,1.0,1.0,4.0,,3.0,3.0,4.0,1.0,14.0,4.0,13.0,16.0,8.0,42.0,,21.0,6.0,2.0,9.0,4.0,13.0,4.0,,6.0,,30.0,2.0,3.0,7.0,14.0,,21.0,5.0,26.0,,9.0,4.0,5.0,5.0,2.0,6.0,3.0,,11.0,3.0,15.0,29.0,15.0,2.0,8.0,7.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,13.0,174,6.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.25,0.07142857142857142,0.3888888888888889,0.3870967741935484,,0.75,0.4925373134328358,0.3,0.25,0.5142857142857142,0.3,0.325,0.5373134328358209,0.06451612903225806,0.1111111111111111,0.25,10.478654592496765,0.45454545454545453,,0.05622489959839357,0.0136986301369863,0.0875,0.024096385542168676,0.06382978723404255,0.016556291390728478,,,0.036585365853658534,,0.08695652173913043,0.07142857142857142,0.02127659574468085,0.08235294117647059,0.06349206349206349,0.17647058823529413,,1.0,0.13432835820895522,0.7777777777777778,0.875,0.5714285714285714,0.05970149253731343,0.25,0.3333333333333333,,0.26865671641791045,0.2222222222222222,0.2222222222222222,1.0,0.22388059701492538,0.5333333333333333,0.5333333333333333,1.0,0.31343283582089554,0.2857142857142857,0.3,1.0,,,,0.2,0.6,0.3333333333333333,1.0,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,,0.6716417910447762,0.2857142857142857,0.518320895522388,0.526425,0.5148916666666667,0.029411764705882353,0.0625,0.041666666666666664,0.18055555555555555,11.932258064516128,24.575,0.25327510917030566,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.027777777777777776,0.047619047619047616,0.16666666666666666,,,,,,,,,,,,,,,True,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,17767.0,296,53.0,585,577,179,106.0,63.0,1162,45.0,65.0,5.0,11.0,18.0,24.0,25.0,53.0,9.0,23.0,1.0,2.0,1.0,2.0,,,,,,,79.0,141.0,1.0,2.0,63.0,224.0,623.0,12.0,21.0,,1.0,16.0,40.0,22.0,39.0,1.0,2.0,24.0,71.0,110.0,48.0,3.0,6.0,,,17.0,5.0,1.0,6.0,,1.0,3.0,2.0,13.0,6.0,15.0,20.0,51.0,7.0,78.0,21.0,99.0,6.0,10.0,7.0,3.0,3.0,2.0,15.0,1.0,4.0,18.0,3.0,16.0,34.0,58.0,2.0,,84.0,9.0,43.0,4.0,19.0,15.0,1.0,3.0,19.0,11.0,1.0,71.0,179,4.0,2.0,0.6962025316455697,0.7236842105263158,1.0,0.5,,0.5,0.5,0.5602836879432624,0.5714285714285714,0.5641025641025641,0.5629370629370629,0.5454545454545454,0.573170731707317,0.6187845303867403,0.625,0.6454545454545455,0.013986013986013986,0.12056737588652482,0.15384615384615385,0.1320754716981132,29.758308157099698,0.16666666666666666,0.30434782608695654,0.24170616113744076,0.08064516129032258,0.2777777777777778,0.08333333333333333,0.2508833922261484,0.08139534883720931,0.17647058823529413,0.05970149253731343,0.029411764705882353,0.08,0.09090909090909091,0.19642857142857142,0.26666666666666666,0.24615384615384617,0.2631578947368421,0.3333333333333333,0.13333333333333333,0.5789473684210527,0.45454545454545453,0.6923076923076923,0.8181818181818182,0.7111111111111111,0.3706293706293706,0.4716981132075472,0.5434782608695652,0.72,0.16083916083916083,0.391304347826087,0.391304347826087,0.5555555555555556,0.013986013986013986,0.5,0.5,1.0,,,,,0.5,0.45454545454545453,0.4,0.045454545454545456,,,,0.5853658536585366,0.75,0.04878048780487805,,,0.46853146853146854,,0.488936013986014,0.4890058823529412,0.5181499999999999,0.24293785310734464,0.24571428571428572,0.17857142857142858,0.3169642857142857,6.387234042553192,23.950000000000003,0.305982905982906,1.0,,,,1.0,,1.0,4.0,6.0,,,0.5,1.0,2.0,,,,,,,,,,,,,True,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,7590.0,126,-4.0,252,253,93,74.0,26.0,505,16.0,22.0,3.0,5.0,5.0,6.0,1.0,6.0,3.0,8.0,,2.0,,1.0,,1.0,,,,1.0,20.0,36.0,,3.0,6.0,46.0,287.0,3.0,6.0,,,1.0,7.0,6.0,12.0,,2.0,2.0,14.0,22.0,18.0,,4.0,,,1.0,9.0,4.0,13.0,1.0,3.0,3.0,4.0,30.0,,9.0,1.0,8.0,,9.0,9.0,18.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,6.0,1.0,5.0,11.0,9.0,2.0,,9.0,1.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,14.0,93,2.0,1.0,0.55,0.6111111111111112,,,,,,0.5555555555555556,0.5,0.5,0.5128205128205128,0.5,0.42857142857142855,0.5348837209302325,0.5,0.4375,0.07692307692307693,0.027777777777777776,0.045454545454545456,,17.5,0.5,,0.0898876404494382,0.11538461538461539,0.03571428571428571,,0.07692307692307693,0.08333333333333333,0.17391304347826086,,0.14285714285714285,,,0.03333333333333333,0.029411764705882353,0.24,0.041666666666666664,,0.23529411764705882,1.0,0.5641025641025641,0.7272727272727273,0.7619047619047619,0.5,0.15384615384615385,0.16666666666666666,0.16666666666666666,,0.20512820512820512,0.375,0.375,1.0,0.05128205128205128,,,,0.02564102564102564,,,,0.8333333333333334,0.6,,,,,,0.42857142857142855,0.8333333333333334,0.07142857142857142,0.07142857142857142,,0.6410256410256411,,0.5196315789473684,0.5421333333333334,0.4967153846153846,0.09523809523809523,0.10256410256410256,0.15217391304347827,0.30434782608695654,5.355555555555555,38.96666666666667,0.36904761904761907,,,2.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,True,
959,1610612756,Steve Nash,Steve Nash,959,PHX,24760.0,413,57.0,807,800,214,169.0,85.0,1607,24.0,42.0,,1.0,5.0,10.0,12.0,28.0,19.0,51.0,3.0,3.0,1.0,1.0,16.0,36.0,,3.0,4.0,11.0,55.0,121.0,19.0,39.0,41.0,208.0,846.0,3.0,6.0,1.0,4.0,4.0,13.0,8.0,21.0,5.0,12.0,22.0,53.0,10.0,100.0,21.0,,36.0,16.0,9.0,116.0,30.0,146.0,17.0,13.0,70.0,28.0,322.0,2.0,2.0,8.0,22.0,1.0,31.0,4.0,35.0,,4.0,4.0,,30.0,20.0,18.0,10.0,,48.0,11.0,8.0,21.0,51.0,,12.0,46.0,2.0,12.0,10.0,,,,,1.0,1.0,,53.0,214,3.0,9.0,0.09090909090909091,0.09090909090909091,0.3684210526315789,0.48717948717948717,0.25,0.4166666666666667,0.48717948717948717,0.45454545454545453,0.5,0.38095238095238093,0.521875,0.45,0.4696969696969697,0.5666666666666667,0.5416666666666666,0.5760869565217391,0.24375,0.0743801652892562,0.11904761904761904,0.07142857142857142,25.082508250825082,0.625,0.03571428571428571,0.07692307692307693,0.0076045627376425855,0.0784313725490196,0.021052631578947368,0.07731958762886598,0.0111731843575419,,,0.019801980198019802,0.014705882352941176,0.037037037037037035,0.08641975308641975,0.0625,0.08602150537634409,0.09876543209876543,,,1.0,0.2625,0.5714285714285714,0.6486486486486487,0.16666666666666666,0.175,0.42857142857142855,0.46153846153846156,,0.31875,0.37254901960784315,0.3877551020408163,0.05263157894736842,0.01875,1.0,1.0,1.0,0.225,0.4444444444444444,0.4444444444444444,0.25,0.1,,,0.1,0.3,,,0.30303030303030304,0.5,0.030303030303030304,0.3333333333333333,0.36363636363636365,0.50625,0.4444444444444444,0.49337687500000005,0.44451874999999996,0.48585909090909085,0.07058823529411765,0.0916030534351145,0.0625,0.2548076923076923,9.869421487603304,25.056410256410256,0.265179677819083,1.0,,18.0,10.0,4.0,1.0,1.0,,2.0,,,1.0,,,,1.0,36.0,4.0,1.0,1.0,0.0392156862745098,1.0,1.0,,,,True,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,14375.0,240,10.0,470,468,173,128.0,53.0,938,16.0,28.0,2.0,4.0,4.0,10.0,3.0,15.0,4.0,13.0,3.0,14.0,3.0,6.0,5.0,24.0,,3.0,2.0,10.0,23.0,56.0,8.0,38.0,15.0,85.0,501.0,2.0,6.0,,6.0,,4.0,5.0,20.0,4.0,16.0,4.0,26.0,24.0,22.0,24.0,,24.0,5.0,4.0,8.0,3.0,11.0,,3.0,5.0,1.0,25.0,1.0,4.0,7.0,14.0,,21.0,5.0,26.0,2.0,6.0,2.0,4.0,5.0,2.0,5.0,3.0,,10.0,5.0,8.0,21.0,18.0,2.0,2.0,23.0,1.0,12.0,,1.0,,,1.0,1.0,1.0,,26.0,173,4.0,,0.5217391304347826,0.5217391304347826,1.0,0.21052631578947367,,0.25,0.21052631578947367,0.4107142857142857,0.3333333333333333,0.25,0.3723404255319149,0.16666666666666666,0.3055555555555556,0.40476190476190477,0.16666666666666666,0.3333333333333333,0.40425531914893614,0.07142857142857142,0.10714285714285714,0.06666666666666667,21.575984990619137,0.5,,0.08284023668639054,0.027210884353741496,0.11475409836065574,0.015873015873015872,0.09130434782608696,0.023809523809523808,0.0392156862745098,0.046511627906976744,,0.023809523809523808,,0.1276595744680851,0.029850746268656716,0.10909090909090909,0.11320754716981132,0.125,0.03389830508474576,1.0,0.2978723404255319,0.5714285714285714,0.64,0.6875,0.1595744680851064,0.2,0.21428571428571427,0.3333333333333333,0.13829787234042554,0.3076923076923077,0.3076923076923077,,0.14893617021276595,0.21428571428571427,0.21428571428571427,1.0,0.2553191489361702,0.20833333333333334,0.20833333333333334,1.0,0.3333333333333333,0.5,0.5,0.25,0.25,,,0.2777777777777778,0.4,0.16666666666666666,0.2777777777777778,0.2,0.7021276595744681,0.20833333333333334,0.5313691489361703,0.5483,0.50105,0.11428571428571428,0.1791044776119403,0.047058823529411764,0.3058823529411765,6.555357142857142,24.836842105263162,0.3680851063829787,2.0,,2.0,1.0,,1.0,1.0,1.0,3.0,,,0.3333333333333333,,,,,,,,,,,,,,,True,
2592,1610612756,James Jones,James Jones,2592,PHX,6835.0,114,18.0,226,223,31,17.0,25.0,449,2.0,2.0,,,,,,,7.0,13.0,3.0,3.0,2.0,,5.0,11.0,,1.0,,,9.0,15.0,8.0,14.0,4.0,46.0,241.0,3.0,3.0,2.0,3.0,,12.0,,2.0,,,,,12.0,6.0,24.0,,11.0,5.0,,2.0,,2.0,,,,,4.0,,1.0,3.0,5.0,,8.0,1.0,9.0,,,,,1.0,1.0,2.0,,,3.0,,5.0,10.0,8.0,1.0,2.0,5.0,,2.0,,1.0,,,1.0,1.0,,1.0,,31,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.6666666666666666,,0.5714285714285714,0.6,1.0,,0.7241379310344828,1.0,,0.7419354838709677,1.0,,0.4827586206896552,,,,13.333333333333334,0.3333333333333333,,0.07142857142857142,0.012987012987012988,0.09375,,0.0784313725490196,0.009615384615384616,,0.043478260869565216,,,,0.13043478260869565,0.05,0.037037037037037035,0.125,,,,0.06896551724137931,1.0,1.0,1.0,,,,,0.4482758620689655,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.10344827586206896,1.0,1.0,1.0,0.3793103448275862,0.45454545454545453,0.45454545454545453,1.0,,,,0.3333333333333333,0.16666666666666666,,,,,,,,0.5517241379310345,0.45454545454545453,0.480201724137931,0.462625,0.36165,0.0967741935483871,0.11764705882352941,0.2608695652173913,,15.866666666666667,25.271428571428576,0.13716814159292035,,,2.0,1.0,,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,1.0,1.0,1.0,0.07142857142857142,True,
703,1610612756,Kurt Thomas,Kurt Thomas,703,PHX,9807.0,163,38.0,310,309,22,66.0,30.0,619,6.0,11.0,,,1.0,2.0,4.0,8.0,19.0,37.0,,,,,,,,,,,29.0,56.0,,,12.0,70.0,298.0,,,,,,,1.0,2.0,,,2.0,4.0,54.0,4.0,,,,,4.0,7.0,2.0,9.0,1.0,1.0,2.0,3.0,20.0,1.0,6.0,9.0,23.0,2.0,34.0,7.0,41.0,,5.0,4.0,1.0,4.0,4.0,3.0,,2.0,7.0,,16.0,21.0,14.0,1.0,3.0,13.0,1.0,6.0,1.0,9.0,6.0,,3.0,9.0,5.0,,4.0,22,1.0,1.0,0.9310344827586207,0.9310344827586207,,,,,,0.5178571428571429,,0.5,0.5178571428571429,,0.5,0.5645161290322581,,0.6666666666666666,,0.07142857142857142,0.2727272727272727,,19.88472622478386,0.5714285714285714,0.25,0.21100917431192662,0.05263157894736842,0.24324324324324326,0.04,0.2191780821917808,0.050359712230215826,0.058823529411764705,0.09090909090909091,0.02127659574468085,,0.16666666666666666,0.20689655172413793,0.17777777777777778,0.2571428571428571,0.23076923076923078,0.2727272727272727,,0.5555555555555556,0.19642857142857142,0.5454545454545454,0.75,0.8333333333333334,0.14285714285714285,0.5,0.5,0.75,0.6607142857142857,0.5135135135135135,0.5277777777777778,1.0,,,,,,,,,,,,,,,,1.0,0.5,,,,0.19642857142857142,,0.43973750000000006,,0.54245,0.09836065573770492,0.09836065573770492,,0.05714285714285714,12.608928571428569,,0.07096774193548387,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,0.02702702702702703,,,,,,True,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,59.0,1,,2,1,2,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
147,1610612756,Jalen Rose,Jalen Rose,147,PHX,532.0,9,-3.0,16,15,13,2.0,4.0,31,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,3.0,,1.0,,2.0,22.0,,,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,2.0,,2.0,,,1.0,,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,13,,,1.0,1.0,,,,,,0.3333333333333333,,0.5,0.25,,0.5,0.25,,0.5,0.25,,,,20.0,,,0.3333333333333333,,,,0.2,,,,,,,,1.0,,,,,,,,,,0.25,,,,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,0.25,,0.3933375,,0.3956,,,,1.0,17.433333333333334,24.1,0.8125,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,
