EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PtsPutbacks,SelfOReb,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3FGA,AtRimAssists,Loose Ball Fouls,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,AtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimFGM,HeaveAttempts,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimAccuracy,on,ShortMidRangePctBlocked,Technical Free Throw Trips,PtsUnassisted3s,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,3157.0,53,-19.0,101,100,12,11.0,8.0,201,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,9.0,3.0,15.0,2.0,8.0,104,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,12,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.2,0.3333333333333333,0.25,0.3333333333333333,0.06666666666666667,0.1111111111111111,16.8141592920354,0.03571428571428571,0.021739130434782608,0.058823529411764705,0.044444444444444446,0.019230769230769232,0.038461538461538464,0.0625,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6,0.1111111111111111,0.125,1.0,0.5,0.6666666666666666,0.5,0.2,0.4403133333333333,0.45975,0.48856666666666665,0.0625,0.0625,0.25,12.986666666666668,0.1188118811881188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,7269.0,121,-35.0,229,227,43,31.0,22.0,456,1.0,5.0,1.0,,,1.0,1.0,6.0,14.0,8.0,20.0,20.0,48.0,257,2.0,,1.0,13.0,8.0,8.0,1.0,1.0,1.0,2.0,,,5.0,1.0,5.0,7.0,13.0,2.0,15.0,6.0,2.0,1.0,,4.0,3.0,9.0,,14.0,1.0,25.0,9.0,13.0,43,0.5,0.5,0.4,,0.5,0.375,0.6,0.5909090909090909,0.05,,17.120622568093385,0.1044776119402985,0.01098901098901099,0.15625,0.12121212121212122,0.018518518518518517,,0.14285714285714285,0.1111111111111111,0.17857142857142858,0.2,0.25,0.03571428571428571,1.0,1.0,1.0,0.5,0.42857142857142855,0.42857142857142855,0.5,0.3333333333333333,,,0.4642857142857143,0.48039107142857146,0.5495833333333334,0.55555,0.25,0.32142857142857145,0.2708333333333333,13.26,0.18777292576419213,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,8.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.375,0.2857142857142857,0.125,0.2,0.3333333333333333,0.75,0.25,0.058823529411764705,0.043478260869565216,0.07692307692307693,0.1,0.4,0.17857142857142858,0.6,0.6,1.0,0.10714285714285714,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,0.0625,23.387500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,4179.0,70,-27.0,129,128,13,2.0,15.0,257,,,,,,4.0,8.0,3.0,7.0,7.0,15.0,3.0,17.0,151,2.0,,1.0,,10.0,4.0,,3.0,,3.0,,1.0,6.0,9.0,2.0,11.0,13.0,10.0,23.0,,,3.0,,4.0,2.0,3.0,,3.0,,3.0,2.0,,13,0.7142857142857143,0.8333333333333334,0.4666666666666667,,0.4666666666666667,,0.53125,,,,13.422818791946309,0.2682926829268293,0.16071428571428573,0.1111111111111111,0.22033898305084745,0.15384615384615385,0.09375,0.21052631578947367,0.13333333333333333,,,,0.5333333333333333,0.5,0.5,0.5,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,,,,,0.43000666666666665,0.5314,0.4099,0.125,0.125,,11.413333333333332,0.10077519379844961,,,,,,,,,,,1.0,,2.0,4.0,,,,,,,,,2.0,1.0,,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,0.5,0.5,0.6666666666666666,,,,,0.25,,0.1111111111111111,0.38461538461538464,,0.2857142857142857,,,,,,,,,,,,,,,0.23529411764705882,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.09090909090909091,0.3333333333333333,0.375,0.125,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,3926.0,65,-37.0,127,126,38,38.0,11.0,253,1.0,1.0,,,,1.0,3.0,2.0,4.0,4.0,8.0,8.0,22.0,148,,1.0,3.0,6.0,6.0,2.0,,3.0,,3.0,,1.0,6.0,,1.0,4.0,5.0,,5.0,2.0,1.0,2.0,1.0,5.0,2.0,6.0,1.0,8.0,,9.0,3.0,6.0,38,0.75,0.75,0.5,0.3333333333333333,0.4666666666666667,0.25,0.5789473684210527,0.5,,,17.39130434782609,0.12903225806451613,,0.05555555555555555,0.10204081632653061,,,0.06666666666666667,0.0625,0.06666666666666667,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.26666666666666666,0.5,0.5,1.0,,,,0.5333333333333333,0.4700533333333334,0.5679,0.4147375,0.17647058823529413,0.3,0.2727272727272727,13.375,0.2992125984251969,,,,,,2.0,7.0,1.0,2.0,7.0,,1.0,,,,1.0,4.0,6.0,7.0,2.0,1.0,,1.0,,,1.0,3.0,2.0,1.0,,,,,1.0,2.0,2.0,1.0,0.2857142857142857,,0.2857142857142857,,,,0.4666666666666667,0.14285714285714285,,0.14285714285714285,0.6,,,,,0.2,,,,,,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,,,,0.25,0.2857142857142857,,24.828571428571426,,,,,,,,,,0.16666666666666666,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,
2551,1610612761,T.J. Ford,T.J. Ford,2551,TOR,8171.0,136,-30.0,259,257,60,46.0,27.0,516,11.0,25.0,1.0,2.0,5.0,5.0,6.0,16.0,35.0,32.0,66.0,17.0,96.0,281,5.0,10.0,19.0,35.0,10.0,54.0,2.0,19.0,5.0,24.0,2.0,4.0,53.0,4.0,2.0,3.0,5.0,5.0,10.0,7.0,5.0,5.0,,14.0,2.0,7.0,2.0,18.0,1.0,21.0,9.0,35.0,60,0.15625,0.16129032258064516,0.48484848484848486,0.5263157894736842,0.5197368421052632,0.6190476190476191,0.5647058823529412,0.6730769230769231,0.030303030303030304,,33.9041095890411,0.0410958904109589,0.038834951456310676,0.05128205128205128,0.044642857142857144,0.040983606557377046,0.034482758620689655,0.07894736842105263,0.058823529411764705,0.32894736842105265,0.44,0.4782608695652174,0.07894736842105263,0.8333333333333334,0.8333333333333334,0.4,0.4605263157894737,0.45714285714285713,0.45714285714285713,0.0625,0.125,0.23809523809523808,0.4,0.4605263157894737,0.49066118421052624,0.5339928571428573,0.45396904761904766,0.10975609756097561,0.125,0.3645833333333333,10.787878787878787,0.23166023166023167,2.0,3.0,,1.0,1.0,3.0,7.0,1.0,5.0,10.0,2.0,3.0,,7.0,2.0,2.0,9.0,15.0,7.0,3.0,,3.0,14.0,1.0,,2.0,9.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.5,1.0,0.5,0.4,0.4375,0.4375,0.13157894736842105,,0.08,,0.6428571428571429,,0.05263157894736842,0.037037037037037035,0.06666666666666667,,,0.039473684210526314,0.6666666666666666,0.6666666666666666,1.0,0.09210526315789473,0.42857142857142855,0.42857142857142855,1.0,,0.047619047619047616,1.0,0.047619047619047616,0.42857142857142855,0.07291666666666667,24.57,2.0,1.0,2.0,2.0,2.0,,,0.05555555555555555,,,0.02702702702702703,,3.0,1.0,,0.375,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.18181818181818182,0.3333333333333333,1.0,1.0,,,,,,True,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,7411.0,124,-14.0,233,231,53,37.0,26.0,464,6.0,9.0,3.0,2.0,2.0,1.0,10.0,9.0,24.0,16.0,43.0,16.0,48.0,252,3.0,2.0,6.0,6.0,18.0,14.0,,4.0,4.0,8.0,2.0,2.0,20.0,4.0,10.0,18.0,30.0,4.0,34.0,4.0,2.0,4.0,2.0,7.0,9.0,13.0,1.0,14.0,,19.0,9.0,6.0,53,0.5625,0.5625,0.37209302325581395,0.3333333333333333,0.35555555555555557,0.3333333333333333,0.4444444444444444,0.42857142857142855,,,23.0188679245283,0.27692307692307694,0.0425531914893617,0.2857142857142857,0.28,0.036036036036036036,0.018867924528301886,0.3333333333333333,0.3,0.2,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.1,0.1,1.0,0.5333333333333333,0.375,0.375,0.6666666666666666,1.0,0.3333333333333333,1.0,0.24444444444444444,0.4314727272727273,0.5214,0.411,0.16981132075471697,0.17647058823529413,0.125,12.330232558139539,0.22746781115879827,,,,,,,2.0,,,2.0,1.0,,4.0,6.0,,,2.0,,1.0,,,2.0,,,2.0,2.0,3.0,1.0,2.0,1.0,,3.0,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.044444444444444446,,,,0.42857142857142855,0.6666666666666666,,0.07692307692307693,,0.14285714285714285,0.2,,,,,0.044444444444444446,,,,,,,,,0.125,37.9,,1.0,4.0,4.0,4.0,3.0,,0.06666666666666667,,0.36363636363636365,0.037037037037037035,0.75,,2.0,2.0,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,0.3333333333333333,True,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,4524.0,75,23.0,144,144,52,41.0,19.0,288,,1.0,,,,1.0,1.0,2.0,3.0,3.0,5.0,,12.0,135,1.0,,,,6.0,,1.0,,1.0,1.0,1.0,,3.0,,4.0,6.0,11.0,1.0,12.0,,,3.0,,4.0,2.0,9.0,2.0,2.0,1.0,,,,52,1.0,1.0,0.6,,0.75,,0.75,,0.2,,7.317073170731708,0.13333333333333333,,0.18181818181818182,0.14925373134328357,0.01639344262295082,,0.20833333333333334,0.2,0.125,,,0.125,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,0.5,0.483525,0.3539,,,,,14.719999999999999,0.3611111111111111,1.0,1.0,,,,1.0,2.0,,2.0,3.0,1.0,,,2.0,,,,6.0,2.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,0.375,,1.0,,0.25,0.5,0.1,,0.125,0.07142857142857142,,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,,,,0.5,0.16666666666666666,23.8,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,1052.0,18,,33,32,9,13.0,3.0,65,,3.0,1.0,,1.0,,,,,,3.0,,,34,1.0,,1.0,,,,,,,,,,,4.0,2.0,2.0,4.0,4.0,8.0,,,,,1.0,1.0,2.0,,1.0,,,,,9,,,,,,,,,,,10.81081081081081,0.2,0.2857142857142857,0.5,0.2857142857142857,0.23529411764705882,0.2857142857142857,0.2222222222222222,0.5,1.0,,,,,,,,,,,1.0,1.0,,1.0,0.5332,0.5092,0.5969,,,,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2413,1610612761,Juan Dixon,Juan Dixon,2413,TOR,820.0,14,-14.0,28,27,12,5.0,2.0,55,,,,,,,,,2.0,,2.0,,,32,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,12,,,,,,,,,,,22.580645161290324,,,,,,,,,,,,,,,,0.4,,,,,,,0.6,0.48347999999999997,0.55395,0.459925,,,,20.45,0.42857142857142855,,1.0,,,,,2.0,1.0,,3.0,,1.0,,,,1.0,,,2.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.6,,,,0.5,,,,,,,0.2,,,,0.4,,,,,,,0.5,,,24.133333333333336,,,,,,,,,,,,,1.0,,,0.5,,,,,1.0,,,,,,,,,,,True,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,124.0,2,,5,7,1,,,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
