EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,OpponentPoints,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGA,Corner3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceFtPoints,FTDefRebounds,2pt And 1 Free Throw Trips,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,on,HeaveAttempts,AtRimAssists,FTOffRebounds,DefThreePtRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,3SecondViolations,OffFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,137.0,2,1,6,3,4,9,2,1.0,1.0,4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,394.0,7,-4,11,10,8,21,11,,,8,0.7272727272727273,3.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.3333333333333333,0.25,0.3333333333333333,40.0,0.3333333333333333,1.0,0.25,0.4444444444444444,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.3639,0.3722666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,382.0,6,-4,12,11,9,23,11,,,9,0.75,2.0,,2.0,1.0,1.0,4.0,,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,2.0,,,0.25,0.25,0.25,0.25,0.25,0.25,30.769230769230766,,,,,,,,0.5,,,,0.25,0.39540000000000003,0.39540000000000003,,,1.0,6.95,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,0.25,1.0,1.0,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,1522.0,25,-17,47,45,34,92,52,2.0,1.0,34,0.723404255319149,7.0,,2.0,,1.0,3.0,2.0,7.0,1.0,1.0,3.0,5.0,,,,,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,,,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.4166666666666667,0.4375,0.4166666666666667,19.29824561403509,0.08333333333333333,0.125,0.07142857142857142,0.08333333333333333,,0.3333333333333333,,0.2857142857142857,,,,,0.50885,0.49745833333333334,0.125,0.25,0.7142857142857143,4.966666666666667,27.0,1.0,1.0,1.0,1.0,2.0,,,,0.14285714285714285,1.0,1.0,0.16666666666666666,1.0,0.7142857142857143,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,1.0,1.0,1.0,0.5714285714285714,0.3333333333333333,0.0625,0.125,0.2,0.2,0.5714285714285714,0.25,0.25,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.6752,0.2857142857142857,24.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,417.0,7,-4,12,10,9,22,11,,,9,0.75,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,0.5883,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,22.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,1128.0,19,-13,36,35,26,71,41,,,26,0.7222222222222222,4.0,,,1.0,,1.0,2.0,5.0,1.0,,1.0,3.0,,,,,,,1.0,1.0,,1.0,3.0,2.0,1.0,3.0,,,,,0.5,0.5,0.625,0.5,14.285714285714286,0.1111111111111111,,0.1,,,,0.25,,,,,0.3333333333333333,0.41808333333333336,0.41808333333333336,0.25,0.5,0.6,18.0,27.0,,,,,,,,,,,,,,0.6666666666666666,,,,1.0,,1.0,1.0,2.0,,,1.0,2.0,3.0,,1.0,,,,,2.0,,,,2.0,,1.0,2.0,2.0,,,1.0,0.5,0.5,0.5,,,,0.6666666666666666,1.0,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,24.8,1.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,1140.0,19,-13,35,34,25,69,41,,,25,0.7142857142857143,5.0,,1.0,3.0,3.0,5.0,1.0,7.0,,1.0,2.0,3.0,2.0,1.0,3.0,,8.0,,,,,,2.0,2.0,,3.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.6,0.5,0.5833333333333334,0.5,13.636363636363637,,,,,,,,0.2,,,,0.6,0.4222,0.57355,,,0.42857142857142855,13.0,25.0,1.0,1.0,1.0,1.0,4.0,,,,0.2,1.0,1.0,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,305.0,5,-5,7,9,5,16,9,,,5,0.7142857142857143,3.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,18.181818181818183,,,,,,,,,,,,0.5,0.47135000000000005,0.3985,,,1.0,16.0,2.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,1.0,24.7,1.0,0.5,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612759,Francisco Elson,Francisco Elson,1922,SAS,1105.0,18,-13,35,35,25,70,41,2.0,2.0,25,0.7142857142857143,4.0,2.0,3.0,,3.0,4.0,1.0,7.0,1.0,2.0,3.0,5.0,2.0,,,,,1.0,4.0,5.0,3.0,8.0,2.0,1.0,1.0,5.0,0.3333333333333333,0.5,0.75,0.6666666666666666,0.75,0.6666666666666666,0.875,0.8333333333333334,14.634146341463415,0.4444444444444444,0.25,0.4,0.21428571428571427,0.3333333333333333,,0.25,0.75,0.6666666666666666,0.6666666666666666,0.5,,0.4491,0.49676666666666663,0.25,0.25,0.7142857142857143,7.625,27.0,1.0,1.0,1.0,1.0,4.0,,,,0.25,1.0,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,,,,,,,1.0,3.0,,,,2.0,,,2.0,,,2.0,,1.0,,2.0,1.0,1.0,3.0,3.0,,,,,,,1.0,1.0,1.5,,1.0,0.2,,0.5,,,,,,1.0,1.0,,,,0.7065,0.42857142857142855,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612759,Beno Udrih,Beno Udrih,2757,SAS,1080.0,18,-13,34,33,25,67,41,,,25,0.7352941176470589,4.0,,1.0,1.0,,4.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,0.14285714285714285,,25.0,,,,0.07142857142857142,,,,0.16666666666666666,,,,0.16666666666666666,0.4602583333333334,0.451425,0.14285714285714285,0.2,,6.625,25.0,,2.0,,1.0,,2.0,0.5,1.0,0.3333333333333333,,,0.25,,0.6666666666666666,,,,1.0,,1.0,,2.0,,,,1.0,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,3.0,,3.0,,1.0,,1.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.1,,,0.25,0.16666666666666666,,,,,,0.25,,,0.43095,,24.7,1.0,0.16666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.5,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
