EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,NonHeaveArc3FGA,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ShortMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,5486.0,91,-26,171,174,69,69,17.0,345,5.0,8.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,9.0,19.0,3.0,3.0,4.0,31.0,178,1.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,13.0,18.0,9.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,3.0,12.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,11.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,13.0,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47368421052631576,0.5,0.8,0.6136363636363636,0.8333333333333334,0.9166666666666666,0.6458333333333334,0.8333333333333334,0.9285714285714286,0.13636363636363635,0.05263157894736842,0.125,14.285714285714286,1.0,0.15789473684210525,0.06,0.11538461538461539,0.04054054054054054,0.05555555555555555,0.09090909090909091,0.16666666666666666,0.07142857142857142,0.2,0.75,0.36363636363636365,0.625,0.7142857142857143,1.0,0.22727272727272727,0.4,0.4,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.13636363636363635,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.16666666666666666,1.0,0.5,0.4838522727272728,0.5344666666666668,0.5217833333333334,0.043478260869565216,0.05,0.16129032258064516,0.41935483870967744,8.784210526315789,23.100000000000005,0.40350877192982454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,21745.0,362,85,662,651,153,117,73.0,1313,30.0,40.0,7.0,11.0,6.0,7.0,6.0,10.0,18.0,44.0,,,,,,,54.0,94.0,,,21.0,129.0,628,9.0,15.0,,,24.0,13.0,17.0,,,9.0,35.0,94.0,,2.0,7.0,13.0,1.0,33.0,18.0,29.0,41.0,22.0,63.0,10.0,8.0,2.0,6.0,3.0,3.0,16.0,5.0,21.0,42.0,3.0,33.0,2.0,27.0,12.0,4.0,6.0,2.0,3.0,7.0,5.0,3.0,35.0,153,3.0,2.0,0.8703703703703703,0.94,,,,,,0.574468085106383,0.6,0.7647058823529411,0.574468085106383,0.6,0.7647058823529411,0.6084905660377359,0.6666666666666666,0.7608695652173914,,0.02127659574468085,0.05,16.263440860215052,0.375,0.11026615969581749,0.0861244019138756,0.11436950146627566,0.07482993197278912,0.11267605633802817,0.08163265306122448,0.1044776119402985,0.10526315789473684,0.11510791366906475,0.7142857142857143,0.425531914893617,0.75,0.7894736842105263,0.8666666666666667,0.10638297872340426,0.6,0.6,0.5,0.46808510638297873,0.4090909090909091,0.4090909090909091,1.0,,,,,0.7333333333333333,0.6363636363636364,0.42857142857142855,,,,0.4117647058823529,0.8571428571428571,,,0.425531914893617,0.48854680851063836,0.5715,0.46367058823529417,0.11764705882352941,0.11764705882352941,0.18604651162790697,0.2713178294573643,9.573404255319149,,0.2311178247734139,6.0,14.0,8.0,6.0,6.0,3.0,3.0,4.0,10.0,2.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,3.0,8.0,4.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.1282051282051282,0.047058823529411764,0.05,0.046875,0.047619047619047616,0.13559322033898305,0.10526315789473684,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,24817.0,414,24,754,761,190,184,84.0,1515,30.0,60.0,10.0,19.0,4.0,11.0,11.0,41.0,16.0,55.0,2.0,7.0,,,,1.0,57.0,156.0,13.0,42.0,51.0,204.0,759,10.0,24.0,,2.0,25.0,10.0,36.0,3.0,6.0,24.0,53.0,40.0,39.0,12.0,21.0,55.0,13.0,131.0,15.0,41.0,49.0,15.0,64.0,10.0,7.0,3.0,17.0,7.0,10.0,29.0,8.0,17.0,33.0,2.0,62.0,2.0,74.0,31.0,9.0,3.0,3.0,,4.0,4.0,,53.0,190,7.0,9.0,0.3508771929824561,0.38461538461538464,1.0,0.30952380952380953,,0.5,0.30952380952380953,0.36538461538461536,0.4166666666666667,0.2777777777777778,0.38636363636363635,0.38461538461538464,0.34523809523809523,0.4391304347826087,0.4166666666666667,0.45689655172413796,0.21212121212121213,0.07692307692307693,0.13333333333333333,30.6508875739645,0.5862068965517241,0.14487632508833923,0.0625,0.1335149863760218,0.04335260115606936,0.11764705882352941,,0.06666666666666667,0.13333333333333333,0.1891891891891892,1.0,0.30303030303030304,0.5,0.5769230769230769,0.36666666666666664,0.20707070707070707,0.2682926829268293,0.2972972972972973,0.45454545454545453,0.2777777777777778,0.2909090909090909,0.2909090909090909,0.25,0.03535353535353535,0.2857142857142857,0.2857142857142857,1.0,0.7307692307692307,0.5263157894736842,0.2,,,,0.2619047619047619,0.36363636363636365,0.023809523809523808,,0.5151515151515151,0.4828353535353536,0.5428940000000001,0.4588845238095238,0.14027149321266968,0.17318435754189945,0.12254901960784313,0.25980392156862747,8.875641025641025,24.742857142857144,0.2519893899204244,5.0,74.0,10.0,34.0,8.0,25.0,9.0,,8.0,,7.0,2.0,12.0,3.0,1.0,4.0,,3.0,4.0,8.0,1.0,1.0,,1.0,,0.09523809523809523,,0.10638297872340426,,,0.09375,0.1,0.0603448275862069,11.0,35.0,2.0,3.0,5.0,35.0,11.0,1.0,2.0,0.0975609756097561,0.17676767676767677,0.3142857142857143,0.3142857142857143,1.0,0.07692307692307693,0.11904761904761904,0.6,0.3142857142857143,,,,,,,,,,,True,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,3830.0,64,-17,120,120,37,56,12.0,240,7.0,12.0,2.0,3.0,2.0,3.0,,,,,,,,,,,7.0,12.0,,,6.0,20.0,143,2.0,3.0,,,4.0,2.0,3.0,,,4.0,8.0,12.0,,3.0,,1.0,,2.0,6.0,6.0,7.0,6.0,13.0,1.0,1.0,,2.0,,2.0,3.0,1.0,6.0,9.0,,13.0,2.0,14.0,6.0,1.0,2.0,2.0,,2.0,,,8.0,37,1.0,1.0,0.8571428571428571,1.0,,,,,,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.6666666666666666,,0.25,0.25,16.793893129770993,0.6666666666666666,0.14285714285714285,0.20689655172413793,0.13725490196078433,0.13333333333333333,0.2727272727272727,0.2727272727272727,0.14285714285714285,0.2,0.1111111111111111,,1.0,0.5833333333333334,0.7777777777777778,0.8571428571428571,,,,,,,,,,,,,1.0,0.6666666666666666,0.5,,,,1.0,0.6666666666666666,,,1.0,0.6319166666666667,0.54635,0.5997,0.3333333333333333,0.3333333333333333,0.2,0.4,0.3,,0.30833333333333335,,2.0,2.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,0.1111111111111111,,,,,0.16666666666666666,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,29326.0,489,21,900,901,242,236,98.0,1801,46.0,71.0,2.0,5.0,13.0,17.0,6.0,13.0,16.0,44.0,6.0,14.0,1.0,1.0,1.0,4.0,68.0,128.0,13.0,40.0,61.0,236.0,909,2.0,10.0,1.0,2.0,9.0,15.0,26.0,1.0,9.0,21.0,54.0,98.0,39.0,10.0,15.0,27.0,10.0,69.0,2.0,38.0,63.0,4.0,67.0,9.0,7.0,2.0,11.0,5.0,6.0,27.0,6.0,8.0,24.0,,48.0,,66.0,28.0,7.0,5.0,4.0,,5.0,3.0,,54.0,242,2.0,5.0,0.7205882352941176,0.7205882352941176,1.0,0.325,0.5,0.1111111111111111,0.325,0.53125,0.2,0.5769230769230769,0.5208333333333334,0.2916666666666667,0.4714285714285714,0.5934343434343434,0.34615384615384615,0.574468085106383,0.23809523809523808,0.078125,0.09859154929577464,22.34359483614697,0.4074074074074074,0.11377245508982035,0.007067137809187279,0.12037037037037036,0.009925558312655087,0.009900990099009901,,0.07777777777777778,0.1,0.13793103448275862,0.6,0.4226190476190476,0.647887323943662,0.71875,0.6739130434782609,0.07738095238095238,0.46153846153846156,0.5454545454545454,0.5,0.2619047619047619,0.36363636363636365,0.37209302325581395,0.9375,0.08333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.4166666666666667,0.4,1.0,0.08333333333333333,1.0,1.0,0.4857142857142857,0.7647058823529411,0.11428571428571428,0.25,0.6607142857142857,0.5264520833333334,0.41537857142857143,0.5096671428571429,0.14659685863874344,0.18543046357615894,0.038135593220338986,0.2288135593220339,7.382031249999999,24.330000000000002,0.2688888888888889,2.0,38.0,,12.0,5.0,7.0,5.0,2.0,14.0,11.0,1.0,1.0,16.0,2.0,2.0,4.0,,8.0,,5.0,,,1.0,,0.4074074074074074,0.14285714285714285,0.016666666666666666,0.018518518518518517,0.023255813953488372,,0.136986301369863,0.16,0.013157894736842105,7.0,26.0,1.0,,5.0,26.0,7.0,2.0,1.0,0.15384615384615385,0.15476190476190477,0.2692307692307692,0.2692307692307692,1.0,0.08333333333333333,0.14285714285714285,,0.2692307692307692,,0.022727272727272728,,,,,,,,,True,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,18574.0,310,22,561,569,117,117,68.0,1130,10.0,15.0,3.0,6.0,2.0,2.0,,1.0,2.0,4.0,,,,,,,12.0,20.0,,,4.0,28.0,554,4.0,8.0,,,8.0,2.0,4.0,,,3.0,7.0,18.0,,3.0,,2.0,,4.0,11.0,19.0,23.0,14.0,37.0,6.0,4.0,2.0,8.0,3.0,5.0,16.0,5.0,20.0,43.0,2.0,24.0,13.0,11.0,4.0,2.0,3.0,3.0,,3.0,1.0,1.0,7.0,117,2.0,2.0,0.75,0.9,,,,,,0.6,0.5,0.5,0.6,0.5,0.5,0.5384615384615384,0.5,0.5833333333333334,,0.15,0.2,6.593406593406593,0.5,0.09004739336492891,0.05555555555555555,0.08029197080291971,0.05303030303030303,0.04411764705882353,0.0425531914893617,0.09433962264150944,0.175,0.059322033898305086,0.3333333333333333,0.75,0.6666666666666666,0.8333333333333334,0.7,0.05,,,,0.2,0.5,0.5,1.0,,,,,0.75,0.5,,,,,0.5,1.0,,,0.75,0.5245050000000001,0.5343857142857144,0.48834999999999995,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.25,4.08,,0.20855614973262032,,6.0,4.0,2.0,,2.0,,3.0,3.0,1.0,,,8.0,,,4.0,,5.0,3.0,,,,,,0.05263157894736842,0.047619047619047616,0.045454545454545456,0.1111111111111111,0.02,0.125,0.06521739130434782,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,True,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,12802.0,213,-21,402,405,141,152,39.0,807,9.0,15.0,,2.0,3.0,3.0,,3.0,8.0,16.0,8.0,18.0,,,4.0,5.0,17.0,34.0,16.0,38.0,18.0,100.0,441,,2.0,1.0,1.0,3.0,5.0,12.0,5.0,9.0,6.0,31.0,26.0,48.0,2.0,8.0,13.0,7.0,34.0,4.0,17.0,26.0,5.0,31.0,6.0,4.0,2.0,3.0,2.0,1.0,13.0,6.0,8.0,26.0,1.0,17.0,1.0,19.0,9.0,1.0,,,,,,,31.0,141,5.0,1.0,0.7647058823529411,0.7647058823529411,1.0,0.42105263157894735,1.0,0.5555555555555556,0.42105263157894735,0.5,,0.4166666666666667,0.5694444444444444,0.5,0.5952380952380952,0.6172839506172839,0.5,0.6458333333333334,0.5277777777777778,0.058823529411764705,0.06666666666666667,21.076233183856502,0.23076923076923078,0.1223021582733813,0.03571428571428571,0.125,0.028901734104046242,0.0425531914893617,0.045454545454545456,0.15384615384615385,0.06896551724137931,0.1267605633802817,,0.20833333333333334,0.6,0.6428571428571429,0.6666666666666666,0.041666666666666664,,,,0.2222222222222222,0.5,0.5,0.875,0.25,0.4444444444444444,0.4444444444444444,1.0,0.6666666666666666,,,,,,0.14285714285714285,1.0,0.23809523809523808,0.8,0.7361111111111112,0.5141756944444446,0.57,0.4664928571428571,0.1125,0.21428571428571427,0.03,0.31,9.9,24.15263157894737,0.35074626865671643,,8.0,,5.0,1.0,2.0,3.0,1.0,5.0,4.0,1.0,1.0,10.0,,5.0,1.0,,2.0,3.0,1.0,,,,,0.23529411764705882,0.13513513513513514,0.01639344262295082,,0.02631578947368421,,0.1724137931034483,,0.02857142857142857,8.0,20.0,1.0,1.0,4.0,20.0,8.0,1.0,,0.3333333333333333,0.2777777777777778,0.4,0.4,1.0,0.3333333333333333,0.19047619047619047,0.25,0.4,1.0,,1.0,1.0,1.0,,,,,,True,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,27016.0,450,52,833,827,227,216,89.0,1660,13.0,28.0,1.0,3.0,3.0,9.0,2.0,5.0,13.0,29.0,9.0,19.0,2.0,2.0,,2.0,28.0,62.0,32.0,73.0,11.0,163.0,824,1.0,4.0,3.0,5.0,12.0,6.0,18.0,2.0,14.0,6.0,24.0,18.0,87.0,4.0,22.0,124.0,14.0,270.0,10.0,74.0,98.0,19.0,117.0,17.0,5.0,12.0,22.0,15.0,7.0,36.0,5.0,17.0,27.0,,15.0,2.0,23.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,,24.0,227,5.0,5.0,0.32142857142857145,0.32142857142857145,0.90625,0.4383561643835616,0.6,0.14285714285714285,0.4444444444444444,0.45161290322580644,0.25,0.3333333333333333,0.562962962962963,0.6111111111111112,0.28125,0.5582191780821918,0.6,0.3076923076923077,0.5407407407407407,0.06451612903225806,0.14285714285714285,19.548872180451127,0.6111111111111112,0.23717948717948717,0.038314176245210725,0.23076923076923078,0.051351351351351354,0.052083333333333336,0.04201680672268908,0.1728395061728395,0.22727272727272727,0.2727272727272727,0.4,0.2074074074074074,0.4642857142857143,0.5416666666666666,0.3076923076923077,0.037037037037037035,0.4,0.4,,0.21481481481481482,0.4482758620689655,0.4482758620689655,0.38461538461538464,0.14074074074074075,0.47368421052631576,0.47368421052631576,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,1.0,1.0,0.28125,0.3333333333333333,0.0625,,0.7481481481481481,0.5256481203007518,0.5433875,0.49078225806451614,0.0425531914893617,0.07462686567164178,0.0736196319018405,0.147239263803681,10.003225806451614,24.934246575342467,0.2725090036014406,1.0,38.0,,102.0,8.0,56.0,34.0,9.0,19.0,5.0,3.0,9.0,14.0,1.0,2.0,2.0,,,1.0,,,,,,0.2,0.2087912087912088,0.08256880733944955,,0.08974358974358974,0.06451612903225806,0.17647058823529413,0.30434782608695654,0.043478260869565216,23.0,54.0,3.0,2.0,12.0,53.0,23.0,1.0,,,0.4,0.42592592592592593,0.42592592592592593,0.8695652173913043,0.3333333333333333,0.375,0.16666666666666666,0.4339622641509434,,,1.0,0.3333333333333333,1.0,9.0,1.0,12.0,1.0,0.013513513513513514,True,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,1454.0,24,-18,46,46,14,14,6.0,92,1.0,3.0,,,1.0,2.0,3.0,5.0,3.0,5.0,,,,,,,7.0,13.0,,4.0,,14.0,56,,1.0,,,,4.0,8.0,,,,8.0,,,1.0,1.0,2.0,,5.0,,,1.0,,1.0,,,,3.0,,3.0,6.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,8.0,14,,,,,,,,,,0.5384615384615384,,0.5,0.4117647058823529,,0.5,0.4117647058823529,,0.5,0.23529411764705882,0.07692307692307693,0.3333333333333333,45.09803921568627,0.5,,,0.0625,,,,,,,,0.17647058823529413,0.3333333333333333,0.5,,0.29411764705882354,0.6,0.6,,0.29411764705882354,0.6,0.6,,,,,,,,,,,,0.25,0.5,,,0.4117647058823529,0.4289088235294118,0.4042,0.3863375,,,,0.5714285714285714,9.676923076923076,25.099999999999998,0.30434782608695654,,14.0,,1.0,1.0,,,,1.0,,,3.0,3.0,,,1.0,,,,,,,,,,0.5,,,,,0.5,,,,4.0,,,,4.0,,,,,0.23529411764705882,,,,,,,,,,,,,,,1.0,,,True,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,731.0,12,-6,25,26,13,15,1.0,51,,,,,,,,,,3.0,,,,,,,,3.0,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,11.538461538461538,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.39136666666666664,,,,,,,17.866666666666667,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
