EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,Technical Free Throw Trips,RecoveredBlocks,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3PctAssisted,3SecondViolations,ShortMidRangePctAssisted,FTOffRebounds,Loose Ball Fouls,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffensiveGoaltends,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,HeaveAttempts,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedLongMidRange
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,30821.0,514.0,-30.0,914.0,901,170.0,128.0,124.0,1815,9.0,22.0,2.0,5.0,1.0,4.0,7.0,27.0,24.0,72.0,7.0,15.0,1.0,2.0,1.0,2.0,9.0,27.0,1.0,2.0,3.0,10.0,40.0,121.0,16.0,42.0,30.0,158.0,973,3.0,7.0,2.0,4.0,3.0,15.0,9.0,19.0,4.0,12.0,8.0,38.0,26.0,54.0,45.0,3.0,2.0,27.0,9.0,12.0,34.0,5.0,39.0,2.0,3.0,12.0,10.0,12.0,83.0,2.0,5.0,12.0,34.0,1.0,47.0,7.0,54.0,1.0,22.0,14.0,8.0,22.0,4.0,18.0,9.0,1.0,4.0,1.0,31.0,1.0,7.0,15.0,28.0,3.0,29.0,1.0,1.0,41.0,3.0,18.0,1.0,3.0,3.0,1.0,2.0,3.0,38.0,170.0,3.0,3.0,0.325,0.3333333333333333,0.9375,0.38095238095238093,0.5,0.3333333333333333,0.38095238095238093,0.3305785123966942,0.42857142857142855,0.47368421052631576,0.39263803680981596,0.5454545454545454,0.4838709677419355,0.4340659340659341,0.5769230769230769,0.5277777777777778,0.25766871165644173,0.09917355371900827,0.22727272727272727,0.18518518518518517,0.027777777777777776,20.113314447592067,0.7096774193548387,0.037037037037037035,0.10429447852760736,0.013774104683195593,0.10619469026548672,0.024096385542168676,0.10478359908883828,0.01569506726457399,0.009009009009009009,0.026845637583892617,0.03508771929824561,0.0784313725490196,0.09210526315789473,0.12837837837837837,0.1282051282051282,0.05714285714285714,0.010638297872340425,0.13496932515337423,0.4090909090909091,0.5294117647058824,0.3333333333333333,0.1656441717791411,0.25925925925925924,0.3181818181818182,0.44171779141104295,0.3333333333333333,0.34285714285714286,0.4166666666666667,0.09202453987730061,0.4666666666666667,0.4666666666666667,1.0,0.1656441717791411,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.45454545454545453,0.4,0.18181818181818182,0.5,1.0,0.18181818181818182,0.5,0.12903225806451613,0.25,0.06451612903225806,0.5,0.3225806451612903,0.3,0.39263803680981596,0.3333333333333333,0.4753542944785277,0.5322285714285714,0.4887467741935484,0.10614525139664804,0.1323529411764706,0.023255813953488372,0.0949367088607595,0.24050632911392406,13.047933884297525,24.461904761904766,0.18599562363238512,,,,,,,,,,,,,,,,,,,,True,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,1929.0,32.0,-7.0,54.0,51,11.0,9.0,7.0,105,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,1.0,,,1.0,3.0,,3.0,53,,,,,,,,,,1.0,,,,,3.0,,,2.0,,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,11.0,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.5,,,0.5,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,1.0,,1.0,,0.55185,,0.5286,,,,,,,24.433333333333334,0.2037037037037037,,,,,,,,,,,,,,,,,,,,True,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,11243.0,187.0,16.0,331.0,321,91.0,91.0,52.0,652,2.0,9.0,,1.0,1.0,2.0,3.0,4.0,5.0,10.0,3.0,12.0,,1.0,1.0,5.0,6.0,10.0,2.0,2.0,,1.0,10.0,23.0,9.0,22.0,25.0,72.0,336,,1.0,2.0,3.0,,6.0,1.0,2.0,1.0,6.0,12.0,17.0,10.0,10.0,27.0,,,10.0,6.0,1.0,7.0,1.0,8.0,,1.0,1.0,2.0,4.0,17.0,2.0,3.0,1.0,8.0,,9.0,5.0,14.0,1.0,4.0,2.0,2.0,2.0,,1.0,2.0,,1.0,,4.0,,2.0,9.0,17.0,1.0,15.0,,2.0,27.0,3.0,8.0,1.0,4.0,1.0,1.0,,1.0,17.0,91.0,1.0,4.0,0.5,0.5,1.0,0.4090909090909091,0.6666666666666666,0.16666666666666666,0.4090909090909091,0.43478260869565216,,0.5,0.5222222222222223,0.75,0.3125,0.6272727272727273,0.75,0.5769230769230769,0.4888888888888889,0.043478260869565216,0.1111111111111111,,,15.012722646310431,0.5,,0.07920792079207921,0.021739130434782608,0.020833333333333332,0.05714285714285714,0.06040268456375839,0.028901734104046242,,0.03636363636363636,0.05,0.06060606060606061,0.125,0.05555555555555555,,0.05263157894736842,0.041666666666666664,0.2,0.2222222222222222,0.25,0.5,0.08888888888888889,0.75,0.75,0.2222222222222222,0.5,0.5,0.8,0.26666666666666666,0.25,0.25,1.0,0.2222222222222222,0.6,0.6,1.0,0.25,,0.25,,,0.5,1.0,0.25,0.5,0.625,0.2,0.125,,0.6888888888888889,0.6,0.5211977777777778,0.5906000000000001,0.569375,0.17647058823529413,0.2857142857142857,0.043478260869565216,0.08333333333333333,0.2361111111111111,10.182608695652174,24.113636363636363,0.27492447129909364,1.0,3.0,1.0,0.02040816326530612,0.06666666666666667,1.0,1.0,,,,,,,,,,,,,True,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,8794.0,147.0,3.0,255.0,249,50.0,56.0,34.0,504,7.0,20.0,1.0,7.0,1.0,3.0,3.0,7.0,,2.0,,,,,,,,,,,,,10.0,29.0,,,5.0,25.0,255,2.0,8.0,,,2.0,6.0,1.0,5.0,,,3.0,5.0,14.0,6.0,,,2.0,,,4.0,5.0,2.0,7.0,2.0,,2.0,1.0,2.0,16.0,2.0,16.0,5.0,9.0,4.0,18.0,18.0,36.0,3.0,7.0,5.0,2.0,2.0,,,7.0,1.0,2.0,1.0,9.0,,2.0,10.0,15.0,2.0,16.0,2.0,7.0,9.0,,4.0,,1.0,1.0,1.0,,1.0,5.0,50.0,,1.0,0.7,0.7777777777777778,,,,,,0.3448275862068966,0.25,0.2,0.3448275862068966,0.25,0.2,0.36764705882352944,0.3,0.3125,,0.13793103448275862,0.15,0.14285714285714285,,14.0,0.2222222222222222,1.0,0.10843373493975904,0.13559322033898305,0.15625,0.1111111111111111,0.12173913043478261,0.1323529411764706,0.20588235294117646,0.07317073170731707,0.16666666666666666,0.11538461538461539,0.18181818181818182,0.05714285714285714,0.16666666666666666,0.14285714285714285,0.2,0.6896551724137931,0.35,0.4117647058823529,0.7142857142857143,0.2413793103448276,0.42857142857142855,0.5,0.06896551724137931,,,,,,,,,,,,0.875,0.14285714285714285,,,,,,0.6,0.3333333333333333,,,,,0.6896551724137931,,0.5390275862068966,0.5650857142857143,0.54672,0.12121212121212122,0.12121212121212122,,0.24,0.2,3.6620689655172414,,0.19607843137254902,1.0,,1.0,0.13953488372093023,,1.0,,1.0,0.6666666666666666,,,,,,,,,,,True,,,,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,38922.0,649.0,-45.0,1146.0,1132,231.0,190.0,155.0,2278,50.0,76.0,30.0,50.0,8.0,16.0,16.0,45.0,31.0,76.0,,,,,,,,,,,,,97.0,197.0,,,57.0,251.0,1211,33.0,56.0,,,10.0,76.0,16.0,34.0,,,11.0,43.0,118.0,76.0,,,52.0,,,3.0,11.0,6.0,17.0,6.0,,6.0,1.0,4.0,40.0,11.0,54.0,32.0,87.0,8.0,127.0,66.0,193.0,10.0,9.0,6.0,3.0,12.0,2.0,8.0,20.0,1.0,4.0,,32.0,5.0,5.0,31.0,60.0,6.0,52.0,7.0,2.0,68.0,7.0,31.0,,5.0,16.0,12.0,4.0,16.0,43.0,231.0,7.0,5.0,0.6082474226804123,0.8309859154929577,,,,,,0.49238578680203043,0.5892857142857143,0.47058823529411764,0.49238578680203043,0.5892857142857143,0.47058823529411764,0.5508849557522124,0.6229508196721312,0.524390243902439,,0.015228426395939087,0.039473684210526314,,,19.427710843373497,0.375,0.20512820512820512,0.2185929648241206,0.11663066954643629,0.2191780821917808,0.09821428571428571,0.21875,0.11304347826086956,0.10948905109489052,0.078125,0.09090909090909091,0.23387096774193547,0.17757009345794392,0.23353293413173654,0.25510204081632654,0.14583333333333334,0.10416666666666667,0.38578680203045684,0.6578947368421053,0.684931506849315,0.38,0.22842639593908629,0.35555555555555557,0.35555555555555557,0.38578680203045684,0.40789473684210525,0.40789473684210525,0.9032258064516129,,,,,,,,,0.8928571428571429,0.6,,,,,,0.47058823529411764,0.5,,,,,0.38578680203045684,,0.4762583756345178,0.5903490196078429,0.5016352941176471,0.14027149321266968,0.14027149321266968,,0.30278884462151395,0.17131474103585656,8.864974619289342,,0.20157068062827224,8.0,3.0,10.0,0.1791044776119403,0.11428571428571428,0.625,,2.0,0.75,1.0,6.0,3.0,0.029411764705882353,0.13333333333333333,,,,,,True,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,243.0,4.0,,8.0,8,,,,16,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,9,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,0.588,,,,,,,,,25.2,,,,,,,,,,,,,,,,,,,,,True,,,,,
727,1610612739,Eric Snow,Eric Snow,727,CLE,7933.0,132.0,-9.0,232.0,232,46.0,58.0,32.0,464,3.0,8.0,,,1.0,2.0,,1.0,5.0,8.0,,,,,,,,,,,,,8.0,17.0,,,3.0,19.0,245,1.0,1.0,,,1.0,3.0,1.0,3.0,,,1.0,3.0,14.0,2.0,,,,,,1.0,16.0,2.0,18.0,1.0,1.0,5.0,1.0,10.0,38.0,1.0,2.0,4.0,5.0,,9.0,4.0,13.0,,4.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,3.0,1.0,1.0,6.0,9.0,,3.0,,,6.0,,1.0,,2.0,,,,,3.0,46.0,1.0,1.0,0.875,0.875,,,,,,0.47058823529411764,1.0,0.3333333333333333,0.47058823529411764,1.0,0.3333333333333333,0.475,0.75,0.375,,0.058823529411764705,0.125,,,8.088235294117647,0.6666666666666666,,0.05952380952380952,0.020618556701030927,0.12903225806451613,0.045454545454545456,0.0782608695652174,0.025210084033613446,0.041666666666666664,0.023809523809523808,0.058823529411764705,0.09523809523809523,0.06896551724137931,0.029411764705882353,0.2,0.0625,,0.47058823529411764,0.375,0.42857142857142855,0.6666666666666666,0.058823529411764705,,,0.47058823529411764,0.625,0.625,1.0,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.47058823529411764,,0.45200588235294115,0.3744,0.5425333333333333,0.05555555555555555,0.05555555555555555,,0.15789473684210525,0.15789473684210525,9.376470588235293,,0.19827586206896552,,,,,,,,,,1.0,,,0.2,,,,,,,True,,,,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,28507.0,475.0,-48.0,839.0,834,172.0,125.0,114.0,1673,25.0,41.0,7.0,12.0,3.0,4.0,23.0,50.0,38.0,68.0,,1.0,,,,,,,,,,,86.0,159.0,,1.0,18.0,190.0,908,12.0,23.0,,,5.0,29.0,16.0,27.0,,,7.0,39.0,106.0,66.0,,,14.0,,,8.0,14.0,4.0,18.0,1.0,3.0,8.0,3.0,3.0,40.0,8.0,29.0,19.0,58.0,11.0,88.0,37.0,125.0,5.0,6.0,4.0,2.0,14.0,2.0,10.0,8.0,3.0,4.0,,22.0,5.0,3.0,26.0,45.0,2.0,17.0,1.0,1.0,22.0,4.0,12.0,,1.0,9.0,8.0,1.0,9.0,39.0,172.0,2.0,1.0,0.6162790697674418,0.6708860759493671,,,,,,0.5408805031446541,0.5217391304347826,0.5925925925925926,0.5375,0.5217391304347826,0.5925925925925926,0.5621301775147929,0.5576923076923077,0.65,0.00625,0.050314465408805034,0.12195121951219512,0.04,0.014705882352941176,19.711042311661508,0.6363636363636364,0.3235294117647059,0.19333333333333333,0.08708708708708708,0.17592592592592593,0.09876543209876543,0.18872549019607843,0.0893719806763285,0.08163265306122448,0.087248322147651,0.10526315789473684,0.12631578947368421,0.23076923076923078,0.2204724409448819,0.14666666666666667,0.24242424242424243,0.07575757575757576,0.25625,0.6097560975609756,0.6944444444444444,0.56,0.3125,0.46,0.4791666666666667,0.425,0.5588235294117647,0.5671641791044776,0.631578947368421,0.00625,,,,,,,,0.5217391304347826,0.5833333333333334,,,,,,0.14814814814814814,0.75,,,,,0.2625,,0.4507468750000001,0.5003761904761904,0.4093851851851852,0.07142857142857142,0.0718562874251497,,0.15263157894736842,0.20526315789473684,10.455345911949685,22.9,0.20500595947556616,,,6.0,0.09302325581395349,0.08333333333333333,0.6666666666666666,,,0.6521739130434783,,4.0,,,,1.0,,,,,True,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,35287.0,588.0,-31.0,1040.0,1024,201.0,167.0,138.0,2064,48.0,72.0,10.0,13.0,13.0,17.0,16.0,59.0,23.0,67.0,1.0,6.0,,1.0,1.0,1.0,10.0,37.0,2.0,3.0,3.0,13.0,87.0,198.0,11.0,43.0,88.0,295.0,1095,13.0,20.0,2.0,4.0,6.0,38.0,23.0,40.0,4.0,14.0,26.0,84.0,58.0,116.0,12.0,21.0,8.0,37.0,10.0,9.0,81.0,23.0,104.0,15.0,8.0,30.0,9.0,42.0,231.0,,14.0,26.0,53.0,2.0,81.0,14.0,95.0,8.0,18.0,12.0,6.0,21.0,3.0,16.0,15.0,3.0,5.0,1.0,36.0,2.0,4.0,10.0,28.0,4.0,86.0,1.0,4.0,115.0,11.0,55.0,,7.0,4.0,3.0,1.0,4.0,84.0,201.0,1.0,7.0,0.3333333333333333,0.3493975903614458,0.36363636363636365,0.2558139534883721,0.5,0.2857142857142857,0.2558139534883721,0.4393939393939394,0.65,0.575,0.42946058091286304,0.6666666666666666,0.5370370370370371,0.5017123287671232,0.6785714285714286,0.6086956521739131,0.17842323651452283,0.045454545454545456,0.05555555555555555,0.06779661016949153,0.014925373134328358,27.333333333333332,0.5833333333333334,0.05405405405405406,0.1484593837535014,0.0340632603406326,0.1984732824427481,,0.16188524590163936,0.02734375,0.046875,0.005681818181818182,,0.12727272727272726,0.14285714285714285,0.16778523489932887,0.1978021978021978,0.2,0.06015037593984962,0.2987551867219917,0.6666666666666666,0.7058823529411765,0.375,0.24481327800829875,0.2711864406779661,0.2909090909090909,0.27800829875518673,0.34328358208955223,0.3484848484848485,0.30434782608695654,0.024896265560165973,0.16666666666666666,0.16666666666666666,,0.15352697095435686,0.2702702702702703,0.2702702702702703,0.4,0.5416666666666666,0.7692307692307693,0.041666666666666664,,,0.125,0.6666666666666666,0.3148148148148148,0.7647058823529411,0.018518518518518517,1.0,0.24074074074074073,0.23076923076923078,0.47717842323651455,0.2702702702702703,0.48721500000000006,0.5562394736842105,0.49477222222222217,0.19298245614035087,0.22727272727272727,,0.1288135593220339,0.2847457627118644,9.19191919191919,25.169767441860458,0.19326923076923078,4.0,2.0,3.0,0.06542056074766354,,0.75,0.5,,0.25,,2.0,,,0.4,,1.0,,,,True,,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,29744.0,496.0,-71.0,875.0,870,181.0,120.0,115.0,1745,28.0,58.0,5.0,6.0,8.0,12.0,3.0,15.0,12.0,29.0,6.0,17.0,2.0,2.0,,2.0,8.0,32.0,1.0,5.0,,3.0,43.0,102.0,14.0,49.0,16.0,144.0,935,5.0,8.0,3.0,7.0,,19.0,10.0,19.0,,5.0,4.0,24.0,50.0,36.0,39.0,3.0,8.0,32.0,8.0,15.0,28.0,2.0,30.0,,2.0,14.0,6.0,8.0,62.0,4.0,6.0,6.0,18.0,4.0,28.0,10.0,38.0,5.0,14.0,7.0,7.0,13.0,,9.0,19.0,3.0,4.0,1.0,32.0,1.0,5.0,16.0,50.0,9.0,27.0,1.0,2.0,32.0,,14.0,,2.0,4.0,3.0,1.0,4.0,24.0,181.0,6.0,1.0,0.5813953488372093,0.6410256410256411,0.9285714285714286,0.2857142857142857,0.42857142857142855,,0.2857142857142857,0.4215686274509804,0.625,0.5263157894736842,0.423841059602649,0.6333333333333333,0.4166666666666667,0.4311377245508982,0.59375,0.42857142857142855,0.32450331125827814,0.14705882352941177,0.1896551724137931,0.26666666666666666,,19.683481701285857,0.40625,0.12903225806451613,0.05714285714285714,0.01675977653631285,0.05825242718446602,0.0449438202247191,0.05741626794258373,0.02237136465324385,0.009009009009009009,0.0136986301369863,0.03278688524590164,0.02912621359223301,0.09876543209876543,0.05343511450381679,0.041666666666666664,0.0967741935483871,0.0641025641025641,0.3841059602649007,0.4827586206896552,0.5957446808510638,0.6071428571428571,0.09933774834437085,0.2,0.2727272727272727,0.19205298013245034,0.41379310344827586,0.41379310344827586,0.5833333333333334,0.11258278145695365,0.35294117647058826,0.35294117647058826,1.0,0.2119205298013245,0.25,0.25806451612903225,0.875,0.4,0.8333333333333334,0.13333333333333333,1.0,1.0,0.3333333333333333,0.2,0.5,0.6666666666666666,0.08333333333333333,,0.125,,0.7086092715231788,0.25,0.5501480132450332,0.6094250000000001,0.5727000000000001,0.08484848484848485,0.1206896551724138,,0.13194444444444445,0.16666666666666666,7.081372549019608,24.387755102040813,0.20685714285714285,4.0,,2.0,0.0297029702970297,0.07142857142857142,0.5,1.0,,0.3333333333333333,,1.0,,,0.2,,,1.0,0.02040816326530612,0.03125,True,,,,,
