EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FG3APct,Usage,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PenaltyFG2A,PtsAssisted2s,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,DeadBallTurnovers,Turnovers,Offensive Fouls,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3Assists,SelfOReb,LostBallTurnovers,Travels,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,129.0,2.0,-3,5,5,3.0,5.0,10,5,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612741,Thabo Sefolosha,Thabo Sefolosha,200757,CHI,168.0,3.0,-1,7,6,3.0,6.0,13,5,1.0,1.0,1.0,,3.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,202.0,3.0,-6,8,8,3.0,6.0,16,10,,,,,3.0,,,,,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,25.0,0.5,0.5,1.0,0.5,0.4247,14.6,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,1610612741,Michael Sweetney,Michael Sweetney,2552,CHI,202.0,3.0,-6,8,8,3.0,6.0,16,10,,,,1.0,3.0,,,,,0.375,,,,2.0,,,,,,,,,37.5,,,,,0.37505,8.45,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.3674,0.3333333333333333,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,181.0,3.0,-4,6,7,1.0,5.0,13,8,,,,1.0,1.0,,,,,0.16666666666666666,1.0,,,1.0,,,,,,,,,50.0,1.0,,,,0.4269,18.7,,,,,2.0,,,,1.0,2.0,1.0,,,,,0.5,,,,,,0.5,0.5,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,21.0,,-2,2,1,2.0,1.0,3,2,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,73.0,1.0,-3,3,3,,1.0,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,34.0,1.0,-5,1,2,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1610612741,Ben Wallace,Ben Wallace,1112,CHI,22161.0,369.0,24,678,682,192.0,214.0,1360,708,44.0,66.0,95.0,19.0,192.0,3.0,0.18032786885245902,0.18018018018018017,0.18421052631578946,0.2831858407079646,4.0,1.0,1.0,52.0,1.0,1.0,,12.0,14.0,,30.0,0.018867924528301886,11.395646606914212,0.07547169811320754,0.018867924528301886,0.1,0.6981132075471698,0.5202442307692308,2.994230769230769,56.9,3.0,12.0,30.0,87.0,9.0,38.0,10.0,49.0,54.0,20.0,0.6333333333333333,0.76,0.5769230769230769,0.5660377358490566,0.5506329113924051,0.22641509433962265,0.25,0.3333333333333333,,0.5525888888888889,0.28169014084507044,0.2857142857142857,27.0,4.0,10.0,1.0,False,83.0,25.0,36.0,6.0,8.0,5.0,7.0,2.0,6.0,9.0,2.0,14.0,6.0,16.0,28.0,22.0,10.0,1.0,3.0,2.0,2.0,4.0,8.0,7.0,21.0,1.0,16.0,6.0,29.0,15.0,12.0,3.0,6.0,3.0,6.0,4.0,4.0,1.0,6.0,10.0,2.0,8.0,17.0,9.0,3.0,5.0,17.0,4.0,1.0,28.0,8.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.5,0.6363636363636364,0.057692307692307696,0.25,0.6,0.23076923076923078,0.038461538461538464,0.08860759493670886,0.1797752808988764,0.0958904109589041,0.09032258064516129,0.07692307692307693,0.0967741935483871,0.09090909090909091,0.11475409836065574,0.18309859154929578,0.1694915254237288,0.22580645161290322,0.07407407407407407,0.23529411764705882,0.6792452830188679,0.6944444444444444,0.6944444444444444,0.68,0.5,0.5,1.0,0.8888888888888888,0.75,0.7,0.7142857142857143,0.5695333333333333,0.16091954022988506,0.3218390804597701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1610612741,P.J. Brown,P.J. Brown,136,CHI,13654.0,228.0,26,407,402,57.0,36.0,809,400,20.0,30.0,47.0,29.0,57.0,4.0,0.13333333333333333,0.12315270935960591,0.1111111111111111,0.14004914004914004,35.0,,,67.0,,,,10.0,12.0,,26.0,,17.842323651452283,0.5223880597014925,,,0.2835820895522388,0.458455223880597,10.797014925373137,,7.0,13.0,33.0,83.0,13.0,52.0,18.0,15.0,23.0,10.0,0.7878787878787878,0.8125,0.4925373134328358,0.4925373134328358,0.532051282051282,0.19402985074626866,0.5384615384615384,0.7,0.7142857142857143,0.47905384615384616,0.13157894736842105,0.13157894736842105,17.0,4.0,8.0,1.0,False,60.0,9.0,19.0,3.0,7.0,3.0,6.0,17.0,4.0,9.0,5.0,13.0,7.0,4.0,18.0,14.0,2.0,,6.0,2.0,1.0,6.0,4.0,5.0,8.0,4.0,5.0,5.0,17.0,8.0,6.0,2.0,4.0,,3.0,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,18.0,2.0,0.4444444444444444,0.5384615384615384,0.4444444444444444,0.5384615384615384,0.5416666666666666,0.5625,0.08955223880597014,0.23076923076923078,0.5,0.3125,0.23529411764705882,0.04878048780487805,0.09433962264150944,0.15625,0.0663265306122449,0.09523809523809523,0.024390243902439025,0.037037037037037035,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.08108108108108109,0.125,0.5,0.2835820895522388,0.47368421052631576,0.5294117647058824,0.6666666666666666,0.4857142857142857,0.5,0.8823529411764706,0.7777777777777778,0.42857142857142855,0.46153846153846156,0.5,0.5126875,0.1566265060240964,0.21686746987951808,1.0,2.0,1.0,3.0,0.10526315789473684,0.02857142857142857,0.4,0.07142857142857142,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
