EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Travels,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,BlockedAtRim,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,SecondChanceArc3Frequency,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,Arc3PctBlocked,SecondChanceCorner3Frequency,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
2551,1610612761,T.J. Ford,T.J. Ford,2551,TOR,124.0,2,,5,7,1.0,,,12,,,,1.0,,1.0,,,5,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,1.0,,0.3851,,15.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,3604.0,60,-15.0,117,116,27.0,24.0,10.0,233,2.0,4.0,3.0,9.0,4.0,16.0,2.0,10.0,115,,4.0,6.0,2.0,1.0,2.0,1.0,,3.0,4.0,3.0,,3.0,2.0,3.0,,1.0,6.0,2.0,3.0,,4.0,27.0,,,0.75,0.75,0.25,0.23529411764705882,0.2777777777777778,0.4,0.0625,,16.030534351145036,,0.03225806451612903,0.1,0.058823529411764705,,,0.058823529411764705,0.1111111111111111,,0.23529411764705882,0.5,0.5,0.5,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.4491323529411764,0.4,12.175,0.23076923076923078,,1.0,2.0,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,,2.0,,2.0,4.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,5.0,,1.0,1.0,,4.0,2.0,2.0,,,,,,,,1.0,,2.0,,,,,0.5,,0.4,,0.058823529411764705,,0.1111111111111111,,0.02127659574468085,,0.017857142857142856,0.037037037037037035,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.125,,,,,0.058823529411764705,,,,0.5,,0.6,0.6666666666666666,,0.2,,0.45975,0.49924999999999997,0.1111111111111111,0.11764705882352941,,25.3,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,False,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,7438.0,124,-38.0,235,233,47.0,38.0,22.0,468,1.0,5.0,2.0,14.0,9.0,21.0,18.0,48.0,265,8.0,13.0,8.0,10.0,1.0,5.0,7.0,1.0,13.0,15.0,1.0,1.0,4.0,3.0,9.0,,,13.0,1.0,23.0,3.0,13.0,47.0,,3.0,0.4444444444444444,0.4444444444444444,0.42857142857142855,0.5172413793103449,0.6,0.5909090909090909,0.047619047619047616,,16.730038022813687,0.25,0.10144927536231885,0.15151515151515152,0.11764705882352941,0.09523809523809523,,0.14285714285714285,0.10714285714285714,0.4,0.1724137931034483,0.2,0.25,,0.06896551724137931,0.4827586206896552,0.4482758620689655,0.475401724137931,0.2708333333333333,13.29047619047619,0.2,,1.0,,,2.0,6.0,3.0,5.0,2.0,1.0,3.0,1.0,4.0,8.0,1.0,2.0,3.0,1.0,2.0,3.0,12.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,2.0,,6.0,4.0,2.0,3.0,,2.0,,1.0,1.0,1.0,1.0,,9.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.375,0.27586206896551724,0.2,,0.75,0.01098901098901099,0.05555555555555555,0.01834862385321101,,0.07142857142857142,,1.0,1.0,0.42857142857142855,0.42857142857142855,0.1724137931034483,0.6,0.6,1.0,0.10344827586206896,0.3333333333333333,0.5,1.0,0.3333333333333333,,,,0.4,0.2,0.3333333333333333,0.5495833333333334,0.51158,0.24324324324324326,0.3103448275862069,0.0625,23.387500000000003,,1.0,,,1.0,,1.0,,,,,,,0.3333333333333333,0.125,,,0.5,0.5,,,1.0,,0.043478260869565216,,,1.0,,,1.0,,,,0.5,False,1.0,0.3333333333333333,0.3333333333333333,,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,4179.0,70,-27.0,129,128,13.0,2.0,15.0,257,,,8.0,7.0,7.0,15.0,3.0,17.0,151,,,10.0,4.0,,2.0,11.0,,13.0,23.0,3.0,1.0,4.0,2.0,3.0,,,3.0,,3.0,,,13.0,,,0.7142857142857143,0.8333333333333334,0.4666666666666667,0.4666666666666667,0.53125,,,,13.422818791946309,,0.2682926829268293,0.1111111111111111,0.22033898305084745,0.2857142857142857,0.375,0.21052631578947367,0.13333333333333333,,,,,,0.5333333333333333,0.4666666666666667,,0.43000666666666665,,11.413333333333332,0.10077519379844961,,,,,4.0,3.0,,,,,,,,,1.0,2.0,4.0,,1.0,,,,,3.0,,3.0,,,,1.0,2.0,6.0,1.0,9.0,10.0,1.0,,,,1.0,,1.0,,,2.0,,1.0,,2.0,,,,0.5,,0.5,,0.6666666666666666,,,,0.25,0.16071428571428573,0.1111111111111111,0.15384615384615385,0.09375,,0.125,0.5,0.5,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,,0.5314,0.4099,0.125,0.125,0.23529411764705882,,,,,,,,,,2.0,,2.0,1.0,,,,,0.5,0.5,1.0,,,2.0,2.0,0.38461538461538464,0.09090909090909091,,,2.0,,,,,0.3333333333333333,,False,,,,1.0,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,3987.0,66,-36.0,130,129,43.0,45.0,11.0,259,1.0,1.0,3.0,4.0,4.0,8.0,8.0,19.0,151,4.0,6.0,6.0,2.0,,1.0,4.0,,5.0,5.0,2.0,,5.0,2.0,5.0,1.0,1.0,8.0,,9.0,2.0,6.0,43.0,,2.0,0.75,0.75,0.5,0.39285714285714285,0.5277777777777778,0.5,,,16.312056737588655,,0.12121212121212122,0.05263157894736842,0.09615384615384616,0.18181818181818182,0.14285714285714285,0.06666666666666667,0.058823529411764705,,0.07142857142857142,1.0,1.0,,0.21428571428571427,0.2857142857142857,0.5,0.4628821428571429,0.3157894736842105,13.375,0.33076923076923076,,,,,1.0,2.0,,,,1.0,6.0,1.0,1.0,6.0,,,,1.0,3.0,1.0,3.0,6.0,1.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,,,,,1.0,,1.0,3.0,,2.0,,1.0,,,1.0,,3.0,1.0,0.16666666666666666,0.16666666666666666,,0.3333333333333333,,0.25,,0.42857142857142855,,,0.6,,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,0.42857142857142855,0.16666666666666666,0.2,1.0,,,,,,0.25,0.16666666666666666,0.5679,0.4147375,0.1875,0.3,,24.933333333333334,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,0.16666666666666666,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,False,,0.16666666666666666,,,,,,,
2551,1610612761,T.J. Ford,T.J. Ford,2551,TOR,8047.0,134,-30.0,254,250,59.0,46.0,27.0,504,11.0,25.0,6.0,34.0,32.0,65.0,17.0,96.0,276,9.0,35.0,10.0,54.0,2.0,2.0,3.0,,5.0,10.0,4.0,1.0,13.0,2.0,7.0,,2.0,18.0,1.0,21.0,3.0,35.0,59.0,,3.0,0.15625,0.16129032258064516,0.49230769230769234,0.5266666666666666,0.5714285714285714,0.6730769230769231,0.03076923076923077,,33.79790940766551,,0.0410958904109589,0.05405405405405406,0.045454545454545456,,,0.07894736842105263,0.0625,,0.3333333333333333,0.44,0.4782608695652174,0.18181818181818182,0.08,0.4533333333333333,0.4666666666666667,0.49206866666666665,0.3645833333333333,10.723076923076922,0.23228346456692914,,1.0,2.0,5.0,5.0,16.0,2.0,3.0,1.0,3.0,7.0,1.0,5.0,10.0,2.0,5.0,7.0,10.0,19.0,2.0,15.0,7.0,3.0,19.0,4.0,23.0,2.0,2.0,1.0,4.0,14.0,50.0,1.0,4.0,5.0,1.0,7.0,2.0,5.0,9.0,1.0,5.0,,4.0,1.0,3.0,3.0,,9.0,1.0,0.5,0.5,0.4,0.5263157894736842,0.4375,0.6190476190476191,0.4375,0.13333333333333333,0.08,,0.6923076923076923,0.0392156862745098,0.05263157894736842,0.04132231404958678,0.03508771929824561,0.06666666666666667,0.027777777777777776,0.8333333333333334,0.8333333333333334,0.47058823529411764,0.47058823529411764,0.04,0.6666666666666666,0.6666666666666666,1.0,0.09333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.125,,0.23809523809523808,0.4,0.047619047619047616,0.047619047619047616,0.42857142857142855,0.5339928571428573,0.45396904761904766,0.1111111111111111,0.1267605633802817,0.07291666666666667,24.57,1.0,2.0,,,,,1.0,,2.0,,2.0,,,1.0,,,,0.4,0.0625,1.0,,,2.0,0.037037037037037035,0.05555555555555555,3.0,3.0,2.0,0.375,1.0,,,,1.0,False,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,7314.0,122,-13.0,230,226,54.0,39.0,26.0,456,6.0,9.0,10.0,24.0,16.0,43.0,19.0,51.0,249,5.0,9.0,18.0,14.0,,10.0,18.0,2.0,30.0,34.0,4.0,1.0,7.0,9.0,13.0,2.0,1.0,16.0,,23.0,3.0,9.0,54.0,1.0,2.0,0.5625,0.5625,0.37209302325581395,0.35555555555555557,0.45535714285714285,0.5,,,24.045801526717558,0.6666666666666666,0.2727272727272727,0.29411764705882354,0.28,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3103448275862069,0.2,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.5333333333333333,0.24444444444444444,0.4314727272727273,0.17647058823529413,12.330232558139539,0.23478260869565218,1.0,3.0,2.0,2.0,1.0,9.0,,,,,2.0,,,2.0,1.0,3.0,6.0,2.0,6.0,,,1.0,,4.0,4.0,8.0,2.0,2.0,2.0,2.0,,20.0,,4.0,4.0,1.0,3.0,2.0,1.0,3.0,,1.0,,2.0,,3.0,1.0,,9.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.044444444444444446,,,0.42857142857142855,0.043010752688172046,,0.03636363636363636,0.019230769230769232,,0.037037037037037035,0.1,0.1,0.375,0.375,,,,,0.044444444444444446,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.5214,0.411,0.16981132075471697,0.17647058823529413,0.11764705882352941,37.9,,,,1.0,,2.0,,,4.0,,4.0,3.0,1.0,,,,0.75,1.0,0.6666666666666666,,,4.0,4.0,0.07692307692307693,0.06666666666666667,,,,,,,,,,False,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,4550.0,76,21.0,144,143,54.0,46.0,19.0,287,,1.0,1.0,3.0,3.0,5.0,,12.0,136,,,6.0,,1.0,3.0,7.0,1.0,11.0,12.0,3.0,1.0,5.0,2.0,10.0,,2.0,2.0,1.0,,,,54.0,2.0,,1.0,1.0,0.6,0.75,0.75,,0.2,,7.926829268292684,0.5,0.15217391304347827,0.14285714285714285,0.14925373134328357,0.13333333333333333,,0.20833333333333334,0.15789473684210525,,0.125,,,,0.125,0.375,0.5,0.483525,,14.719999999999999,0.375,,,,,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,,,,6.0,2.0,1.0,,1.0,1.0,,1.0,,,,3.0,1.0,,1.0,,,,,2.0,,1.0,,1.0,,1.0,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,,1.0,0.375,1.0,,0.4,,0.09090909090909091,0.01639344262295082,,0.1111111111111111,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,,,,,,0.5,0.3539,,,,0.16666666666666666,23.8,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,False,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,486.0,8,7.0,17,18,15.0,15.0,2.0,35,,,,,,,2.0,2.0,13,2.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,2.0,1.0,2.0,15.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,15.789473684210526,,0.2,,0.14285714285714285,0.5,,,,,,,,,,,1.0,0.547725,1.0,,0.8823529411764706,,,,,,,,,,,2.0,2.0,,2.0,,,,,,2.0,,2.0,,2.0,,2.0,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,0.547725,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
2413,1610612761,Juan Dixon,Juan Dixon,2413,TOR,1171.0,20,-5.0,41,40,25.0,16.0,4.0,81,1.0,1.0,,4.0,2.0,5.0,,4.0,39,,4.0,2.0,2.0,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,4.0,25.0,,,0.5,0.5,0.4,0.25,0.25,0.4,,,23.913043478260867,,,,,,,,,,0.125,1.0,1.0,,,0.5,0.5,0.46845,1.0,16.32,0.6097560975609756,,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,3.0,,1.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,1.0,2.0,,1.0,,,,,,,,0.5,,0.4,,0.375,,,0.6666666666666666,,,,,,,,,0.25,0.25,0.125,,,,0.25,,,,,,0.2,1.0,,0.2,,0.55395,0.45000999999999997,,,,24.133333333333336,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,0.5,,,,,,False,,,,,,,,,
2743,1610612761,Kris Humphries,Kris Humphries,2743,TOR,1376.0,23,8.0,44,43,20.0,22.0,5.0,87,,3.0,,,,3.0,1.0,1.0,39,1.0,1.0,,,,2.0,2.0,,4.0,9.0,,,2.0,1.0,2.0,,,2.0,,2.0,,1.0,20.0,,,,,,,0.125,0.25,,,12.0,,0.15384615384615385,0.4,0.2222222222222222,,,0.2,0.4,,1.0,,,,,,1.0,0.5332,1.0,,0.45454545454545453,,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,5.0,5.0,2.0,,,,2.0,,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,0.25,0.375,,0.6666666666666666,,,,,,,,,,,,,1.0,,1.0,,,,,0.5092,0.5969,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,False,,,,,,,,,
2739,1610612761,Luke Jackson,Luke Jackson,2739,TOR,588.0,10,13.0,19,19,18.0,17.0,4.0,38,,,,,,,6.0,6.0,11,4.0,4.0,,,,1.0,2.0,1.0,4.0,5.0,1.0,,1.0,1.0,2.0,,,3.0,,6.0,,4.0,18.0,1.0,,,,,,1.0,1.0,,,17.391304347826086,1.0,0.5,0.5,0.5,,1.0,1.0,0.5,,,,,,,,,,0.6666666666666666,,0.9473684210526315,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,1.0,,,,,,0.3333333333333333,0.14285714285714285,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,False,,,,,,,,,
