EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,Defensive 3 Seconds Violations,OffTwoPtReboundPct,OffLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,Fg2aBlocked,Corner3Assists,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Offensive Fouls Drawn,3SecondViolations,ShortMidRangePctBlocked,DefCorner3ReboundPct,on,OffCorner3ReboundPct,LongMidRangePctBlocked,OffensiveGoaltends
101129,1610612745,Luther Head,Luther Head,101129,HOU,8485.0,141.0,-1.0,252,256,87.0,83.0,25.0,508,3.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,7.0,2.0,1.0,4.0,16.0,1.0,2.0,2.0,7.0,5.0,13.0,6.0,23.0,4.0,32.0,251.0,2.0,4.0,1.0,4.0,7.0,1.0,2.0,2.0,8.0,2.0,10.0,8.0,2.0,15.0,3.0,2.0,1.0,15.0,4.0,1.0,5.0,3.0,8.0,3.0,1.0,2.0,2.0,19.0,1.0,1.0,8.0,8.0,1.0,17.0,2.0,19.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,7.0,3.0,9.0,16.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,10.0,87.0,2.0,2.0,0.8,1.0,0.8333333333333334,0.2608695652173913,0.25,0.25,0.2727272727272727,0.38461538461538464,0.5,0.5,0.3888888888888889,0.4375,0.4,0.4,0.4375,0.4166666666666667,0.6388888888888888,0.043478260869565216,0.0625,16.666666666666668,0.5714285714285714,0.125,0.07692307692307693,0.06722689075630252,0.27586206896551724,0.024390243902439025,0.10810810810810811,0.008547008547008548,0.03125,0.0625,0.08333333333333333,0.058823529411764705,0.2857142857142857,0.045454545454545456,0.16666666666666666,0.5,0.5,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.25,0.25,1.0,0.19444444444444445,0.2857142857142857,0.2857142857142857,0.5,0.4444444444444444,0.25,0.26666666666666666,1.0,0.375,0.6666666666666666,0.5,0.25,0.25,0.5,1.0,0.2,0.5,0.1,0.7,0.2857142857142857,0.8055555555555556,0.26666666666666666,0.5265842857142857,0.56345,0.5809500000000001,0.05263157894736842,0.13333333333333333,0.21875,0.3125,8.03076923076923,25.08695652173913,0.34523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,1972.0,33.0,4.0,58,61,28.0,23.0,4.0,119,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,4.0,46.0,,1.0,,,,,,,,,,4.0,,,,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,2.0,6.0,,8.0,3.0,11.0,,2.0,1.0,1.0,,,,,,,,3.0,6.0,1.0,2.0,1.0,,1.0,1.0,1.0,,28.0,,,1.0,1.0,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.5,,,,,,5.970149253731343,,,,0.24,0.18181818181818182,0.07692307692307693,0.2222222222222222,0.08823529411764706,0.125,,0.1111111111111111,0.45454545454545453,0.18181818181818182,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.6130666666666666,0.5467,,0.25,0.25,,,,,0.4827586206896552,2.0,1.0,0.09523809523809523,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,472.0,8.0,2.0,13,16,6.0,13.0,3.0,29,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,14.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,46.0,0.46153846153846156,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,5230.0,87.0,-12.0,156,156,68.0,58.0,16.0,312,4.0,7.0,1.0,1.0,3.0,5.0,4.0,6.0,6.0,22.0,,,,,5.0,16.0,,1.0,3.0,7.0,14.0,35.0,5.0,16.0,18.0,61.0,163.0,3.0,5.0,,1.0,6.0,8.0,17.0,3.0,7.0,14.0,39.0,4.0,24.0,3.0,12.0,,,16.0,5.0,,3.0,6.0,9.0,1.0,2.0,1.0,,24.0,,,2.0,8.0,,10.0,1.0,11.0,1.0,,,,3.0,2.0,6.0,,2.0,9.0,3.0,3.0,9.0,22.0,25.0,7.0,5.0,5.0,2.0,5.0,39.0,68.0,3.0,5.0,0.14285714285714285,0.14285714285714285,0.2,0.3125,,0.42857142857142855,0.3125,0.4,0.6,0.47058823529411764,0.4215686274509804,0.5,0.5208333333333334,0.48412698412698413,0.5,0.5909090909090909,0.3137254901960784,,,40.90909090909091,0.3333333333333333,,,0.12307692307692308,0.10526315789473684,,0.11904761904761904,0.0125,,0.125,0.10526315789473684,0.13333333333333333,0.10526315789473684,0.03571428571428571,0.13725490196078433,0.5714285714285714,1.0,,0.11764705882352941,0.6666666666666666,0.6666666666666666,,0.43137254901960786,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,0.3137254901960784,0.3125,0.3125,0.2,0.16666666666666666,1.0,,,0.16666666666666666,,,0.20833333333333334,0.6,,0.2916666666666667,0.42857142857142855,0.45098039215686275,0.3125,0.4497,0.46803333333333336,0.4509630434782608,0.13793103448275862,0.16666666666666666,0.09836065573770492,0.639344262295082,13.997142857142858,26.418750000000003,0.4358974358974359,1.0,,0.02040816326530612,0.038461538461538464,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.08571428571428572,0.42857142857142855,0.8,0.0625,,,,,,,,,,,,,True,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,6695.0,112.0,-5.0,193,199,51.0,57.0,21.0,392,5.0,9.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,13.0,,,,,,,,,,,11.0,30.0,,,5.0,27.0,201.0,1.0,2.0,,,3.0,2.0,7.0,,,,4.0,16.0,6.0,,,2.0,,,,,3.0,3.0,6.0,3.0,2.0,1.0,,15.0,2.0,,3.0,12.0,2.0,17.0,7.0,24.0,1.0,4.0,4.0,,1.0,,1.0,,,2.0,2.0,,7.0,7.0,9.0,5.0,,,,,4.0,51.0,1.0,,0.7272727272727273,0.8,,,,,,0.36666666666666664,0.5,0.2857142857142857,0.36666666666666664,0.5,0.2857142857142857,0.39705882352941174,0.375,0.2857142857142857,,,,16.438356164383563,0.5,0.3333333333333333,,0.1276595744680851,0.15,0.06666666666666667,0.13157894736842105,0.07608695652173914,0.08333333333333333,0.04,0.13333333333333333,0.1794871794871795,0.15789473684210525,0.0625,0.3,0.5555555555555556,0.8333333333333334,0.8,0.26666666666666666,0.25,0.25,0.5,0.43333333333333335,0.3076923076923077,0.3076923076923077,0.75,,,,,,,,,0.5,1.0,,,,,,0.14285714285714285,1.0,,,,0.3,,0.46656000000000003,0.5056,0.4178571428571428,0.14705882352941177,0.14705882352941177,0.1111111111111111,0.14814814814814814,10.013333333333334,,0.26424870466321243,5.0,1.0,0.08064516129032258,0.04,1.0,3.0,,1.0,1.0,,,,,,,0.1,0.3333333333333333,,,1.0,1.0,1.0,1.0,0.2,0.045454545454545456,,,,,,,True,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,1967.0,33.0,-7.0,58,57,37.0,21.0,8.0,115,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,,3.0,7.0,67.0,2.0,2.0,,,4.0,1.0,1.0,,,2.0,4.0,,4.0,,,4.0,,,,,,,,,,,,,2.0,,,4.0,,4.0,4.0,8.0,,,,,,,,,,,,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,37.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,,,,4.411764705882352,,,,0.15384615384615385,,0.15384615384615385,0.12903225806451613,0.13333333333333333,0.2,0.2,,0.23076923076923078,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,0.586,0.586,0.5759,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5714285714285714,,,0.6379310344827587,2.0,2.0,0.11764705882352941,0.09090909090909091,,,,,1.0,,,,,,1.0,,,0.5,,,,1.0,,0.5,,,,,,,,True,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,6847.0,114.0,14.0,206,206,68.0,60.0,19.0,412,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,7.0,15.0,,1.0,,2.0,3.0,5.0,9.0,17.0,3.0,36.0,193.0,,,,1.0,,1.0,2.0,1.0,3.0,2.0,7.0,2.0,4.0,24.0,3.0,,,15.0,7.0,,7.0,2.0,9.0,1.0,3.0,1.0,3.0,20.0,,1.0,2.0,16.0,1.0,19.0,2.0,21.0,,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,4.0,,4.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,68.0,,1.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.5294117647058824,,0.3333333333333333,0.5294117647058824,0.6,,0.5,0.75,,0.5,0.75,,0.5833333333333334,0.7727272727272727,,,12.280701754385966,0.5,0.2,0.1111111111111111,0.16494845360824742,0.07407407407407407,,0.14516129032258066,0.010526315789473684,,0.07407407407407407,0.25925925925925924,0.16279069767441862,0.07407407407407407,,0.13636363636363635,0.3333333333333333,0.5,,0.045454545454545456,1.0,1.0,,0.045454545454545456,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.6818181818181818,0.4666666666666667,0.4666666666666667,0.8571428571428571,,,,,1.0,,,0.2,,0.2,0.4,,0.9090909090909091,0.4666666666666667,0.5497886363636364,,0.55412,0.043478260869565216,0.16666666666666666,,0.19444444444444445,5.7,24.77058823529412,0.3300970873786408,1.0,,0.016129032258064516,0.037037037037037035,1.0,1.0,1.0,1.0,,,,,,,,0.2,0.3333333333333333,,,,,,,,,1.0,1.0,,,,,True,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,4635.0,77.0,-4.0,140,144,30.0,40.0,10.0,284,,3.0,,,,1.0,,1.0,,,3.0,6.0,,,,3.0,,,,1.0,,4.0,3.0,9.0,3.0,12.0,141.0,,,,,,,1.0,,1.0,3.0,3.0,,,9.0,,,,3.0,,,3.0,,3.0,,1.0,2.0,,6.0,,,,3.0,,3.0,,3.0,,5.0,3.0,2.0,1.0,,1.0,,,2.0,1.0,4.0,7.0,5.0,4.0,,2.0,2.0,1.0,2.0,3.0,30.0,1.0,2.0,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.34615384615384615,,,0.4,,0.375,0.6923076923076923,,,11.258278145695364,0.5,,,0.041666666666666664,,,0.034482758620689655,,,0.04,0.05555555555555555,0.034482758620689655,,,0.23076923076923078,,,,0.07692307692307693,,,,,,,,0.46153846153846156,0.5,0.5,1.0,0.23076923076923078,,,,,,,,,,,0.5,,,0.5,,0.9230769230769231,,0.5000384615384615,,0.514375,,,,0.25,2.85,24.266666666666666,0.21428571428571427,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,,,,1.0,,,,,,2.0,,,,True,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,5343.0,89.0,-3.0,159,159,42.0,41.0,12.0,318,4.0,7.0,1.0,2.0,1.0,1.0,9.0,23.0,1.0,6.0,,,,,,,,,,,14.0,36.0,,,35.0,63.0,155.0,1.0,2.0,,,6.0,2.0,5.0,,,15.0,19.0,12.0,16.0,,,2.0,,,,,1.0,3.0,4.0,3.0,,,1.0,11.0,,,4.0,13.0,1.0,18.0,5.0,23.0,,,,,3.0,,4.0,,,7.0,2.0,4.0,9.0,30.0,42.0,12.0,9.0,3.0,3.0,3.0,19.0,42.0,1.0,8.0,0.42857142857142855,0.46153846153846156,,,,,,0.3888888888888889,0.5,0.4,0.3888888888888889,0.5,0.4,0.5526315789473685,0.75,0.6785714285714286,,,,37.64705882352941,0.42857142857142855,0.3333333333333333,,0.16455696202531644,0.2222222222222222,,0.17525773195876287,0.07936507936507936,,0.25,0.14285714285714285,0.11764705882352941,0.17647058823529413,,0.19444444444444445,0.5714285714285714,0.6666666666666666,0.25,0.6388888888888888,0.391304347826087,0.45,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,1.0,0.5,,,,,,0.2,1.0,,,,0.19444444444444445,,0.4189166666666667,0.55585,0.37266,0.25,0.25,0.09523809523809523,0.30158730158730157,9.133333333333333,,0.2641509433962264,5.0,,0.11363636363636363,0.2,1.0,4.0,,3.0,1.0,1.0,,,,,2.0,0.1111111111111111,0.14285714285714285,0.6666666666666666,,4.0,1.0,1.0,,0.09090909090909091,0.05555555555555555,,,1.0,2.0,0.13043478260869565,1.0,True,,,
2745,1610612745,Kirk Snyder,Kirk Snyder,2745,HOU,441.0,7.0,-13.0,13,12,12.0,7.0,1.0,25,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,2.0,20.0,,,,1.0,,1.0,1.0,,2.0,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,2.0,12.0,,,1.0,1.0,,,,,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,,26.666666666666668,1.0,,,0.25,,,0.25,,,,,0.5,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,1.0,,0.5249,0.5271,0.5249,,,,1.0,,24.75,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
