EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,DeadBallTurnovers,LostBallTurnovers,Travels,Offensive Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,1208.0,20,-8.0,36,36,12.0,9.0,2.0,72,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,7.0,41,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,0.3333333333333333,0.5,0.6,1.0,0.6,1.0,0.7,1.5,12.5,0.6666666666666666,0.11764705882352941,0.05263157894736842,0.1,0.045454545454545456,0.09090909090909091,0.3333333333333333,0.125,0.2,1.0,1.0,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,0.45888,0.5265,0.2,0.2,0.42857142857142855,12.36,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,295.0,5,5.0,10,10,,10.0,,20,1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,8,,,,,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.5,,0.5,,0.75,,30.0,,,,,,,,,0.5,1.0,1.0,,,,0.5,,,,0.5,0.5729,,0.5,0.5,,8.549999999999999,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,10539.0,176,-23.0,324,320,60.0,82.0,31.0,644,11.0,14.0,,5.0,5.0,14.0,16.0,33.0,18.0,53.0,366,1.0,1.0,,2.0,2.0,30.0,,1.0,8.0,1.0,16.0,2.0,18.0,2.0,4.0,24.0,21.0,5.0,12.0,60.0,0.0625,0.0625,0.48484848484848486,1.0,0.4605263157894737,1.0,0.5760869565217391,1.0,14.640883977900552,0.08333333333333333,0.07017543859649122,0.008064516129032258,0.10344827586206896,0.011695906432748537,,,0.020833333333333332,0.3684210526315789,0.7857142857142857,0.7857142857142857,0.13157894736842105,,,0.3684210526315789,0.35714285714285715,0.35714285714285715,,0.5,0.5291605263157894,,0.26666666666666666,0.3,0.03773584905660377,9.68787878787879,0.18518518518518517,28.0,47.0,13.0,113.0,7.0,7.0,7.0,1.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,11.0,1.0,3.0,8.0,21.0,3.0,5.0,1.0,1.0,19.0,11.0,8.0,5.0,10.0,1.0,7.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,21.0,2.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.45454545454545453,0.4642857142857143,0.5833333333333334,0.13157894736842105,0.030303030303030304,0.2,0.22580645161290322,0.02127659574468085,0.02702702702702703,0.030303030303030304,0.16666666666666666,0.2608695652173913,0.125,0.05555555555555555,0.09090909090909091,0.13157894736842105,0.2,0.2,1.0,0.35714285714285715,0.8,0.21428571428571427,0.3333333333333333,0.2,0.5211107142857142,0.39622641509433965,25.080000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,1560.0,26,-2.0,41,44,9.0,22.0,7.0,85,1.0,2.0,,,,,1.0,2.0,,2.0,46,1.0,2.0,,2.0,,2.0,2.0,4.0,1.0,1.0,3.0,5.0,8.0,1.0,2.0,1.0,,,,9.0,,,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,6.0,0.5,0.09090909090909091,0.19047619047619047,0.13333333333333333,0.19230769230769232,,,,0.6666666666666666,0.5,0.5,,,,,,,,1.0,0.643,0.643,,,1.0,0.95,0.21951219512195122,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,0.25,0.2,0.16666666666666666,0.2,0.25,0.3333333333333333,,1.0,,0.3333333333333333,,,,,,,,,,,38.9,1.0,2.0,0.6,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,801.0,13,1.0,24,24,7.0,14.0,1.0,48,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,,4.0,26,,,,,4.0,,,1.0,2.0,,2.0,1.0,3.0,1.0,2.0,1.0,,,,7.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,11.11111111111111,,0.18181818181818182,0.09090909090909091,0.16666666666666666,0.08333333333333333,0.16666666666666666,,0.2857142857142857,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,0.5063333333333333,,,,,9.733333333333333,0.2916666666666667,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3894,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,9420.0,157,-19.0,293,289,58.0,76.0,29.0,582,13.0,24.0,12.0,24.0,11.0,20.0,36.0,68.0,18.0,117.0,333,5.0,11.0,,10.0,30.0,42.0,6.0,10.0,17.0,2.0,23.0,12.0,35.0,7.0,12.0,18.0,25.0,4.0,11.0,58.0,0.4166666666666667,0.45454545454545453,0.5294117647058824,0.45454545454545453,0.5439560439560439,0.4166666666666667,0.5792079207920792,0.4166666666666667,32.926829268292686,0.2,0.17346938775510204,0.09259259259259259,0.16666666666666666,0.07792207792207792,0.12195121951219512,0.15,0.25,0.26373626373626374,0.5416666666666666,0.6190476190476191,0.26373626373626374,0.5,0.5,0.21978021978021978,0.55,0.55,0.7272727272727273,0.5164835164835165,0.4776851648351648,0.5955,0.12121212121212122,0.14666666666666667,0.08547008547008547,9.405882352941179,0.19795221843003413,3.0,5.0,2.0,12.0,2.0,1.0,7.0,0.2857142857142857,3.0,6.0,6.0,17.0,1.0,2.0,9.0,23.0,5.0,11.0,2.0,4.0,3.0,19.0,27.0,17.0,6.0,3.0,2.0,2.0,,1.0,,2.0,4.0,2.0,2.0,2.0,,,1.0,1.0,2.0,4.0,,4.0,19.0,,2.0,1.0,0.391304347826087,0.5,0.391304347826087,0.45454545454545453,0.5333333333333333,0.5277777777777778,0.25274725274725274,0.04411764705882353,,0.14285714285714285,0.043478260869565216,0.09375,0.0625,0.10526315789473684,0.1,0.25,0.046511627906976744,0.46153846153846156,0.18681318681318682,0.35294117647058826,0.35294117647058826,1.0,0.4,0.5,0.13333333333333333,0.5,0.35294117647058826,0.5207,0.1623931623931624,24.713043478260868,4.0,8.0,0.05714285714285714,0.6666666666666666,0.5,2.0,0.08333333333333333,3.0,6.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,0.125,0.5,0.06593406593406594,0.5,0.5,1.0,0.25,0.08333333333333333,0.13333333333333333,0.5,0.041666666666666664,,,,,,,,,,,,,,,True
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,7002.0,117,-20.0,208,206,22.0,42.0,24.0,414,6.0,16.0,,,,10.0,6.0,26.0,3.0,24.0,224,2.0,3.0,,4.0,4.0,8.0,4.0,1.0,6.0,,8.0,2.0,10.0,2.0,4.0,10.0,7.0,1.0,4.0,22.0,0.3333333333333333,0.5,0.23076923076923078,0.6666666666666666,0.23333333333333334,0.4,0.25,0.4,21.42857142857143,,0.07792207792207792,0.011904761904761904,0.07920792079207921,0.016260162601626018,,,0.06060606060606061,0.35555555555555557,0.375,0.42857142857142855,,,,0.2222222222222222,,,,0.7777777777777778,0.5448233333333333,0.5346,0.08333333333333333,0.13793103448275862,0.16666666666666666,7.769230769230769,0.10576923076923077,4.0,7.0,1.0,17.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,12.0,1.0,2.0,3.0,19.0,1.0,2.0,1.0,2.0,,5.0,9.0,12.0,3.0,2.0,3.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,,3.0,1.0,3.0,5.0,1.0,,1.0,0.15789473684210525,0.5,0.15789473684210525,0.5,0.625,0.625,0.4222222222222222,0.07692307692307693,,0.08333333333333333,0.02564102564102564,,,0.14285714285714285,0.1111111111111111,,0.029411764705882353,0.3333333333333333,0.26666666666666666,0.25,0.25,1.0,0.25,1.0,0.5,0.5,0.25,0.5470625,0.20833333333333334,24.59473684210526,2.0,2.0,0.03333333333333333,0.4,1.0,,,,7.0,,,1.0,2.0,,2.0,,,,,2.0,0.125,0.6666666666666666,0.15555555555555556,,,,,0.2,,,,1.0,2.0,0.08333333333333333,0.2,,,,,,,,,,,True
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,2450.0,41,11.0,85,81,35.0,26.0,8.0,166,1.0,1.0,,1.0,1.0,3.0,2.0,5.0,5.0,24.0,98,,,,,2.0,2.0,,,1.0,,1.0,,1.0,5.0,8.0,4.0,6.0,1.0,2.0,35.0,0.5,0.5,0.4,,0.7916666666666666,,0.8571428571428571,,17.204301075268816,,0.03571428571428571,,0.029411764705882353,,,0.1,,0.08333333333333333,1.0,1.0,0.08333333333333333,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5289041666666667,,0.23076923076923078,0.3333333333333333,,14.14,0.4117647058823529,,,,,1.0,1.0,2.0,0.5,,,4.0,5.0,,1.0,5.0,7.0,,1.0,,1.0,1.0,1.0,15.0,5.0,4.0,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,1.0,3.0,1.0,1.0,0.7142857142857143,,0.7142857142857143,,,0.16666666666666666,0.5833333333333334,,,,,,,,,,,,0.4166666666666667,0.8,0.8,1.0,,,0.5,,0.8,0.3751,0.041666666666666664,24.400000000000002,,,,,,,,1.0,2.0,,,,,1.0,,,,1.0,,,,,0.16666666666666666,0.5,0.5,1.0,,,,,0.14285714285714285,,,,,1.0,1.0,,,,,,,,,True
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,5019.0,84,-13.0,151,150,9.0,9.0,13.0,301,6.0,12.0,1.0,5.0,,,7.0,17.0,6.0,20.0,165,1.0,2.0,1.0,3.0,14.0,,,2.0,16.0,1.0,20.0,2.0,22.0,6.0,9.0,5.0,9.0,1.0,3.0,9.0,1.0,1.0,0.4117647058823529,0.5,0.4117647058823529,0.5,0.47619047619047616,0.5,16.363636363636363,0.3333333333333333,0.26666666666666666,0.038461538461538464,0.24358974358974358,0.025974025974025976,0.05555555555555555,0.4166666666666667,0.21428571428571427,0.7058823529411765,0.5,0.5454545454545454,0.29411764705882354,0.2,0.2,,,,,0.7058823529411765,0.5848823529411764,0.60315,0.15789473684210525,0.15789473684210525,0.15,3.394117647058824,0.059602649006622516,1.0,1.0,,2.0,2.0,,6.0,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,3.0,,2.0,1.0,1.0,,,,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,0.5,,0.058823529411764705,,0.16666666666666666,,,,0.25,0.15384615384615385,0.2,,1.0,,,,,,,,,,,0.05,,1.0,2.0,0.05555555555555555,1.0,0.5,,1.0,,,,,,,4.0,2.0,1.0,1.0,,1.0,,0.08333333333333333,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,True
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,4624.0,77,-25.0,147,143,33.0,42.0,14.0,290,8.0,13.0,5.0,11.0,3.0,10.0,16.0,34.0,3.0,35.0,183,1.0,5.0,,2.0,18.0,14.0,2.0,4.0,4.0,3.0,8.0,5.0,13.0,10.0,14.0,2.0,3.0,1.0,2.0,33.0,0.5625,0.6,0.47058823529411764,0.2,0.45714285714285713,0.2,0.4861111111111111,0.2,23.312883435582823,0.42857142857142855,0.08888888888888889,0.07142857142857142,0.09433962264150944,0.06578947368421052,0.05263157894736842,0.1,,0.37142857142857144,0.6153846153846154,0.7272727272727273,0.3142857142857143,0.45454545454545453,0.5,0.2857142857142857,0.3,0.3,0.6666666666666666,0.4,0.4677014285714285,0.6141,0.05555555555555555,0.05714285714285714,0.05714285714285714,8.435294117647057,0.22448979591836735,2.0,3.0,1.0,7.0,1.0,1.0,2.0,0.5,,2.0,,1.0,,,,1.0,2.0,6.0,,,2.0,6.0,,1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,,,,,,,6.0,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.02857142857142857,0.08823529411764706,0.09090909090909091,0.125,0.05,0.0625,0.07142857142857142,0.15789473684210525,0.14285714285714285,,,0.5,0.02857142857142857,,,,0.3333333333333333,,,,,0.43978333333333336,0.17142857142857143,24.8,1.0,4.0,0.09523809523809523,0.8,0.25,,0.6,,,,,,,1.0,,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,,,,1.0,,,,,,True
