EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFG2M,PenaltyPoints,ThreePtAssists,Arc3Assists,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyPointsPct,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,ShortMidRangePctBlocked,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PtsPutbacks,OffThreePtRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,FTDefRebounds,SelfOReb,BlockedAtRim,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShortMidRangePctAssisted,on
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,3379.0,56.0,-4.0,96,96,27,23.0,15.0,192,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,8.0,95.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,6.0,1.0,1.0,2.0,1.0,27,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2916666666666667,0.3076923076923077,0.5,10.833333333333334,0.08108108108108109,0.1,0.08771929824561403,0.07142857142857142,0.13333333333333333,0.18181818181818182,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.75,0.5022958333333333,0.3672,0.41673333333333334,0.07692307692307693,0.14285714285714285,8.516666666666666,24.200000000000003,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,587.0,10.0,-3.0,15,16,2,4.0,,31,,,,1.0,2.0,2.0,,,,,,3.0,3.0,,,,6.0,23.0,,,1.0,,4.0,2.0,,,,1.0,,3.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,2,0.6666666666666666,0.6666666666666666,,,,1.0,1.0,1.0,,25.0,,1.0,0.14285714285714285,,,1.0,,,,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,0.3756,,0.3282,0.3333333333333333,0.3333333333333333,15.633333333333335,,0.13333333333333333,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,47.0,1.0,,1,2,1,2.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2581,1610612743,Steve Blake,Steve Blake,2581,DEN,9897.0,165.0,2.0,303,305,92,63.0,45.0,608,1.0,2.0,1.0,1.0,5.0,12.0,2.0,5.0,11.0,2.0,3.0,6.0,15.0,8.0,16.0,,36.0,312.0,,2.0,4.0,4.0,4.0,8.0,21.0,11.0,15.0,19.0,3.0,42.0,3.0,7.0,10.0,11.0,3.0,8.0,,4.0,,,92,0.3333333333333333,0.3333333333333333,0.875,0.5,0.5,0.4,0.5806451612903226,0.5806451612903226,0.5161290322580645,11.267605633802818,0.05982905982905983,0.075,0.06369426751592357,0.09090909090909091,0.06382978723404255,0.09090909090909091,0.06451612903225806,0.5,1.0,0.03225806451612903,0.3870967741935484,0.4166666666666667,0.4166666666666667,0.4,0.16129032258064516,0.4,0.4,1.0,0.3548387096774194,1.0,0.125,0.375,0.5806451612903226,0.49035967741935477,0.577275,0.4787875,,,15.426666666666668,24.26875,0.30363036303630364,,1.0,5.0,4.0,3.0,1.0,,9.0,,5.0,0.25,0.3125,0.3125,,,0.1388888888888889,1.0,6.0,2.0,1.0,2.0,6.0,1.0,3.0,6.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,7.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.25,1.5,1.5,0.06666666666666667,0.5,0.8888888888888888,0.007874015748031496,0.006493506493506494,0.021739130434782608,0.02702702702702703,0.05555555555555555,0.5454545454545454,0.5454545454545454,0.8333333333333334,1.0,0.5,0.125,0.3333333333333333,0.5454545454545454,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,13398.0,223.0,-23.0,408,410,124,92.0,57.0,818,17.0,33.0,9.0,30.0,11.0,34.0,,1.0,16.0,1.0,2.0,37.0,97.0,5.0,17.0,25.0,114.0,434.0,6.0,1.0,28.0,2.0,8.0,66.0,6.0,16.0,20.0,29.0,6.0,67.0,1.0,2.0,3.0,3.0,5.0,11.0,,31.0,31.0,13.0,124,0.10810810810810811,0.10810810810810811,0.4,0.29411764705882354,0.29411764705882354,0.38144329896907214,0.39035087719298245,0.4453125,0.14912280701754385,29.583333333333336,0.012903225806451613,0.017543859649122806,0.014150943396226415,,0.01639344262295082,0.03225806451612903,0.2894736842105263,0.5151515151515151,0.6296296296296297,0.2631578947368421,0.2982456140350877,0.3235294117647059,0.3235294117647059,0.18181818181818182,0.008771929824561403,,,,0.14035087719298245,0.14285714285714285,0.3,0.06666666666666667,0.43859649122807015,0.4908118421052632,0.46123333333333333,0.47266166666666665,0.10483870967741936,0.12149532710280374,9.005154639175258,24.894117647058824,0.30392156862745096,9.0,11.0,32.0,9.0,6.0,9.0,,15.0,3.0,32.0,0.39285714285714285,0.36666666666666664,0.4444444444444444,0.3,0.3333333333333333,0.2807017543859649,,5.0,,,,8.0,,9.0,5.0,9.0,3.0,14.0,,,,7.0,3.0,4.0,6.0,3.0,3.0,2.0,2.0,,1.0,1.0,,,0.42857142857142855,0.5714285714285714,0.09278350515463918,0.18181818181818182,0.4,,,,0.020833333333333332,,0.3125,0.3125,0.4,,,,,0.3125,0.07017543859649122,2.0,3.0,6.0,3.0,2.0,10.0,3.0,2.0,1.0,1.0,4.0,3.0,0.5,0.1,0.11764705882352941,0.42857142857142855,0.6666666666666666,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,5459.0,91.0,-19.0,160,166,45,49.0,27.0,326,2.0,6.0,2.0,5.0,1.0,3.0,,1.0,1.0,,1.0,4.0,14.0,,2.0,1.0,9.0,186.0,4.0,,2.0,1.0,6.0,2.0,,1.0,2.0,2.0,,4.0,4.0,13.0,17.0,28.0,3.0,10.0,2.0,2.0,2.0,1.0,45,0.75,1.0,,,,0.2857142857142857,0.25,0.2647058823529412,0.125,9.693877551020408,0.203125,0.13333333333333333,0.18085106382978725,0.14285714285714285,0.22727272727272727,0.15789473684210525,0.375,0.3333333333333333,0.3333333333333333,0.3125,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.0625,,,,0.0625,,0.6666666666666666,0.3333333333333333,0.5,0.485184375,0.6105999999999999,0.49943333333333334,0.058823529411764705,0.06666666666666667,7.564285714285715,23.200000000000003,0.28125,1.0,1.0,2.0,,,1.0,,2.0,,2.0,0.5,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2222222222222222,,,,,,2.0,,,,,,1.0,1.0,9.0,11.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,0.25,0.25,,,0.5,0.13636363636363635,0.125,0.12,0.23809523809523808,0.09090909090909091,,,,,,,,,0.2222222222222222,,2.0,1.0,1.0,,,,,,1.0,,,0.25,,1.0,0.5,,,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.13636363636363635,0.15789473684210525,0.1111111111111111,1.0,,,,,,,,,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,9774.0,163.0,-23.0,299,294,78,41.0,39.0,593,26.0,42.0,12.0,5.0,1.0,2.0,,,,,,27.0,49.0,,,11.0,65.0,310.0,14.0,,13.0,,40.0,14.0,,,8.0,11.0,5.0,25.0,2.0,13.0,16.0,36.0,7.0,17.0,1.0,13.0,13.0,6.0,78,0.7407407407407407,0.8695652173913043,,,,0.5510204081632653,0.5510204081632653,0.5909090909090909,,19.08831908831909,0.11818181818181818,0.06060606060606061,0.1048951048951049,0.0967741935483871,0.08695652173913043,,0.8571428571428571,0.6190476190476191,0.7428571428571429,0.10204081632653061,0.04081632653061224,0.5,0.5,1.0,,,,,,,0.9230769230769231,,0.8571428571428571,0.5953938775510204,0.5422166666666667,0.6147615384615385,0.1111111111111111,0.1111111111111111,2.173469387755102,,0.2608695652173913,,8.0,20.0,3.0,3.0,9.0,,12.0,1.0,20.0,0.6153846153846154,0.6153846153846154,0.6666666666666666,,,0.3076923076923077,,,,,,14.0,,,,8.0,,3.0,,16.0,20.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,,,,0.5,0.4666666666666667,0.16326530612244897,0.16666666666666666,0.25,0.13008130081300814,0.12987012987012986,0.13333333333333333,0.18181818181818182,0.11764705882352941,,,,,,,,,0.2153846153846154,7.0,13.0,8.0,7.0,,4.0,,3.0,2.0,2.0,1.0,1.0,0.5,0.2,0.7307692307692307,0.9285714285714286,0.5384615384615384,0.42857142857142855,0.6666666666666666,8.0,4.0,3.0,1.0,3.0,3.0,1.0,0.12903225806451613,0.1875,0.08695652173913043,0.13043478260869565,1.0,1.0,2.0,2.0,1.0,0.25,0.125,0.15384615384615385,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,11637.0,194.0,-17.0,359,361,118,86.0,47.0,720,22.0,31.0,12.0,13.0,9.0,24.0,2.0,4.0,14.0,3.0,4.0,34.0,68.0,9.0,18.0,28.0,123.0,383.0,12.0,4.0,24.0,5.0,32.0,36.0,27.0,14.0,4.0,6.0,1.0,14.0,4.0,19.0,23.0,40.0,,9.0,,20.0,34.0,10.0,118,0.47058823529411764,0.5517241379310345,1.0,0.5,0.5,0.5,0.5523255813953488,0.6,0.20930232558139536,27.77777777777778,0.13970588235294118,0.08695652173913043,0.12637362637362637,0.1794871794871795,0.16666666666666666,0.08333333333333333,0.36046511627906974,0.7096774193548387,0.7586206896551724,0.1511627906976744,0.27906976744186046,0.375,0.375,0.6666666666666666,0.046511627906976744,0.5,0.5,1.0,0.16279069767441862,0.1875,0.41379310344827586,0.13793103448275862,0.5697674418604651,0.5089052325581396,0.5158699999999999,0.5300189655172414,0.10526315789473684,0.12987012987012986,8.29264705882353,24.38888888888889,0.3286908077994429,3.0,15.0,49.0,2.0,1.0,7.0,1.0,15.0,1.0,49.0,0.625,0.6206896551724138,0.6666666666666666,0.23076923076923078,0.25,0.3983739837398374,1.0,7.0,2.0,2.0,3.0,31.0,2.0,,7.0,3.0,1.0,3.0,,14.0,17.0,5.0,3.0,2.0,8.0,6.0,2.0,5.0,5.0,1.0,,,0.75,0.4,0.65625,0.7380952380952381,0.04411764705882353,0.06451612903225806,0.5333333333333333,0.09929078014184398,0.09714285714285714,0.08163265306122448,0.06976744186046512,0.09090909090909091,0.5,0.5,1.0,0.6666666666666666,1.0,0.034482758620689655,0.5,0.5,0.25203252032520324,4.0,7.0,11.0,6.0,10.0,13.0,,,,1.0,5.0,5.0,0.5,0.07692307692307693,0.45454545454545453,0.4375,0.5714285714285714,,0.9166666666666666,10.0,3.0,,,,,1.0,0.08823529411764706,0.1282051282051282,0.09433962264150944,0.1111111111111111,,,7.0,,1.0,,,0.1794871794871795,1.0,1.0,5.0,0.0625,1.0,1.0,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,2420.0,40.0,-23.0,80,76,21,20.0,12.0,156,6.0,7.0,3.0,,,1.0,,2.0,9.0,,4.0,6.0,8.0,,11.0,6.0,18.0,88.0,2.0,,3.0,5.0,4.0,8.0,,9.0,2.0,2.0,,4.0,3.0,3.0,6.0,7.0,2.0,6.0,1.0,4.0,6.0,3.0,21,0.3333333333333333,0.3333333333333333,,,,0.75,0.3157894736842105,0.40476190476190477,0.5789473684210527,24.242424242424242,0.12,0.23076923076923078,0.15789473684210525,,0.3,0.16666666666666666,0.3684210526315789,0.8571428571428571,1.0,,0.05263157894736842,,,,0.10526315789473684,,,,0.47368421052631576,,0.375,0.5,0.9473684210526315,0.557957894736842,0.3696,0.5506687499999999,0.14285714285714285,0.3,2.3875,25.00909090909091,0.2625,,2.0,5.0,,,,,3.0,1.0,5.0,0.6666666666666666,0.25,0.3125,,,0.2777777777777778,1.0,,,,,4.0,,,,1.0,,2.0,,,1.0,4.0,4.0,,3.0,1.0,2.0,1.0,,,,1.0,,,0.5,0.6666666666666666,0.125,0.14285714285714285,1.0,,0.02,,,0.2857142857142857,,,,,,0.125,,,0.2222222222222222,1.0,1.0,2.0,1.0,2.0,1.0,,,,1.0,,,0.5,,0.3333333333333333,0.5,1.0,,0.6666666666666666,,1.0,,,,,,0.047619047619047616,,,0.05555555555555555,,,1.0,,,,,0.08333333333333333,,,1.0,,,,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,10392.0,173.0,-5.0,319,324,112,80.0,43.0,643,9.0,22.0,6.0,6.0,3.0,13.0,,,,,,14.0,41.0,,,4.0,32.0,339.0,10.0,,10.0,,22.0,6.0,,,9.0,9.0,2.0,18.0,13.0,43.0,60.0,71.0,7.0,13.0,1.0,6.0,6.0,2.0,112,0.7857142857142857,0.9166666666666666,,,,0.34146341463414637,0.34146341463414637,0.36363636363636365,,14.67391304347826,0.344,0.29545454545454547,0.33136094674556216,0.22857142857142856,0.4375,0.375,0.5365853658536586,0.4090909090909091,0.45,0.14634146341463414,0.3170731707317073,0.23076923076923078,0.23076923076923078,1.0,,,,,,,0.6,,0.5365853658536586,0.5346073170731708,0.602,0.55639,0.046511627906976744,0.046511627906976744,7.002439024390244,,0.3510971786833856,2.0,5.0,14.0,,,6.0,1.0,10.0,,14.0,0.5,0.5,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.4375,,,,,,8.0,,,,2.0,,7.0,,10.0,11.0,4.0,4.0,,4.0,3.0,1.0,4.0,3.0,4.0,,,,,0.4,0.4,0.04878048780487805,0.09090909090909091,0.4,0.07874015748031496,0.07142857142857142,0.11363636363636363,0.3333333333333333,0.2,,,,,,,,,0.25,3.0,9.0,2.0,4.0,,4.0,1.0,,1.0,1.0,1.0,1.0,0.4,,0.6666666666666666,0.9,0.3333333333333333,,0.3333333333333333,4.0,1.0,14.0,4.0,14.0,3.0,,0.037037037037037035,0.058823529411764705,0.061224489795918366,,0.21428571428571427,4.0,2.0,10.0,1.0,0.8,0.14285714285714285,0.08,,,,,,,1.0,True
