EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Loose Ball Fouls Drawn,AtRimPctAssisted,Fg2aBlocked,DefThreePtRebounds,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,AtRimPctBlocked,OffAtRimReboundPct,on,DeadBallTurnovers,Travels,DefArc3ReboundPct,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallTurnovers,Offensive Fouls,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,1485.0,25,-11,45,46,13.0,11.0,5.0,91,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,9.0,51.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,6.0,4.0,3.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,13.0,0.25,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.25,1.0,13.461538461538462,1.0,0.6666666666666666,0.09523809523809523,0.12,0.08,0.10344827586206896,0.14285714285714285,0.15384615384615385,0.25,0.1111111111111111,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.50875,0.6423,0.7581,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.2222222222222222,10.4,0.28888888888888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,289.0,5,-3,9,10,1.0,3.0,3.0,19,,,,,,,,1.0,,1.0,,2.0,,,10.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.38265000000000005,,0.3633,,,,,13.85,0.1111111111111111,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,1208.0,20,-8,36,36,12.0,9.0,2.0,72,,1.0,,,,,,,,1.0,,2.0,4.0,7.0,41.0,,,,,,1.0,7.0,,,,,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,7.0,12.0,,,,,,0.375,,0.5,0.5833333333333334,,0.7,17.5,1.0,,0.11764705882352941,,0.1,,,,,,0.25,,,,,,0.25,,,,,,,,0.75,0.367775,,0.4214333333333333,0.2,0.3333333333333333,,1.0,9.05,0.3333333333333333,3.0,4.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,25.7,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,106.0,2,2,2,4,1.0,3.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,542.0,9,3,16,15,7.0,6.0,1.0,31,1.0,1.0,,,,,,,,1.0,1.0,2.0,,2.0,16.0,,,,,,1.0,,2.0,,,1.0,2.0,,2.0,1.0,3.0,,,,1.0,2.0,1.0,,,,,7.0,1.0,1.0,0.5,,,0.5,,,0.5,,,10.526315789473685,,,0.25,0.125,0.25,0.1111111111111111,,0.2,,0.4,0.5,1.0,1.0,,,,0.5,,,,,,,,0.5,0.5455,,0.3894,,,,,8.1,0.4375,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,1028.0,17,-12,33,33,10.0,6.0,4.0,66,,1.0,,,,,1.0,4.0,1.0,3.0,2.0,8.0,3.0,7.0,41.0,,,,,1.0,2.0,2.0,2.0,2.0,,,,,1.0,,1.0,,,,,,2.0,5.0,,,2.0,10.0,0.5,0.5,0.25,,0.5,0.2,,0.5,0.2916666666666667,,0.3333333333333333,30.769230769230766,,,,,0.07692307692307693,,,,,,0.1,,,0.4,0.25,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3,0.38939,,0.38815,0.09090909090909091,,,0.2857142857142857,11.4375,0.30303030303030304,,1.0,,3.0,,2.0,,,,2.0,,,,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,0.2,,0.2,,,,,,,25.450000000000003,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,799.0,13,-5,26,26,12.0,8.0,3.0,52,,,,,,,,,1.0,2.0,1.0,2.0,,5.0,30.0,,,,,,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,12.0,1.0,1.0,0.5,,,0.625,,,0.625,,,17.24137931034483,1.0,,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,0.5,0.483825,0.5949,0.4001,,,,,18.95,0.46153846153846156,,,,,1.0,2.0,,,1.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,1.0,0.5,,0.5,0.5,,0.5,0.5,0.5,1.0,,,0.5,24.8,,,,,,,,,,,,,,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,662.0,11,-9,20,21,1.0,1.0,3.0,41,2.0,3.0,1.0,1.0,,,1.0,3.0,1.0,3.0,4.0,9.0,,8.0,27.0,2.0,2.0,,4.0,,,,2.0,6.0,2.0,1.0,,,,1.0,1.0,,,,2.0,2.0,,,,,,1.0,0.25,0.3333333333333333,0.4444444444444444,1.0,,0.4444444444444444,1.0,,0.4444444444444444,1.0,,39.130434782608695,,,,0.1,,0.08333333333333333,,,,,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,,0.3333333333333333,0.4351555555555556,0.44580000000000003,,,,0.5,,9.133333333333333,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.1111111111111111,,,,,,,,0.3333333333333333,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,451.0,8,-2,14,14,5.0,6.0,2.0,28,,,,,,,,1.0,,,,1.0,2.0,2.0,14.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,5.0,,,,,,,,,0.5,,,12.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.395,,0.395,0.5,0.5,,,13.6,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,568.0,9,-4,16,16,1.0,2.0,1.0,32,,,,,,,,,,3.0,,3.0,,,15.0,,1.0,,,,,,,,,,3.0,,3.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,21.05263157894737,,,0.2727272727272727,,0.23076923076923078,,,,,,,,,,,,0.75,,,,,,,,0.25,0.42953749999999996,0.468975,,,,,,17.5,0.0625,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.25,0.6,0.25,,,,,,,25.0,,,,,,,,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
