EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,ThreePtAssists,Arc3Assists,Blocked2s,BlockedAtRim,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FTOffRebounds,SecondChanceTurnovers,2pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsPutbacks,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,Travels,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,on,Loose Ball Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,2707.0,45,-14.0,88,88,10,21,8.0,176,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,6.0,95,1.0,2.0,3.0,2.0,3.0,6.0,1.0,5.0,5.0,4.0,1.0,10.0,1.0,5.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10,1.0,0.14285714285714285,0.5,0.14285714285714285,0.25,0.22727272727272727,0.75,0.22727272727272727,0.75,0.6363636363636364,12.5,1.0,0.19230769230769232,0.07692307692307693,0.15384615384615385,1.0,0.2,0.07142857142857142,0.09090909090909091,1.0,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,0.6363636363636364,0.16666666666666666,0.5098863636363636,0.51855,0.5,16.9,24.885714285714283,0.11363636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1899,1610612748,James Posey,James Posey,1899,MIA,1552.0,26,15.0,52,53,26,25,6.0,105,,,1.0,2.0,,2.0,,1.0,1.0,2.0,,4.0,,2.0,46,,1.0,2.0,2.0,,2.0,,,2.0,,,6.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,3.0,6.0,,,,1.0,1.0,3.0,2.0,2.0,26,,,,,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,10.344827586206897,,0.1111111111111111,,0.08,,0.14285714285714285,0.16666666666666666,,0.6666666666666666,,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.8333333333333334,,0.4644083333333333,0.3620166666666667,1.0,10.85,26.1,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.5,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,3987.0,66,-17.0,131,132,38,41,14.0,263,,,2.0,3.0,,3.0,,,1.0,3.0,1.0,6.0,5.0,10.0,139,,1.0,4.0,,3.0,3.0,,4.0,5.0,2.0,1.0,11.0,1.0,2.0,5.0,6.0,1.0,1.0,,,,1.0,,7.0,4.0,6.0,,,,1.0,1.0,4.0,38,1.0,0.16666666666666666,,0.16666666666666666,0.3333333333333333,0.2777777777777778,,0.4166666666666667,0.5,0.6666666666666666,8.965517241379311,,0.047619047619047616,0.0625,0.05172413793103448,,0.07142857142857142,0.05,0.07692307692307693,1.0,,0.2222222222222222,,,0.3333333333333333,0.3333333333333333,,,,,,0.7777777777777778,,0.521788888888889,0.49224999999999997,0.4,13.166666666666666,23.983333333333334,0.2900763358778626,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,0.1111111111111111,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.022727272727272728,0.015873015873015872,0.09090909090909091,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.58095,0.1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,660.0,11,-3.0,24,22,19,15,4.0,46,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,27,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19,,,,,1.0,0.5,0.5,0.5,0.5,0.5,7.142857142857142,,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,0.5,,0.5,,0.302125,0.302125,1.0,21.6,24.0,0.7916666666666666,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,1160.0,19,,37,38,18,21,3.0,75,2.0,,,,,,,,2.0,3.0,,,3.0,7.0,37,,,2.0,,,,,1.0,1.0,1.0,,2.0,,1.0,2.0,2.0,,,,,,1.0,1.0,3.0,3.0,4.0,,,,2.0,1.0,2.0,18,,,,,0.6666666666666666,0.6666666666666666,,0.7,1.0,,15.0,,0.058823529411764705,,0.047619047619047616,,,0.14285714285714285,,0.5,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,0.44649999999999995,,0.2857142857142857,4.3,,0.4864864864864865,,1.0,,,,,,,2.0,1.0,1.0,,0.3333333333333333,,,,,,,,,2.0,4.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,1.0,,,,,,,,,,0.3675,0.25,0.25,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,2270.0,38,-26.0,77,77,11,15,6.0,154,1.0,1.0,5.0,,,,,,4.0,10.0,,,3.0,11.0,90,,,2.0,,,,,2.0,2.0,2.0,,4.0,2.0,7.0,9.0,9.0,1.0,1.0,,,,1.0,3.0,6.0,2.0,4.0,,,,,,2.0,11,,,,,0.4,0.4,,0.4583333333333333,0.3333333333333333,,15.66265060240964,,0.30434782608695654,0.2222222222222222,0.28125,,0.25,0.38461538461538464,0.16666666666666666,,0.1,0.5,0.2,0.25,,,,,,,,0.4,,0.47845000000000004,0.53045,0.18181818181818182,8.610000000000001,,0.14285714285714285,3.0,4.0,,1.0,,2.0,,,,,2.0,,0.4,0.75,1.0,0.5,,,,,,2.0,8.0,3.0,,,,,1.0,,,2.0,,,,1.0,1.0,0.3,0.2,,,,,1.0,,,,,,0.3789,0.16666666666666666,0.16666666666666666,,,,1.0,,,1.0,,,,,,,0.25,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,1747.0,29,13.0,55,56,23,27,8.0,111,2.0,,,1.0,2.0,3.0,1.0,1.0,3.0,7.0,2.0,4.0,4.0,16.0,46,1.0,1.0,5.0,6.0,6.0,3.0,2.0,2.0,2.0,1.0,,4.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,,5.0,4.0,5.0,,,,1.0,,5.0,23,1.0,0.5,1.0,0.5,0.42857142857142855,0.5454545454545454,0.8333333333333334,0.6153846153846154,0.8333333333333334,0.36363636363636365,25.396825396825395,0.3333333333333333,0.045454545454545456,,0.03225806451612903,0.2,,,,,0.18181818181818182,,,,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.8181818181818182,0.6666666666666666,0.5603863636363637,0.5048,0.3125,1.9428571428571428,24.3,0.41818181818181815,3.0,5.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,0.5,0.45454545454545453,0.6,0.6,0.3333333333333333,1.0,,,,,,,,1.0,,,1.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,0.5783,0.23076923076923078,0.3333333333333333,,,,,,1.0,2.0,2.0,,2.0,0.5,0.5,0.5,,,,,0.125,,,,,1.0,2.0,1.0,2.0,1.0,0.2,1.0,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,2452.0,41,-26.0,79,80,12,7,8.0,159,14.0,,,,,,,,14.0,24.0,,,4.0,32.0,93,,,6.0,12.0,,,,1.0,2.0,,1.0,5.0,4.0,4.0,8.0,14.0,1.0,1.0,,2.0,1.0,5.0,1.0,4.0,9.0,8.0,,,,,,6.0,12,,,,,0.5833333333333334,0.5833333333333334,1.0,0.5925925925925926,0.75,,36.7816091954023,0.4,0.2,0.4,0.26666666666666666,,0.14285714285714285,0.2727272727272727,0.3333333333333333,,0.5833333333333334,,,,,,,,,,,0.4166666666666667,,0.4698833333333334,0.42016666666666663,0.1875,4.479166666666667,,0.1518987341772152,8.0,10.0,1.0,1.0,3.0,3.0,1.0,,,,,1.0,0.4166666666666667,0.8,0.8,0.3333333333333333,1.0,,,,,,16.0,1.0,,4.0,,6.0,3.0,2.0,,4.0,1.0,,1.0,0.5714285714285714,0.6666666666666666,0.041666666666666664,,,0.13793103448275862,0.15,0.25,0.75,,,,,,0.5427000000000001,0.15384615384615385,0.15384615384615385,,,,,6.0,2.0,3.0,4.0,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.125,,1.0,0.07142857142857142,1.0,2.0,2.0,,1.0,2.0,,0.6666666666666666,1.0,4.0,1.0,2.0,1.0,1.0,0.18181818181818182,0.08333333333333333,0.15384615384615385,0.14285714285714285,0.25,,,,,True,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,3365.0,56,-25.0,111,112,32,31,13.0,223,4.0,8.0,18.0,,,2.0,,2.0,13.0,31.0,,2.0,10.0,36.0,120,,2.0,14.0,22.0,,2.0,,3.0,3.0,1.0,,6.0,2.0,2.0,4.0,8.0,2.0,1.0,1.0,5.0,3.0,6.0,,3.0,13.0,16.0,,,,1.0,1.0,14.0,32,,,,,0.41935483870967744,0.3939393939393939,0.42857142857142855,0.45,0.4666666666666667,0.06060606060606061,37.096774193548384,0.8333333333333334,0.05714285714285714,0.18181818181818182,0.08695652173913043,,,0.1111111111111111,0.2222222222222222,1.0,0.12121212121212122,0.5454545454545454,0.4444444444444444,0.4444444444444444,,0.06060606060606061,,,,0.14285714285714285,,0.3333333333333333,,0.4498333333333333,0.45563571428571426,0.3888888888888889,12.167741935483871,25.15,0.2882882882882883,4.0,9.0,2.0,4.0,6.0,12.0,,,1.0,,1.0,0.5,0.2727272727272727,0.4444444444444444,0.5,0.2857142857142857,0.5,,,1.0,1.0,2.0,4.0,2.0,2.0,2.0,,4.0,1.0,1.0,4.0,7.0,,1.0,,0.15384615384615385,0.16666666666666666,0.06451612903225806,,,0.047619047619047616,0.05357142857142857,0.09090909090909091,0.25,,,,0.3333333333333333,,0.4361,0.2,0.1891891891891892,,,,0.125,1.0,1.0,2.0,2.0,,1.0,0.5,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.25,0.3333333333333333,,0.05555555555555555,,,0.25,,1.0,1.0,1.0,,1.0,0.2,0.3333333333333333,1.0,2.0,,1.0,2.0,,0.07142857142857142,0.07142857142857142,,0.125,,2.0,1.0,0.1111111111111111,0.3333333333333333,True,,,,,,,,,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,35.0,1,-2.0,1,2,1,2,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
