EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,SelfOReb,Steals,BadPassSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SelfORebPct,LongMidRangeFrequency,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,on,DefensiveGoaltends
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,2840.0,47,-13.0,91,94,29.0,56.0,18.0,185,,1.0,,,,,,1.0,,5,4.0,7.0,98,,1.0,,3.0,,1.0,4.0,4.0,,,,,4.0,1.0,1.0,,2.0,4.0,6.0,1.0,3.0,1.0,5.0,8.0,1.0,4.0,4.0,,2.0,1.0,,1.0,1.0,,,4.0,29.0,2.0,,,,,,0.13636363636363635,0.5,,0.2692307692307692,0.5,0.5,14.285714285714285,,0.03125,0.125,0.0625,,0.041666666666666664,0.0784313725490196,0.1111111111111111,0.15384615384615385,,,0.125,0.09090909090909091,,0.09090909090909091,,,,0.09090909090909091,,,,,,,,0.6363636363636364,0.4695863636363635,0.440275,0.498875,,,0.42857142857142855,0.5714285714285714,11.02,0.31868131868131866,3.0,2.0,2.0,,1.0,1.0,1.0,0.2,0.2727272727272727,1.0,1.0,5.0,,1.0,1.0,6.0,,1.0,3.0,,5.0,1.0,,2.0,2.0,2.0,,4.0,2.0,2.0,,,1.0,0.16666666666666666,,0.16666666666666666,0.5454545454545454,,,0.6666666666666666,0.09090909090909091,0.45454545454545453,0.2,0.2,1.0,0.5,,0.2,25.650000000000002,,,,,2.0,2.0,,,,,,2.0,,,,,,,,0.1,,,,,,,,,,0.6666666666666666,,,,,,,,,1.0,1.0,,,0.5,,0.5,1.0,,,True,
2198,1610612747,Kwame Brown,Kwame Brown,2198,LAL,7173.0,120,-22.0,230,232,37.0,56.0,36.0,462,12.0,17.0,3.0,4.0,2.0,2.0,3.0,12.0,15.0,29,5.0,35.0,260,3.0,5.0,1.0,7.0,2.0,5.0,,4.0,24.0,6.0,2.0,2.0,7.0,4.0,9.0,2.0,15.0,10.0,25.0,5.0,8.0,1.0,7.0,14.0,2.0,11.0,8.0,5.0,,4.0,3.0,1.0,4.0,3.0,1.0,4.0,37.0,,0.8,0.8571428571428571,0.5172413793103449,0.6,0.4,0.5172413793103449,0.6,0.4,0.546875,0.5833333333333334,0.4,14.5985401459854,0.5,0.1232876712328767,0.07865168539325842,0.10810810810810811,0.06666666666666667,0.11818181818181818,0.07563025210084033,0.06896551724137931,,0.07692307692307693,0.17647058823529413,0.12121212121212122,0.14814814814814814,0.75,0.5862068965517241,0.7058823529411765,0.8,0.9166666666666666,0.41379310344827586,0.25,0.2727272727272727,0.3333333333333333,0.8,0.75,0.4,1.0,0.5862068965517241,0.5060344827586207,0.56075,0.50464,0.15625,0.15625,0.2,0.11428571428571428,2.7724137931034485,0.1608695652173913,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,3.0,1.0,1.0,1.0,,,,,,,,0.375,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,2.0,,1.0,2.0,0.10344827586206896,0.11764705882352941,0.08333333333333333,0.2,,0.08695652173913043,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.14285714285714285,,,1.0,0.6666666666666666,True,
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,1404.0,23,1.0,48,47,5.0,19.0,7.0,95,3.0,4.0,,1.0,,,2.0,4.0,5.0,8,,10.0,49,1.0,2.0,,2.0,1.0,1.0,,2.0,8.0,2.0,,1.0,2.0,4.0,4.0,,8.0,3.0,11.0,,,,3.0,4.0,,1.0,2.0,,1.0,,,,,,,2.0,5.0,1.0,0.8,0.8,0.625,0.5,1.0,0.625,0.5,1.0,0.5555555555555556,0.5,0.5,16.07142857142857,,0.4,0.1111111111111111,0.4,0.16666666666666666,0.4,0.125,0.1111111111111111,,,0.5,0.4,0.6666666666666666,,0.5,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.5,,,,0.5,0.480175,0.48,0.3891,,,0.2,0.2,4.4625,0.10416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.14285714285714285,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,809.0,13,-6.0,26,25,7.0,13.0,,51,,,,,,,2.0,2.0,3.0,4,1.0,7.0,36,,,,,,,,,,6.0,,,,1.0,1.0,1.0,3.0,,3.0,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,7.0,,,,0.75,,,0.75,,,0.7,,,19.23076923076923,1.0,0.14285714285714285,,0.25,,0.18181818181818182,,,,,,0.5,,,,,,,0.5,1.0,1.0,,,,,,,0.3812,,,0.2,0.2,,,14.025,0.2692307692307692,2.0,,1.0,,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,False,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,388.0,6,-3.0,14,15,,10.0,3.0,29,,1.0,,,,,,,,1,,,20,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76470588235294,,,,0.5,,0.3333333333333333,,,,,,,0.5,,0.5,,,,,,,,,,,,1.0,0.49040000000000006,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,915.0,15,-2.0,29,29,3.0,15.0,2.0,58,1.0,1.0,1.0,1.0,,,,,1.0,2,,5.0,37,1.0,1.0,,2.0,,,,,,2.0,2.0,,1.0,,1.0,,1.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,3.0,,,,0.5,1.0,,0.625,1.0,,0.625,1.0,,15.625,,0.14285714285714285,0.1111111111111111,,,0.09090909090909091,0.07142857142857142,,,,,0.2,,,0.25,1.0,1.0,,,,,,1.0,1.0,,,0.75,0.497375,0.526,0.5193,,,0.4,,9.35,0.10344827586206896,1.0,,,,,,,,0.25,,1.0,2.0,,1.0,1.0,2.0,,1.0,3.0,,2.0,1.0,,1.0,3.0,1.0,,8.0,1.0,1.0,,,1.0,0.5,,0.5,0.5,,,1.0,,0.5,0.5,0.5,1.0,1.0,,0.5,25.9,,,,,,,,2.0,,2.0,,,,,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,2356.0,39,6.0,80,76,11.0,28.0,9.0,156,3.0,7.0,1.0,1.0,,,3.0,5.0,10.0,18,10.0,39.0,88,1.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,,20.0,,,,3.0,3.0,,6.0,,6.0,5.0,8.0,2.0,2.0,4.0,2.0,9.0,11.0,7.0,,1.0,1.0,,1.0,,,5.0,11.0,,,,0.5555555555555556,0.5,1.0,0.6041666666666666,0.5,0.6666666666666666,0.6964285714285714,0.75,0.625,40.0,,0.15789473684210525,,0.17647058823529413,,0.16666666666666666,,,,,,0.2857142857142857,0.2222222222222222,,0.2916666666666667,0.42857142857142855,0.42857142857142855,,0.20833333333333334,0.6,0.6,,0.5,1.0,,,0.5416666666666666,0.4711369565217392,0.49765000000000004,0.40185,0.25,0.3181818181818182,0.07692307692307693,0.1282051282051282,9.122222222222222,0.1375,6.0,,,,,,,,0.25,,3.0,6.0,,1.0,3.0,6.0,,1.0,,9.0,5.0,3.0,,7.0,9.0,5.0,1.0,20.0,3.0,1.0,2.0,,,0.5,,0.6,0.25,,,0.375,,0.25,0.5,0.5,,0.3333333333333333,,0.6,34.35,4.0,,,,,,,2.0,,2.0,1.0,,2.0,,,3.0,,,,,,0.16666666666666666,0.125,0.6666666666666666,0.6666666666666666,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,False,
1742,1610612747,Shammond Williams,Shammond Williams,1742,LAL,1571.0,26,5.0,53,50,8.0,16.0,3.0,103,1.0,2.0,,,,,,,4.0,5,,8.0,65,,,,,,,,,,8.0,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,8.0,,,,0.8,,,0.6666666666666666,,,0.6666666666666666,,,10.344827586206897,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,0.5,0.45388333333333336,,0.4065,,,,,12.32,0.1509433962264151,3.0,,,,,,1.0,,0.5,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,3.0,,,9.0,,,,,,,,,0.16666666666666666,,,,,0.16666666666666666,,,,1.0,,,24.9,3.0,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,
2230,1610612747,Maurice Evans,Maurice Evans,2230,LAL,2298.0,38,-8.0,79,75,13.0,31.0,10.0,154,,3.0,,1.0,,,1.0,1.0,3.0,7,,21.0,94,,1.0,,,,,,,2.0,4.0,,,1.0,1.0,,1.0,2.0,1.0,3.0,,,,2.0,3.0,,1.0,,,,,,,,,,,13.0,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,0.65625,,,0.65625,,,17.58241758241758,0.3333333333333333,,0.038461538461538464,0.06666666666666667,,0.03225806451612903,0.027777777777777776,,0.2,,,,0.1111111111111111,,0.1875,,,,0.0625,1.0,1.0,,1.0,,,,0.75,0.514115625,0.5709,,,,,,8.442857142857143,0.16455696202531644,3.0,,2.0,2.0,,,1.0,,0.1875,6.0,1.0,3.0,,,5.0,9.0,,,15.0,,3.0,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,0.5555555555555556,,0.5555555555555556,0.5625,,,,0.375,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,24.03333333333333,2.0,4.0,,,,,1.0,,,,,,,,,,0.14285714285714285,0.3333333333333333,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,False,1.0
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,2305.0,38,8.0,74,71,3.0,24.0,7.0,145,2.0,5.0,,2.0,,,,,3.0,10,1.0,13.0,87,,3.0,,,,,,3.0,4.0,2.0,,,2.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,9.0,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,3.0,3.0,,0.6666666666666666,0.6666666666666666,0.3,,,0.4,,1.5,0.43333333333333335,,1.5,19.047619047619047,0.5,0.05263157894736842,0.08,0.0625,,0.05714285714285714,0.06060606060606061,0.07692307692307693,,,,0.1,0.1,,0.3333333333333333,0.4,0.4,0.5,,,,,0.5,,,,0.6666666666666666,0.50592,0.5001375,0.4677,0.06666666666666667,0.1,,0.23076923076923078,8.73,0.04054054054054054,5.0,1.0,,,,1.0,,0.1,0.3333333333333333,1.0,1.0,4.0,,,2.0,5.0,1.0,1.0,6.0,,4.0,1.0,,,,,,,,,,,1.0,0.4,1.0,0.4,0.3333333333333333,,,,0.06666666666666667,0.26666666666666666,0.25,0.25,1.0,,,0.25,25.560000000000002,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,0.1111111111111111,,,,0.2,0.2,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,2.0,,False,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,899.0,15,,33,33,5.0,17.0,5.0,66,1.0,1.0,,,,,,1.0,1.0,2,,2.0,36,,,,,,,,,2.0,,,,,1.0,1.0,1.0,3.0,1.0,4.0,,4.0,1.0,,1.0,,1.0,,,,,,,,,,,5.0,,1.0,1.0,0.5,,,0.3333333333333333,,,0.3333333333333333,,,18.91891891891892,0.3333333333333333,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,,,,0.5,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.6666666666666666,0.5109333333333334,,,,,,,5.25,0.15151515151515152,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,2.0,2.0,,1.0,4.0,4.0,4.0,,1.0,,,,,0.3333333333333333,,,1.0,,0.3333333333333333,,,,,,,27.3,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,False,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,692.0,12,3.0,25,23,5.0,11.0,5.0,48,,1.0,,1.0,,,,,1.0,2,,2.0,21,,1.0,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,0.5,,,0.5,,,0.5,,,6.666666666666667,,0.14285714285714285,,,,0.08333333333333333,,,,,,0.3333333333333333,,,0.5,,,,,,,,1.0,,,,0.5,0.50915,,,,,,,9.35,0.2,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,False,
2198,1610612747,Kwame Brown,Kwame Brown,2198,LAL,803.0,13,6.0,29,26,5.0,11.0,4.0,55,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,7,,8.0,32,1.0,2.0,,2.0,1.0,1.0,,2.0,6.0,2.0,2.0,,3.0,,,,,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,5.0,,0.75,1.0,0.5714285714285714,0.5,1.0,0.5714285714285714,0.5,1.0,0.5714285714285714,0.5,1.0,23.52941176470588,,,0.3,,,,0.23076923076923078,,0.75,,,,,,0.7142857142857143,0.6,0.75,0.6666666666666666,0.2857142857142857,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.7142857142857143,0.5373,0.5912,0.5618,0.14285714285714285,0.14285714285714285,0.25,0.25,1.8142857142857143,0.1724137931034483,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.14285714285714285,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
