EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGA,FG3A,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,3SecondViolations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffThreePtRebounds,SelfOReb,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTDefRebounds,DefFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,on
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,1430.0,24,11.0,41,40,7,12,8.0,81,1.0,3.0,1.0,2.0,1.0,5.0,2.0,35.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,6.0,1.0,1.0,7,0.2,0.2,0.2,9.433962264150942,0.2631578947368421,0.1111111111111111,0.21428571428571427,0.14285714285714285,0.25,0.375,0.14285714285714285,0.6,0.3333333333333333,0.3333333333333333,0.4,0.5,0.6,0.53142,0.3672,0.49115,5.5200000000000005,0.17073170731707318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,218.0,4,1.0,7,7,2,4,,14,,,,,1.0,1.0,2.0,7.0,,,,,,,,1.0,,1.0,1.0,,,2,1.0,1.0,1.0,14.285714285714285,,1.0,1.0,,,,1.0,,,,,,,0.3989,,,17.0,0.2857142857142857,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,75.0,1,,2,3,2,3,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,2278.0,38,2.0,64,71,15,21,16.0,135,,2.0,,2.0,1.0,5.0,2.0,75.0,3.0,,2.0,1.0,1.0,,2.0,1.0,6.0,7.0,14.0,2.0,5.0,15,0.2,0.16666666666666666,0.16666666666666666,9.523809523809524,0.2222222222222222,0.07142857142857142,0.17073170731707318,0.125,0.18181818181818182,0.375,0.09090909090909091,0.3333333333333333,,,0.3333333333333333,,0.5,0.513925,0.6105999999999999,,7.340000000000001,0.234375,,1.0,,,,0.16666666666666666,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.20588235294117646,0.175,0.21428571428571427,0.16666666666666666,0.25,0.5,0.5,0.16666666666666666,0.6666666666666666,1.0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2581,1610612743,Steve Blake,Steve Blake,2581,DEN,10786.0,180,,330,332,98,70,48.0,662,1.0,2.0,1.0,1.0,6.0,15.0,36.0,342.0,,4.0,8.0,19.0,23.0,5.0,50.0,3.0,8.0,11.0,12.0,3.0,8.0,98,0.4,0.5806451612903226,0.5806451612903226,10.621761658031089,0.06201550387596899,0.06666666666666667,0.06321839080459771,0.08108108108108109,0.04878048780487805,0.058823529411764705,0.07692307692307693,0.06451612903225806,0.5,1.0,0.03225806451612903,0.125,0.5806451612903226,0.49035967741935477,0.577275,0.4787875,15.426666666666668,0.296969696969697,5.0,12.0,4.0,0.3333333333333333,0.3333333333333333,0.3870967741935484,0.4166666666666667,0.4166666666666667,0.4,,,5.0,16.0,,6.0,,1.0,1.0,1.0,3.0,2.0,9.0,1.0,1.0,10.0,,,,2.0,,1.5,1.5,0.5161290322580645,0.9,0.007246376811594203,0.006024096385542169,0.02,,,,,0.16129032258064516,,0.16666666666666666,24.26875,2.0,1.0,6.0,11.0,2.0,2.0,1.0,3.0,8.0,2.0,2.0,1.0,1.0,4.0,5.0,21.0,3.0,11.0,6.0,1.0,4.0,3.0,1.0,13.0,1.0,8.0,3.0,1.0,4.0,3.0,1.0,5.0,0.875,0.5,1.0,0.25,0.5,0.25,0.3125,0.3125,0.06666666666666667,0.5,0.05263157894736842,0.4,0.4,1.0,0.3548387096774194,0.5454545454545454,0.5454545454545454,0.8333333333333334,1.0,1.0,0.5,0.125,0.375,0.3333333333333333,0.5454545454545454,0.1388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,9897.0,165,2.0,303,305,92,63,45.0,608,8.0,20.0,6.0,22.0,24.0,66.0,79.0,312.0,5.0,17.0,44.0,15.0,23.0,3.0,54.0,1.0,2.0,3.0,3.0,3.0,8.0,92,0.36363636363636365,0.37012987012987014,0.4388888888888889,28.169014084507044,0.017094017094017096,0.025,0.01910828025477707,,0.02702702702702703,0.02127659574468085,0.045454545454545456,0.2597402597402597,0.4,0.5333333333333333,0.2857142857142857,0.3333333333333333,0.4025974025974026,0.48946493506493505,0.398875,0.5135749999999999,9.398484848484848,0.30363036303630364,10.0,24.0,4.0,0.08333333333333333,0.08333333333333333,0.3116883116883117,0.4166666666666667,0.4166666666666667,0.2,2.0,6.0,1.0,11.0,2.0,5.0,,,,,6.0,2.0,4.0,6.0,2.0,10.0,1.0,,,1.0,0.4,0.4,0.5,0.14285714285714285,0.4,,,,,,0.2727272727272727,0.3157894736842105,0.012987012987012988,0.4,0.06329113924050633,24.5,,,3.0,10.0,,,,1.0,3.0,,,6.0,,1.0,22.0,3.0,6.0,10.0,3.0,8.0,8.0,6.0,2.0,12.0,4.0,2.0,1.0,1.0,22.0,,,22.0,0.3333333333333333,0.2727272727272727,,,0.2727272727272727,0.35294117647058826,0.3333333333333333,0.4583333333333333,0.12121212121212122,0.25,,,,,0.12987012987012986,0.3,0.3,0.3333333333333333,,,,,0.05555555555555555,,0.3,0.27848101265822783,1.0,3.0,22.0,1.0,10.0,2.0,1.0,1.0,27.0,1.0,11.0,3.0,3.0,0.13636363636363635,0.5,0.5,0.12643678160919541,0.14473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,8935.0,149,-11.0,275,273,80,46,36.0,548,26.0,38.0,11.0,3.0,28.0,44.0,66.0,285.0,12.0,12.0,10.0,7.0,10.0,3.0,23.0,2.0,11.0,13.0,28.0,8.0,18.0,80,0.6363636363636364,0.6363636363636364,0.673469387755102,18.495297805642632,0.10476190476190476,0.06451612903225806,0.09558823529411764,0.1,0.16129032258064516,0.06818181818181818,0.0625,0.8636363636363636,0.6842105263157895,0.7878787878787878,0.06818181818181818,0.9166666666666666,0.8636363636363636,0.595075,0.5181272727272727,0.6069833333333333,2.1295454545454544,0.2909090909090909,2.0,3.0,46.0,0.8214285714285714,0.9583333333333334,0.06818181818181818,0.6666666666666666,0.6666666666666666,1.0,10.0,,,,8.0,16.0,8.0,,14.0,15.0,3.0,1.0,3.0,7.0,1.0,10.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.3,0.12389380530973451,0.11029411764705882,0.0975609756097561,0.16666666666666666,0.11904761904761904,,,,0.8333333333333334,0.24242424242424243,,,,,,,,,,,,,9.0,,,22.0,,,,,6.0,3.0,3.0,,4.0,2.0,2.0,2.0,2.0,12.0,2.0,1.0,22.0,,,,,,0.75,0.75,0.7857142857142857,0.13636363636363635,0.13157894736842105,0.06666666666666667,,,,,,,,,,,,,,,0.3333333333333333,7.0,9.0,10.0,,4.0,,2.0,1.0,12.0,2.0,6.0,1.0,1.0,0.3333333333333333,0.7,0.8181818181818182,0.125,0.125,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.043478260869565216,0.0625,0.1111111111111111,1.0,0.8076923076923077,0.42857142857142855,,,,,,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,10155.0,169,-8.0,313,315,95,67,43.0,628,19.0,30.0,8.0,15.0,33.0,71.0,115.0,331.0,13.0,20.0,32.0,3.0,4.0,1.0,9.0,4.0,17.0,21.0,36.0,,8.0,95,0.4647887323943662,0.5294117647058824,0.5707070707070707,31.11111111111111,0.13709677419354838,0.1,0.12804878048780488,0.20588235294117646,0.075,0.14,0.09090909090909091,0.35294117647058826,0.6333333333333333,0.7037037037037037,0.17647058823529413,0.32,0.5176470588235295,0.5020335294117647,0.4966166666666666,0.5160859999999999,8.756338028169015,0.3035143769968051,11.0,26.0,34.0,0.5151515151515151,0.5862068965517241,0.3058823529411765,0.4230769230769231,0.4230769230769231,0.5454545454545454,7.0,3.0,3.0,14.0,5.0,27.0,8.0,,12.0,15.0,3.0,1.0,5.0,8.0,2.0,13.0,,,1.0,,0.38461538461538464,0.5588235294117647,0.6428571428571429,0.16470588235294117,0.38461538461538464,0.09448818897637795,0.09803921568627451,0.06976744186046512,0.1111111111111111,0.10416666666666667,0.2,0.21428571428571427,0.03529411764705882,0.4117647058823529,0.23478260869565218,24.185714285714287,1.0,1.0,7.0,11.0,2.0,3.0,2.0,4.0,8.0,3.0,4.0,10.0,2.0,5.0,38.0,24.0,,11.0,7.0,4.0,1.0,1.0,,2.0,2.0,3.0,4.0,5.0,20.0,1.0,,38.0,1.0,0.5714285714285714,0.75,0.4,0.5714285714285714,0.5,0.52,0.5757575757575758,0.056338028169014086,0.1,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.12941176470588237,0.6363636363636364,0.6363636363636364,1.0,0.17647058823529413,0.6666666666666666,1.0,0.04,0.16,0.5,0.6363636363636364,0.33043478260869563,3.0,7.0,25.0,8.0,12.0,,,1.0,33.0,1.0,10.0,5.0,5.0,0.06666666666666667,0.42857142857142855,0.875,0.10638297872340426,0.125,3.0,7.0,,,,,,0.11538461538461539,0.15,0.175,,0.5789473684210527,,1.0,1.0,1.0,4.0,1.0,0.058823529411764705,1.0,1.0,,,,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,643.0,11,-3.0,24,20,11,5,3.0,44,2.0,4.0,2.0,,2.0,4.0,4.0,22.0,,2.0,4.0,,,,,2.0,1.0,3.0,3.0,,1.0,11,0.5,0.2222222222222222,0.2222222222222222,32.14285714285714,0.2,0.4,0.3,0.3333333333333333,,,,0.4444444444444444,0.5,0.6666666666666666,,0.4,1.0,0.5169055555555555,,0.46252999999999994,0.2,0.4583333333333333,,,,,,,,,,,,,5.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,0.5555555555555556,,,,,,,,,,,,25.44,,,,5.0,,,,3.0,,,,1.0,,3.0,2.0,,,5.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,0.5,0.2,0.2,0.25,0.25,0.6666666666666666,,,,0.5555555555555556,,,,,,,,0.6,,,0.5,,1.0,,,,,,,,,,,,,,0.5,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,9513.0,159,6.0,291,294,88,59,41.0,585,11.0,21.0,3.0,7.0,16.0,41.0,36.0,301.0,9.0,6.0,10.0,10.0,10.0,2.0,20.0,10.0,38.0,53.0,63.0,6.0,12.0,88,0.3902439024390244,0.3902439024390244,0.4090909090909091,15.476190476190476,0.31932773109243695,0.2564102564102564,0.3037974683544304,0.24242424242424243,0.275,0.41304347826086957,0.3181818181818182,0.5121951219512195,0.5238095238095238,0.5789473684210527,0.17073170731707318,0.5,0.5121951219512195,0.5356414634146341,0.6111555555555556,0.5462833333333333,7.246341463414635,0.3024054982817869,2.0,13.0,22.0,0.6875,0.8461538461538461,0.3170731707317073,0.15384615384615385,0.15384615384615385,1.0,8.0,3.0,,,5.0,10.0,6.0,,9.0,10.0,4.0,4.0,3.0,5.0,1.0,8.0,1.0,1.0,,,0.5555555555555556,0.5555555555555556,0.5555555555555556,,0.375,0.07627118644067797,0.07142857142857142,0.07317073170731707,0.0625,0.08888888888888889,0.42857142857142855,0.42857142857142855,,0.8888888888888888,0.2777777777777778,,,,,,,,,,,,,4.0,,,12.0,,,,,2.0,,,,8.0,,2.0,4.0,3.0,6.0,4.0,,12.0,,,,,,0.6666666666666666,0.6666666666666666,0.75,0.04878048780487805,0.09523809523809523,0.17647058823529413,,,,,,,,,,,,,,,0.3333333333333333,4.0,2.0,4.0,,4.0,,,1.0,6.0,,2.0,1.0,1.0,,0.5,0.6666666666666666,0.046511627906976744,0.046511627906976744,1.0,1.0,13.0,8.0,5.0,13.0,4.0,0.045454545454545456,,0.043478260869565216,0.3076923076923077,0.6363636363636364,,,,1.0,,1.0,,,,5.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,True
