EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,Rebounds,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,OffThreePtRebounds,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,Steals,LostBallSteals,ShootingFouls,Fouls,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimFrequency,on,SecondChanceAtRimFGM,LongMidRangeFGM,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,Corner3Assists,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations
101129,1610612745,Luther Head,Luther Head,101129,HOU,441.0,7,-13,13,12,12.0,7.0,1,25,1.0,1.0,1.0,2.0,2.0,3.0,20,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,1.0,20.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.60195,0.60195,30.066666666666666,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,227.0,4,-3,6,6,5.0,3.0,1,12,,,,,,,8,,,,,,,,,5.0,,,,,,,,,,,,0.8333333333333334,1.0,1.0,1.0,0.5,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,441.0,7,-13,13,12,12.0,7.0,1,25,,,,2.0,1.0,2.0,20,,1.0,,2.0,,,,,12.0,0.4,40.0,,0.4,,,0.25,0.4,0.43756249999999997,0.40986666666666666,32.65,0.9230769230769231,,,,,,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.25,1.0,0.2,1.0,1.0,0.4,0.5,0.5,0.5,0.2,0.5,0.4,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,1610612745,Kirk Snyder,Kirk Snyder,2745,HOU,550.0,9,-17,16,15,12.0,7.0,2,31,1.0,,1.0,1.0,1.0,2.0,24,1.0,2.0,,1.0,,,,,12.0,0.6666666666666666,21.05263157894737,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.5249,0.5249,24.75,0.75,,,1.0,,,,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5271,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,419.0,7,-14,12,12,8.0,6.0,1,24,,,,,,,19,,,,,,,,,8.0,,7.692307692307692,,,,,,,0.3772,0.3772,,0.6666666666666666,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,367.0,6,-14,11,10,11.0,5.0,1,21,,,,,,,18,,,,,,,,,11.0,,,,,,,,,,,,1.0,,1.0,1.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,109.0,2,-4,3,3,,,1,6,,,,,,,4,,,,,,,,,,,25.0,,,,,,1.0,0.6378,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,109.0,2,-4,3,3,,,1,6,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,87.0,1,-3,3,2,,,1,5,,,,,,,3,,,,,,,,,,,75.0,,,,,,0.3333333333333333,0.443,,,,1.0,1.0,1.0,0.25,0.25,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,5.266666666666667,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,0.5697,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101129,1610612745,Luther Head,Luther Head,101129,HOU,8044.0,134,12,239,244,75.0,76.0,24,483,6.0,1.0,,14.0,5.0,20.0,231,3.0,5.0,,14.0,4.0,7.0,,17.0,75.0,0.6060606060606061,16.47940074906367,0.18181818181818182,0.42424242424242425,0.14285714285714285,,0.7142857142857143,0.7878787878787878,0.5220166666666667,0.5749500000000001,24.34,0.3138075313807531,,2.0,19.0,,0.00909090909090909,,1.0,3.0,4.0,4.0,5.0,13.0,6.0,32.0,1.0,2.0,10.0,2.0,3.0,4.0,4.0,4.0,7.0,3.0,8.0,8.0,,,10.0,0.3,0.3,0.38461538461538464,0.5,0.42424242424242425,0.5714285714285714,0.43243243243243246,0.5555555555555556,0.5714285714285714,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.12121212121212122,0.2857142857142857,0.3076923076923077,0.2857142857142857,0.05714285714285714,,0.3125,8.03076923076923,3.0,6.0,1.0,2.0,2.0,8.0,8.0,17.0,0.8,1.0,0.06956521739130435,0.1111111111111111,0.061224489795918366,0.18181818181818182,0.5,0.5,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.5,0.56345,1.0,,0.02702702702702703,0.03333333333333333,3.0,2.0,9.0,16.0,3.0,4.0,,,,,0.42857142857142855,False,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,7.0,2.0,2.0,15.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.8333333333333334,0.3333333333333333,0.4,0.5,0.5,0.5,0.05,0.07142857142857142,0.125,0.09090909090909091,0.27586206896551724,0.0625,0.08823529411764706,0.2857142857142857,0.05,1.0,0.25,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.4,0.13333333333333333,0.21875,,,,,,,,,,,,,,,,,,,,,,,
