EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,BlockedLongMidRange,Corner3PctBlocked,on,OffensiveGoaltends,DefensiveGoaltends
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,6799.0,113.0,50,200.0,205,79.0,82,23.0,405,155,5.0,14.0,79.0,0.395,4.0,7.0,2.0,4.0,15.0,15.0,,,,,,,1.0,,,13.0,37.0,,1.0,9.0,35.0,,6.0,17.0,,,5.0,17.0,22.0,,1.0,,1.0,,1.0,,,1.0,2.0,1.0,1.0,12.0,18.0,10.0,28.0,7.0,,13.0,,17.0,0.8461538461538461,0.9166666666666666,,,,,0.35135135135135137,0.35294117647058826,0.34210526315789475,0.35294117647058826,0.3953488372093023,0.42105263157894735,0.02631578947368421,21.333333333333332,0.13953488372093023,0.034482758620689655,0.05555555555555555,0.11304347826086956,0.1111111111111111,,0.15384615384615385,0.1794871794871795,0.058823529411764705,0.18421052631578946,0.5714285714285714,0.8,0.75,0.39473684210526316,0.39473684210526316,,,,,0.02631578947368421,,,,,,0.23529411764705882,0.5,,,,0.21052631578947367,,0.4408723684210526,0.4413411764705883,0.12195121951219512,,0.4857142857142857,10.721621621621622,24.2,1.0,3.0,5.0,2.0,8.0,4.0,4.0,3.0,1.0,9.0,,5.0,,4.0,2.0,2.0,1.0,,4.0,1.0,,5.0,,4.0,,,5.0,,2.0,0.25,0.25,0.25,1.0,0.08108108108108109,0.2857142857142857,1.0,0.2,0.5555555555555556,,0.125,0.2631578947368421,0.09523809523809523,0.047619047619047616,,0.3333333333333333,0.3333333333333333,0.8,0.375,0.3333333333333333,,0.46658571428571427,0.125,0.11428571428571428,4.0,,2.0,,,,1.0,,1.0,2.0,2.0,,,,,,,2.0,0.06666666666666667,0.0625,0.25,,,0.26666666666666666,0.2857142857142857,1.0,,,,,,1.0,,,,,,,2.0,,,,,,True,,
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,10257.0,171.0,51,299.0,302,96.0,96,54.0,601,273,16.0,27.0,96.0,0.3210702341137124,9.0,14.0,1.0,4.0,3.0,6.0,6.0,21.0,1.0,3.0,5.0,4.0,16.0,,4.0,9.0,23.0,10.0,37.0,7.0,55.0,1.0,1.0,6.0,4.0,9.0,4.0,18.0,12.0,30.0,16.0,4.0,3.0,1.0,4.0,1.0,,1.0,9.0,3.0,2.0,19.0,25.0,12.0,37.0,11.0,1.0,11.0,1.0,18.0,0.6666666666666666,1.0,1.0,0.2702702702702703,0.4444444444444444,0.2702702702702703,0.391304347826087,0.16666666666666666,0.4,0.4666666666666667,0.4230769230769231,0.5294117647058824,0.6166666666666667,18.820224719101123,0.1743119266055046,0.07692307692307693,0.04838709677419355,0.15555555555555556,0.056962025316455694,0.058823529411764705,0.034482758620689655,0.22,0.05555555555555555,0.23333333333333334,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.05,0.1,0.35,0.2857142857142857,0.3,1.0,0.26666666666666666,0.25,0.25,1.0,0.125,,0.26666666666666666,0.25,0.3333333333333333,0.6,0.26666666666666666,0.85,0.25,0.5405266666666666,0.5582066666666667,0.07692307692307693,0.02631578947368421,0.32727272727272727,5.9217391304347835,24.11351351351351,3.0,6.0,,3.0,7.0,9.0,6.0,,1.0,6.0,3.0,4.0,4.0,3.0,2.0,1.0,,,2.0,,,2.0,1.0,1.0,1.0,,4.0,2.0,5.0,0.42857142857142855,0.375,0.45,0.02702702702702703,,,,,0.2,0.23076923076923078,0.0625,0.08571428571428572,0.13043478260869565,0.23333333333333334,0.1,,,,0.75,0.5,,0.59219375,0.14814814814814814,0.16363636363636364,,3.0,6.0,,1.0,1.0,,,2.0,,,3.0,2.0,1.0,3.0,1.0,,,,,0.03571428571428571,0.125,0.3333333333333333,,,,,,1.0,,,,,,,,,0.25,1.0,,,,,0.047619047619047616,True,,
1513,1610612739,Scot Pollard,Scot Pollard,1513,CLE,100.0,2.0,3,3.0,4,3.0,4,,7,3,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,1291.0,22.0,-3,41.0,39,14.0,12,2.0,80,46,1.0,3.0,14.0,0.34146341463414637,,,,,,,1.0,1.0,,,,1.0,2.0,,2.0,,,2.0,3.0,,6.0,,,,1.0,2.0,,3.0,,6.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,7.0,,,,,,,1.0,,,,3.0,,,1.0,0.6666666666666666,0.5,0.6666666666666666,,,1.0,0.75,1.0,0.75,1.0,6.976744186046512,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,1.0,1.0,0.5,0.488,0.41595,,,0.5,,23.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,False,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,243.0,4.0,3,12.0,15,12.0,14,,27,16,1.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,8235.0,137.0,17,255.0,253,98.0,91,42.0,508,262,8.0,13.0,98.0,0.3843137254901961,1.0,4.0,1.0,3.0,1.0,9.0,2.0,10.0,1.0,1.0,6.0,4.0,10.0,1.0,3.0,5.0,14.0,6.0,20.0,14.0,42.0,2.0,3.0,8.0,2.0,9.0,7.0,19.0,6.0,15.0,10.0,4.0,7.0,1.0,8.0,,1.0,1.0,17.0,1.0,1.0,7.0,8.0,3.0,11.0,8.0,,16.0,,19.0,0.6,0.6,0.8333333333333334,0.3,0.2222222222222222,0.3,0.35714285714285715,0.375,0.4117647058823529,0.35294117647058826,0.475,0.42105263157894735,0.5882352941176471,14.285714285714286,0.09333333333333334,0.02564102564102564,0.029411764705882353,0.07017543859649122,0.023076923076923078,0.047619047619047616,0.043478260869565216,0.07142857142857142,0.041666666666666664,0.11764705882352941,0.25,0.25,1.0,0.029411764705882353,0.2647058823529412,0.29411764705882354,0.2,0.2,1.0,0.29411764705882354,0.4,0.4,0.75,0.5,0.5,0.17647058823529413,0.3333333333333333,0.35294117647058826,0.16666666666666666,0.17647058823529413,0.7058823529411765,0.4,0.5039588235294118,0.47714705882352937,0.10526315789473684,,0.4523809523809524,12.928571428571429,24.104999999999997,,,4.0,,,3.0,4.0,1.0,,2.0,,,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,3.0,,2.0,1.0,2.0,4.0,,2.0,,0.75,0.75,,0.07142857142857142,,,0.6666666666666666,,,0.020833333333333332,,,0.16666666666666666,,0.4444444444444444,0.4444444444444444,0.5,,,,0.600525,0.2222222222222222,0.07142857142857142,,,,,2.0,4.0,,,,,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,0.045454545454545456,,,1.0,,,,,1.0,1.0,1.0,3.0,4.0,0.5,,,1.0,1.0,0.3333333333333333,,,,,,,False,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,27405.0,457.0,-60,819.0,815,192.0,134,109.0,1634,889,15.0,45.0,192.0,0.23443223443223443,24.0,49.0,8.0,12.0,15.0,26.0,6.0,16.0,2.0,,1.0,8.0,29.0,4.0,4.0,38.0,90.0,14.0,45.0,15.0,133.0,6.0,10.0,18.0,1.0,5.0,4.0,27.0,44.0,39.0,29.0,8.0,28.0,2.0,30.0,,2.0,14.0,62.0,3.0,6.0,13.0,23.0,9.0,32.0,25.0,1.0,30.0,,27.0,0.5789473684210527,0.6470588235294118,0.9285714285714286,0.3111111111111111,0.2,0.3111111111111111,0.4222222222222222,0.5555555555555556,0.43703703703703706,0.5,0.44333333333333336,0.5,0.3333333333333333,18.981972428419937,0.04513888888888889,0.05660377358490566,0.03571428571428571,0.048223350253807105,0.019801980198019802,0.017241379310344827,0.03260869565217391,0.03278688524590164,0.039473684210526314,0.362962962962963,0.4897959183673469,0.6,0.625,0.1111111111111111,0.1925925925925926,0.11851851851851852,0.375,0.375,1.0,0.21481481481481482,0.27586206896551724,0.27586206896551724,0.875,0.16666666666666666,0.3333333333333333,0.5217391304347826,0.6666666666666666,0.043478260869565216,,0.17391304347826086,0.6962962962962963,0.27586206896551724,0.5482114814814815,0.57755,0.08163265306122448,,0.20300751879699247,7.266666666666667,24.362222222222222,4.0,4.0,11.0,4.0,6.0,17.0,32.0,13.0,,5.0,1.0,4.0,4.0,14.0,6.0,8.0,12.0,8.0,17.0,4.0,3.0,29.0,,4.0,8.0,1.0,12.0,,4.0,0.6666666666666666,0.7083333333333334,0.6538461538461539,,0.14444444444444443,0.1836734693877551,,0.41379310344827586,0.12121212121212122,0.037037037037037035,0.015625,0.02197802197802198,0.010638297872340425,0.08108108108108109,0.05714285714285714,0.4230769230769231,0.4230769230769231,0.5454545454545454,0.3333333333333333,1.0,,0.6153050000000001,0.11764705882352941,0.12781954887218044,3.0,,8.0,,6.0,8.0,3.0,1.0,1.0,,3.0,5.0,3.0,2.0,5.0,3.0,,2.0,0.26666666666666666,0.014814814814814815,0.07692307692307693,0.1,0.6,0.2,0.2727272727272727,0.3333333333333333,2.0,1.0,1.0,3.0,3.0,,0.5,1.0,1.0,0.25,1.0,0.25,,,,,,,False,,
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,1959.0,33.0,3,65.0,63,29.0,20,9.0,128,65,2.0,3.0,29.0,0.4461538461538462,,1.0,,,,,1.0,3.0,1.0,,,3.0,5.0,,1.0,,1.0,4.0,8.0,,12.0,1.0,,,1.0,1.0,,3.0,,12.0,5.0,3.0,,1.0,1.0,1.0,,,3.0,,2.0,,4.0,,4.0,2.0,,,,3.0,,,1.0,0.5,1.0,0.5,,,0.6666666666666666,1.5,0.6666666666666666,1.5,0.8888888888888888,16.216216216216218,,0.2222222222222222,,0.07692307692307693,,,,,0.14285714285714285,0.1111111111111111,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.6,0.6,1.0,1.0,,,,,,1.0,1.0,0.6,0.5531111111111111,0.6081,,,0.25,,24.1125,,,,,,,,,,,,2.0,,,,,2.0,,1.0,2.0,,3.0,,1.0,,,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,0.4926,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,0.5,,,,,,,1.0,,,,,,,,,1.0,,,,,,,False,,
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,24678.0,411.0,-65,741.0,742,149.0,106,98.0,1483,826,13.0,23.0,149.0,0.20107962213225372,8.0,17.0,1.0,4.0,20.0,56.0,6.0,12.0,2.0,1.0,2.0,7.0,23.0,2.0,9.0,33.0,93.0,13.0,35.0,25.0,130.0,4.0,9.0,19.0,4.0,11.0,17.0,47.0,22.0,36.0,23.0,7.0,27.0,4.0,31.0,1.0,3.0,8.0,66.0,2.0,13.0,23.0,37.0,7.0,44.0,25.0,1.0,36.0,,47.0,0.3333333333333333,0.34375,0.9230769230769231,0.37142857142857144,0.36363636363636365,0.37142857142857144,0.3548387096774194,0.47368421052631576,0.41015625,0.5,0.4482758620689655,0.573170731707317,0.2734375,19.858989424206815,0.08646616541353383,0.1326530612244898,0.028169014084507043,0.0989010989010989,0.019886363636363636,0.0392156862745098,0.07058823529411765,0.08547008547008547,0.14084507042253522,0.1328125,0.47058823529411764,0.6153846153846154,0.375,0.15625,0.4375,0.09375,0.5,0.5,1.0,0.1796875,0.30434782608695654,0.30434782608695654,0.8571428571428571,0.2,0.2,0.13333333333333333,0.25,0.06666666666666667,0.5,0.3,0.40625,0.30434782608695654,0.477048046875,0.4810683333333333,0.07352941176470588,,0.36153846153846153,13.002150537634412,24.5,2.0,4.0,19.0,3.0,6.0,14.0,44.0,7.0,,5.0,,1.0,1.0,14.0,9.0,5.0,16.0,14.0,9.0,2.0,,25.0,1.0,8.0,3.0,1.0,10.0,,1.0,0.5,0.6,0.6363636363636364,,0.07526881720430108,0.23529411764705882,,0.64,0.037037037037037035,,0.017793594306049824,,0.011363636363636364,0.109375,0.013513513513513514,0.3392857142857143,0.3392857142857143,0.42105263157894735,0.4,0.5,,0.5324666666666666,0.09900990099009901,0.1076923076923077,6.0,2.0,2.0,,9.0,10.0,,1.0,,2.0,9.0,2.0,1.0,1.0,2.0,,,8.0,0.15,0.03333333333333333,,0.1111111111111111,,0.3,0.35294117647058826,,1.0,1.0,3.0,2.0,3.0,,0.5,0.5,1.0,0.5,,0.3333333333333333,5.0,,,,,,False,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,29528.0,492.0,-55,874.0,877,203.0,151,120.0,1751,955,27.0,48.0,203.0,0.2322654462242563,25.0,42.0,3.0,5.0,51.0,69.0,,1.0,,,,,,,,86.0,162.0,,1.0,21.0,193.0,,16.0,30.0,,,9.0,41.0,106.0,,,,14.0,5.0,19.0,2.0,3.0,8.0,43.0,8.0,20.0,60.0,93.0,39.0,132.0,19.0,1.0,26.0,,41.0,0.6162790697674418,0.6708860759493671,,,,,0.5308641975308642,0.5333333333333333,0.5276073619631901,0.5333333333333333,0.5545977011494253,0.6029411764705882,0.006134969325153374,19.405940594059405,0.1935483870967742,0.1694915254237288,0.09302325581395349,0.18691588785046728,0.09048723897911833,0.09836065573770492,0.13131313131313133,0.2153846153846154,0.14634146341463414,0.25766871165644173,0.5952380952380952,0.6756756756756757,0.56,0.3128834355828221,0.4233128834355828,0.006134969325153374,,,,,,,,,,0.16666666666666666,0.6,,,,0.26380368098159507,,0.45121226993865043,0.41605,0.07017543859649122,,0.21243523316062177,10.427777777777775,22.9,7.0,13.0,38.0,12.0,24.0,30.0,66.0,8.0,,31.0,,13.0,5.0,6.0,4.0,2.0,14.0,10.0,8.0,4.0,,22.0,5.0,3.0,2.0,1.0,12.0,,2.0,0.5,0.5,0.5357142857142857,,0.04938271604938271,0.11904761904761904,,0.6363636363636364,0.3611111111111111,,0.08985507246376812,0.0967741935483871,0.0891089108910891,0.2345679012345679,0.07246376811594203,0.5507246376811594,0.5588235294117647,0.631578947368421,0.5416666666666666,0.5384615384615384,,0.5106636363636363,0.07058823529411765,0.15544041450777202,23.0,6.0,14.0,,3.0,3.0,3.0,,6.0,4.0,3.0,9.0,8.0,1.0,9.0,6.0,,2.0,0.0392156862745098,0.08609271523178808,0.08,0.2222222222222222,0.6666666666666666,0.45098039215686275,0.46938775510204084,0.6521739130434783,,,,,,,,,,,,,2.0,,,0.014492753623188406,,,False,1.0,
2544,1610612739,LeBron James,LeBron James,2544,CLE,29410.0,490.0,-26,876.0,875,192.0,151,119.0,1751,942,9.0,24.0,192.0,0.2191780821917808,45.0,67.0,14.0,20.0,41.0,47.0,1.0,5.0,,1.0,1.0,11.0,36.0,3.0,13.0,73.0,155.0,12.0,41.0,71.0,253.0,3.0,24.0,41.0,5.0,14.0,21.0,84.0,46.0,12.0,36.0,11.0,70.0,20.0,90.0,13.0,7.0,26.0,200.0,,24.0,46.0,72.0,13.0,85.0,73.0,1.0,99.0,,84.0,0.3150684931506849,0.3333333333333333,0.3333333333333333,0.2926829268292683,0.35714285714285715,0.2926829268292683,0.47096774193548385,0.5853658536585366,0.4642857142857143,0.5727272727272728,0.525,0.6086956521739131,0.20918367346938777,26.310583580613255,0.15081967213114755,0.20168067226890757,,0.1650943396226415,0.030732860520094562,,0.12244897959183673,0.1693548387096774,0.19767441860465115,0.34183673469387754,0.6716417910447762,0.703125,0.3333333333333333,0.20918367346938777,0.23979591836734693,0.025510204081632654,0.2,0.2,,0.1836734693877551,0.3055555555555556,0.3055555555555556,0.36363636363636365,,0.15789473684210525,0.36363636363636365,0.7,0.01818181818181818,1.0,0.23636363636363636,0.5510204081632653,0.3055555555555556,0.5071774358974359,0.5115190909090909,0.19827586206896552,,0.33201581027667987,8.452258064516126,25.168292682926825,10.0,13.0,16.0,12.0,16.0,36.0,100.0,5.0,,13.0,,2.0,7.0,13.0,8.0,5.0,14.0,9.0,12.0,5.0,3.0,26.0,2.0,1.0,3.0,4.0,46.0,,1.0,0.75,0.7894736842105263,0.782608695652174,,0.03225806451612903,0.04477611940298507,,0.5384615384615384,0.05555555555555555,,0.03927492447129909,0.09195402298850575,0.0392156862745098,0.1566265060240964,0.0660377358490566,0.3404255319148936,0.3404255319148936,0.25,0.6842105263157895,0.7692307692307693,0.4,0.6270399999999999,0.24083769633507854,0.1422924901185771,12.0,6.0,8.0,,8.0,36.0,3.0,1.0,2.0,10.0,8.0,4.0,2.0,2.0,4.0,3.0,,8.0,0.04878048780487805,0.007042253521126761,,0.21212121212121213,0.75,0.2926829268292683,0.3076923076923077,0.3333333333333333,,2.0,4.0,2.0,24.0,1.0,0.6666666666666666,,,0.6666666666666666,0.5,0.3076923076923077,2.0,,,,,,False,,1.0
727,1610612739,Eric Snow,Eric Snow,727,CLE,3823.0,64.0,-22,118.0,133,52.0,52,15.0,251,133,4.0,5.0,52.0,0.4406779661016949,1.0,3.0,,,,4.0,,,,,,,1.0,,1.0,3.0,7.0,,1.0,5.0,11.0,,,,,1.0,4.0,4.0,6.0,,,,8.0,1.0,9.0,1.0,,4.0,19.0,1.0,3.0,2.0,5.0,2.0,7.0,4.0,,8.0,,4.0,1.0,1.0,,,,,0.42857142857142855,,0.375,,0.4583333333333333,0.5,0.125,9.701492537313433,0.043478260869565216,0.13636363636363635,0.07142857142857142,0.07352941176470588,0.037037037037037035,0.09090909090909091,,,0.21428571428571427,0.375,0.3333333333333333,0.3333333333333333,1.0,,0.5,,,,,0.125,,,,,,,,,,1.0,0.5,,0.4104857142857143,,0.1111111111111111,,0.36363636363636365,10.1,41.9,,,2.0,1.0,1.0,3.0,,,,1.0,,,,5.0,3.0,2.0,2.0,1.0,,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,0.75,,,,,1.0,,,0.025,,0.1,0.10526315789473684,,0.5,0.5,1.0,,,,0.3744,0.125,0.2727272727272727,,1.0,,1.0,,4.0,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,30128.0,502.0,-48,891.0,883,181.0,134,121.0,1774,956,19.0,39.0,181.0,0.2031425364758698,39.0,59.0,7.0,13.0,32.0,57.0,,,,,,,,,,73.0,148.0,,,42.0,188.0,,11.0,26.0,,,8.0,30.0,96.0,,,,7.0,4.0,11.0,4.0,,4.0,26.0,9.0,27.0,74.0,109.0,53.0,162.0,38.0,6.0,50.0,,30.0,0.6575342465753424,0.9056603773584906,,,,,0.49324324324324326,0.4230769230769231,0.49324324324324326,0.4230769230769231,0.55,0.4838709677419355,,19.06614785992218,0.23492063492063492,0.23684210526315788,0.09574468085106383,0.23543123543123542,0.11845102505694761,0.1076923076923077,0.2653061224489796,0.26515151515151514,0.2875,0.39864864864864863,0.6610169491525424,0.6724137931034483,0.4358974358974359,0.21621621621621623,0.38513513513513514,,,,,,,,,,,0.5,0.5384615384615384,,,,0.39864864864864863,,0.4801837837837837,0.5025884615384615,0.13253012048192772,,0.1595744680851064,8.682432432432432,,24.0,39.0,24.0,26.0,44.0,59.0,50.0,1.0,,43.0,1.0,8.0,9.0,6.0,4.0,2.0,11.0,7.0,15.0,4.0,6.0,26.0,4.0,4.0,4.0,1.0,22.0,3.0,6.0,0.5909090909090909,0.5909090909090909,0.6276595744680851,,0.006756756756756757,0.01694915254237288,,0.4230769230769231,0.22857142857142856,0.037037037037037035,0.1246376811594203,0.1978021978021978,0.10679611650485436,0.15294117647058825,0.1232876712328767,0.42105263157894735,0.42105263157894735,0.875,0.8863636363636364,0.6153846153846154,0.16666666666666666,0.5897599999999998,0.13253012048192772,0.31382978723404253,10.0,7.0,40.0,,1.0,2.0,1.0,,4.0,4.0,4.0,14.0,11.0,3.0,14.0,8.0,2.0,4.0,,0.09271523178807947,0.06896551724137931,0.11764705882352941,0.5714285714285714,0.3125,0.3125,1.0,,,,,,2.0,,,,,,,1.0,,,,,,False,,
200769,1610612739,Shannon Brown,Shannon Brown,200769,CLE,,,-2,,1,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
