EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeAssists,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,SecondChanceOffPoss,ShortMidRangeFGA,Corner3FGA,FG3A,ShortMidRangeAssists,DefTwoPtRebounds,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,Corner3Frequency,Avg3ptShotDistance,Arc3FGA,PenaltyArc3FGA,PenaltyFG3A,NonHeaveArc3FGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3Frequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTDefRebounds,LongMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,BlockedCorner3
147,1610612756,Jalen Rose,Jalen Rose,147,PHX,177.0,3,1,6,6,6,2.0,12,1.0,1.0,1.0,1.0,2.0,7,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,1.0,1.0,1.0,1.0,0.3821,0.3821,1.0,19.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1610612756,Eric Piatkowski,Eric Piatkowski,15,PHX,177.0,3,1,6,6,6,2.0,12,,,1.0,1.0,2.0,7,1.0,1.0,2.0,,,,,,2.0,6,,,1.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,,,,,0.625,0.625,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,177.0,3,1,6,6,6,2.0,12,,,1.0,1.0,2.0,7,1.0,1.0,2.0,2.0,,,,,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,,,,,0.6267,0.6267,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,177.0,3,1,6,6,6,2.0,12,,1.0,,1.0,,7,,1.0,,,1.0,1.0,,2.0,,6,,,,,,,,,16.666666666666668,1.0,,,,0.3431,0.3431,,16.2,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612756,James Jones,James Jones,2592,PHX,177.0,3,1,6,6,6,2.0,12,,,,,2.0,7,,,2.0,,,,,,2.0,6,,,,,,,1.0,1.0,16.666666666666668,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612756,Jalen Rose,Jalen Rose,147,PHX,355.0,6,-4,10,9,7,,19,,1.0,,2.0,,15,,1.0,,,1.0,1.0,,2.0,,7,,,,,,,,,21.428571428571427,0.3333333333333333,,,,0.3970833333333334,0.4091,,16.55,0.7,,,,,,,,,,,0.3333333333333333,,1.0,1.0,,2.0,,0.25,,,,,,,,,,,False,4.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,1610612756,Marcus Banks,Marcus Banks,2556,PHX,234.0,4,-5,7,8,5,3.0,15,,,,,2.0,13,,,2.0,,,,,,2.0,5,,,,,,,0.5,0.5,28.57142857142857,,,,,0.53865,0.53865,1.0,,0.7142857142857143,,,,,,,,,,,1.0,,,,,,,,,,,2.0,2.0,1.0,2.0,,,,False,,,,1.0,,,1.0,,,,,26.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,14086.0,235,1,465,471,161,135.0,936,5.0,12.0,28.0,53.0,66.0,512,7.0,18.0,18.0,26.0,22.0,30.0,10.0,68.0,18.0,161,0.4642857142857143,0.5,0.5283018867924528,0.3888888888888889,0.4745762711864407,0.30434782608695654,0.5076923076923077,0.34615384615384615,15.5893536121673,0.2033898305084746,0.4166666666666667,0.4166666666666667,0.8,0.5094184210526316,0.49772142857142854,0.2727272727272727,5.652830188679245,0.34623655913978496,19.0,31.0,5.0,9.0,30.0,0.5254237288135594,0.6129032258064516,0.6551724137931034,0.391304347826087,0.5555555555555556,0.6271186440677966,2.0,19.0,32.0,9.0,18.0,0.03333333333333333,0.0867579908675799,0.041666666666666664,0.42105263157894735,9.0,10.0,4.0,23.0,15.0,7.0,0.1111111111111111,0.12280701754385964,False,52.0,10.0,4.0,6.0,3.0,17.0,0.1016949152542373,0.1069182389937107,0.1111111111111111,0.1694915254237288,0.06779661016949153,35.666666666666664,2.0,2.0,5.0,1.0,2.0,2.0,0.03389830508474576,0.08695652173913043,4.0,7.0,4.0,3.0,4.0,9.0,1.0,9.0,4.0,1.0,2.0,8.0,4.0,4.0,2.0,11.0,13.0,5.0,7.0,5.0,2.0,9.0,1.0,5.0,8.0,1.0,4.0,3.0,17.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.4444444444444444,0.4444444444444444,0.45,0.03773584905660377,0.06451612903225806,0.5294117647058824,0.0728476821192053,0.03636363636363636,0.06310679611650485,0.08,0.023255813953488372,0.10344827586206896,0.09523809523809523,0.03571428571428571,0.1836734693877551,0.18518518518518517,1.0,0.4,0.4,0.25,0.7777777777777778,0.5714285714285714,0.13043478260869565,0.5377555555555555,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612756,James Jones,James Jones,2592,PHX,10069.0,168,-2,330,328,57,30.0,658,9.0,16.0,11.0,18.0,53.0,370,1.0,3.0,2.0,14.0,3.0,3.0,1.0,6.0,2.0,57,0.6363636363636364,0.6363636363636364,0.6111111111111112,0.3333333333333333,0.6388888888888888,0.3333333333333333,0.6625,0.3333333333333333,11.796246648793566,0.4444444444444444,0.5625,0.5625,0.5555555555555556,0.48037083333333325,0.3787,0.03773584905660377,16.5,0.17272727272727273,2.0,2.0,,,8.0,0.05555555555555555,1.0,1.0,,,0.5555555555555556,4.0,12.0,15.0,5.0,11.0,0.08695652173913043,0.08053691275167785,0.125,1.0,,7.0,,11.0,9.0,4.0,0.125,0.18181818181818182,False,35.0,,3.0,18.0,2.0,8.0,0.5,0.07766990291262135,0.038461538461538464,,0.08333333333333333,25.30555555555556,15.0,,,15.0,,,0.4166666666666667,,,,,,3.0,3.0,2.0,14.0,,,,,,,1.0,2.0,3.0,,2.0,,2.0,2.0,1.0,1.0,2.0,,1.0,,4.0,,,1.0,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,0.5,0.019417475728155338,0.022727272727272728,0.02040816326530612,0.034482758620689655,0.03333333333333333,,,0.13157894736842105,0.05128205128205128,,0.5,,,,,,,0.462625,0.2641509433962264,3.0,2.0,2.0,5.0,1.0,8.0,2.0,3.0,24.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.027777777777777776,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,0.3333333333333333,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612756,Kurt Thomas,Kurt Thomas,703,PHX,12689.0,211,36,399,404,36,94.0,803,21.0,41.0,34.0,65.0,83.0,401,1.0,3.0,5.0,62.0,7.0,12.0,2.0,29.0,5.0,36,0.9117647058823529,0.9393939393939394,0.5230769230769231,0.3333333333333333,0.5230769230769231,0.3333333333333333,0.5684931506849316,0.5,18.262806236080177,0.6307692307692307,0.5121951219512195,0.525,1.0,0.4424092307692308,0.48846666666666666,0.060240963855421686,12.36,0.09022556390977443,8.0,14.0,1.0,2.0,6.0,0.2153846153846154,0.5714285714285714,0.7272727272727273,0.6666666666666666,0.5,0.2153846153846154,10.0,43.0,54.0,19.0,25.0,0.2127659574468085,0.21052631578947367,0.20588235294117646,0.75,3.0,15.0,3.0,18.0,17.0,7.0,0.09859154929577464,0.09859154929577464,False,41.0,10.0,,,2.0,30.0,,0.2097902097902098,0.17857142857142858,0.15384615384615385,,,,,,,2.0,2.0,,,1.0,2.0,5.0,,2.0,3.0,,4.0,2.0,,4.0,5.0,4.0,1.0,2.0,9.0,11.0,,6.0,5.0,1.0,4.0,1.0,4.0,5.0,,,4.0,9.0,1.0,,,2.0,3.0,1.0,9.0,6.0,9.0,5.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06153846153846154,0.21428571428571427,0.4444444444444444,0.06293706293706294,0.05128205128205128,0.06043956043956044,0.06976744186046512,0.10256410256410256,0.03278688524590164,0.18181818181818182,0.1951219512195122,0.2608695652173913,,0.5555555555555556,0.5,0.5,0.8,0.6666666666666666,0.5,,0.65115,0.04819277108433735,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,3.0,0.024390243902439025,0.2727272727272727,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,
