EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyFG2A,Loose Ball Fouls Drawn,DefAtRimReboundPct,PenaltyShotQualityAvg,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,BadPassSteals,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGA,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,PenaltyAtRimFrequency,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,PenaltyAtRimFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,HeaveAttempts,Travels,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedCorner3,ShortMidRangePctBlocked,SecondChanceArc3FGM,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,713.0,12,1.0,23,23,5.0,5.0,2.0,46,1.0,2.0,1.0,1.0,3.0,2.0,21,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.5,0.125,0.1,0.25,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.4047,12.566666666666668,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,382.0,6,-7.0,11,13,3.0,,3.0,24,,,1.0,,1.0,,13,,1.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,7.142857142857142,0.14285714285714285,0.1111111111111111,,,,,,1.0,0.3598,16.4,0.2727272727272727,1.0,1.0,0.3333333333333333,0.3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,402.0,7,-10.0,12,14,4.0,1.0,3.0,26,,,,1.0,2.0,2.0,16,,1.0,1.0,3.0,,,1.0,1.0,,,4.0,,,0.5,0.3333333333333333,0.3333333333333333,33.333333333333336,0.14285714285714285,0.1111111111111111,,,,,,,0.6106666666666667,0.95,0.3333333333333333,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.2222222222222222,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,0.5971500000000001,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612751,Eddie House,Eddie House,2067,NJN,1050.0,18,-9.0,33,33,9.0,6.0,4.0,66,,1.0,1.0,1.0,2.0,5.0,35,2.0,,2.0,2.0,1.0,,,2.0,,,9.0,1.0,1.0,0.5,0.3125,0.3125,27.77777777777778,,0.11764705882352941,,0.125,,,,0.125,0.47021875,15.9,0.2727272727272727,,,,0.16605,,,,,2.0,,6.0,,,1.0,,,,2.0,,,,2.0,,2.0,,2.0,,,,0.75,1.0,,,,,,,,,,0.25,,,,0.75,0.55335,,24.51666666666667,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,658.0,11,-6.0,21,20,3.0,1.0,1.0,41,,1.0,,1.0,2.0,2.0,21,,1.0,2.0,2.0,,,,,,,3.0,,,0.5,0.3333333333333333,0.3333333333333333,22.727272727272727,0.1111111111111111,0.08333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.4723833333333333,7.6499999999999995,0.14285714285714285,,,,,1.0,1.0,,,1.0,,1.0,,,,,2.0,,1.0,,,,2.0,,1.0,,2.0,,,,0.3333333333333333,1.0,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.6666666666666666,,,26.4,,,,,,,,,1.0,3.0,,7.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,241.0,4,3.0,8,8,5.0,4.0,1.0,16,1.0,1.0,1.0,2.0,2.0,7.0,8,,,,,,,,,,,5.0,,,1.0,1.1666666666666667,1.1666666666666667,37.5,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.43075,12.95,0.625,1.0,,,0.451475,,,,,1.0,,1.0,,,,,4.0,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,24.4,1.0,,,,1.0,1.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,0.5,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,459.0,8,-2.0,13,13,5.0,6.0,1.0,26,,,,,1.0,,18,,,,,,,2.0,2.0,,,5.0,,,,,,7.692307692307692,,,,,,,,,0.5246,,0.38461538461538464,1.0,,,0.5246,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200801,1610612751,Hassan Adams,Hassan Adams,200801,NJN,66.0,1,,2,2,2.0,2.0,,4,,,,,,,3,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,849.0,14,-11.0,26,25,7.0,4.0,3.0,51,,,2.0,1.0,3.0,6.0,30,2.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,7.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,17.857142857142854,,,,,,,,0.6666666666666666,0.38906666666666667,14.166666666666666,0.2692307692307692,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.3333333333333333,,1.0,,,,,,,,,1.0,,2.0,,1.0,,,,,,,0.5,0.5,1.0,,,,,,,1.0,,,1.0,1.0,,,,,0.5,,,,,4.0,,4.0,,,,1.0,,,,,,0.6666666666666666,,1.0,0.3333333333333333,1.0,,4.0,2.0,4.0,4.0,1.0,1.0,0.25,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,223.0,4,-4.0,8,7,2.0,1.0,2.0,15,,,,,,2.0,6,,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,,,,,0.5,20.0,0.2,0.16666666666666666,,,,,,,0.5775,,0.25,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
