EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FtPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DeadBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,LongMidRangeAssists,LostBallSteals,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,LostBallTurnovers,Travels,Offensive Fouls,BlockedAtRim,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,BlockedLongMidRange,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,Loose Ball Fouls,OffCorner3ReboundPct,on,SecondChanceTurnovers,LostBallOutOfBoundsTurnovers
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,451.0,8,-2.0,14,14,5.0,6.0,2.0,28,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,4.0,14,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,18.75,0.5,0.125,0.125,0.25,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6044999999999999,0.7581,0.7581,0.5,0.5,5.966666666666666,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,489.0,8,5.0,17,17,4.0,17.0,3.0,34,1.0,1.0,,,,,3.0,1.0,4,3.0,12,,,,,2.0,,2.0,,,,1.0,,1.0,1.0,1.0,,4.0,0.25,,,0.25,,,0.375,,,25.0,,,,,0.25,1.0,1.0,0.75,,,,,0.25,0.47915,,0.38539999999999996,,,13.275,0.23529411764705882,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.1111111111111111,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,1002.0,17,3.0,27,29,13.0,21.0,6.0,56,,1.0,,1.0,,,,,1,,24,,1.0,,,,,,,3.0,,3.0,3.0,6.0,,1.0,,13.0,,,,,,,,,,2.857142857142857,,0.17647058823529413,0.15789473684210525,,1.0,,,,1.0,,,,1.0,0.6559,0.6559,,,,1.0,0.48148148148148145,,,,,,2.0,,,,,,,,,0.3333333333333333,0.3,,,,1.0,1.0,3.0,3.0,1.0,0.25,0.5,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,1443.0,24,8.0,55,53,26.0,29.0,5.0,108,,,,,,,1.0,,2,8.0,62,,,,,,,,,,,1.0,,1.0,3.0,7.0,,26.0,,,,0.42857142857142855,,,0.5,,,15.0,,,,,,,,0.14285714285714285,,,,,0.7142857142857143,0.5029714285714285,,0.3501,,,15.65,0.4727272727272727,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,0.05555555555555555,,0.125,0.3333333333333333,1.0,,,,4.0,0.16666666666666666,,,0.25,,1.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,0.4,0.4,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5,0.5,1.0,1.0,0.5,24.880000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,8326.0,139,-16.0,260,258,53.0,78.0,25.0,518,1.0,5.0,1.0,3.0,,1.0,12.0,8.0,27,43.0,284,2.0,4.0,7.0,1.0,6.0,6.0,6.0,2.0,4.0,,10.0,4.0,14.0,6.0,12.0,6.0,53.0,0.2962962962962963,0.5,0.16666666666666666,0.40217391304347827,0.7,0.25,0.4387755102040816,0.7,0.2727272727272727,16.896551724137932,,0.04081632653061224,0.02857142857142857,0.05405405405405406,0.10869565217391304,0.2,0.25,0.2608695652173913,0.6,0.3333333333333333,0.1,,0.5217391304347826,0.4627978260869564,0.517825,0.42398500000000006,0.16279069767441862,0.13953488372093023,11.644444444444446,0.20384615384615384,6.0,4.0,4.0,3.0,8.0,8.0,,,,6.0,7.0,,3.0,,0.09090909090909091,0.08547008547008547,0.10526315789473684,0.08163265306122448,0.1,2.0,,2.0,1.0,1.0,0.06896551724137931,0.06060606060606061,0.09090909090909091,0.045454545454545456,,10.0,7.0,3.0,12.0,2.0,7.0,19.0,4.0,21.0,12.0,3.0,,,,1.0,0.3684210526315789,0.3684210526315789,0.41304347826086957,0.21739130434782608,0.15217391304347827,0.2608695652173913,0.25,0.25,1.0,0.2,0.25,24.652631578947368,2.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.7142857142857143,1.0,0.25,0.1111111111111111,0.2,0.2,0.08333333333333333,0.14285714285714285,0.2,0.25,1.0,0.4166666666666667,0.4166666666666667,0.6,0.5714285714285714,0.5714285714285714,1.0,0.2,1.0,1.0,0.2,0.5,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,7988.0,133,-13.0,248,244,47.0,68.0,21.0,492,10.0,13.0,,,4.0,5.0,11.0,13.0,27,38.0,273,,,,5.0,10.0,14.0,24.0,,,1.0,13.0,1.0,14.0,1.0,3.0,14.0,47.0,0.48148148148148145,,0.5,0.43333333333333335,,0.45454545454545453,0.5428571428571428,,0.5384615384615384,14.5985401459854,0.1,,0.0078125,,0.43333333333333335,0.7692307692307693,0.7692307692307693,0.36666666666666664,,,0.45454545454545453,0.8,0.5333333333333333,0.5538533333333332,,0.5482954545454546,,0.3684210526315789,9.0,0.18951612903225806,12.0,22.0,38.0,11.0,92.0,6.0,5.0,5.0,5.0,16.0,14.0,4.0,8.0,1.0,0.07228915662650602,0.10810810810810811,,0.23529411764705882,0.25806451612903225,6.0,,2.0,,2.0,0.21428571428571427,,0.16666666666666666,0.23809523809523808,,3.0,,,3.0,1.0,,3.0,1.0,,3.0,,,,1.0,,,,0.1,0.1,,0.1,,,,0.09090909090909091,,24.666666666666668,,3.0,,,,,,,,,4.0,2.0,1.0,7.0,2.0,,,,,,,0.07692307692307693,0.07692307692307693,,,0.037037037037037035,,0.3333333333333333,0.02857142857142857,0.14285714285714285,,,,0.2727272727272727,0.2727272727272727,,,,,,,,,,,16.0,9.0,7.0,4.0,1.0,1.0,1.0,1.0,0.02702702702702703,0.041666666666666664,0.1,,,,,,,,,,,,,,,,,,True,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,7618.0,127,-7.0,240,238,51.0,72.0,23.0,478,12.0,22.0,5.0,10.0,3.0,6.0,19.0,30.0,57,101.0,261,5.0,12.0,10.0,4.0,10.0,17.0,34.0,6.0,11.0,2.0,19.0,12.0,31.0,5.0,10.0,17.0,51.0,0.5263157894736842,0.4166666666666667,0.4,0.5454545454545454,0.38461538461538464,0.5,0.5804597701149425,0.38461538461538464,0.5,34.831460674157306,0.25,0.12790697674418605,0.09448818897637795,0.15625,0.2857142857142857,0.5454545454545454,0.631578947368421,0.24675324675324675,0.7692307692307693,0.5,0.42857142857142855,0.5,0.5454545454545454,0.4912863636363636,0.5818090909090909,0.49628214285714284,0.09900990099009901,0.16831683168316833,9.42982456140351,0.2125,17.0,3.0,4.0,2.0,9.0,14.0,2.0,1.0,6.0,14.0,23.0,2.0,9.0,0.3333333333333333,0.175,0.16037735849056603,0.1875,0.11764705882352941,0.140625,3.0,2.0,2.0,2.0,1.0,0.11538461538461539,0.07142857142857142,0.0967741935483871,0.10526315789473684,0.05555555555555555,16.0,6.0,5.0,14.0,3.0,8.0,20.0,4.0,24.0,14.0,5.0,4.0,,1.0,1.0,0.4,0.4,0.2597402597402597,0.2077922077922078,0.07792207792207792,0.18181818181818182,0.35714285714285715,0.35714285714285715,1.0,0.21428571428571427,0.35714285714285715,24.56,8.0,10.0,3.0,,,1.0,1.0,,1.0,2.0,3.0,26.0,3.0,,,2.0,,1.0,3.0,,3.0,0.43333333333333335,0.48148148148148145,,0.5,0.05263157894736842,0.13636363636363635,,0.24242424242424243,0.14285714285714285,0.5,0.5,,0.5263157894736842,0.5263157894736842,0.6,0.5,0.5,1.0,,,,0.07142857142857142,1.0,0.047619047619047616,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,0.024390243902439025,0.037037037037037035,0.5833333333333334,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.15384615384615385,0.3333333333333333,0.4,0.07692307692307693,0.3333333333333333,,,,,,True,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,5796.0,97,-14.0,174,174,21.0,37.0,20.0,348,4.0,11.0,1.0,1.0,,,8.0,4.0,19,20.0,181,1.0,2.0,2.0,,2.0,3.0,4.0,2.0,1.0,,5.0,1.0,6.0,2.0,4.0,3.0,21.0,0.21052631578947367,0.5,,0.25757575757575757,0.3333333333333333,0.5,0.2777777777777778,0.3333333333333333,0.5,19.696969696969695,,0.014084507042253521,0.009708737864077669,,0.3333333333333333,0.36363636363636365,0.4,0.24242424242424243,0.3333333333333333,1.0,,,0.7575757575757576,0.5396045454545454,0.5171166666666667,0.4249,0.1,0.15,8.58421052631579,0.1206896551724138,3.0,2.0,5.0,1.0,13.0,3.0,3.0,1.0,3.0,10.0,7.0,1.0,4.0,1.0,0.046875,0.05813953488372093,,0.1111111111111111,0.18181818181818182,2.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.041666666666666664,0.047619047619047616,0.11764705882352941,0.04,,7.0,3.0,7.0,1.0,3.0,14.0,1.0,9.0,7.0,3.0,,,1.0,1.0,0.21428571428571427,0.21428571428571427,0.42424242424242425,,0.21212121212121213,0.21212121212121213,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,24.535714285714285,,,,,1.0,,,,1.0,1.0,,4.0,1.0,1.0,,,,,2.0,1.0,2.0,0.5,0.6666666666666666,,1.0,0.05263157894736842,0.09090909090909091,,0.06896551724137931,,,,,,,,,,,0.3333333333333333,,,,,,3.0,3.0,,,,2.0,,,,,0.5,,1.0,2.0,,,,1.0,,0.5,,,1.0,1.0,,,,,True,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,2656.0,44,-20.0,90,88,29.0,37.0,5.0,178,7.0,10.0,1.0,3.0,,1.0,3.0,11.0,19,25.0,111,1.0,4.0,2.0,2.0,5.0,6.0,10.0,2.0,3.0,3.0,5.0,4.0,9.0,7.0,10.0,6.0,29.0,0.5789473684210527,0.25,0.4,0.55,0.25,0.3333333333333333,0.5952380952380952,0.25,0.42857142857142855,22.68041237113402,0.5,0.09375,0.08333333333333333,0.1,0.5,0.7,0.7777777777777778,0.15,0.75,0.3333333333333333,0.16666666666666666,,0.55,0.47043999999999997,0.5940666666666666,0.3914166666666667,0.08,0.24,6.084210526315789,0.32222222222222224,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0,3.0,1.0,2.0,,0.045454545454545456,0.07142857142857142,,0.09523809523809523,0.1,1.0,,3.0,1.0,3.0,0.16666666666666666,0.07142857142857142,0.08333333333333333,0.16666666666666666,,6.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,0.05,0.3,,0.05,,,,0.16666666666666666,,24.6,2.0,2.0,,,,,,,,,2.0,12.0,2.0,,2.0,,,,,,,0.5454545454545454,0.6,,,0.10526315789473684,0.1,0.16666666666666666,,,0.3333333333333333,0.4,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,1.0,,,,0.0625,0.09090909090909091,0.5714285714285714,,,,,,,,0.125,,,,,,1.0,,,,True,,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,305.0,5,-6.0,9,10,1.0,9.0,,19,,,,,,,,1.0,1,2.0,14,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,11.11111111111111,,,,,,,,,,,,,,0.428,,,,,13.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
