EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,HeaveAttempts,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,Offensive Fouls Drawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SelfOReb,Travels,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,SelfORebPct,Arc3Assists,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,BlockedAtRim,ShortMidRangeAssists,OffCorner3ReboundPct,on,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,612.0,10,6.0,21,20,12.0,8,5,41,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,19,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,12.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,0.375,1.0,0.5,0.3333333333333333,23.076923076923077,0.5,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.5,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3877,0.3833,0.3833,0.6666666666666666,1.0,20.6,58.9,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,711.0,12,,23,25,15.0,18,5,48,1.0,2.0,,,3.0,5.0,1.0,,6.0,25,1.0,2.0,2.0,2.0,3.0,1.0,,4.0,4.0,,1.0,1.0,,2.0,1.0,,1.0,3.0,1.0,,,1.0,1.0,,,,2.0,,,4.0,15.0,,0.6666666666666666,1.0,0.6,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,25.925925925925924,1.0,,0.14285714285714285,0.09090909090909091,,0.3333333333333333,0.5,0.5,1.0,,,0.5,0.4785333333333333,0.47295,0.46820000000000006,0.3333333333333333,0.6666666666666666,10.18,23.2,0.6521739130434783,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.2222222222222222,0.2,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.5,1.0,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,494.0,8,-6.0,14,18,14.0,15,2,32,,,2.0,2.0,,,2.0,,3.0,20,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,,,,,,,0.75,,0.75,0.75,,0.75,1.0,11.76470588235294,,,,,,,,,,1.0,1.0,1.0,0.524625,,0.524625,,1.0,,24.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,2478.0,41,-3.0,81,82,70.0,63,20,163,,1.0,,,6.0,10.0,,7.0,19.0,90,3.0,3.0,7.0,4.0,8.0,,5.0,13.0,6.0,,1.0,2.0,1.0,5.0,3.0,,4.0,6.0,1.0,,1.0,2.0,2.0,2.0,3.0,,7.0,13.0,1.0,13.0,70.0,1.0,0.5,0.75,0.6,1.0,0.5,0.6,1.0,0.5,0.59375,0.875,0.5,,17.475728155339805,0.5,,0.13636363636363635,0.11764705882352941,,0.1,,,,,,0.5,0.46643,0.55295,0.42985000000000007,0.3684210526315789,0.6842105263157895,5.32,,0.8641975308641975,4.0,5.0,3.0,3.0,2.0,3.0,4.0,,,6.0,4.0,,1.0,2.0,1.0,,0.03333333333333333,0.05714285714285714,,,0.1111111111111111,0.5,0.8,0.8,0.5,0.4,,1.0,1.0,0.375,0.6666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.1,0.25,0.08333333333333333,0.2,0.1,0.3333333333333333,0.2857142857142857,0.125,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,1785.0,30,-5.0,57,61,47.0,44,13,118,1.0,2.0,,,7.0,14.0,,,14.0,74,4.0,6.0,8.0,4.0,11.0,,,8.0,4.0,,2.0,2.0,2.0,4.0,,2.0,2.0,7.0,,,1.0,1.0,1.0,3.0,4.0,,,,,8.0,47.0,,0.2857142857142857,0.5,0.5,0.6666666666666666,0.36363636363636365,0.5,0.6666666666666666,0.36363636363636365,0.5,0.6666666666666666,0.36363636363636365,,20.833333333333336,,0.4,,,,0.14285714285714285,0.5,0.5,,,,0.7857142857142857,0.5251785714285714,0.5039,0.4952,0.5714285714285714,0.5714285714285714,3.685714285714286,,0.8245614035087719,6.0,11.0,3.0,5.0,3.0,8.0,1.0,,,10.0,6.0,,5.0,5.0,,,0.25,0.20833333333333334,0.3333333333333333,,,0.7857142857142857,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.07142857142857142,,0.8333333333333334,0.6,0.7272727272727273,0.375,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,,2.0,1.0,1.0,0.18181818181818182,0.4,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200793,1610612762,Dee Brown,Dee Brown,200793,UTA,1241.0,21,-4.0,39,40,38.0,33,9,79,,1.0,,,1.0,4.0,,1.0,3.0,40,,,,1.0,4.0,,1.0,3.0,,,1.0,2.0,,5.0,1.0,,1.0,2.0,2.0,2.0,,2.0,2.0,,,,1.0,2.0,,3.0,38.0,,,,0.25,,0.25,0.25,,0.25,0.3,,0.3,,14.285714285714286,1.0,,0.0625,0.05,,0.25,,,,,,0.75,0.674325,,0.674325,,1.0,5.225,,0.9743589743589743,1.0,3.0,,,1.0,3.0,,,,2.0,,1.0,1.0,1.0,,,0.06666666666666667,0.0625,,,0.14285714285714285,0.75,0.3333333333333333,0.3333333333333333,,,,,,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,0.25,,,,,,,,0.2,0.2,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1058.0,18,4.0,38,34,30.0,23,11,72,1.0,1.0,2.0,1.0,4.0,4.0,3.0,,11.0,38,2.0,2.0,4.0,3.0,3.0,2.0,,9.0,4.0,,,,,,2.0,,4.0,6.0,,,,,,,,,2.0,,,9.0,30.0,,0.5,0.6666666666666666,1.0,1.0,1.0,0.7857142857142857,0.6666666666666666,0.9,0.7857142857142857,0.6666666666666666,0.9,0.42857142857142855,13.72549019607843,,,0.2,0.25,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.2,0.7142857142857143,0.4936571428571429,0.4983833333333334,0.49821,0.36363636363636365,0.8181818181818182,7.425,24.233333333333334,0.7894736842105263,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,1.0,2.0,,,0.06666666666666667,0.05555555555555555,,,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,0.3333333333333333,1.0,0.4,1.0,0.2,,,1.0,1.0,3.0,2.0,,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,,,,1.0,,,,,,2.0,,,,,,0.3333333333333333,,0.14285714285714285,,,0.25,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,890.0,15,-6.0,33,30,31.0,30,8,63,1.0,2.0,,,2.0,6.0,,3.0,7.0,37,,1.0,1.0,2.0,6.0,,1.0,5.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,4.0,,5.0,31.0,,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4375,0.25,0.35714285714285715,,21.42857142857143,,0.3333333333333333,0.125,0.08333333333333333,,0.3333333333333333,0.5,0.5,1.0,,,0.16666666666666666,0.40775000000000006,,0.40775000000000006,0.14285714285714285,0.7142857142857143,11.049999999999999,,0.9393939393939394,1.0,1.0,,,1.0,1.0,3.0,,,2.0,,,2.0,3.0,,,0.18181818181818182,0.21428571428571427,,0.4,1.0,0.16666666666666666,1.0,1.0,,0.5,,,,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,2.0,0.16666666666666666,0.3333333333333333,,0.3333333333333333,,0.5,,,,,,,0.25,0.25,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,982.0,16,2.0,34,31,30.0,21,7,65,,3.0,,,3.0,7.0,,5.0,11.0,38,,,,3.0,6.0,,5.0,11.0,4.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,1.0,5.0,6.0,2.0,11.0,30.0,2.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,0.42857142857142855,,0.5,0.55,,0.6111111111111112,,27.906976744186046,0.5,0.3333333333333333,,0.06666666666666667,,0.42857142857142855,,,,,,0.42857142857142855,0.4646285714285715,,0.4514500000000001,,1.0,9.671428571428573,,0.8823529411764706,2.0,3.0,,,2.0,2.0,1.0,,,2.0,,,,,1.0,,,,,,,0.42857142857142855,0.6666666666666666,1.0,1.0,0.14285714285714285,,,,0.3333333333333333,1.0,,,,,,,,,,,2.0,,2.0,1.0,,,,,0.5,,,,,,1.0,,1.0,,,,1.0,,,1.0,0.14285714285714285,,0.2,,,,,0.3333333333333333,1.0,1.0,,,0.125,0.125,,,,0.3333333333333333,,,,,,,,,,,,,,,,2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,519.0,9,-5.0,18,18,17.0,11,2,36,,,,,,,,,,22,,,,,,,,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,2.0,,,,,,17.0,,,,,,,,,,,,,,,,,0.2,0.16666666666666666,,,,,,,,,,,,,,,,0.9444444444444444,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
