EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,HeaveAttempts,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsPutbacks,ShortMidRangeAssists,SelfOReb,Blocked3s,BlockedArc3,LongMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,OffensiveGoaltends,on,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,3092.0,52,3.0,96,99,35.0,52,16,195,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,11,1.0,3.0,13.0,92,1.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,3.0,3.0,6,9,4.0,13,2.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,5.0,10.0,2.0,1.0,6.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,35.0,1.0,1.0,1.0,0.45454545454545453,0.5,0.3333333333333333,0.4166666666666667,0.5,0.25,0.43333333333333335,0.5,0.3,0.08333333333333333,0.09090909090909091,0.3333333333333333,17.857142857142854,0.6,0.20689655172413793,0.09375,0.1875,0.07142857142857142,0.2,0.08695652173913043,0.5,0.041666666666666664,0.1,0.16666666666666666,0.2857142857142857,0.1875,0.375,1.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,1.0,0.3333333333333333,0.08333333333333333,0.5,1.0,1.0,0.25,1.0,0.25,0.4166666666666667,0.45448181818181826,0.5932,0.4527333333333334,0.21428571428571427,0.23076923076923078,0.3076923076923077,0.23076923076923078,8.700000000000001,42.5,0.3645833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,15657.0,261,21.0,467,463,194.0,222,69,930,7.0,13.0,1.0,3.0,2.0,5.0,3.0,5.0,27.0,38.0,20.0,20.0,45,43.0,41.0,120.0,440,3.0,8.0,1.0,16.0,10.0,18.0,21.0,31.0,69.0,8.0,,3.0,1.0,3.0,5.0,9,15,4.0,19,5.0,4.0,8.0,4.0,13.0,2.0,21.0,9.0,1.0,13.0,,6.0,41.0,,50.0,1.0,12.0,9.0,,,,,,69.0,194.0,9.0,0.2,0.2,0.4444444444444444,0.375,0.5555555555555556,0.44886363636363635,0.5769230769230769,0.48717948717948717,0.5275229357798165,0.6153846153846154,0.6090909090909091,0.48863636363636365,0.06666666666666667,0.2,23.722627737226276,0.38095238095238093,0.05421686746987952,0.016216216216216217,0.0847457627118644,0.014925373134328358,0.06222222222222222,0.015873015873015872,,0.031914893617021274,0.019230769230769232,0.03636363636363636,0.05,0.07042253521126761,0.07317073170731707,,0.14772727272727273,0.5384615384615384,0.6363636363636364,0.2857142857142857,0.056818181818181816,0.6,0.75,,0.3068181818181818,0.4318181818181818,0.23076923076923078,0.3333333333333333,,0.1282051282051282,0.4,0.5128205128205128,0.6363636363636364,0.48014941860465116,0.46597727272727263,0.4673921052631579,0.13,0.21428571428571427,0.13333333333333333,0.575,12.082222222222223,26.002325581395347,0.41541755888650966,10.0,2.0,5.0,1.0,1.0,11.0,3.0,5.0,5.0,13.0,3.0,5.0,6.0,32.0,24.0,15.0,38.0,11.0,2.0,26.0,7.0,33.0,6.0,1.0,9.0,17.0,73.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,6.0,1.0,2.0,0.6153846153846154,0.3023255813953488,0.6,0.2857142857142857,0.3023255813953488,0.046511627906976744,0.15384615384615385,0.05263157894736842,0.038461538461538464,0.1111111111111111,0.37037037037037035,0.37037037037037035,0.2,0.056818181818181816,0.4,0.4,0.5,0.2894736842105263,0.3055555555555556,0.6363636363636364,0.38461538461538464,0.6,0.6666666666666666,0.02564102564102564,1.0,0.25,0.2894736842105263,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,True,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,16207.0,270,5.0,486,486,190.0,215,84,972,8.0,19.0,2.0,4.0,4.0,11.0,7.0,15.0,54.0,5.0,,36.0,88,9.0,31.0,115.0,484,5.0,14.0,6.0,19.0,11.0,32.0,2.0,20.0,45.0,42.0,,5.0,5.0,10.0,4.0,11,15,15.0,30,5.0,3.0,10.0,7.0,3.0,,13.0,4.0,13.0,28.0,,3.0,21.0,,34.0,,6.0,9.0,,,,1.0,1.0,45.0,190.0,9.0,0.5833333333333334,0.6176470588235294,0.4090909090909091,0.35714285714285715,0.34375,0.4329896907216495,0.40625,0.36764705882352944,0.4955357142857143,0.475,0.48863636363636365,0.09278350515463918,0.056818181818181816,,21.36752136752137,0.7692307692307693,0.060109289617486336,0.05,0.0784313725490196,0.078125,0.0641025641025641,0.056818181818181816,0.03125,0.0625,0.10416666666666667,0.05970149253731343,0.07692307692307693,0.05194805194805195,0.05555555555555555,1.0,0.1958762886597938,0.42105263157894735,0.5333333333333333,0.625,0.15463917525773196,0.4666666666666667,0.4666666666666667,0.14285714285714285,0.5567010309278351,0.05154639175257732,0.25,0.5,0.5,0.3235294117647059,0.36363636363636365,,0.28865979381443296,0.4443623711340206,0.4338227272727273,0.45253970588235287,0.05825242718446602,0.06382978723404255,0.16521739130434782,0.391304347826087,12.367045454545455,24.45555555555556,0.39094650205761317,21.0,1.0,4.0,1.0,2.0,3.0,,,,4.0,1.0,2.0,1.0,30.0,12.0,,5.0,3.0,,15.0,7.0,22.0,7.0,,5.0,8.0,51.0,,2.0,,3.0,,1.0,2.0,4.0,,4.0,1.0,0.4444444444444444,0.5,0.5,0.4444444444444444,,0.21052631578947367,,,0.13333333333333333,0.3888888888888889,0.39622641509433965,0.7142857142857143,0.041237113402061855,0.25,0.25,1.0,0.6,0.6,1.0,,,,0.058823529411764705,0.5,,0.6,,1.0,2.0,4.0,2.0,3.0,1.0,1.0,0.018518518518518517,0.03571428571428571,0.057692307692307696,0.125,0.5,1.0,,,,,,,,,True,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,17238.0,287,46.0,515,513,189.0,228,77,1028,20.0,34.0,6.0,9.0,7.0,11.0,8.0,22.0,25.0,14.0,6.0,36.0,81,24.0,21.0,120.0,483,7.0,11.0,1.0,24.0,10.0,23.0,10.0,14.0,43.0,38.0,,4.0,3.0,10.0,16.0,18,41,13.0,54,6.0,5.0,12.0,7.0,3.0,1.0,15.0,4.0,9.0,13.0,1.0,1.0,26.0,2.0,26.0,6.0,12.0,4.0,2.0,2.0,,2.0,1.0,43.0,189.0,4.0,0.5277777777777778,0.6333333333333333,0.4444444444444444,0.6363636363636364,0.43478260869565216,0.4714285714285714,0.71875,0.4393939393939394,0.5217391304347826,0.75,0.5375,0.22857142857142856,0.04938271604938271,,21.630615640599004,0.8,0.09782608695652174,0.05,0.22857142857142856,0.047619047619047616,0.13385826771653545,0.049429657794676805,0.04878048780487805,0.05825242718446602,0.022222222222222223,0.01639344262295082,0.023809523809523808,0.19753086419753085,0.22,0.5,0.3238095238095238,0.5882352941176471,0.6666666666666666,0.65,0.20952380952380953,0.36363636363636365,0.36363636363636365,,0.23809523809523808,0.13333333333333333,0.5625,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.6363636363636364,0.18181818181818182,0.5523809523809524,0.4835404761904762,0.5663181818181818,0.48379545454545453,0.10810810810810811,0.13793103448275862,0.2,0.35833333333333334,8.244444444444445,24.84583333333333,0.36699029126213595,8.0,4.0,10.0,2.0,4.0,5.0,2.0,3.0,1.0,9.0,3.0,5.0,3.0,34.0,27.0,,14.0,5.0,,16.0,7.0,23.0,4.0,3.0,5.0,10.0,53.0,7.0,1.0,,5.0,1.0,,1.0,,,1.0,1.0,0.375,0.6,0.3,0.375,,0.11764705882352941,,0.28,0.25,0.32,0.32,0.75,0.09523809523809523,0.4,0.4,1.0,0.35714285714285715,0.35714285714285715,1.0,0.1875,0.6666666666666666,1.0,0.12121212121212122,0.5,0.16666666666666666,0.35714285714285715,,1.0,2.0,12.0,1.0,3.0,,,,0.03571428571428571,0.05555555555555555,0.125,0.5,1.0,0.1111111111111111,,,,,,,,True,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,21236.0,354,-2.0,624,627,212.0,259,100,1251,11.0,28.0,5.0,17.0,5.0,10.0,4.0,12.0,64.0,2.0,2.0,37.0,104,2.0,19.0,93.0,614,5.0,20.0,5.0,15.0,14.0,37.0,2.0,6.0,34.0,60.0,1.0,4.0,14.0,27.0,13.0,43,72,41.0,113,11.0,5.0,9.0,5.0,8.0,1.0,17.0,3.0,29.0,55.0,1.0,2.0,30.0,4.0,26.0,4.0,12.0,3.0,14.0,10.0,,15.0,11.0,34.0,212.0,3.0,0.8108108108108109,0.8823529411764706,0.3557692307692308,0.25,0.3783783783783784,0.3490566037735849,0.25,0.358974358974359,0.3974358974358974,0.32608695652173914,0.38636363636363635,0.018867924528301886,0.038461538461538464,0.16666666666666666,18.10810810810811,0.5294117647058824,0.1894273127753304,0.1062992125984252,0.16455696202531644,0.16666666666666666,0.1830065359477124,0.12130177514792899,0.08163265306122448,0.07971014492753623,0.11475409836065574,0.2375,0.17647058823529413,0.15625,0.14545454545454545,0.7333333333333333,0.2641509433962264,0.39285714285714285,0.4074074074074074,0.6363636363636364,0.11320754716981132,0.3333333333333333,0.4,0.5,0.6037735849056604,0.018867924528301886,0.85,0.29411764705882354,0.4,0.2564102564102564,0.5,0.05128205128205128,0.2830188679245283,0.4370980769230769,0.5552833333333334,0.42496216216216215,0.10526315789473684,0.10714285714285714,0.16129032258064516,0.3655913978494624,12.209615384615383,50.55,0.33974358974358976,22.0,,,,,,,,,,,,,14.0,,,1.0,,,12.0,6.0,18.0,4.0,2.0,7.0,4.0,42.0,16.0,6.0,2.0,4.0,2.0,6.0,2.0,,,9.0,,,,,,,0.03571428571428571,,0.5,0.20833333333333334,0.34375,0.3492063492063492,0.9545454545454546,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,1.0,,0.015625,0.1791044776119403,0.031746031746031744,,,,0.30434782608695654,1.0,4.0,1.0,1.0,1.0,,,True,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,4316.0,72,-45.0,115,118,20.0,31,22,233,1.0,3.0,,,,,,,7.0,3.0,,5.0,10,8.0,1.0,17.0,142,2.0,4.0,,4.0,,,,1.0,1.0,8.0,,1.0,,3.0,,7,7,3.0,10,3.0,3.0,1.0,1.0,3.0,,4.0,,,3.0,,2.0,3.0,,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,20.0,,0.8,0.8,0.5,0.5,,0.4444444444444444,0.3333333333333333,,0.4473684210526316,0.3333333333333333,0.5,0.4444444444444444,0.1,,16.083916083916083,0.25,0.1590909090909091,0.058823529411764705,,,0.125,0.04225352112676056,0.125,0.06060606060606061,,0.17647058823529413,0.18181818181818182,0.125,,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3888888888888889,0.16666666666666666,,,,,,,0.6111111111111112,0.5028277777777778,0.47321,,0.05263157894736842,0.09090909090909091,0.23529411764705882,0.058823529411764705,12.440000000000001,23.837500000000002,0.17391304347826086,4.0,1.0,5.0,,,1.0,,,,2.0,,2.0,,2.0,6.0,,3.0,1.0,1.0,4.0,,4.0,,,2.0,1.0,8.0,,,,,1.0,1.0,,,,,1.0,0.25,,,0.25,0.125,,,,,0.5714285714285714,0.6666666666666666,0.75,0.2777777777777778,0.2,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,,2.0,,1.0,,,,0.14285714285714285,,,0.3333333333333333,,,,,,,,,0.2,,True,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,4911.0,82,-24.0,141,149,23.0,43,26,290,,2.0,,,,1.0,,1.0,4.0,6.0,1.0,1.0,7,9.0,4.0,12.0,140,,1.0,,,,1.0,2.0,,3.0,,,1.0,1.0,,,4,4,1.0,5,3.0,1.0,2.0,2.0,3.0,,5.0,,4.0,13.0,,1.0,9.0,,4.0,,2.0,,,,,,,3.0,23.0,,,,0.14285714285714285,,,0.25,,0.5,0.3333333333333333,,0.5,0.5625,0.14285714285714285,,13.529411764705882,0.4,0.07692307692307693,,,0.047619047619047616,0.05,0.011627906976744186,,,0.08333333333333333,,,0.2,,,0.125,,,,0.0625,,,,0.25,0.375,,,,0.3333333333333333,,0.3333333333333333,0.6875,0.48965937500000006,0.47204999999999997,0.5858333333333333,0.1111111111111111,0.2222222222222222,,0.25,13.271428571428572,24.91111111111111,0.16312056737588654,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,6.0,,6.0,1.0,,12.0,,12.0,,,4.0,8.0,24.0,,2.0,,,1.0,1.0,2.0,,,1.0,1.0,0.2222222222222222,,0.5,0.2222222222222222,,0.5,,,,0.25,0.25,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,,,0.3333333333333333,1.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,5792.0,97,-10.0,162,165,32.0,51,23,327,7.0,10.0,,1.0,1.0,3.0,,4.0,7.0,,,9.0,21,1.0,7.0,25.0,165,,2.0,,,1.0,4.0,1.0,2.0,4.0,6.0,,2.0,,2.0,3.0,3,6,2.0,8,,,3.0,1.0,2.0,,5.0,2.0,1.0,10.0,,,5.0,,9.0,1.0,5.0,,1.0,,1.0,1.0,1.0,4.0,32.0,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.25,0.4090909090909091,,0.2,0.4807692307692308,,0.3333333333333333,0.045454545454545456,0.09523809523809523,0.25,16.48936170212766,0.6,0.05357142857142857,0.03076923076923077,0.15,,0.07894736842105263,0.023529411764705882,0.05263157894736842,0.030303030303030304,,0.05555555555555555,,0.08,0.21428571428571427,1.0,0.45454545454545453,0.7,0.7777777777777778,0.42857142857142855,0.18181818181818182,,,,0.3181818181818182,,0.5,,,0.6,0.3333333333333333,,0.5,0.4725227272727272,0.5437,0.48544,0.19230769230769232,0.2,,0.16,8.18095238095238,24.2,0.19753086419753085,2.0,,1.0,,1.0,,,,,,,,,12.0,,,,,,6.0,5.0,11.0,3.0,2.0,2.0,4.0,27.0,,,1.0,2.0,1.0,,,,,2.0,,,,,,,0.1,,,,0.2857142857142857,0.2857142857142857,,0.045454545454545456,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1737,1610612765,Nazr Mohammed,Nazr Mohammed,1737,DET,76.0,1,-2.0,2,2,,2,2,4,,,,,,,,1.0,,,,,1,,,,2,,,,,,,,,,,,1.0,,,,1,1,,1,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.373,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
185,1610612765,Chris Webber,Chris Webber,185,DET,4458.0,74,-56.0,121,123,25.0,42,22,244,8.0,16.0,3.0,6.0,1.0,2.0,1.0,4.0,5.0,1.0,,10.0,25,1.0,6.0,26.0,166,3.0,6.0,,6.0,1.0,6.0,,,2.0,12.0,,3.0,,8.0,1.0,9,11,8.0,19,3.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,7.0,10.0,,,10.0,1.0,8.0,2.0,5.0,,1.0,1.0,,1.0,1.0,2.0,25.0,,0.6,0.8571428571428571,0.4,0.5,0.16666666666666666,0.38461538461538464,0.5,0.16666666666666666,0.4482758620689655,0.5,0.16666666666666666,0.038461538461538464,0.12,,22.972972972972972,0.4,0.23076923076923078,0.125,0.07692307692307693,,0.19230769230769232,0.1111111111111111,0.07142857142857142,0.058823529411764705,,0.18181818181818182,0.2857142857142857,0.23809523809523808,0.09090909090909091,1.0,0.6153846153846154,0.5,0.6153846153846154,0.625,0.15384615384615385,0.25,0.25,,0.19230769230769232,0.038461538461538464,1.0,0.5,,0.3333333333333333,0.5,,0.6538461538461539,0.5127903846153846,0.5525666666666667,0.4436166666666667,0.1724137931034483,0.17857142857142858,0.23076923076923078,0.07692307692307693,4.784,26.6,0.2066115702479339,1.0,,,,,,,,,,,,,8.0,,,1.0,,,2.0,,2.0,,,2.0,,4.0,1.0,2.0,,1.0,2.0,2.0,,,,1.0,,,,,,,0.1875,,0.5,,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,6.0,,1.0,,,,0.3125,0.07692307692307693,,,,,,,,,,,,True,,,
