EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,FG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,ShortMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,LostBallTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Fg2Pct,PenaltyFg2Pct,DefFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PtsAssisted2s,Corner3Assists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,OffThreePtRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,HeaveAttempts,OffTwoPtRebounds,FTOffRebounds,SelfOReb,BadPassSteals,Offensive Fouls,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGM,SecondChanceTurnovers,Loose Ball Fouls,ShortMidRangePctBlocked,PenaltyCorner3Accuracy,LongMidRangeAssists,on,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,BlockedLongMidRange,OffLongMidRangeReboundPct,Travels,OffShortMidRangeReboundPct,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,722.0,12,-2.0,24,26,15.0,18.0,50,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,26,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,1.0,0.5,1.0,0.5,0.5,1.5,0.5,1.5,0.6666666666666666,20.833333333333336,0.5,0.1111111111111111,0.3333333333333333,0.2,0.3333333333333333,0.25,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.4639166666666667,0.48045,1.0,9.5,25.4,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1899,1610612748,James Posey,James Posey,1899,MIA,2633.0,44,-8.0,79,89,45.0,42.0,168,,,2.0,,,1.0,,3.0,2.0,90,,,2.0,,2.0,,1.0,2.0,3.0,2.0,,8.0,,8.0,10.0,10.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,45.0,,,,,0.25,1.0,0.25,1.0,0.75,8.045977011494253,0.6666666666666666,0.22857142857142856,,0.2,0.18181818181818182,,,0.75,,0.5,,,,,,1.0,,0.55425,0.5511,1.0,,25.0,0.569620253164557,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.2,0.2857142857142857,0.25,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,1160.0,19,,37,38,18.0,21.0,75,,,,,,,,1.0,3.0,37,,1.0,2.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,3.0,3.0,,,,,2.0,18.0,,,,,,,0.5,0.5,1.0,7.5,,,,,,,,,,,,,,,,1.0,,0.5751,0.5751,0.6666666666666666,,22.3,0.4864864864864865,3.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,1540.0,26,-15.0,48,51,27.0,23.0,99,1.0,,,,,4.0,1.0,1.0,11.0,62,,,4.0,3.0,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,1.0,4.0,1.0,,,,,4.0,27.0,1.0,1.0,,1.0,0.9,0.5,0.9166666666666666,0.6666666666666666,0.2,11.538461538461538,,0.05,,0.045454545454545456,,,,,0.2,,,,,,,0.4,,0.47939999999999994,0.417,0.36363636363636365,12.75,24.2,0.5625,4.0,1.0,1.0,,,1.0,3.0,1.0,2.0,,,,,,,,,,0.75,0.5,,0.14285714285714285,,0.2,1.0,1.0,0.2,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,3316.0,55,-15.0,100,109,51.0,53.0,209,5.0,,,,,11.0,,,25.0,116,,,7.0,,,,1.0,,1.0,,1.0,2.0,1.0,5.0,7.0,8.0,,,,1.0,1.0,1.0,4.0,6.0,8.0,,,3.0,2.0,7.0,51.0,,,,,0.9090909090909091,1.0,0.7352941176470589,0.7,,16.513761467889907,,0.11627906976744186,0.1,0.11320754716981132,0.15384615384615385,0.14285714285714285,,0.6666666666666666,0.45454545454545453,,,,,,,0.5454545454545454,,0.4807636363636364,0.55695,0.28,2.745454545454545,,0.51,8.0,5.0,6.0,2.0,2.0,,10.0,2.0,2.0,2.0,,1.0,,,,,3.0,1.0,0.9090909090909091,1.0,0.3333333333333333,0.09090909090909091,0.10526315789473684,0.5454545454545454,0.8333333333333334,1.0,,1.0,1.0,,5.0,3.0,13.0,4.0,3.0,1.0,3.0,,0.2857142857142857,0.2857142857142857,5.0,,,,18.0,,0.9,0.9,1.0,1.0,1.0,0.8,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.09090909090909091,0.16666666666666666,0.09090909090909091,0.02564102564102564,0.25,0.3675,0.08,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,2766.0,46,-8.0,81,88,33.0,39.0,169,2.0,,3.0,,2.0,26.0,,3.0,28.0,92,,2.0,13.0,,2.0,,7.0,1.0,8.0,,5.0,17.0,2.0,4.0,6.0,10.0,2.0,1.0,1.0,3.0,5.0,2.0,,2.0,9.0,,,,,13.0,33.0,,,,,0.4482758620689655,0.42857142857142855,0.45161290322580644,0.43333333333333335,0.10344827586206896,40.449438202247194,0.4,0.1111111111111111,0.2,0.13043478260869565,0.1,0.14285714285714285,0.3333333333333333,,0.06896551724137931,0.10344827586206896,,,,0.14285714285714285,,0.41379310344827586,,0.46337500000000004,0.4666,0.4642857142857143,10.776923076923076,36.06666666666667,0.4074074074074074,6.0,4.0,9.0,2.0,5.0,,13.0,6.0,12.0,26.0,2.0,,3.0,1.0,1.0,1.0,,,0.5,0.5,,0.1111111111111111,0.11764705882352941,0.3103448275862069,0.4444444444444444,0.5,,0.35714285714285715,0.4,,2.0,1.0,6.0,4.0,,,,,0.12903225806451613,0.14285714285714285,2.0,7.0,15.0,,,1.0,,,,1.0,1.0,,0.5172413793103449,0.4666666666666667,0.4666666666666667,,,,,2.0,2.0,4.0,1.0,2.0,4.0,,,2.0,,1.0,1.0,1.0,0.038461538461538464,0.1111111111111111,0.2222222222222222,0.09375,,,0.14285714285714285,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.16666666666666666,0.043478260869565216,0.09090909090909091,0.3333333333333333,0.07142857142857142,0.5,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,903.0,15,-3.0,28,31,13.0,17.0,59,1.0,,,,,6.0,,,8.0,32,,,2.0,,,,1.0,,1.0,,1.0,2.0,,2.0,2.0,2.0,,,,,,,1.0,2.0,2.0,,,1.0,1.0,2.0,13.0,,,,,0.5,,0.5714285714285714,0.3333333333333333,,24.999999999999996,,0.2222222222222222,,0.14285714285714285,,,,1.0,0.16666666666666666,,,,,,,0.5,,0.49144999999999994,0.53045,0.25,7.5,,0.4642857142857143,,2.0,3.0,,1.0,,3.0,,2.0,,,,,,,1.0,1.0,1.0,0.5,,,,0.2857142857142857,0.5,0.6666666666666666,1.0,,0.5,,,2.0,2.0,2.0,1.0,,1.0,,,0.14285714285714285,0.14285714285714285,1.0,,2.0,,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,2273.0,38,-13.0,67,73,34.0,31.0,140,3.0,4.0,6.0,4.0,5.0,10.0,5.0,8.0,21.0,78,5.0,7.0,19.0,15.0,6.0,4.0,3.0,,3.0,,,6.0,,4.0,4.0,6.0,1.0,,1.0,2.0,3.0,2.0,,4.0,1.0,,,,,19.0,34.0,1.0,0.625,0.7142857142857143,0.625,0.5277777777777778,0.6538461538461539,0.5526315789473685,0.6785714285714286,0.4444444444444444,28.94736842105263,0.3333333333333333,0.12121212121212122,,0.10526315789473684,0.1,,,,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.38461538461538464,0.8,0.7777777777777778,0.6666666666666666,0.49626944444444443,0.47862307692307693,0.9047619047619048,4.97,24.85,0.5074626865671642,8.0,1.0,6.0,,3.0,2.0,2.0,1.0,6.0,4.0,3.0,,1.0,,,,,,0.2,0.16666666666666666,,0.09090909090909091,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.23076923076923078,,2.0,2.0,2.0,2.0,1.0,,1.0,,0.15384615384615385,0.05263157894736842,0.09090909090909091,1.0,,1.0,1.0,,,,,,0.3333333333333333,0.5,,0.05555555555555555,,,,0.5,0.5,1.0,,4.0,,1.0,,2.0,,,,,,,,0.1,,,0.03571428571428571,,0.5173333333333333,,,2.0,,,1.0,1.0,1.0,1.0,2.0,0.2,0.05555555555555555,0.1111111111111111,,0.1,0.5,,1.0,1.0,1.0,0.3333333333333333,0.5,,True,,,,,,,,,,,,,,,,,,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,1267.0,21,-11.0,36,40,19.0,21.0,76,1.0,,,,,1.0,,1.0,,47,,1.0,,,,,1.0,1.0,2.0,1.0,,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,,,,,19.0,,,,,,,,,0.5,15.0,0.5,0.15384615384615385,,0.125,0.2,,,,0.5,,,,,,,0.5,,0.483875,0.483875,,8.3,23.2,0.5277777777777778,4.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,0.16666666666666666,,,,0.5,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,5974.0,100,-21.0,191,187,28.0,36.0,378,2.0,3.0,13.0,,1.0,10.0,4.0,15.0,20.0,213,,1.0,,12.0,13.0,3.0,9.0,3.0,12.0,3.0,5.0,27.0,1.0,4.0,5.0,5.0,1.0,,1.0,,1.0,,1.0,4.0,3.0,,,,,,28.0,1.0,0.26666666666666666,,0.26666666666666666,0.32,,0.35185185185185186,,0.6,13.397129186602871,1.0,0.06557377049180328,0.05263157894736842,0.0625,0.09090909090909091,0.0625,,,0.08,0.52,0.23076923076923078,0.23076923076923078,1.0,1.0,,0.76,0.23076923076923078,0.530336,0.55665,,9.68,24.886666666666667,0.14659685863874344,17.0,1.0,4.0,,,2.0,2.0,,,4.0,,,5.0,1.0,,1.0,,,0.2,,,0.09523809523809523,0.034482758620689655,0.16,0.25,0.5,0.08,,,,4.0,,5.0,2.0,,1.0,,,0.07407407407407407,0.16666666666666666,,1.0,4.0,1.0,,,,,,,,,0.16,0.25,0.25,,0.5,0.5,1.0,,,,2.0,,,,,,,,,,0.2,0.5,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,False,1.0,,,,,,,,,,,,,,,,,,,
