EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,AtRimFGM,AtRimFGA,PenaltyFG2A,PtsAssisted2s,Steals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFGM,Corner3FGA,PenaltyFG2M,PenaltyFg2Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,on,PenaltyAtRimFGM,PenaltyAtRimFGA,FTDefRebounds,DefFTReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg2aBlocked,OffThreePtRebounds,SelfOReb,BadPassSteals,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3Assists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,OffCorner3ReboundPct
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,542.0,9.0,3.0,16.0,15,7.0,6,1.0,31,1.0,1.0,1.0,1.0,2.0,1.0,3.0,16.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.5,1.0,0.5,1.0,0.75,1.5,10.526315789473685,0.25,0.125,0.25,0.1111111111111111,0.2,1.0,0.2,0.5,1.0,1.0,0.5,0.4235,0.5265,0.5,0.5,1.0,13.25,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,561.0,9.0,,15.0,17,,9,2.0,32,,,2.0,,2.0,,,16.0,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,23.52941176470588,0.14285714285714285,,0.2222222222222222,,,,,,,,1.0,0.40795,,,,,17.7,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,801.0,13.0,1.0,24.0,24,7.0,14,1.0,48,,1.0,,,1.0,2.0,5.0,26.0,,,,,,,,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,7.0,,,0.5,,0.625,,18.51851851851852,0.18181818181818182,,0.16666666666666666,,,,,0.3333333333333333,,,,0.43733333333333335,,0.25,0.5,,12.3,0.2916666666666667,4.0,5.0,2.0,11.0,,1.0,1.0,,,1.0,1.0,,0.6666666666666666,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.5,0.5,0.5,0.75,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.4524,1.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,1610612764,Michael Ruffin,Michael Ruffin,1913,WAS,20.0,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,1101.0,18.0,1.0,31.0,32,7.0,14,3.0,63,1.0,1.0,1.0,2.0,3.0,,4.0,34.0,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,,,,7.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,11.11111111111111,0.14285714285714285,0.16666666666666666,0.125,0.14285714285714285,0.2857142857142857,,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5063333333333333,,,,,9.733333333333333,0.22580645161290322,1.0,1.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.3894,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,796.0,13.0,1.0,23.0,23,5.0,11,3.0,46,2.0,5.0,2.0,5.0,8.0,,10.0,25.0,,,,,6.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,5.0,0.625,,0.5555555555555556,,0.5555555555555556,,32.14285714285714,0.2857142857142857,,0.2222222222222222,,,,0.3333333333333333,0.5555555555555556,0.4,0.4,0.2222222222222222,0.4417222222222222,,,,,10.1125,0.21739130434782608,,1.0,,3.0,,,,,,,,,0.25,,,,,,,1.0,,,,2.0,,,,1.0,1.0,,,,2.0,,,,,0.5,0.5,0.1111111111111111,,,,,,,0.2222222222222222,,0.38815,0.2,23.6,1.0,1.0,2.0,4.0,,,,,,0.4,0.4,0.1111111111111111,1.0,1.0,1.0,,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.1111111111111111,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,134.0,2.0,1.0,4.0,3,1.0,2,1.0,7,,,2.0,,2.0,,,2.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,42.857142857142854,0.5,,0.5,,,,,,,,0.6666666666666666,0.44821666666666665,0.468975,,,,17.5,0.25,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,1610612764,Roger Mason Jr.,Roger Mason Jr.,2427,WAS,688.0,11.0,2.0,19.0,19,6.0,3,2.0,38,,,1.0,1.0,1.0,,5.0,22.0,,,,,,,,,,,,,,,,,,6.0,1.0,,1.25,,1.25,,9.523809523809524,,,,,,,,,,,0.5,0.47015,,,,,19.4,0.3157894736842105,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,0.5,0.5,1.0,1.0,1.0,,,0.5,1.0,,,24.6,,,,2.0,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612764,Darius Songaila,Darius Songaila,2443,WAS,557.0,9.0,2.0,14.0,16,1.0,1,2.0,30,,1.0,2.0,4.0,6.0,,8.0,15.0,1.0,1.0,,2.0,6.0,,,,,,,1.0,1.0,,,,,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,43.75,,,,,,,,0.16666666666666666,,,0.3333333333333333,0.4647333333333334,0.3205,,,0.25,8.333333333333334,0.07142857142857142,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,3.0,3.0,,2.0,,,,,,0.25,0.25,0.5,1.0,1.0,0.3333333333333333,,1.0,,,,0.5,0.5,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,1610612764,Jarvis Hayes,Jarvis Hayes,2553,WAS,305.0,5.0,-6.0,9.0,10,1.0,9,,19,,,,,,,,14.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,0.25,,,,0.5,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
